1	Wär	Wär	N	NE	_	0	root	844	844
3	mehr	mehr	A	ADV	_	6	adv	_	_
4	von	von	P	APPR	Dat	6	pp	_	_
5	Ihnen	sie	P	PPER	3|Pl|_|Dat	4	pn	316	316
6	weiß	wissen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
7	(	(	$	$(	_	0	root	_	_
8	hier	hier	A	ADV	_	9	adv	_	_
9	wagte	wagen	V	VVFIN	3|Sg|Past|_	0	root	_	_
10	sich	sie	P	PRF	3|_|_	9	obja	_	_
11	Casanova	Casanova	N	NN	Masc|Nom|Sg	9	subj	11	11
12	weiter	weiter	A	ADV	_	9	adv	_	_
13	vor	vor	P	PTKVZ	_	9	avz	_	_
14	als	als	K	KOKOM	_	16	kom	_	_
15	er	er	P	PPER	3|Sg|Masc|Nom	14	cj	11	11
16	mußte	müssen	V	VMFIN	_|Sg|Past|Ind	9	s	_	_
17	,	,	$	$,	_	0	root	_	_
18	doch	doch	K	KON	_	9	kon	_	_
19	er	er	P	PPER	3|Sg|Masc|Nom	20	subj	11	11
20	liebte	lieben	V	VVFIN	3|Sg|Past|_	18	cj	_	_
21	solche	solche	A	PIDAT	Neut|_|_	26	det	_	_
22	kleine	klein	A	ADJA	Pos|Neut|_|_|_|	26	attr	_	_
23	nicht	nicht	P	PTKNEG	_	25	adv	_	_
24	ganz	ganz	A	ADV	_	25	adv	_	_
25	ungefährliche	ungefährlich	A	ADJA	Pos|Neut|_|_|_|	26	attr	_	_
26	Abenteuer	Abenteuer	N	NN	Neut|_|_	20	obja	_	_
27	auf	auf	P	APPR	_	0	root	_	_
28	einem	eine	A	ART	Indef|_|Dat|Sg	0	root	_	_
29	im	in	P	APPRART	Dat	0	root	_	_
30	übrigen	übrig	A	ADJA	Pos|Masc|Dat|Sg|Wk|	32	attr	_	_
31	vorgezeichneten	vorgezeichnet	A	ADJA	Pos|Masc|Dat|Sg|Wk|	32	attr	_	_
32	Weg	Weg	N	NN	Masc|Dat|Sg	29	pn	_	_
33	)	)	$	$(	_	0	root	_	_
34	,	,	$	$,	_	0	root	_	_
35	als	als	K	KOUS	_	40	konj	_	_
36	er	er	P	PPER	3|Sg|Masc|Nom	40	subj	11	11
37	uns	wir	P	PPER	1|Pl|_|_	39	obja	873	873
38	heute	heute	A	ADV	_	39	adv	_	_
39	verraten	verraten	V	VVPP	_	40	aux	_	_
40	hat	haben	V	VAFIN	3|Sg|Pres|Ind	42	neb	_	_
41	,	,	$	$,	_	0	root	_	_
42	sind	sein	V	VAFIN	3|Pl|Pres|Ind	0	root	_	_
43	Sie	sie	P	PPER	3|Pl|_|Nom	42	subj	316	316
44	tatsächlich	tatsächlich	A	ADJD	Pos|	42	adv	_	_
45	völlig	völlig	A	ADJD	Pos|	42	adv	_	_
46	in	in	P	APPR	Dat	42	pp	_	_
47	der	die	A	ART	Def|Fem|Dat|Sg	48	det	874	874
48	Gewalt	Gewalt	N	NN	Fem|Dat|Sg	46	pn	874	874
49	dieses	diese	A	PDAT	Neut|Nom|Sg	50	det	_	_
50	Schurken	Schurke	N	NN	Neut|Nom|Sg	42	pred	_	_
51	,	,	$	$,	_	0	root	_	_
52	und	und	K	KON	_	0	root	_	_
53	Ihr	ihre	A	PPOSAT	Neut|_|Sg	54	det	316	316
54	Schicksal	Schicksal	N	NN	Neut|_|Sg	52	cj	_	_
55	als	als	K	KOKOM	_	54	kom	_	_
56	Offizier	Offizier	N	NN	Masc|_|Sg	55	cj	970	970
57	,	,	$	$,	_	0	root	_	_
58	als	als	K	KOKOM	_	61	kom	_	_
59	Edelmann	Edelmann	N	NN	Masc|_|_	58	cj	875	875
60	wäre	sein	V	VAFIN	_|Sg|Past|Subj	0	root	_	_
61	besiegelt	besiegeln	V	VVPP	_	60	aux	_	_
62	.	.	$	$.	_	0	root	_	_

1	Das	die	P	PDS	Neut|Nom|Sg	2	subj	_	_
2	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
3	die	die	A	ART	Def|Fem|Nom|Sg	5	det	_	_
4	eine	ein	A	ADJA	Pos|Fem|Nom|Sg|_|	5	attr	_	_
5	Seite	Seite	N	NN	Fem|Nom|Sg	2	pred	_	_
6	der	die	A	ART	Def|Fem|Gen|Sg	7	det	654	654
7	Sache	Sache	N	NN	Fem|Gen|Sg	5	gmod	654	654
8	.	.	$	$.	_	0	root	_	_

1	Dagegen	Dagegen	P	PROAV	_	2	pp	_	_
2	sind	sein	V	VAFIN	3|Pl|Pres|Ind	0	root	_	_
3	Sie	sie	P	PPER	3|Pl|_|Nom	2	subj	316	316
4	gerettet	retten	V	VVPP	_	2	aux	_	_
5	,	,	$	$,	_	0	root	_	_
6	sobald	sobald	K	KOUS	_	10	konj	_	_
7	Sie	sie	P	PPER	3|Sg|Fem|Nom	10	subj	654	654
8	Ihre	ihre	A	PPOSAT	Fem|_|Sg	9	det	654	654
9	Schuld	Schuld	N	NN	Fem|_|Sg	10	obja	_	_
10	bezahlt	bezahlen	V	VVFIN	3|Sg|Pres|Ind	2	neb	_	_
11	und	und	K	KON	_	0	root	_	_
12	die	die	A	ART	Def|_|_|_	11	cj	_	_
13	-	-	$	$(	_	0	root	_	_
14	irgendwie	irgendwie	A	ADV	_	18	adv	876	876
15	in	in	P	APPR	_	18	pp	876	876
16	Ihren	ihre	A	PPOSAT	Masc|_|Sg	17	det	876	876
17	Besitz	Besitz	N	NN	Masc|_|Sg	15	pn	_	_
18	gelangten	gelangt	A	ADJA	Pos|Masc|Nom|Pl|Wk|	19	attr	_	_
19	Ringe	Ring	N	NN	Masc|Nom|Pl	23	subj	_	_
20	wieder	wieder	A	ADV	_	23	adv	_	_
21	in	in	P	APPR	Dat	23	pp	_	_
22	Händen	Hand	N	NN	Fem|Dat|Pl	21	pn	818	818
23	haben	haben	V	VAFIN	3|Pl|Pres|_	0	root	_	_
24	;	;	$	$.	_	0	root	_	_
25	-	-	$	$(	_	0	root	_	_
26	und	und	K	KON	_	0	root	_	_
27	gerettet	retten	V	VVPP	_	28	aux	_	_
28	sein	sein	V	VAINF	_	26	cj	_	_
29	:	\:	$	$.	_	0	root	_	_
30	das	die	P	PDS	Neut|Nom|Sg	31	subj	_	_
31	heißt	heißen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
32	für	für	P	APPR	Acc	31	pp	_	_
33	Sie	sie	P	PPER	3|_|_|Acc	32	pn	654	654
34	in	in	P	APPR	Dat	31	pp	_	_
35	diesem	diese	A	PDAT	Masc|Dat|Sg	36	det	557	557
36	Fall	Fall	N	NN	Masc|Dat|Sg	34	pn	557	557
37	nicht	nicht	P	PTKNEG	_	31	adv	_	_
38	weniger	weniger	A	ADV	_	31	adv	_	_
39	,	,	$	$,	_	0	root	_	_
40	als	als	K	KOKOM	_	0	root	_	_
41	daß	daß	K	KOUS	_	46	konj	_	_
42	Ihnen	sie	P	PPER	3|Pl|_|Dat	46	objd	316	316
43	ein	eine	A	ART	Indef|Neut|Nom|Sg	44	det	877	877
44	Dasein	Dasein	N	NN	Neut|Nom|Sg	46	subj	877	877
45	wieder	wieder	A	ADV	_	46	adv	877	877
46	gehört	gehören	V	VVFIN	3|Sg|Pres|Ind	0	root	877	877
47	,	,	$	$,	_	0	root	877	877
48	mit	mit	P	APPR	Dat	56	pp	877	877
49	dem	die	P	PRELS	Neut|Dat|Sg	48	pn	877	877
50	Sie	sie	P	PPER	3|Pl|_|Nom	56	subj	316	316
51	schon	schon	A	ADV	_	56	adv	_	_
52	so	so	A	ADV	_	53	adv	_	_
53	gut	gut	A	ADJD	Pos|	56	adv	_	_
54	wie	wie	K	KOKOM	_	56	kom	_	_
55	abgeschlossen	abgeschlossen	V	VVPP	_	54	cj	_	_
56	hatten	haben	V	VAFIN	3|Pl|Past|Ind	44	rel	_	_
57	,	,	$	$,	_	0	root	_	_
58	und	und	K	KON	_	0	root	_	_
59	zwar	zwar	A	ADV	_	58	cj	_	_
60	,	,	$	$,	_	0	root	_	_
61	da	da	K	KOUS	_	68	konj	_	_
62	Sie	sie	P	PPER	3|Pl|_|Nom	68	subj	316	316
63	jung	jung	A	ADJD	Pos|	68	pred	_	_
64	,	,	$	$,	_	0	root	_	_
65	schön	schön	A	ADJD	Pos|	63	kon	_	_
66	und	und	K	KON	_	65	kon	_	_
67	kühn	kühn	A	ADJD	Pos|	66	cj	_	_
68	sind	sein	V	VAFIN	3|Pl|Pres|Ind	0	root	_	_
69	,	,	$	$,	_	0	root	_	_
70	ein	eine	A	ART	Indef|Masc|Nom|Sg	71	det	_	_
71	Dasein	Dasein	N	NN	Masc|Nom|Sg	0	root	_	_
72	voll	voll	A	ADJD	Pos|	73	adv	_	_
73	Glanz	Glanz	N	NN	Masc|Nom|Sg	71	app	_	_
74	,	,	$	$,	_	0	root	_	_
75	Glück	Glück	N	NN	Neut|Nom|Sg	73	kon	456	456
76	und	und	K	KON	_	75	kon	_	_
77	Ruhm	Ruhm	N	NN	Masc|Nom|Sg	76	cj	878	878
78	.	.	$	$.	_	0	root	_	_

1	Eine	eine	A	ART	Indef|Fem|Nom|Sg	3	det	879	879
2	solche	solche	A	PIDAT	Fem|Nom|Sg	3	attr	879	879
3	Aussicht	Aussicht	N	NN	Fem|Nom|Sg	4	subj	879	879
4	scheint	scheinen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
5	mir	ich	P	PPER	1|Sg|_|Dat	4	objd	881	881
6	herrlich	herrlich	A	ADJD	Pos|	4	pred	_	_
7	genug	genug	A	ADV	_	6	adv	_	_
8	,	,	$	$,	_	0	root	_	_
9	besonders	besonders	A	ADV	_	10	adv	_	_
10	wenn	wenn	K	KOUS	_	16	konj	_	_
11	auf	auf	P	APPR	Dat	16	pp	_	_
12	der	die	A	ART	Def|Fem|Dat|Sg	14	det	945	945
13	andern	andern	A	ADJA	_|Fem|Dat|Sg|_	14	attr	945	945
14	Seite	Seite	N	NN	Fem|Dat|Sg	11	pn	945	945
15	nichts	nichts	P	PIS	_|Nom|Sg	16	subj	_	_
16	winkt	winken	V	VVFIN	3|Sg|Pres|Ind	4	neb	_	_
17	als	als	K	KOKOM	_	16	kom	_	_
18	ein	eine	A	ART	Indef|Masc|Nom|Sg	23	det	_	_
19	ruhmloser	ruhmlos	A	ADJA	Pos|Masc|Nom|Sg|St|	23	attr	_	_
20	,	,	$	$,	_	0	root	_	_
21	ja	ja	A	ADV	_	22	adv	_	_
22	schimpflicher	schimpflich	A	ADJA	Pos|Masc|Nom|Sg|St|	19	kon	_	_
23	Untergang	Untergang	N	NN	Masc|Nom|Sg	17	cj	_	_
24	,	,	$	$,	_	0	root	_	_
25	um	um	K	KOUI	_	0	root	_	_
26	ihr	ihre	A	PPOSAT	_|_|Sg	27	det	879	879
27	zuliebe	zulieb	A	ADJA	_|_|Sg	0	root	_	_
28	ein	eine	A	ART	Indef|Neut|_|Sg	29	det	880	880
29	Vorurteil	Vorurteil	N	NN	Neut|_|Sg	30	obja	880	880
30	aufzuopfern	aufopfern	V	VVIZU	_	0	root	880	880
31	,	,	$	$,	_	0	root	880	880
32	das	die	P	PRELS	Neut|_|Sg	37	obja	880	880
33	man	man	P	PIS	_|Nom|Sg	37	subj	_	_
34	persönlich	persönlich	A	ADJD	Pos|	37	adv	_	_
35	eigentlich	eigentlich	A	ADV	_	37	adv	_	_
36	niemals	niemals	A	ADV	_	37	adv	_	_
37	besaß	besitzen	V	VVFIN	3|Sg|Past|Ind	29	rel	_	_
38	.	.	$	$.	_	0	root	_	_

1	Ich	ich	P	PPER	1|Sg|_|Nom	2	subj	881	881
2	weiß	wissen	V	VVFIN	1|Sg|Pres|Ind	0	root	_	_
3	es	es	P	PPER	3|Sg|Neut|_	2	expl	_	_
4	,	,	$	$,	_	0	root	_	_
5	Lorenzi	Lorenzi	N	NE	Neut|_|Sg	3	kon	126	126
6	«	«	$	$(	_	0	root	_	_
7	,	,	$	$,	_	0	root	_	_
8	setzte	setzen	V	VVFIN	3|Sg|Past|_	2	s	_	_
9	er	er	P	PPER	3|Sg|Masc|Nom	8	subj	126	126
10	rasch	rasch	A	ADJD	Pos|	8	adv	_	_
11	hinzu	hinzu	P	PTKVZ	_	8	avz	_	_
12	,	,	$	$,	_	0	root	_	_
13	als	als	K	KOKOM	_	14	konj	_	_
14	sei	sein	V	VAFIN	3|Sg|Pres|Subj	8	neb	_	_
15	er	er	P	PPER	3|Sg|Masc|Nom	14	subj	126	126
16	einer	eine	A	ART	Indef|Fem|Dat|Sg	17	det	_	_
17	Entgegnung	Entgegnung	N	NN	Fem|Dat|Sg	14	objd	_	_
18	gewärtig	gewärtig	N	NE	_|Nom|_	14	pred	_	_
19	und	und	K	KON	_	14	kon	_	_
20	wollte	wollen	V	VMFIN	_|Sg|Past|_	19	cj	_	_
21	ihr	ihr	P	PPER	3|Sg|Fem|Dat	22	objd	879	879
22	zuvorkommen	zuvorkommen	V	VVINF	_	20	aux	_	_
23	,	,	$	$,	_	0	root	_	_
24	»	»	$	$(	_	0	root	_	_
25	Sie	sie	P	PPER	3|Pl|_|Nom	26	subj	316	316
26	haben	haben	V	VAFIN	3|Pl|Pres|_	0	root	_	_
27	gar	gar	A	ADV	_	28	adv	_	_
28	keine	keine	A	PIAT	Neut|_|Pl	29	det	_	_
29	Vorurteile	Vorurteil	N	NN	Neut|_|Pl	26	obja	_	_
30	,	,	$	$,	_	0	root	_	_
31	so	so	A	ADV	_	32	adv	_	_
32	wenig	wenig	A	ADV	_	35	adv	_	_
33	als	als	K	KOKOM	_	32	kom	_	_
34	ich	ich	P	PPER	1|Sg|_|Nom	33	cj	881	881
35	sie	sie	P	PPER	3|Sg|Fem|Nom	36	subj	879	879
36	habe	haben	V	VAFIN	3|Sg|Pres|Subj	26	kon	_	_
37	oder	oder	K	KON	_	36	kon	_	_
38	jemals	jemals	A	ADV	_	39	adv	_	_
39	hatte	haben	V	VAFIN	_|Sg|Past|Ind	37	cj	_	_
40	;	;	$	$.	_	0	root	_	_
41	und	und	K	KON	_	0	root	_	_
42	was	was	P	PWS	Neut|_|Sg	41	cj	_	_
43	ich	ich	P	PPER	1|Sg|_|Nom	0	root	881	881
44	von	von	P	APPR	Dat	47	pp	_	_
45	Ihnen	sie	P	PPER	3|Pl|_|Dat	44	pn	316	316
46	zu	zu	P	PTKZU	_	47	part	_	_
47	verlangen	verlangen	V	VVINF	_	0	root	_	_
48	willens	willens	V	VVPP	_	49	aux	_	_
49	bin	sein	V	VAFIN	1|Sg|Pres|Ind	0	root	_	_
50	,	,	$	$,	_	0	root	_	_
51	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
52	nichts	nichts	P	PIS	_|Nom|Sg	51	subj	_	_
53	andres	andere	P	PIS	Neut|Nom|Sg	52	app	_	_
54	,	,	$	$,	_	0	root	_	_
55	als	als	K	KOKOM	_	0	root	_	_
56	was	was	P	PWS	Neut|_|Sg	0	root	_	_
57	ich	ich	P	PPER	1|Sg|_|Nom	0	root	881	881
58	selbst	selbst	A	ADV	_	67	adv	_	_
59	an	an	P	APPR	Dat	67	pp	_	_
60	Ihrer	ihre	A	PPOSAT	Fem|Dat|Sg	61	det	879	879
61	Stelle	Stelle	N	NN	Fem|Dat|Sg	59	pn	_	_
62	unter	unter	P	APPR	Dat	67	pp	_	_
63	den	die	A	ART	Def|Masc|Dat|Pl	65	det	_	_
64	gleichen	gleich	A	ADJA	Pos|Masc|Dat|Pl|_|	65	attr	_	_
65	Umständen	Umstand	N	NN	Masc|Dat|Pl	62	pn	_	_
66	zu	zu	P	PTKVZ	_	67	avz	_	_
67	erfüllen	erfüllen	V	VVFIN	_|Pl|Pres|_	0	root	_	_
68	mich	ich	P	PPER	1|Sg|_|Acc	67	obja	881	881
69	keinen	keine	A	PIAT	Masc|Acc|Sg	70	det	_	_
70	Augenblick	Augenblick	N	NN	Masc|Acc|Sg	67	zeit	_	_
71	besonnen	besinnen	V	VVPP	_	0	root	_	_
72	hätte	haben	V	VAFIN	_|Sg|Past|Subj	0	root	_	_
73	,	,	$	$,	_	0	root	_	_
74	-	-	$	$(	_	0	root	_	_
75	wie	wie	P	PWAV	_	81	adv	_	_
76	ich	ich	P	PPER	1|Sg|_|Nom	82	subj	881	881
77	mich	ich	P	PRF	1|Sg|Acc	81	obja	_	_
78	auch	auch	A	ADV	_	81	adv	_	_
79	tatsächlich	tatsächlich	A	ADJD	Pos|	81	adv	_	_
80	nie	nie	A	ADV	_	81	adv	_	_
81	gescheut	scheuen	V	VVPP	_	82	aux	_	_
82	habe	haben	V	VAFIN	1|Sg|Pres|_	0	root	_	_
83	,	,	$	$,	_	0	root	_	_
84	wenn	wenn	K	KOUS	_	94	konj	_	_
85	es	es	P	PPER	3|Sg|Neut|_	94	expl	_	_
86	das	die	A	ART	Def|Neut|Nom|Sg	87	det	882	882
87	Schicksal	Schicksal	N	NN	Neut|Nom|Sg	94	subj	882	882
88	oder	oder	K	KON	_	87	kon	882	882
89	auch	auch	A	ADV	_	92	adv	882	882
90	nur	nur	A	ADV	_	92	adv	882	882
91	meine	meine	A	PPOSAT	Fem|Nom|Sg	92	det	881	881
92	Laune	Laune	N	NN	Fem|Nom|Sg	88	cj	_	_
93	so	so	A	ADV	_	94	adv	_	_
94	forderte	fordern	V	VVFIN	3|Sg|Past|_	82	neb	_	_
95	,	,	$	$,	_	0	root	_	_
96	eine	eine	A	ART	Indef|Fem|_|Sg	97	det	_	_
97	Schurkerei	Schurkerei	N	NN	Fem|_|Sg	99	obja	_	_
98	zu	zu	P	PTKZU	_	99	part	_	_
99	begehen	begehen	V	VVINF	_	94	obji	_	_
100	oder	oder	K	KON	_	0	root	_	_
101	vielmehr	vielmehr	A	ADV	_	102	adv	_	_
102	das	die	P	PDS	Neut|_|Sg	100	cj	_	_
103	,	,	$	$,	_	0	root	_	_
104	was	was	P	PRELS	Neut|_|Sg	112	obja	882	882
105	die	die	A	ART	Def|Masc|Nom|Pl	106	det	_	_
106	Narren	Narr	N	NN	Masc|Nom|Pl	112	subj	_	_
107	dieser	diese	A	PDAT	Fem|Gen|Sg	108	det	443	443
108	Erde	Erde	N	NN	Fem|Gen|Sg	106	gmod	443	443
109	so	so	A	ADV	_	111	adv	_	_
110	zu	zu	P	PTKZU	_	111	part	_	_
111	nennen	nennen	V	VVINF	_	112	obji	_	_
112	pflegen	pflegen	V	VVFIN	3|Pl|Pres|_	102	rel	_	_
113	.	.	$	$.	_	0	root	_	_

1	Dafür	Dafür	P	PROAV	_	2	pp	_	_
2	war	sein	V	VAFIN	1|Sg|Past|Ind	0	root	_	_
3	ich	ich	P	PPER	1|Sg|_|Nom	2	subj	881	881
4	aber	aber	A	ADV	_	2	adv	_	_
5	auch	auch	A	ADV	_	2	adv	_	_
6	,	,	$	$,	_	0	root	_	_
7	gleich	gleich	A	ADJD	Pos|	8	adv	_	_
8	Ihnen	sie	P	PPER	3|Pl|_|Dat	0	root	316	316
9	,	,	$	$,	_	0	root	_	_
10	Lorenzi	Lorenzi	N	NE	_|Dat|Pl	8	app	_	_
11	,	,	$	$,	_	0	root	_	_
12	in	in	P	APPR	Dat	0	root	_	_
13	jeder	jede	A	PIDAT	Fem|Dat|Sg	14	det	_	_
14	Stunde	Stunde	N	NN	Fem|Dat|Sg	12	pn	_	_
15	bereit	bereit	P	PTKVZ	_	0	root	_	_
16	,	,	$	$,	_	0	root	_	_
17	mein	meine	A	PPOSAT	Neut|_|Sg	18	det	881	881
18	Leben	Leben	N	NN	Neut|_|Sg	26	obja	_	_
19	für	für	P	APPR	Acc	26	pp	_	_
20	weniger	weniger	A	ADV	_	21	adv	_	_
21	als	als	K	KOKOM	_	19	kom	_	_
22	nichts	nichts	P	PIS	_	21	cj	_	_
23	aufs	auf	P	APPRART	Acc	26	objp	_	_
24	Spiel	Spiel	N	NN	Neut|Acc|Sg	23	pn	340	340
25	zu	zu	P	PTKZU	_	26	part	_	_
26	setzen	setzen	V	VVINF	_	0	root	_	_
27	,	,	$	$,	_	0	root	_	_
28	und	und	K	KON	_	0	root	_	_
29	das	die	P	PDS	Neut|Nom|Sg	30	subj	_	_
30	macht	machen	V	VVFIN	3|Sg|Pres|Ind	28	cj	_	_
31	alles	alle	P	PIS	_|_|Sg	30	obja	_	_
32	wieder	wieder	A	ADV	_	30	adv	_	_
33	wett	wett	P	PTKVZ	_	30	avz	_	_
34	.	.	$	$.	_	0	root	_	_

1	Ich	ich	P	PPER	1|Sg|_|Nom	2	subj	881	881
2	bin	sein	V	VAFIN	1|Sg|Pres|Ind	0	root	_	_
3	es	es	P	PPER	3|Sg|Neut|_	2	expl	_	_
4	auch	auch	A	ADV	_	2	adv	_	_
5	jetzt	jetzt	A	ADV	_	2	adv	_	_
6	-	-	$	$(	_	0	root	_	_
7	für	für	P	APPR	Acc	2	pp	_	_
8	den	die	A	ART	Def|Masc|Acc|Sg	9	det	_	_
9	Fall	Fall	N	NN	Masc|Acc|Sg	7	pn	_	_
10	,	,	$	$,	_	0	root	_	_
11	daß	daß	K	KOUS	_	16	konj	_	_
12	Ihnen	sie	P	PPER	3|Pl|_|Dat	16	objd	316	316
13	mein	meine	A	PPOSAT	Masc|Nom|Sg	14	det	881	881
14	Vorschlag	Vorschlag	N	NN	Masc|Nom|Sg	16	subj	_	_
15	nicht	nicht	P	PTKNEG	_	16	adv	_	_
16	gefiele	gefallen	V	VVFIN	3|Sg|Past|Subj	9	objc	_	_
17	.	.	$	$.	_	0	root	_	_

1	Wir	wir	P	PPER	1|Pl|_|Nom	2	subj	883	883
2	sind	sein	V	VAFIN	1|Pl|Pres|Ind	0	root	_	_
3	aus	aus	P	APPR	Dat	6	objp	_	_
4	gleichem	gleich	A	ADJA	Pos|Masc|Dat|Sg|St|	5	attr	_	_
5	Stoff	Stoff	N	NN	Masc|Dat|Sg	3	pn	_	_
6	gemacht	machen	V	VVPP	_	2	aux	_	_
7	,	,	$	$,	_	0	root	_	_
8	Lorenzi	Lorenzi	N	NE	_	0	root	126	126
9	,	,	$	$,	_	0	root	_	_
10	sind	sein	V	VAFIN	3|Pl|Pres|Ind	0	root	_	_
11	Brüder	Bruder	N	NN	Masc|Nom|Pl	10	subj	_	_
12	im	in	P	APPRART	Dat	10	pp	_	_
13	Geiste	Geist	N	NN	Masc|Dat|Sg	12	pn	753	753
14	,	,	$	$,	_	0	root	_	_
15	und	und	K	KON	_	10	kon	_	_
16	so	so	A	ADV	_	17	adv	_	_
17	dürfen	dürfen	V	VMFIN	3|Pl|Pres|_	15	cj	_	_
18	sich	sie	P	PRF	3|_|_	17	obja	_	_
19	unsre	unsre	A	PPOSAT	Fem|Nom|Pl	20	det	883	883
20	Seelen	Seele	N	NN	Fem|Nom|Pl	17	subj	885	885
21	ohne	ohne	P	APPR	Acc	17	pp	_	_
22	falsche	falsch	A	ADJA	Pos|Fem|Acc|Sg|_|	23	attr	_	_
23	Scham	Scham	N	NN	Fem|Acc|Sg	21	pn	_	_
24	,	,	$	$,	_	0	root	_	_
25	stolz	stolz	A	ADJD	Pos|	21	kon	_	_
26	und	und	K	KON	_	25	kon	_	_
27	nackt	nackt	A	ADJD	Pos|	26	cj	_	_
28	,	,	$	$,	_	0	root	_	_
29	gegenüberstehen	gegenüberstehen	V	VVFIN	_|Pl|Pres|_	17	kon	_	_
30	.	.	$	$.	_	0	root	_	_

1	Hier	hier	A	ADV	_	2	adv	_	_
2	sind	sein	V	VAFIN	3|Pl|Pres|Ind	0	root	_	_
3	meine	meine	A	PPOSAT	_|Nom|Pl	5	det	825	825
4	zweitausend	zweitausend	C	CARD	_	5	attr	881)	881)
5	Dukaten	Dukaten	N	NN	_|Nom|Pl	2	subj	825	825
6	-	-	$	$(	_	0	root	_	_
7	vielmehr	vielmehr	A	ADV	_	8	adv	_	_
8	die	die	P	PDS	_|_|_	0	root	_	_
9	Ihren	ihre	A	PPOSAT	_|_|_	0	root	825	825
10	-	-	$	$(	_	0	root	_	_
11	wenn	wenn	K	KOUS	_	14	konj	_	_
12	Sie	sie	P	PPER	3|_|_|_	14	obja	825	825
13	es	es	P	PPER	3|Sg|Neut|_	26	expl	_	_
14	ermöglichen	ermöglichen	V	VVFIN	_|Pl|Pres|_	0	root	_	_
15	,	,	$	$,	_	0	root	_	_
16	daß	daß	K	KOUS	_	26	konj	_	_
17	ich	ich	P	PPER	1|Sg|_|Nom	26	subj	881	881
18	die	die	A	ART	Def|Fem|_|Sg	20	det	884	884
19	heutige	heutig	A	ADJA	Pos|Fem|_|Sg|_|	20	attr	884	884
20	Nacht	Nacht	N	NN	Fem|_|Sg	26	obja	884	884
21	an	an	P	APPR	Dat	26	pp	_	_
22	Ihrer	ihre	A	PPOSAT	Fem|Dat|Sg	23	det	884	884
23	Stelle	Stelle	N	NN	Fem|Dat|Sg	21	pn	_	_
24	mit	mit	P	APPR	Dat	26	pp	_	_
25	Marcolina	Marcolina	N	NE	_|Dat|_	24	pn	119	119
26	verbringe	verbringen	V	VVFIN	1|Sg|Pres|_	14	subjc	_	_
27	.	.	$	$.	_	0	root	_	_

1	Wir	wir	P	PPER	1|Pl|_|Nom	2	subj	883	883
2	wollen	wollen	V	VMFIN	1|Pl|Pres|_	0	root	_	_
3	nicht	nicht	P	PTKNEG	_	4	adv	_	_
4	stehenbleiben	stehenbleiben	V	VVINF	_	2	aux	_	_
5	,	,	$	$,	_	0	root	_	_
6	Lorenzi	Lorenzi	N	NE	_	0	root	126	126
7	,	,	$	$,	_	0	root	_	_
8	wir	wir	P	PPER	1|Pl|_|Nom	9	subj	883	883
9	wollen	wollen	V	VMFIN	1|Pl|Pres|_	0	root	_	_
10	weiterspazieren	weiterspazieren	V	VVINF	_	9	aux	_	_
11	.	.	$	$.	_	0	root	_	_
12	«	«	$	$(	_	0	root	_	_

1	Sie	sie	P	PPER	3|Pl|_|Nom	2	subj	885	885
2	gingen	gehen	V	VVFIN	3|Pl|Past|_	0	root	_	_
3	in	in	P	APPR	_	2	pp	_	_
4	den	die	A	ART	Def|_|_|_	5	det	886	886
5	Feldern	Feld	N	NN	_|_|_	3	pn	886	886
6	,	,	$	$,	_	0	root	_	_
7	unter	unter	P	APPR	Dat	2	pp	_	_
8	den	die	A	ART	Def|Masc|Dat|Pl	10	det	887	887
9	niedrigen	niedrig	A	ADJA	Pos|Masc|Dat|Pl|_|	10	attr	887	887
10	Obstbäumen	Obstbaum	N	NN	Masc|Dat|Pl	7	pn	887	887
11	,	,	$	$,	_	0	root	887	887
12	zwischen	zwischen	P	APPR	Dat	16	pp	887	887
13	denen	die	P	PRELS	Masc|Dat|Pl	12	pn	887	887
14	die	die	A	ART	Def|_|Nom|Pl	15	det	888	888
15	Rebenranken	Rebenranke	N	NN	_|Nom|Pl	16	subj	888	888
16	beerenbeladen	beerenbeladen	V	VVFIN	_|Pl|_|_	10	rel	_	_
17	sich	sie	P	PRF	3|_|_	16	obja	_	_
18	hinschlangen	hinschlingen	V	VVFIN	_|Pl|Past|Ind	0	root	_	_
19	;	;	$	$.	_	0	root	_	_
20	und	und	K	KON	_	0	root	_	_
21	Casanova	Casanova	N	NN	Masc|Nom|Sg	22	subj	11	11
22	sprach	sprechen	V	VVFIN	3|Sg|Past|Ind	20	cj	_	_
23	ohne	ohne	P	APPR	Acc	22	pp	_	_
24	Pause	Pause	N	NN	Fem|Acc|Sg	23	pn	_	_
25	weiter	weiter	P	PTKVZ	_	22	avz	_	_
26	.	.	$	$.	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Antworten	antworten	V	VVFIN	3|Pl|Pres|_	0	root	_	_
3	Sie	sie	P	PPER	3|Pl|_|Nom	2	subj	888	888
4	mir	ich	P	PPER	1|Sg|_|Dat	2	objd	881	881
5	noch	noch	A	ADV	_	6	adv	_	_
