1	Ach	ach	I	ITJ	_	0	root	_	_
14	Mund	Mund	N	NN	Masc|Acc|Sg	12	obja	464	464
15	auf	auf	P	APPR	Acc	12	objp	_	_
16	keine	keine	A	PIAT	_|Acc|_	17	det	424	424
17	Weise	Weise	N	NN	_|Acc|_	15	pn	424	424
18	süß	süß	A	ADJD	Pos|	12	pred	_	_
19	.	.	$	$.	_	0	root	_	_

1	Er	er	P	PPER	3|Sg|Masc|Nom	2	subj	281	281
2	rühmte	rühmen	V	VVFIN	3|Sg|Past|_	0	root	_	_
3	auch	auch	A	ADV	_	2	adv	_	_
4	seine	seine	A	PPOSAT	Fem|_|Pl	5	det	281	281
5	Predigten	Predigt	N	NN	Fem|_|Pl	2	obja	_	_
6	nicht	nicht	P	PTKNEG	_	2	adv	_	_
7	;	;	$	$.	_	0	root	_	_
8	wenn	wenn	K	KOUS	_	12	konj	_	_
9	er	er	P	PPER	3|Sg|Masc|Nom	12	subj	281	281
10	je	je	A	ADV	_	12	adv	_	_
11	darüber	darüber	P	PROAV	_	12	pp	_	_
12	sprach	sprechen	V	VVFIN	3|Sg|Past|Ind	22	neb	_	_
13	,	,	$	$,	_	0	root	_	_
14	so	so	A	ADV	_	15	adv	_	_
15	klagte	klagen	V	VVFIN	3|Sg|Past|_	12	par	_	_
16	er	er	P	PPER	3|Sg|Masc|Nom	15	subj	281	281
17	,	,	$	$,	_	0	root	_	_
18	wie	wie	P	PWAV	_	19	adv	_	_
19	schwer	schwer	A	ADJD	Pos|	22	adv	_	_
20	es	es	P	PPER	3|Sg|Neut|Nom	22	subj	_	_
21	ihm	er	P	PPER	3|Sg|_|Dat	22	objd	281	281
22	gehe	gehen	V	VVFIN	3|Sg|Pres|Subj	0	root	_	_
23	.	.	$	$.	_	0	root	_	_
24	‹	‹	F	FM	_|Dat|_	27	objd	_	_
25	›	›	F	FM	_|Dat|_	24	app	_	_
26	Das	die	P	PDS	Neut|Nom|Sg	27	subj	_	_
27	sind	sein	V	VAFIN	_|Pl|Pres|Ind	0	root	_	_
28	gerade	gerade	A	ADV	_	27	adv	_	_
29	die	die	A	ART	Def|_|Nom|Pl	30	det	_	_
30	Schlimmsten	Schlimmste	N	NN	_|Nom|Pl	27	pred	_	_
31	,	,	$	$,	_	0	root	_	_
32	Frau	Frau	N	NN	Fem|_|Sg	34	obja	154	154
33	Pfarrerin	Pfarrerin	N	NN	Fem|_|Sg	32	app	154	154
34	‹	‹	V	VVINF	_	0	root	_	_
35	,	,	$	$,	_	0	root	_	_
36	sagte	sagen	V	VVFIN	1|Sg|Past|_	34	par	_	_
37	ich	ich	P	PPER	1|Sg|_|Nom	36	subj	311	311
38	,	,	$	$,	_	0	root	_	_
39	›	›	F	FM	_	0	root	_	_
40	sie	sie	P	PPER	3|Pl|_|Nom	41	subj	319	319
41	demütigen	demütigen	V	VVFIN	3|Pl|Pres|_	0	root	_	_
42	sich	sie	P	PRF	3|_|_	41	obja	_	_
43	nur	nur	A	ADV	_	41	adv	_	_
44	scheinbar	scheinbar	A	ADJD	Pos|	41	adv	_	_
45	,	,	$	$,	_	0	root	_	_
46	damit	damit	K	KOUS	_	51	konj	_	_
47	man	man	P	PIS	_|Nom|Sg	51	subj	_	_
48	sie	sie	P	PPER	3|_|_|_	51	obja	319	319
49	desto	desto	A	ADV	_	51	adv	_	_
50	mehr	mehr	A	ADV	_	51	adv	_	_
51	erhebe	erheben	V	VVFIN	3|Sg|Pres|Subj	41	neb	_	_
52	und	und	K	KON	_	51	kon	_	_
53	rühme	rühmen	V	VVFIN	_|Sg|Pres|_	52	cj	_	_
54	.	.	$	$.	_	0	root	_	_
55	‹	‹	F	FM	_	0	root	_	_
56	›	›	F	FM	_	55	app	_	_
57	Nein	nein	P	PTKANT	_	0	root	_	_
58	,	,	$	$,	_	0	root	_	_
59	wahrhaftig	wahrhaftig	A	ADV	_	60	adv	_	_
60	nicht	nicht	P	PTKNEG	_	0	root	_	_
61	,	,	$	$,	_	0	root	_	_
62	das	die	P	PDS	Neut|_|Sg	63	obja	_	_
63	tat	tun	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
64	er	er	P	PPER	3|Sg|Masc|Nom	63	subj	281	281
65	nicht	nicht	P	PTKNEG	_	63	adv	_	_
66	,	,	$	$,	_	0	root	_	_
67	der	die	P	PDS	Masc|Nom|Sg	68	subj	_	_
68	war	sein	V	VAFIN	3|Sg|Past|Ind	63	kon	_	_
69	viel	viel	A	ADV	_	71	adv	_	_
70	zu	zu	P	PTKA	_	71	adv	_	_
71	aufrichtig	aufrichtig	A	ADJD	Pos|	68	pred	_	_
72	,	,	$	$,	_	0	root	_	_
73	er	er	P	PPER	3|Sg|Masc|Nom	74	subj	281	281
74	war	sein	V	VAFIN	3|Sg|Past|Ind	68	kon	_	_
75	gar	gar	A	ADV	_	76	adv	_	_
76	nicht	nicht	P	PTKNEG	_	74	adv	_	_
77	,	,	$	$,	_	0	root	_	_
78	wie	wie	P	PWAV	_	82	adv	_	_
79	jetzt	jetzt	A	ADV	_	82	adv	_	_
80	die	die	A	ART	Def|_|Nom|Pl	81	det	188	188
81	Leute	Leute	N	NN	_|Nom|Pl	82	subj	188	188
82	sind	sein	V	VAFIN	3|Pl|Pres|Ind	74	objc	_	_
83	.	.	$	$.	_	0	root	_	_

1	Und	und	K	KON	_	0	root	_	_
2	es	es	P	PPER	3|Sg|Neut|Nom	3	subj	_	_
3	hätte	haben	V	VAFIN	3|Sg|Past|Subj	1	cj	_	_
4	ihm	er	P	PPER	3|Sg|_|Dat	6	objd	281	281
5	nichts	nichts	P	PIS	_	6	obja	_	_
6	genützt	nützen	V	VVPP	_	3	aux	_	_
7	,	,	$	$,	_	0	root	_	_
8	ich	ich	P	PPER	1|Sg|_|Nom	9	subj	311	311
9	rühmte	rühmen	V	VVFIN	1|Sg|Past|_	3	kon	_	_
10	ihn	er	P	PPER	3|Sg|Masc|Acc	9	obja	281	281
11	nicht	nicht	P	PTKNEG	_	9	adv	_	_
12	,	,	$	$,	_	0	root	_	_
13	ich	ich	P	PPER	1|Sg|_|Nom	14	subj	311	311
14	hätte	haben	V	VAFIN	1|Sg|Past|Subj	9	kon	_	_
15	ihm	er	P	PPER	3|Sg|_|Dat	18	objd	281	281
16	doch	doch	A	ADV	_	18	adv	_	_
17	nicht	nicht	P	PTKNEG	_	18	adv	_	_
18	sagen	sagen	V	VVINF	_	19	aux	_	_
19	können	können	V	VMINF	_	14	aux	_	_
20	,	,	$	$,	_	0	root	_	_
21	was	was	P	PRELS	Neut|_|Sg	26	obja	320	320
22	ich	ich	P	PPER	1|Sg|_|Nom	26	subj	311	311
23	von	von	P	APPR	Dat	26	pp	_	_
24	den	die	A	ART	Def|_|Dat|Pl	25	det	188	188
25	Leuten	Leute	N	NN	_|Dat|Pl	23	pn	188	188
26	hörte	hören	V	VVFIN	1|Sg|Past|_	18	objc	_	_
27	:	\:	$	$.	_	0	root	_	_
28	er	er	P	PPER	3|Sg|Masc|Nom	29	subj	281	281
29	werde	werden	V	VAFIN	3|Sg|Pres|Subj	0	root	_	_
30	wohl	wohl	A	ADV	_	32	adv	_	_
31	bald	bald	A	ADV	_	32	adv	_	_
32	fortwollen	fortwollen	V	VVINF	_	29	aux	_	_
33	,	,	$	$,	_	0	root	_	_
34	er	er	P	PPER	3|Sg|Masc|Nom	35	subj	281	281
35	sei	sein	V	VAFIN	3|Sg|Pres|Subj	29	kon	_	_
36	schon	schon	A	ADV	_	35	adv	_	_
37	lange	lange	A	ADJD	_	35	adv	_	_
38	da	da	A	ADV	_	35	adv	_	_
39	,	,	$	$,	_	0	root	_	_
40	keiner	keine	P	PIS	_|_|_	0	root	_	_
41	noch	noch	A	ADV	_	42	adv	_	_
42	so	so	A	ADV	_	43	adv	_	_
43	lange	lange	A	ADJD	_	0	root	_	_
44	.	.	$	$.	_	0	root	_	_

1	He	He	N	NE	_	5	vok	_	_
2	nun	nun	A	ADV	_	1	adv	_	_
3	,	,	$	$,	_	0	root	_	_
4	man	man	P	PIS	_|Nom|Sg	5	subj	_	_
5	werde	werden	V	VAFIN	3|Sg|Pres|Subj	0	root	_	_
6	sich	sie	P	PRF	3|_|_	8	obja	_	_
7	drein	drein	A	ADJD	_	8	adv	_	_
8	schicken	schicken	V	VVINF	_	9	aux	_	_
9	müssen	müssen	V	VMINF	_	5	aux	_	_
10	,	,	$	$,	_	0	root	_	_
11	aber	aber	K	KON	_	5	kon	_	_
12	reuen	reuen	V	VVINF	_	13	obji	_	_
13	tue	tun	V	VVFIN	3|Sg|Pres|Subj	11	cj	_	_
14	er	er	P	PPER	3|Sg|Masc|Nom	13	subj	281	281
15	sie	sie	P	PPER	3|_|_|_	13	obja	320	320
16	,	,	$	$,	_	0	root	_	_
17	wenn	wenn	K	KOUS	_	23	konj	_	_
18	er	er	P	PPER	3|Sg|Masc|Nom	23	subj	281	281
19	schon	schon	A	ADV	_	23	adv	_	_
20	so	so	A	ADV	_	22	adv	_	_
21	ein	eine	A	ART	Indef|Masc|Nom|Sg	22	det	_	_
22	Kleiner	Kleine	N	NN	Masc|Nom|Sg	23	pred	_	_
23	sei	sein	V	VAFIN	3|Sg|Pres|Subj	13	neb	_	_
24	.	.	$	$.	_	0	root	_	_

1	Einmal	einmal	A	ADV	_	2	adv	_	_
2	an	an	P	APPR	Dat	5	pp	_	_
3	einem	eine	A	ART	Indef|Masc|Dat|Sg	4	det	_	_
4	Montag	Montag	N	NN	Masc|Dat|Sg	2	pn	_	_
5	kam	kommen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
6	er	er	P	PPER	3|Sg|Masc|Nom	5	subj	12	12
7	nicht	nicht	P	PTKNEG	_	5	adv	_	_
8	,	,	$	$,	_	0	root	_	_
9	und	und	K	KON	_	0	root	_	_
10	alles	alle	P	PIS	_|_|Sg	9	cj	_	_
11	Warten	warten	V	VVINF	_	0	root	_	_
12	und	und	K	KON	_	0	root	_	_
13	alles	alle	A	PIDAT	Neut|Nom|Sg	14	det	_	_
14	Luegen	Lüge	N	NN	Neut|Nom|Sg	15	subj	_	_
15	half	helfen	V	VVFIN	3|Sg|Past|Ind	12	cj	_	_
16	nichts	nichts	P	PIS	_|Dat|_	15	objd	_	_
17	,	,	$	$,	_	0	root	_	_
18	er	er	P	PPER	3|Sg|Masc|Nom	19	subj	12	12
19	kam	kommen	V	VVFIN	3|Sg|Past|Ind	15	kon	_	_
20	nicht	nicht	P	PTKNEG	_	19	adv	_	_
21	,	,	$	$,	_	0	root	_	_
22	und	und	K	KON	_	19	kon	_	_
23	die	die	A	ART	Def|Fem|_|Sg	25	det	296	296
24	ganze	ganz	A	ADJA	Pos|Fem|_|Sg|_|	25	attr	296	296
25	Woche	Woche	N	NN	Fem|_|Sg	27	zeit	296	296
26	durch	durch	P	PTKVZ	_	27	avz	_	_
27	kam	kommen	V	VVFIN	3|Sg|Past|Ind	22	cj	_	_
28	keine	keine	A	PIAT	Fem|Nom|Sg	30	det	_	_
29	einzige	einzig	A	ADJA	Pos|Fem|Nom|Sg|_|	30	attr	_	_
30	Seele	Seele	N	NN	Fem|Nom|Sg	27	subj	_	_
31	aus	aus	P	APPR	Dat	27	objp	_	_
32	dem	die	A	ART	Def|_|Dat|Sg	33	det	273	273
33	Blackenboden	Blackenboden	N	NN	_|Dat|Sg	31	pn	273	273
34	,	,	$	$,	_	0	root	_	_
35	die	die	P	PRELS	Fem|_|Sg	38	obja	273	273
36	man	man	P	PIS	_|Nom|Sg	37	subj	_	_
37	hätte	haben	V	VAFIN	3|Sg|Past|Subj	30	rel	_	_
38	fragen	fragen	V	VVINF	_	39	aux	_	_
39	können	können	V	VMINF	_	37	aux	_	_
40	,	,	$	$,	_	0	root	_	_
41	ob	ob	K	KOUS	_	45	konj	_	_
42	der	die	A	ART	Def|Masc|Nom|Sg	43	det	281	281
43	Vikari	Vikari	N	NN	Masc|Nom|Sg	45	subj	281	281
44	fort	fort	P	PTKVZ	_	45	avz	_	_
45	sei	sein	V	VAFIN	3|Sg|Pres|Subj	38	objc	_	_
46	oder	oder	K	KON	_	31	kon	_	_
47	krank	krank	A	ADJD	Pos|	46	cj	_	_
48	.	.	$	$.	_	0	root	_	_

1	Er	er	P	PPER	3|Sg|Masc|Nom	2	subj	281	281
2	war	sein	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
3	auch	auch	A	ADV	_	8	adv	_	_
4	schon	schon	A	ADV	_	8	adv	_	_
5	an	an	P	APPR	Dat	8	pp	_	_
6	einem	eine	A	ART	Indef|Masc|Dat|Sg	7	det	_	_
7	Montag	Montag	N	NN	Masc|Dat|Sg	5	pn	_	_
8	ausgeblieben	ausbleiben	V	VVPP	_	2	aux	_	_
9	,	,	$	$,	_	0	root	_	_
10	aber	aber	K	KON	_	2	kon	_	_
11	er	er	P	PPER	3|Sg|Masc|Nom	12	subj	281	281
12	hatte	haben	V	VAFIN	3|Sg|Past|Ind	10	cj	_	_
13	es	es	P	PPER	3|Sg|Neut|_	12	obja	_	_
14	allemal	allemal	A	ADV	_	12	adv	_	_
15	vorher	vorher	A	ADV	_	12	adv	_	_
16	gesagt	sagen	V	VVPP	_	12	aux	_	_
17	und	und	K	KON	_	0	root	_	_
18	zwei	zwei	C	CARD	_	19	attr	_	_
19	Päckli	Päckli	N	NN	Masc|_|Sg	17	cj	_	_
20	Tabak	Tabak	N	NN	Masc|_|Sg	19	app	_	_
21	zusammen	zusammen	P	PTKVZ	_	0	root	_	_
22	genommen	nehmen	V	VVPP	_	0	root	_	_
23	.	.	$	$.	_	0	root	_	_

1	Er	er	P	PPER	3|Sg|Masc|Nom	2	subj	281	281
2	möge	mögen	V	VMFIN	3|Sg|Pres|Subj	0	root	_	_
3	hinkommen	hinkommen	V	VVINF	_	2	aux	_	_
4	,	,	$	$,	_	0	root	_	_
5	wohin	wohin	P	PWAV	_	7	pp	_	_
6	er	er	P	PPER	3|Sg|Masc|Nom	7	subj	281	281
7	wolle	wollen	V	VMFIN	3|Sg|Pres|Subj	0	root	_	_
8	,	,	$	$,	_	0	root	_	_
9	sagte	sagen	V	VVFIN	3|Sg|Past|_	0	root	_	_
10	er	er	P	PPER	3|Sg|Masc|Nom	9	subj	281	281
11	,	,	$	$,	_	0	root	_	_
12	so	so	A	ADV	_	13	adv	_	_
13	fänden	finden	V	VVFIN	3|Pl|Past|Subj	9	s	_	_
14	die	die	A	ART	Def|_|Nom|Pl	15	det	188	188
15	Leute	Leute	N	NN	_|Nom|Pl	13	subj	188	188
16	,	,	$	$,	_	0	root	_	_
17	er	er	P	PPER	3|Sg|Masc|Nom	18	subj	281	281
18	rieche	riechen	V	VVFIN	3|Sg|Pres|Subj	13	kon	_	_
19	sehr	sehr	A	ADV	_	20	adv	_	_
20	gut	gut	A	ADJD	Pos|	18	adv	_	_
21	.	.	$	$.	_	0	root	_	_

1	Das	die	P	PDS	Neut|Nom|Sg	2	subj	_	_
2	war	sein	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
3	eine	eine	A	ART	Indef|Fem|Nom|Sg	5	det	_	_
4	lange	lang	A	ADJA	Pos|Fem|Nom|Sg|_|	5	attr	_	_
5	Woche	Woche	N	NN	Fem|Nom|Sg	2	pred	_	_
6	,	,	$	$,	_	0	root	_	_
7	und	und	K	KON	_	0	root	_	_
8	was	was	P	PWS	Neut|_|Sg	7	cj	_	_
9	da	da	A	ADV	_	8	adv	_	_
10	einem	eine	A	ART	Indef|_|Dat|Sg	0	root	_	_
11	in	in	P	APPR	_	13	pp	_	_
12	Sinn	Sinn	N	NN	Masc|_|Sg	11	pn	314	314
13	kam	kommen	V	VVFIN	_|Sg|Past|Ind	0	root	_	_
14	,	,	$	$,	_	0	root	_	_
15	was	was	P	PRELS	Neut|Nom|Sg	18	subj	_	_
16	begegnet	begegnen	V	VVPP	_	17	aux	_	_
17	sein	sein	V	VAINF	_	18	aux	_	_
18	könnte	können	V	VMFIN	3|Sg|Past|Subj	8	rel	_	_
19	,	,	$	$,	_	0	root	_	_
20	und	und	K	KON	_	0	root	_	_
21	wäger	wäger	N	NE	_	20	cj	_	_
22	dem	die	A	ART	Def|Masc|Dat|Sg	23	det	_	_
23	Vater	Vater	N	NN	Masc|Dat|Sg	0	root	_	_
24	so	so	A	ADV	_	23	adv	_	_
25	gut	gut	A	ADJD	Pos|	0	root	_	_
26	als	als	K	KOKOM	_	0	root	_	_
27	mir	ich	P	PPER	1|Sg|_|Dat	26	cj	323	323
28	!	!	$	$.	_	0	root	_	_

1	Er	er	P	PPER	3|Sg|Masc|Nom	2	subj	12	12
2	sagte	sagen	V	VVFIN	3|Sg|Past|_	0	root	_	_
3	oft	oft	A	ADV	_	2	adv	_	_
4	,	,	$	$,	_	0	root	_	_
5	wenn	wenn	K	KOUS	_	0	root	_	_
6	das	die	A	ART	Def|Neut|_|Sg	7	det	321	321
7	Laufen	Laufen	N	NN	Neut|_|Sg	0	root	321	321
8	ihm	er	P	PPER	3|Sg|_|Dat	0	root	12	12
9	nicht	nicht	P	PTKNEG	_	11	adv	_	_
10	so	so	A	ADV	_	11	adv	_	_
11	zwider	zwider	A	ADJD	_	0	root	_	_
12	,	,	$	$,	_	0	root	_	_
13	er	er	P	PPER	3|Sg|Masc|Nom	14	subj	12	12
14	wollte	wollen	V	VMFIN	3|Sg|Past|_	0	root	_	_
15	nicht	nicht	P	PTKNEG	_	14	adv	_	_
16	so	so	A	ADV	_	17	adv	_	_
17	lange	lange	A	ADJD	_	14	adv	_	_
18	im	in	P	APPRART	Dat	14	pp	_	_
19	Gwunder	Gwunder	N	NN	_|Dat|_	18	pn	_	_
20	sein	sein	V	VAINF	_	0	root	_	_
21	.	.	$	$.	_	0	root	_	_

1	Am	an	P	APPRART	Dat	4	pp	_	_
2	nächsten	nah	A	ADJA	_|Masc|Dat|Sg|Wk|	3	attr	_	_
3	Montag	Montag	N	NN	Masc|Dat|Sg	1	pn	_	_
4	machte	machen	V	VVFIN	3|Sg|Past|_	0	root	_	_
5	es	es	P	PPER	3|Sg|Neut|Nom	4	subj	_	_
6	gar	gar	A	ADV	_	4	adv	_	_
7	so	so	A	ADV	_	8	adv	_	_
8	schlecht	schlecht	A	ADJD	Pos|	4	pred	_	_
9	Wetter	Wetter	N	NN	_|_|_	4	obja	322	322
10	;	;	$	$.	_	0	root	_	_
11	da	da	A	ADV	_	12	adv	_	_
12	werde	werden	V	VAFIN	3|Sg|Pres|Subj	19	s	_	_
13	er	er	P	PPER	3|Sg|Masc|Nom	12	subj	322	322
14	per	per	P	APPR	Dat	13	pp	_	_
15	se	se	F	FM	_|Dat|_	14	pn	_	_
16	nicht	nicht	P	PTKNEG	_	17	adv	_	_
17	kommen	kommen	V	VVINF	_	12	aux	_	_
18	,	,	$	$,	_	0	root	_	_
19	dachten	denken	V	VVFIN	1|Pl|Past|Ind	0	root	_	_
20	wir	wir	P	PPER	1|Pl|_|Nom	19	subj	328	328
21	:	\:	$	$.	_	0	root	_	_
22	Indessen	Indessen	N	NN	Masc|_|Sg	26	obja	_	_
23	auf	auf	P	APPR	Acc	22	pp	_	_
24	die	die	A	ART	Def|Fem|Acc|Sg	25	det	_	_
25	Vorsorge	Vorsorge	N	NN	Fem|Acc|Sg	23	pn	_	_
26	machte	machen	V	VVFIN	1|Sg|Past|_	0	root	_	_
27	ich	ich	P	PPER	1|Sg|_|Nom	26	subj	323	323
28	etwas	etwas	A	ADV	_	29	adv	_	_
29	früher	früh	A	ADJD	_|	26	pred	_	_
30	zu	zu	P	APPR	Dat	26	objp	_	_
31	Mittag	Mittag	N	NN	_|Dat|Sg	30	pn	324	324
32	wie	wie	K	KOKOM	_	26	kom	_	_
33	gewöhnlich	gewöhnlich	A	ADJD	Pos|	32	cj	_	_
34	,	,	$	$,	_	0	root	_	_
35	damit	damit	K	KOUS	_	38	konj	_	_
36	alles	alle	P	PIS	Neut|Nom|Sg	38	subj	_	_
37	abweg	abweg	A	ADJD	_	38	pred	_	_
38	sei	sein	V	VAFIN	3|Sg|Pres|Subj	26	neb	_	_
39	und	und	K	KON	_	38	kon	_	_
40	ich	ich	P	PPER	1|Sg|_|Nom	43	subj	323	323
41	noch	noch	A	ADV	_	43	adv	_	_
42	Zeit	Zeit	N	NN	Fem|_|Sg	43	obja	1	1
43	hätte	haben	V	VAFIN	1|Sg|Past|Subj	39	cj	_	_
44	,	,	$	$,	_	0	root	_	_
45	mich	ich	P	PPER	1|Sg|_|Acc	0	root	323	323
46	ein	eine	A	ART	Indef|_|_|Sg	0	root	_	_
47	wenig	wenig	A	PIDAT	_	0	root	_	_
48	zwegzumachen	zwegzumachen	N	NN	_	0	root	_	_
49	,	,	$	$,	_	0	root	_	_
50	wenn	wenn	K	KOUS	_	53	konj	_	_
51	er	er	P	PPER	3|Sg|Masc|Nom	53	subj	322	322
52	kommen	kommen	V	VVINF	_	53	aux	_	_
53	sollte	sollen	V	VMFIN	3|Sg|Past|_	59	neb	_	_
54	,	,	$	$,	_	0	root	_	_
55	nicht	nicht	P	PTKNEG	_	57	adv	_	_
56	zu	zu	P	PTKZU	_	57	part	_	_
57	putzen	putzen	V	VVINF	_	52	obji	_	_
58	,	,	$	$,	_	0	root	_	_
59	bewahre	bewahren	V	VVFIN	_|Sg|Pres|_	0	root	_	_
60	,	,	$	$,	_	0	root	_	_
61	da	da	A	ADV	_	62	adv	_	_
62	hätte	haben	V	VAFIN	3|Sg|Past|Subj	59	kon	_	_
63	mir	ich	P	PPER	1|Sg|_|Dat	69	objd	323	323
64	der	die	A	ART	Def|Masc|Nom|Sg	65	det	249	249
65	Vater	Vater	N	NN	Masc|Nom|Sg	62	subj	249	249
66	ein	eine	A	ART	Indef|Neut|_|Sg	68	det	_	_
67	schön	schön	A	ADJD	Pos|	68	adv	_	_
68	Kapitel	Kapitel	N	NN	Neut|_|Sg	69	obja	_	_
69	gelesen	lesen	V	VVPP	_	62	aux	_	_
70	;	;	$	$.	_	0	root	_	_
71	aber	aber	K	KON	_	0	root	_	_
72	bei	bei	P	APPR	Dat	87	pp	_	_
73	der	die	A	ART	Def|Fem|Dat|Sg	74	det	325	325
74	Arbeit	Arbeit	N	NN	Fem|Dat|Sg	72	pn	325	325
75	,	,	$	$,	_	0	root	325	325
76	welche	welche	P	PRELS	Fem|Nom|Sg	85	subj	325	325
77	mir	ich	P	PPER	1|Sg|_|Dat	85	objd	323	323
78	oblag	oblag	A	ADJD	_	85	adv	_	_
79	und	und	K	KON	_	78	kon	_	_
80	am	an	P	APPRART	Dat	79	cj	_	_
81	Morgen	Morgen	N	NN	_|Dat|_	80	pn	_	_
82	nach	nach	P	APPR	Dat	85	pp	_	_
83	fünf	fünf	C	CARD	_	84	attr	_	_
84	Uhr	Uhr	N	NN	Fem|Dat|Sg	82	pn	_	_
85	anfing	anfangen	V	VVFIN	3|Sg|Past|Ind	74	rel	_	_
86	,	,	$	$,	_	0	root	_	_
87	war	sein	V	VAFIN	3|Sg|Past|Ind	71	cj	_	_
88	man	man	P	PIS	_|Nom|Sg	87	subj	_	_
89	des	die	A	ART	Def|_|Gen|Sg	90	det	_	_
90	Mittags	Mittag	N	NN	_|Gen|Sg	88	gmod	_	_
91	nicht	nicht	P	PTKNEG	_	87	adv	_	_
92	mehr	mehr	A	ADV	_	91	adv	_	_
93	wie	wie	K	KOKOM	_	87	kom	_	_
94	aus	aus	P	APPR	Dat	93	cj	_	_
95	einem	eine	A	ART	Indef|_|Dat|Sg	96	det	_	_
96	Druckli	Druckli	N	NN	_|Dat|Sg	94	pn	_	_
97	.	.	$	$.	_	0	root	_	_

1	Allweg	Allweg	N	NN	Masc|Dat|Sg	2	objd	_	_
2	schadete	schaden	V	VVFIN	3|Sg|Past|_	0	root	_	_
3	es	es	P	PPER	3|Sg|Neut|Nom	2	subj	_	_
4	nicht	nicht	P	PTKNEG	_	2	adv	_	_
5	,	,	$	$,	_	0	root	_	_
6	wenn	wenn	K	KOUS	_	13	konj	_	_
7	man	man	P	PIS	_|Nom|Sg	13	subj	_	_
8	ein	eine	A	ART	Indef|Neut|_|Sg	10	det	_	_
9	wenig	wenig	A	PIDAT	Neut|_|_	10	attr	_	_
10	Strähl	Strähl	N	NN	Neut|_|_	13	obja	_	_
11	und	und	K	KON	_	10	kon	_	_
12	Wasser	Wasser	N	NN	Neut|_|_	11	cj	326	326
13	brauchte	brauchen	V	VVFIN	3|Sg|Past|_	2	neb	_	_
14	und	und	K	KON	_	0	root	_	_
15	anfällig	anfällig	A	ADJD	Pos|	17	adv	327	327
16	das	die	A	ART	Def|Neut|_|Sg	17	det	327	327
17	Halstuch	Halstuch	N	NN	Neut|_|Sg	14	cj	327	327
18	,	,	$	$,	_	0	root	327	327
19	welches	welche	P	PRELS	Neut|Nom|Sg	25	subj	327	327
20	bereits	bereits	A	ADV	_	23	adv	_	_
21	den	die	A	ART	Def|Masc|Acc|Sg	22	det	265	265
22	Sonntag	Sonntag	N	NN	Masc|Acc|Sg	23	obja	265	265
23	mitgemacht	mitmachen	V	VVPP	_	25	neb	_	_
24	,	,	$	$,	_	0	root	_	_
25	aufpflanzte	aufpflanzen	V	VVFIN	3|Sg|Past|_	17	rel	_	_
26	.	.	$	$.	_	0	root	_	_

1	Während	während	K	KOUS	_	7	konj	_	_
2	wir	wir	P	PPER	1|Pl|_|Nom	7	subj	328	328
3	am	am	P	PTKA	_	4	adv	_	_
4	besten	besten	A	ADJD	_	7	pred	_	_
5	beim	bei	P	APPRART	Dat	7	pp	_	_
6	Essen	Esse	N	NN	Neut|Dat|Sg	5	pn	329	329
7	waren	sein	V	VAFIN	1|Pl|Past|Ind	9	neb	329	329
8	,	,	$	$,	_	0	root	329	329
9	klopfte	klopfen	V	VVFIN	3|Sg|Past|_	0	root	329	329
10	es	es	P	PPER	3|Sg|Neut|Nom	9	subj	329	329
11	an	an	P	APPR	Dat	9	pp	329	329
12	der	die	A	ART	Def|Fem|Dat|Sg	13	det	235	235
13	Türe	Türe	N	NN	Fem|Dat|Sg	11	pn	235	235
14	,	,	$	$,	_	0	root	_	_
15	was	was	P	PRELS	Neut|Nom|Sg	34	subj	329	329
16	bei	bei	P	APPR	Dat	34	pp	_	_
17	dem	die	A	ART	Def|Masc|Dat|Sg	18	det	330	330
18	Verkehr	Verkehr	N	NN	Masc|Dat|Sg	16	pn	330	330
19	,	,	$	$,	_	0	root	330	330
20	den	die	P	PRELS	Masc|Acc|Sg	22	obja	330	330
21	wir	wir	P	PPER	1|Pl|_|Nom	22	subj	328	328
22	hatten	haben	V	VAFIN	1|Pl|Past|Ind	18	rel	_	_
23	,	,	$	$,	_	0	root	_	_
24	wo	wo	P	PWAV	_	31	adv	_	_
25	gar	gar	A	ADV	_	31	adv	_	_
26	oft	oft	A	ADV	_	31	adv	_	_
27	jemand	jemand	P	PIS	_|Nom|Sg	31	subj	_	_
28	etwas	etwas	P	PIS	_	31	obja	_	_
29	zum	zu	P	APPRART	Dat	31	objp	_	_
30	Hüten	Hut	N	NN	_|Dat|_	29	pn	_	_
31	gab	geben	V	VVFIN	3|Sg|Past|Ind	22	rel	_	_
32	,	,	$	$,	_	0	root	_	_
33	oft	oft	A	ADV	_	34	adv	_	_
34	geschah	geschehen	V	VVFIN	3|Sg|Past|Ind	6	rel	_	_
35	;	;	$	$.	_	0	root	_	_
36	der	die	A	ART	Def|Masc|Nom|Sg	37	det	249	249
37	Vater	Vater	N	NN	Masc|Nom|Sg	38	subj	249	249
38	rief	rufen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
39	:	\:	$	$.	_	0	root	_	_
40	›	›	F	FM	_	0	root	_	_
41	Ume	Ume	F	FM	_	40	app	_	_
42	yne	yne	F	FM	_	41	app	_	_
43	!	!	$	$.	_	0	root	_	_
