1	Nit	Nit	N	NE	_	0	root	504	504
14	zu	zu	P	PTKZU	_	15	part	_	_
15	halten	halten	V	VVINF	_	9	obji	_	_
16	;	;	$	$.	_	0	root	_	_
17	denen	die	P	PDS	_|Dat|Pl	18	objd	_	_
18	will	wollen	V	VMFIN	1|Sg|Pres|Ind	0	root	_	_
19	ich	ich	P	PPER	1|Sg|_|Nom	18	subj	562	562
20	,	,	$	$,	_	0	root	_	_
21	jawolle	jawolle	F	FM	_|Nom|Sg	19	app	_	_
22	!	!	$	$.	_	0	root	_	_
23	«	«	$	$(	_	0	root	_	_

1	Es	es	P	PPER	3|Sg|Neut|_	0	root	_	_
2	merkten	merken	V	VVFIN	_|Pl|Past|_	0	root	_	_
3	jetzt	jetzt	A	ADV	_	2	adv	_	_
4	alle	alle	A	PIDAT	_|_|_	6	det	_	_
5	den	die	A	ART	Def|Masc|Acc|Sg	6	det	_	_
6	Handel	Handel	N	NN	Masc|Acc|Sg	2	obja	_	_
7	,	,	$	$,	_	0	root	_	_
8	lachten	lachen	V	VVFIN	_|Pl|Past|_	2	kon	_	_
9	herzlich	herzlich	A	ADJD	Pos|	8	adv	_	_
10	,	,	$	$,	_	0	root	_	_
11	ließen	lassen	V	VVFIN	_|Pl|Past|_	8	s	_	_
12	aber	aber	A	ADV	_	11	adv	_	_
13	den	die	A	ART	Def|_|_|_	14	det	34	34
14	Barthli	Barthli	N	NN	_|_|_	16	obja	34	34
15	nicht	nicht	P	PTKNEG	_	16	adv	_	_
16	laufen	laufen	V	VVINF	_	11	obji	_	_
17	.	.	$	$.	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Bleib	bleiben	V	VVIMP	Sg	0	root	_	_
3	du	du	P	PPER	2|Sg|_|Nom	2	pred	567	567
4	nur	nur	A	ADV	_	3	adv	_	_
5	,	,	$	$,	_	0	root	_	_
6	zwängst	zwängen	V	VVFIN	2|Sg|Pres|Ind	0	root	_	_
7	doch	doch	A	ADV	_	6	adv	_	_
8	nichts	nichts	P	PIS	_	6	obja	_	_
9	,	,	$	$,	_	0	root	_	_
10	ertäubst	ertäubst	V	VVFIN	_	6	kon	_	_
11	sie	sie	P	PPER	3|_|_|_	10	obja	34	34
12	nur	nur	A	ADV	_	10	adv	_	_
13	,	,	$	$,	_	0	root	_	_
14	was	was	P	PWS	Neut|_|Sg	16	obja	_	_
15	willst	wollen	V	VMFIN	2|Sg|Pres|Ind	10	rel	_	_
16	wehren	wehren	V	VVINF	_	15	aux	_	_
17	,	,	$	$,	_	0	root	_	_
18	wirst	werden	V	VAFIN	2|Sg|Pres|Ind	10	kon	_	_
19	den	die	A	ART	Def|Masc|Acc|Sg	20	det	_	_
20	Naturlauf	Naturlauf	N	NN	Masc|Acc|Sg	22	obja	_	_
21	nicht	nicht	P	PTKNEG	_	22	adv	_	_
22	ändern	ändern	V	VVINF	_	18	aux	_	_
23	;	;	$	$.	_	0	root	_	_
24	und	und	K	KON	_	0	root	_	_
25	gönnst	gönnen	V	VVFIN	2|Sg|Pres|Ind	24	cj	_	_
26	dem	die	A	ART	Def|_|Dat|Sg	27	det	38	38
27	Meitschi	Meitschi	N	NN	_|Dat|Sg	25	objd	38	38
28	den	die	A	ART	Def|_|_|_	0	root	_	_
29	nicht	nicht	P	PTKNEG	_	0	root	_	_
30	,	,	$	$,	_	0	root	_	_
31	nimmts	nimmts	N	NE	Masc|Nom|Sg	0	root	565	565
32	einen	eine	A	ART	Indef|Masc|Acc|Sg	33	det	565	565
33	andern	andern	A	ADJA	Masc|Acc|Sg	0	root	565	565
34	,	,	$	$,	_	0	root	565	565
35	der	die	P	PRELS	Masc|Nom|Sg	38	subj	565	565
36	zehnmal	zehnmal	A	ADV	_	38	adv	_	_
37	ärger	arg	A	ADJD	Comp|	38	pred	_	_
38	ist	sein	V	VAFIN	3|Sg|Pres|Ind	31	rel	_	_
39	.	.	$	$.	_	0	root	_	_

1	Es	es	P	PPER	3|Sg|Neut|Nom	2	subj	_	_
2	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
3	schon	schon	A	ADV	_	7	adv	_	_
4	manchem	manche	A	PIAT	_|Dat|Sg	5	det	_	_
5	Alten	Alt	N	NN	_|Dat|Sg	7	objd	_	_
6	so	so	A	ADV	_	7	adv	_	_
7	gegangen	gehen	V	VVPP	_	2	aux	_	_
8	:	\:	$	$.	_	0	root	_	_
9	er	er	P	PPER	3|Sg|Masc|Nom	10	subj	565	565
10	wollte	wollen	V	VMFIN	3|Sg|Past|_	0	root	_	_
11	dem	die	A	ART	Def|_|Dat|Sg	12	det	38	38
12	Meitschi	Meitschi	N	NN	_|Dat|Sg	16	objd	38	38
13	den	die	A	ART	Def|_|_|_	14	det	_	_
14	Rechten	Recht	N	NN	_|_|_	16	obja	_	_
15	nicht	nicht	P	PTKNEG	_	16	adv	_	_
16	lassen	lassen	V	VVINF	_	10	aux	_	_
17	,	,	$	$,	_	0	root	_	_
18	nachher	nachher	A	ADV	_	19	adv	_	_
19	kam	kommen	V	VVFIN	3|Sg|Past|Ind	10	kon	_	_
20	ein	eine	A	ART	Indef|_|_|Sg	21	det	_	_
21	anderer	anderer	A	ADJA	_|_|Sg	19	subj	_	_
22	,	,	$	$,	_	0	root	_	_
23	und	und	K	KON	_	19	kon	_	_
24	der	die	A	ART	Def|Masc|Nom|Sg	25	det	8	8
25	Alte	Alt	N	NN	Masc|Nom|Sg	26	subj	8	8
26	hätte	haben	V	VAFIN	3|Sg|Past|Subj	23	cj	_	_
27	sich	sie	P	PRF	3|_|Dat	26	objd	_	_
28	die	die	A	ART	Def|Masc|_|Pl	29	det	_	_
29	Finger	Finger	N	NN	Masc|_|Pl	26	obja	_	_
30	vor	vor	P	PTKVZ	_	26	avz	_	_
31	abbeißen	abbeißen	V	VVINF	_	32	aux	_	_
32	mögen	mögen	V	VMINF	_	26	aux	_	_
33	aus	aus	P	APPR	Dat	26	pp	_	_
34	Verdruß	Verdruß	N	NN	Masc|Dat|Sg	33	pn	_	_
35	,	,	$	$,	_	0	root	_	_
36	daß	daß	K	KOUS	_	0	root	_	_
37	er	er	P	PPER	3|Sg|Masc|Nom	0	root	565	565
38	es	es	P	PPER	3|Sg|Neut|Nom	41	subj	_	_
39	das	die	A	ART	Def|Neut|_|Sg	40	det	566	566
40	erstemal	erstemal	N	NN	Neut|_|Sg	41	obja	566	566
41	gewehrt	wehren	V	VVPP	_	0	root	_	_
42	.	.	$	$.	_	0	root	_	_

1	Denk	Denk	N	NE	_	0	root	568	568
2	,	,	$	$,	_	0	root	_	_
3	wenn	wenn	K	KOUS	_	6	konj	_	_
4	du	du	P	PPER	2|Sg|_|Nom	6	subj	567	567
5	Werkleute	Werkleute	N	NN	_|_|Pl	6	obja	_	_
6	bekommst	bekommen	V	VVFIN	2|Sg|Pres|Ind	0	root	_	_
7	,	,	$	$,	_	0	root	_	_
8	was	was	P	PRELS	Neut|_|Sg	0	root	568	568
9	die	die	A	ART	Def|_|_|_	0	root	_	_
10	für	für	P	APPR	Acc	12	pp	_	_
11	Rustig	Rustig	N	NE	_|Acc|_	10	pn	_	_
12	mitbringen	mitbringen	V	VVFIN	_|Pl|Pres|_	0	root	_	_
13	,	,	$	$,	_	0	root	_	_
14	wo	wo	P	PWAV	_	19	adv	_	_
15	der	die	A	ART	Def|Masc|Nom|Sg	16	det	115	115
16	Teufel	Teufel	N	NN	Masc|Nom|Sg	19	subj	115	115
17	nicht	nicht	P	PTKNEG	_	19	adv	_	_
18	sicher	sicher	A	ADJD	Pos|	19	pred	_	_
19	ist	sein	V	VAFIN	3|Sg|Pres|Ind	21	objc	_	_
20	,	,	$	$,	_	0	root	_	_
21	verschweige	verschweigen	V	VVFIN	3|Sg|Pres|Subj	0	root	_	_
22	ein	eine	A	ART	Indef|_|Nom|Sg	23	det	316	316
23	Meitschi	Meitschi	N	NN	_|Nom|Sg	21	subj	316	316
24	!	!	$	$.	_	0	root	_	_

1	Wieviel	Wieviel	A	PWAT	_	0	root	_	_
2	wöhler	wöhler	N	NN	_|Nom|_	3	pred	_	_
3	bist	sein	V	VAFIN	2|Sg|Pres|Ind	0	root	_	_
4	dann	dann	A	ADV	_	3	adv	_	_
5	,	,	$	$,	_	0	root	_	_
6	wenn	wenn	K	KOUS	_	11	konj	_	_
7	das	die	A	ART	Def|Neut|Nom|Sg	8	det	105	105
8	Meitschi	Meitschi	N	NN	Neut|Nom|Sg	11	subj	105	105
9	am	an	P	APPRART	Dat	11	pp	_	_
10	Schatten	Schatten	N	NN	Masc|Dat|_	9	pn	_	_
11	ist	sein	V	VAFIN	3|Sg|Pres|Ind	3	neb	_	_
12	,	,	$	$,	_	0	root	_	_
13	als	als	K	KOKOM	_	0	root	_	_
14	wenn	wenn	K	KOUS	_	0	root	_	_
15	du	du	P	PPER	2|Sg|_|Nom	0	root	567	567
16	es	es	P	PPER	3|Sg|Neut|_	17	obja	_	_
17	hüten	hüten	V	VVFIN	_|Pl|Pres|_	0	root	_	_
18	solltest	solltest	A	ART	_|_|Nom|Sg	19	det	_	_
19	Tag	Tag	N	NN	_|Nom|Sg	17	subj	_	_
20	und	und	K	KON	_	19	kon	_	_
21	Nacht	Nacht	N	NN	Fem|Nom|Sg	20	cj	351	351
22	!	!	$	$.	_	0	root	_	_

1	Daneben	Daneben	P	PROAV	_	2	pp	_	_
2	kömmt	kömmt	V	VVFIN	_|Sg|_|_	0	root	_	_
3	dir	du	P	PPER	2|Sg|_|Dat	2	objd	567	567
4	der	die	A	ART	Def|Masc|Nom|Sg	5	det	303	303
5	Tochtermann	Tochtermann	N	NN	Masc|Nom|Sg	2	subj	303	303
6	kommod	kommod	A	ADJD	Pos|	2	adv	_	_
7	in	in	P	APPR	Dat	2	pp	_	_
8	allen	alle	A	PIDAT	_|Dat|Pl	9	det	_	_
9	Teilen	Teil	N	NN	_|Dat|Pl	7	pn	_	_
10	,	,	$	$,	_	0	root	_	_
11	hilft	helfen	V	VVFIN	3|Sg|Pres|Ind	2	kon	_	_
12	dir	du	P	PPER	2|Sg|_|Dat	11	objd	567	567
13	zur	zu	P	APPRART	Dat	11	pp	_	_
14	Sache	Sache	N	NN	Fem|Dat|Sg	13	pn	724	724
15	sehen	sehen	V	VVINF	_	11	obji	_	_
16	,	,	$	$,	_	0	root	_	_
17	und	und	K	KON	_	11	kon	_	_
18	während	während	K	KOUS	_	26	konj	_	_
19	du	du	P	PPER	2|Sg|_|Nom	26	subj	567	567
20	jetzt	jetzt	A	ADV	_	25	adv	_	_
21	bald	bald	A	ADV	_	25	adv	_	_
22	mit	mit	P	APPR	Dat	25	pp	_	_
23	den	die	A	ART	Def|Fem|Dat|Pl	24	det	42	42
24	Weiden	Weide	N	NN	Fem|Dat|Pl	22	pn	42	42
25	machen	machen	V	VVINF	_	26	aux	_	_
26	mußt	müssen	V	VMFIN	2|Sg|Pres|Ind	28	neb	_	_
27	,	,	$	$,	_	0	root	_	_
28	ist	sein	V	VAFIN	3|Sg|Pres|Ind	17	cj	_	_
29	er	er	P	PPER	3|Sg|Masc|Nom	28	subj	303	303
30	daheim	daheim	A	ADV	_	28	adv	_	_
31	und	und	K	KON	_	28	kon	_	_
32	sieht	sehen	V	VVFIN	3|Sg|Pres|Ind	31	cj	_	_
33	,	,	$	$,	_	0	root	_	_
34	daß	daß	K	KOUS	_	36	konj	_	_
35	gearbeitet	arbeiten	V	VVPP	_	36	aux	_	_
36	wird	werden	V	VAFIN	3|Sg|Pres|Ind	32	objc	_	_
37	und	und	K	KON	_	36	kon	_	_
38	nichts	nichts	P	PIS	_|Nom|Sg	39	subj	_	_
39	verpfuscht	verpfuschen	V	VVFIN	3|Sg|Pres|Ind	37	cj	_	_
40	.	.	$	$.	_	0	root	_	_
41	«	«	$	$(	_	0	root	_	_
42	Kurz	Kurz	N	NE	_	0	root	_	_
43	,	,	$	$,	_	0	root	_	_
44	man	man	P	PIS	_|Nom|Sg	45	subj	_	_
45	sprach	sprechen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
46	ihm	er	P	PPER	3|Sg|_|Dat	45	objd	303	303
47	von	von	P	APPR	Dat	45	pp	_	_
48	allen	alle	A	PIDAT	Fem|Dat|Pl	49	det	_	_
49	Seiten	Seite	N	NN	Fem|Dat|Pl	47	pn	_	_
50	zu	zu	P	PTKVZ	_	45	avz	_	_
51	,	,	$	$,	_	0	root	_	_
52	aber	aber	K	KON	_	45	kon	_	_
53	stellte	stellen	V	VVFIN	3|Sg|Past|_	52	cj	_	_
54	sein	seine	A	PPOSAT	Neut|Nom|Sg	55	det	303	303
55	Brummen	Brummen	N	NN	Neut|Nom|Sg	53	subj	569	569
56	nicht	nicht	P	PTKNEG	_	53	adv	_	_
57	,	,	$	$,	_	0	root	_	_
58	brachte	bringen	V	VVFIN	_|Sg|Past|Ind	53	kon	_	_
59	seine	seine	A	PPOSAT	Fem|_|Sg	60	det	569	569
60	Einwilligung	Einwilligung	N	NN	Fem|_|Sg	58	obja	_	_
61	nicht	nicht	P	PTKNEG	_	58	adv	_	_
62	heraus	heraus	P	PTKVZ	_	58	avz	_	_
63	.	.	$	$.	_	0	root	_	_

1	Derweilen	Derweilen	N	NE	_	0	root	_	_
2	stieg	steigen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
3	Züseli	Züseli	N	NE	_|Nom|Sg	2	subj	19	19
4	,	,	$	$,	_	0	root	_	_
5	unbekümmert	unbekümmert	A	ADJD	Pos|	6	adv	_	_
6	um	um	P	APPR	Acc	2	pp	_	_
7	die	die	A	ART	Def|Fem|Acc|Pl	9	det	586	586
8	diplomatischen	diplomatisch	A	ADJA	Pos|Fem|Acc|Pl|Wk|	9	attr	586	586
9	Unterhandlungen	Unterhandlung	N	NN	Fem|Acc|Pl	6	pn	586	586
10	,	,	$	$,	_	0	root	_	_
11	den	die	A	ART	Def|Masc|Acc|Sg	12	det	409	409
12	Berg	Berg	N	NN	Masc|Acc|Sg	2	obja	409	409
13	auf	auf	P	PTKVZ	_	2	avz	_	_
14	,	,	$	$,	_	0	root	_	_
15	aber	aber	K	KON	_	0	root	_	_
16	nicht	nicht	P	PTKNEG	_	17	adv	_	_
17	langsam	langsam	A	ADJD	Pos|	15	cj	_	_
18	.	.	$	$.	_	0	root	_	_

1	Oben	oben	A	ADV	_	2	adv	224	224
2	stund	stund	A	ADJA	_	3	attr	224	224
3	Benz	Benz	N	NN	_	0	root	224	224
4	unter	unter	P	APPR	Dat	3	pp	224	224
5	der	die	A	ART	Def|Fem|Dat|Sg	6	det	224	224
6	Stalltüre	Stalltüre	N	NN	Fem|Dat|Sg	4	pn	224	224
7	.	.	$	$.	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Komm	Komm	N	NE	_	0	root	228	228
3	,	,	$	$,	_	0	root	_	_
4	sieh	sehen	V	VVIMP	Sg	0	root	_	_
5	meine	meine	A	PPOSAT	Fem|_|Pl	6	det	570	570
6	Kühe	Kuh	N	NN	Fem|_|Pl	4	obja	571	571
7	,	,	$	$,	_	0	root	_	_
8	ob	ob	K	KOUS	_	0	root	_	_
9	die	die	A	ART	Def|_|_|_	0	root	_	_
10	mich	ich	P	PPER	1|Sg|_|Acc	11	obja	570	570
11	kennen	kennen	V	VVFIN	_|Pl|Pres|_	0	root	_	_
12	oder	oder	K	KON	_	0	root	_	_
13	nicht	nicht	P	PTKNEG	_	0	root	_	_
14	!	!	$	$.	_	0	root	_	_
15	«	«	$	$(	_	0	root	_	_
16	sagte	sagen	V	VVFIN	3|Sg|Past|_	0	root	_	_
17	er	er	P	PPER	3|Sg|Masc|Nom	16	subj	19	19
18	zum	zu	P	APPRART	Dat	16	pp	_	_
19	Willkomm	Willkomm	N	NN	_|Dat|_	18	pn	572	572
20	,	,	$	$,	_	0	root	_	_
21	ging	gehen	V	VVFIN	_|Sg|Past|Ind	16	s	_	_
22	mit	mit	P	APPR	Dat	21	pp	_	_
23	der	die	A	ART	Def|Fem|Dat|Sg	24	det	_	_
24	Läcktäsche	Läcktäsche	N	NN	Fem|Dat|Sg	22	pn	_	_
25	den	die	A	ART	Def|Fem|Dat|Pl	26	det	_	_
26	Kühen	Kuh	N	NN	Fem|Dat|Pl	21	objd	_	_
27	nach	nach	P	PTKVZ	_	21	avz	_	_
28	und	und	K	KON	_	21	kon	_	_
29	gab	geben	V	VVFIN	_|Sg|Past|Ind	28	cj	_	_
30	ihnen	sie	P	PPER	3|Pl|_|Dat	29	objd	571	571
31	das	die	A	ART	Def|Neut|_|Sg	33	det	_	_
32	übliche	üblich	A	ADJA	Pos|Neut|_|Sg|Wk|	33	attr	_	_
33	Gläck	Gläck	N	NN	Neut|_|Sg	29	obja	_	_
34	oder	oder	K	KON	_	33	kon	_	_
35	Salz	Salz	N	NN	Neut|_|Sg	34	cj	_	_
36	,	,	$	$,	_	0	root	_	_
37	eins	eins	P	PIS	Neut|_|Sg	35	app	_	_
38	von	von	P	APPR	_	37	pp	_	_
39	beiden	beide	P	PIS	_|_|Pl	38	pn	_	_
40	.	.	$	$.	_	0	root	_	_

1	Das	die	P	PDS	Neut|Nom|Sg	2	subj	_	_
2	war	sein	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
3	nun	nun	A	ADV	_	2	adv	_	_
4	wahr	wahr	A	ADJD	Pos|	2	pred	_	_
5	,	,	$	$,	_	0	root	_	_
6	aller	alle	A	PIDAT	Neut|Gen|Pl	7	det	_	_
7	Augen	Auge	N	NN	Neut|Gen|Pl	8	objg	_	_
8	sahen	sehen	V	VVFIN	_|Pl|Past|Ind	2	kon	_	_
9	auf	auf	P	APPR	Acc	8	pp	_	_
10	ihn	er	P	PPER	3|Sg|Masc|Acc	9	pn	19	19
11	,	,	$	$,	_	0	root	_	_
12	alle	alle	A	PIDAT	Masc|Nom|Pl	13	det	_	_
13	Köpfe	Kopf	N	NN	Masc|Nom|Pl	14	subj	_	_
14	drehten	drehen	V	VVFIN	3|Pl|Past|_	8	kon	_	_
15	sich	sie	P	PRF	3|_|_	14	obja	_	_
16	nach	nach	P	APPR	Dat	14	pp	_	_
17	ihm	er	P	PPER	3|Sg|_|Dat	16	pn	19	19
18	,	,	$	$,	_	0	root	_	_
19	und	und	K	KON	_	14	kon	_	_
20	kam	kommen	V	VVFIN	3|Sg|Past|Ind	19	cj	_	_
21	er	er	P	PPER	3|Sg|Masc|Nom	20	subj	19	19
22	in	in	P	APPR	Acc	20	objp	_	_
23	die	die	A	ART	Def|Fem|Acc|Sg	24	det	490	490
24	Nähe	Nähe	N	NN	Fem|Acc|Sg	22	pn	490	490
25	,	,	$	$,	_	0	root	_	_
26	rieben	reiben	V	VVFIN	3|Pl|Past|_	20	s	_	_
27	sie	sie	P	PPER	3|Pl|_|Nom	26	subj	572	572
28	sich	sie	P	PRF	3|_|Dat	26	objd	_	_
29	die	die	A	ART	Def|Masc|_|Pl	30	det	_	_
30	Köpfe	Kopf	N	NN	Masc|_|Pl	26	obja	_	_
31	an	an	P	APPR	Dat	26	pp	_	_
32	ihm	er	P	PPER	3|Sg|_|Dat	31	pn	19	19
33	,	,	$	$,	_	0	root	_	_
34	er	er	P	PPER	3|Sg|Masc|Nom	35	subj	19	19
35	war	sein	V	VAFIN	3|Sg|Past|Ind	26	kon	_	_
36	der	die	A	ART	Def|Masc|Nom|Sg	38	det	_	_
37	wahrhaftige	wahrhaftig	A	ADJA	Pos|Masc|Nom|Sg|Wk|	38	attr	_	_
38	Löwe	Löwe	N	NN	Masc|Nom|Sg	35	pred	_	_
39	im	in	P	APPRART	Dat	38	pp	_	_
40	Stall	Stall	N	NN	Masc|Dat|Sg	39	pn	369	369
41	,	,	$	$,	_	0	root	_	_
42	um	um	K	KOUI	_	0	root	_	_
43	den	die	A	ART	Def|_|_|_	0	root	_	_
44	sich	sie	P	PRF	3|_|_	46	obja	_	_
45	alles	alle	P	PIS	Neut|Nom|Sg	46	subj	_	_
46	drehte	drehen	V	VVFIN	3|Sg|Past|_	0	root	_	_
47	,	,	$	$,	_	0	root	_	_
48	es	es	P	PPER	3|Sg|Neut|Nom	49	subj	_	_
49	war	sein	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
50	wirklich	wirklich	A	ADJD	Pos|	49	pred	_	_
51	zum	zu	P	APPRART	Dat	49	pp	_	_
52	Eifersüchtigwerden	Eifersüchtigwerden	N	NN	Neut|Dat|Sg	51	pn	_	_
53	,	,	$	$,	_	0	root	_	_
54	wo	wo	P	PWAV	_	59	adv	_	_
55	irgendwie	irgendwie	A	ADV	_	59	adv	_	_
56	Anlage	Anlage	N	NN	Fem|Nom|Sg	59	subj	_	_
57	dazu	dazu	P	PROAV	_	59	pp	_	_
58	da	da	A	ADV	_	59	adv	_	_
59	war	sein	V	VAFIN	3|Sg|Past|Ind	49	objc	_	_
60	.	.	$	$.	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Gelt	Gelt	N	NE	_	0	root	_	_
3	«	«	$	$(	_	0	root	_	_
4	,	,	$	$,	_	0	root	_	_
5	sagte	sagen	V	VVFIN	3|Sg|Past|_	2	par	_	_
6	er	er	P	PPER	3|Sg|Masc|Nom	5	subj	19	19
7	,	,	$	$,	_	0	root	_	_
8	»	»	$	$(	_	0	root	_	_
9	die	die	P	PDS	_|Nom|Pl	10	subj	_	_
10	kennen	kennen	V	VVFIN	3|Pl|Pres|_	0	root	_	_
11	mich	ich	P	PPER	1|Sg|_|Acc	10	obja	570	570
12	auch	auch	A	ADV	_	11	adv	_	_
13	,	,	$	$,	_	0	root	_	_
14	so	so	A	ADV	_	15	adv	_	_
15	gut	gut	A	ADJD	Pos|	19	adv	_	_
16	als	als	K	KOKOM	_	19	kom	_	_
17	dich	du	P	PPER	2|Sg|_|Acc	16	cj	573	573
18	deine	deine	A	PPOSAT	Fem|Acc|Pl	19	det	573	573
19	Geißen	Geiß	N	NN	Fem|Acc|Pl	11	app	_	_
20	,	,	$	$,	_	0	root	_	_
21	sie	sie	P	PPER	3|Pl|_|Nom	22	subj	572	572
22	wissen	wissen	V	VVFIN	3|Pl|Pres|_	10	kon	_	_
23	es	es	P	PPER	3|Sg|Neut|_	22	expl	_	_
24	aber	aber	A	ADV	_	22	adv	_	_
25	auch	auch	A	ADV	_	22	adv	_	_
26	,	,	$	$,	_	0	root	_	_
27	daß	daß	K	KOUS	_	33	konj	_	_
28	ich	ich	P	PPER	1|Sg|_|Nom	33	subj	570	570
29	es	es	P	PPER	3|Sg|Neut|_	33	obja	_	_
30	gut	gut	A	ADJD	Pos|	33	adv	_	_
31	mit	mit	P	APPR	Dat	30	pp	_	_
32	ihnen	sie	P	PPER	3|Pl|_|Dat	31	pn	572	572
33	meine	meinen	V	VVFIN	1|Sg|Pres|_	22	objc	_	_
34	,	,	$	$,	_	0	root	_	_
35	und	und	K	KON	_	33	kon	_	_
36	lieben	lieben	V	VVFIN	3|Pl|Pres|_	35	cj	_	_
37	mich	ich	P	PRF	1|Sg|Acc	36	obja	_	_
38	deretwegen	deretwegen	N	NE	_|Nom|Pl	36	subj	_	_
39	.	.	$	$.	_	0	root	_	_
40	«	«	$	$(	_	0	root	_	_
41	»	»	$	$(	_	0	root	_	_
42	Ja	ja	P	PTKANT	_	0	root	_	_
43	,	,	$	$,	_	0	root	_	_
44	Späß	Späß	N	NE	_	0	root	_	_
45	!	!	$	$.	_	0	root	_	_
46	«	«	$	$(	_	0	root	_	_
47	sagte	sagen	V	VVFIN	3|Sg|Past|_	0	root	_	_
48	Züseli	Züseli	N	NE	_|Nom|Sg	47	subj	19	19
49	,	,	$	$,	_	0	root	_	_
50	»	»	$	$(	_	0	root	_	_
51	dsGläck	dsGläck	N	NE	_|Nom|Pl	52	subj	_	_
52	lieben	lieben	V	VVFIN	3|Pl|Pres|_	0	root	_	_
53	sie	sie	P	PPER	3|_|_|_	52	obja	572	572
54	,	,	$	$,	_	0	root	_	_
55	dir	du	P	PPER	2|Sg|_|Dat	59	objd	573	573
56	würden	werden	V	VAFIN	3|Pl|Past|Subj	52	kon	_	_
57	sie	sie	P	PPER	3|Pl|_|Nom	56	subj	572	572
58	wenig	wenig	P	PIS	_	57	adv	_	_
59	nachfragen	nachfragen	V	VVINF	_	56	aux	_	_
60	ohne	ohne	P	APPR	Acc	59	pp	_	_
61	Gläck	Gläck	N	NE	_|Acc|_	60	pn	575	575
62	.	.	$	$.	_	0	root	_	_
63	«	«	$	$(	_	0	root	_	_
64	Das	die	P	PDS	Neut|Nom|Sg	65	subj	_	_
65	nahm	nehmen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
66	Benz	Benz	N	NE	_	65	obja	224	224
67	übel	übel	A	ADJD	Pos|	65	adv	_	_
68	,	,	$	$,	_	0	root	_	_
69	es	es	P	PPER	3|Sg|Neut|Nom	70	subj	_	_
70	gab	geben	V	VVFIN	3|Sg|Past|Ind	65	kon	_	_
71	Händel	Händel	N	NN	_|_|Pl	70	obja	_	_
72	zwischen	zwischen	P	APPR	Dat	71	pp	_	_
73	ihnen	sie	P	PPER	3|Pl|_|Dat	72	pn	572	572
74	,	,	$	$,	_	0	root	_	_
75	Händel	Händel	N	NN	_|Dat|Pl	73	app	_	_
76	,	,	$	$,	_	0	root	_	_
77	wie	wie	P	PWAV	_	80	adv	_	_
78	sie	sie	P	PPER	3|Pl|_|Nom	80	subj	572	572
79	gewöhnlich	gewöhnlich	A	ADJD	Pos|	80	adv	_	_
80	enden	enden	V	VVFIN	3|Pl|Pres|_	75	objc	_	_
81	zwischen	zwischen	P	APPR	_	75	pp	_	_
82	solchen	solche	A	PIDAT	Fem|_|Pl	83	det	_	_
83	Personen	Person	N	NN	Fem|_|Pl	81	pn	_	_
84	,	,	$	$,	_	0	root	_	_
85	ohne	ohne	P	APPR	Acc	81	kon	_	_
86	Schläge	Schlag	N	NN	Masc|Acc|Pl	85	pn	574	574
87	und	und	K	KON	_	85	kon	_	_
88	ohne	ohne	P	APPR	Acc	87	cj	_	_
89	Schelten	Schelte	N	NN	_|Acc|_	88	pn	_	_
90	.	.	$	$.	_	0	root	_	_

1	Benz	Benz	N	NE	_|Nom|Sg	2	subj	224	224
2	wollte	wollen	V	VMFIN	3|Sg|Past|_	0	root	_	_
3	wissen	wissen	V	VVINF	_	2	aux	_	_
4	,	,	$	$,	_	0	root	_	_
5	ob	ob	K	KOUS	_	12	konj	_	_
6	er	er	P	PPER	3|Sg|Masc|Nom	12	subj	224	224
7	ohne	ohne	P	APPR	Acc	11	pp	_	_
8	Gläck	Gläck	N	NN	_|Acc|_	7	pn	575	575
9	nicht	nicht	P	PTKNEG	_	11	adv	_	_
10	lieb	lieb	A	ADJD	Pos|	11	pred	_	_
11	sein	sein	V	VAINF	_	12	aux	_	_
12	könne	können	V	VMFIN	3|Sg|Pres|Subj	3	objc	_	_
13	,	,	$	$,	_	0	root	_	_
14	und	und	K	KON	_	12	kon	_	_
15	Züseli	Züseli	N	NE	_|Nom|Sg	16	subj	19	19
16	behauptete	behaupten	V	VVFIN	3|Sg|Past|_	14	cj	_	_
17	,	,	$	$,	_	0	root	_	_
18	seine	seine	A	PPOSAT	Fem|Nom|Pl	19	det	19	19
19	Geißen	Geiß	N	NN	Fem|Nom|Pl	20	subj	_	_
20	flattierten	flattierten	V	VVFIN	_|Pl|_|_	2	kon	_	_
21	ihm	er	P	PPER	3|Sg|_|Dat	20	objd	19	19
22	viel	viel	A	ADV	_	23	adv	_	_
23	uneigennütziger	uneigennützig	A	ADJD	Comp|	20	adv	_	_
24	und	und	K	KON	_	23	kon	_	_
25	zärtlicher	zärtlich	A	ADJD	Comp|	24	cj	_	_
26	als	als	K	KOKOM	_	20	kom	_	_
27	die	die	A	ART	Def|Fem|_|Pl	28	det	571	571
