1	Wer	wer	P	PWS	_|Nom|Sg	2	subj	_	_
4	arm	arm	A	ADJD	Pos|	2	pred	_	_
5	,	,	$	$,	_	0	root	_	_
6	aber	aber	K	KON	_	2	kon	_	_
7	das	die	A	ART	Def|Neut|Nom|Sg	8	det	41	41
8	Unglück	Unglück	N	NN	Neut|Nom|Sg	9	subj	41	41
9	hatte	haben	V	VAFIN	3|Sg|Past|Ind	6	cj	_	_
10	ihnen	sie	P	PPER	3|Pl|_|Dat	15	objd	40	40
11	doch	doch	A	ADV	_	15	adv	_	_
12	für	für	P	APPR	Acc	15	pp	_	_
13	Franken	Franke	N	NN	Neut|Acc|Sg	12	pn	_	_
14	Holz	Holz	N	NN	Neut|Acc|Sg	13	app	_	_
15	zugeworfen	zuwerfen	V	VVPP	_	9	aux	_	_
16	.	.	$	$.	_	0	root	_	_

1	Ach	ach	I	ITJ	_	0	root	_	_
2	,	,	$	$,	_	0	root	_	_
3	es	es	P	PPER	3|Sg|Neut|Nom	4	subj	_	_
4	gibt	geben	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
5	Leute	Leute	N	NN	_|_|Pl	4	obja	42	42
6	,	,	$	$,	_	0	root	42	42
7	mit	mit	P	APPR	Dat	11	pp	42	42
8	denen	die	P	PRELS	_|Dat|Pl	7	pn	42	42
9	man	man	P	PIS	_|Nom|Sg	12	subj	_	_
10	Mitleid	Mitleid	N	NN	Neut|_|Sg	11	obja	_	_
11	haben	haben	V	VAINF	_	12	aux	_	_
12	sollte	sollen	V	VMFIN	3|Sg|Past|_	5	rel	_	_
13	und	und	K	KON	_	12	kon	_	_
14	es	es	P	PPER	3|Sg|Neut|Nom	18	subj	_	_
15	fast	fast	A	ADV	_	17	adv	_	_
16	gar	gar	A	ADV	_	17	adv	_	_
17	nicht	nicht	P	PTKNEG	_	18	adv	_	_
18	kann	können	V	VMFIN	3|Sg|Pres|Ind	13	cj	_	_
19	!	!	$	$.	_	0	root	_	_

1	Leute	Leute	N	NN	_|_|Pl	7	vok	43	43
2	,	,	$	$,	_	0	root	43	43
3	die	die	P	PRELS	_|Nom|Pl	4	subj	43	43
4	meinen	meinen	V	VVFIN	3|Pl|Pres|_	1	rel	_	_
5	,	,	$	$,	_	0	root	_	_
6	sie	sie	P	PPER	3|Pl|_|Nom	7	subj	43	43
7	seien	sein	V	VAFIN	3|Pl|Pres|Subj	0	root	_	_
8	nur	nur	A	ADV	_	7	adv	_	_
9	da	da	A	ADV	_	7	adv	_	_
10	,	,	$	$,	_	0	root	_	_
11	um	um	K	KOUI	_	13	konj	_	_
12	zu	zu	P	PTKZU	_	13	part	_	_
13	fordern	fordern	V	VVINF	_	7	neb	_	_
14	,	,	$	$,	_	0	root	_	_
15	zu	zu	P	PTKZU	_	16	part	_	_
16	nehmen	nehmen	V	VVINF	_	13	obji	_	_
17	,	,	$	$,	_	0	root	_	_
18	unverschämt	unverschämt	A	ADJD	Pos|	20	pred	_	_
19	zu	zu	P	PTKZU	_	20	part	_	_
20	sein	sein	V	VAINF	_	16	obji	_	_
21	;	;	$	$.	_	0	root	_	_
22	andere	andere	A	ADJA	_|_|Nom|Pl|_	23	attr	_	_
23	Leute	Leute	N	NN	_|Nom|Pl	24	subj	_	_
24	seien	sein	V	VAFIN	3|Pl|Pres|Subj	0	root	_	_
25	nur	nur	A	ADV	_	24	adv	_	_
26	da	da	A	ADV	_	24	adv	_	_
27	für	für	P	APPR	Acc	24	pp	_	_
28	sie	sie	P	PPER	3|_|_|Acc	27	pn	43	43
29	wie	wie	K	KOKOM	_	24	kom	_	_
30	die	die	A	ART	Def|Masc|_|Pl	31	det	_	_
31	Kirschbäume	Kirschbaum	N	NN	Masc|_|Pl	29	cj	_	_
32	für	für	P	APPR	Acc	24	pp	_	_
33	die	die	A	ART	Def|Masc|Acc|Pl	34	det	44	44
34	Spatzen	Spatz	N	NN	Masc|Acc|Pl	32	pn	44	44
35	,	,	$	$,	_	0	root	44	44
36	die	die	P	PRELS	Masc|Nom|Pl	42	subj	44	44
37	aber	aber	A	ADV	_	42	adv	_	_
38	selbst	selbst	A	ADV	_	42	adv	_	_
39	für	für	P	APPR	Acc	42	pp	_	_
40	niemanden	niemand	P	PIS	_|Acc|Sg	39	pn	_	_
41	da	da	A	ADV	_	42	adv	_	_
42	sind	sein	V	VAFIN	3|Pl|Pres|Ind	34	rel	_	_
43	,	,	$	$,	_	0	root	_	_
44	sich	sie	P	PRF	3|_|Dat	24	objd	_	_
45	aller	alle	A	PIDAT	Fem|Gen|Pl	46	det	45	45
46	Menschenpflichten	Menschenpflicht	N	NN	Fem|Gen|Pl	24	objg	45	45
47	enthoben	enthoben	A	ADJD	Pos|	24	pred	_	_
48	glauben	glauben	V	VVINF	_	0	root	_	_
49	,	,	$	$,	_	0	root	_	_
50	die	die	P	PRELS	_|Nom|Pl	56	subj	45	45
51	höchstens	höchstens	A	ADV	_	56	adv	_	_
52	einem	eine	A	ART	Indef|Masc|Dat|Sg	53	det	_	_
53	Saufbruder	Saufbruder	N	NN	Masc|Dat|Sg	56	objd	_	_
54	sechs	sechs	C	CARD	_	55	attr	_	_
55	Kreuzer	Kreuzer	N	NN	Masc|_|Pl	56	obja	_	_
56	leihen	leihen	V	VVFIN	3|Pl|Pres|_	0	root	_	_
57	für	für	P	APPR	Acc	56	pp	_	_
58	einen	eine	A	ART	Indef|Masc|Acc|Sg	59	det	18	18
59	Schoppen	Schoppen	N	NN	Masc|Acc|Sg	57	pn	18	18
60	Branntewein	Branntewein	N	NE	Masc|Acc|Sg	59	app	18	18
61	.	.	$	$.	_	0	root	_	_

1	Das	die	P	PDS	Neut|Nom|Sg	2	subj	_	_
2	sind	sein	V	VAFIN	_|Pl|Pres|Ind	0	root	_	_
3	meist	meist	A	ADV	_	2	adv	_	_
4	Leute	Leute	N	NN	_|Nom|Pl	2	pred	_	_
5	ärmerer	arm	A	ADJA	Comp|Fem|Gen|Sg|St|	6	attr	_	_
6	Art	Art	N	NN	Fem|Gen|Sg	4	gmod	_	_
7	,	,	$	$,	_	0	root	_	_
8	doch	doch	K	KON	_	0	root	_	_
9	nicht	nicht	P	PTKNEG	_	10	adv	_	_
10	alle	alle	P	PIS	_|_|_	0	root	_	_
11	;	;	$	$.	_	0	root	_	_
12	o	o	A	ADJD	_	0	root	_	_
13	nein	nein	P	PTKANT	_	0	root	_	_
14	,	,	$	$,	_	0	root	_	_
15	auch	auch	A	ADV	_	16	adv	_	_
16	Reiche	Reich	N	NN	_|Nom|Pl	17	subj	_	_
17	haben	haben	V	VAFIN	3|Pl|Pres|_	0	root	_	_
18	Kieselsteine	Kieselstein	N	NN	Masc|_|_	17	obja	46	46
19	in	in	P	APPR	Dat	17	pp	_	_
20	der	die	A	ART	Def|Fem|Dat|Sg	21	det	_	_
21	Brust	Brust	N	NN	Fem|Dat|Sg	19	pn	_	_
22	statt	statt	P	APPR	Dat	21	pp	_	_
23	Menschenherzen	Menschenherzen	N	NN	Neut|Dat|Sg	22	pn	_	_
24	.	.	$	$.	_	0	root	_	_

1	Gab	geben	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
2	es	es	P	PPER	3|Sg|Neut|Nom	1	subj	_	_
3	nicht	nicht	P	PTKNEG	_	29	adv	_	_
4	auch	auch	A	ADV	_	29	adv	_	_
5	solche	solche	P	PIS	_|_|Pl	29	obja	_	_
6	,	,	$	$,	_	0	root	_	_
7	die	die	P	PRELS	_|Nom|Pl	18	subj	53	53
8	mit	mit	P	APPR	Dat	17	pp	_	_
9	eigenen	eigen	A	ADJA	Pos|Neut|Dat|Pl|_|	10	attr	_	_
10	Rossen	Ross	N	NN	Neut|Dat|Pl	8	pn	_	_
11	das	die	A	ART	Def|Neut|_|Sg	13	det	_	_
12	erbeutete	erbeutet	A	ADJA	Pos|Neut|_|Sg|Wk|	13	attr	_	_
13	Holz	Holz	N	NN	Neut|_|Sg	17	obja	_	_
14	zum	zu	P	APPRART	Dat	17	objp	_	_
15	eigenen	eigen	A	ADJA	Pos|Neut|Dat|Sg|Wk|	16	attr	_	_
16	Hause	Haus	N	NN	Neut|Dat|Sg	14	pn	_	_
17	führen	führen	V	VVINF	_	18	aux	_	_
18	konnten	können	V	VMFIN	3|Pl|Past|Ind	5	rel	_	_
19	,	,	$	$,	_	0	root	_	_
20	und	und	K	KON	_	5	kon	_	_
21	welche	welche	A	PWAT	_|_|_	20	cj	_	_
22	wirklich	wirklich	A	ADJD	Pos|	29	adv	_	_
23	die	die	A	ART	Def|_|Nom|Pl	24	det	47	47
24	Ärmern	Ärmern	N	NN	_|Nom|Pl	30	subj	47	47
25	vom	von	P	APPRART	Dat	24	pp	47	47
26	Holzsammeln	Holzsammeln	N	NN	Neut|Dat|Sg	25	pn	47	47
27	ganz	ganz	A	ADV	_	28	adv	_	_
28	ausgeschlossen	ausgeschlossen	A	ADJD	Pos|	29	adv	_	_
29	wissen	wissen	V	VVINF	_	30	aux	_	_
30	wollten	wollen	V	VMFIN	3|Pl|Past|_	0	root	_	_
31	,	,	$	$,	_	0	root	_	_
32	aus	aus	P	APPR	Dat	29	pp	_	_
33	dem	die	A	ART	Def|Masc|Dat|Sg	34	det	_	_
34	Grunde	Grund	N	NN	Masc|Dat|Sg	32	pn	_	_
35	,	,	$	$,	_	0	root	_	_
36	daß	daß	K	KOUS	_	0	root	_	_
37	sie	sie	P	PPER	3|_|_|_	40	obja	47	47
38	auch	auch	A	ADV	_	40	adv	_	_
39	nicht	nicht	P	PTKNEG	_	40	adv	_	_
40	schwellten	schwellten	V	VVINF	_	0	root	_	_
41	,	,	$	$,	_	0	root	_	_
42	oder	oder	K	KON	_	0	root	_	_
43	welche	welche	P	PWS	_|Nom|Pl	52	subj	_	_
44	das	die	A	ART	Def|Neut|_|Sg	46	det	_	_
45	gesammelte	gesammelt	A	ADJA	Pos|Neut|_|Sg|Wk|	46	attr	_	_
46	Holz	Holz	N	NN	Neut|_|Sg	51	obja	_	_
47	gerne	gerne	A	ADV	_	46	adv	_	_
48	auf	auf	P	APPR	Acc	46	pp	_	_
49	sie	sie	P	PPER	3|_|_|Acc	48	pn	_	_
50	Rechtsamene	Rechtsamene	N	NE	_|Acc|_	49	app	_	_
51	verteilt	verteilen	V	VVPP	_	52	aux	_	_
52	hätten	haben	V	VAFIN	3|Pl|Past|Subj	42	cj	_	_
53	?	?	$	$.	_	0	root	_	_

1	Gab	geben	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
2	es	es	P	PPER	3|Sg|Neut|Nom	1	subj	_	_
3	nicht	nicht	P	PTKNEG	_	1	adv	_	_
4	einen	eine	P	PIS	Masc|_|Sg	1	obja	_	_
5	,	,	$	$,	_	0	root	_	_
6	der	die	P	PRELS	Masc|Nom|Sg	33	subj	_	_
7	schon	schon	A	ADV	_	33	adv	_	_
8	nach	nach	P	APPR	Dat	33	pp	_	_
9	der	die	A	ART	Def|Fem|Dat|Sg	11	det	_	_
10	ersten	erst	A	ADJA	_|Fem|Dat|Sg|Wk|	11	attr	_	_
11	Überschwemmung	Überschwemmung	N	NN	Fem|Dat|Sg	8	pn	_	_
12	am	an	P	APPRART	Dat	33	pp	_	_
13	verhängnisvollen	verhängnisvoll	A	ADJA	Pos|_|Dat|Sg|Wk|	14	attr	_	_
14	Sonntag	Sonntag	N	NN	_|Dat|Sg	12	pn	_	_
15	morgens	morgens	A	ADV	_	14	adv	_	_
16	während	während	P	APPR	Dat	33	pp	_	_
17	dem	die	A	ART	Def|Masc|Dat|Sg	18	det	48	48
18	Gottesdienst	Gottesdienst	N	NN	Masc|Dat|Sg	16	pn	48	48
19	von	von	P	APPR	Dat	18	pp	48	48
20	armen	arm	A	ADJA	Pos|_|Dat|Pl|_|	21	attr	48	48
21	Leuten	Leute	N	NN	_|Dat|Pl	19	pn	48	48
22	in	in	P	APPR	Dat	33	pp	_	_
23	seinem	seine	A	PPOSAT	_|Dat|Sg	24	det	48	48
24	Schachen	Schachen	N	NN	_|Dat|Sg	22	pn	49	49
25	gesammeltes	gesammelt	A	ADJA	Pos|Neut|_|Sg|St|	28	attr	_	_
26	,	,	$	$,	_	0	root	_	_
27	zugeschwemmtes	zugeschwemmtes	A	ADJA	_|Neut|_|Sg|_|_	25	kon	_	_
28	Holz	Holz	N	NN	Neut|_|Sg	33	obja	_	_
29	zu	zu	P	APPR	Dat	32	objp	_	_
30	seinem	seine	A	PPOSAT	Neut|Dat|Sg	31	det	49	49
31	Hause	Haus	N	NN	Neut|Dat|Sg	29	pn	50	50
32	führen	führen	V	VVINF	_	33	obji	_	_
33	ließ	lassen	V	VVFIN	3|Sg|Past|Ind	4	rel	_	_
34	,	,	$	$,	_	0	root	_	_
35	wahrscheinlich	wahrscheinlich	A	ADJD	Pos|	1	adv	_	_
36	um	um	K	KOUI	_	45	konj	_	_
37	seine	seine	A	PPOSAT	Neut|_|_	41	det	50	50
38	mit	mit	P	APPR	Dat	40	pp	_	_
39	Wedelen	Wedelen	N	NE	_|Dat|_	38	pn	_	_
40	verpalisadierten	verpalisadierten	A	ADJA	_|Neut|_|_|_	41	attr	_	_
41	Fenster	Fenster	N	NN	Neut|_|_	45	obja	_	_
42	noch	noch	A	ADV	_	45	adv	_	_
43	besser	gut	A	ADJD	Comp|	45	adv	_	_
44	zu	zu	P	PTKZU	_	45	part	_	_
45	verschlagen	verschlagen	V	VVINF	_	1	neb	_	_
46	.	.	$	$.	_	0	root	_	_

1	Und	und	K	KON	_	0	root	_	_
2	dieser	diese	A	PDAT	Masc|Nom|Sg	3	det	52	52
3	Mann	Mann	N	NN	Masc|Nom|Sg	4	subj	52	52
4	besitzt	besitzen	V	VVFIN	3|Sg|Pres|Ind	1	cj	_	_
5	Hunderttausende	Hunderttausend	N	NN	Neut|_|_	4	obja	_	_
6	und	und	K	KON	_	5	kon	_	_
7	Wälder	Wald	N	NN	Masc|_|Pl	6	cj	51	51
8	,	,	$	$,	_	0	root	51	51
9	aus	aus	P	APPR	Dat	17	pp	51	51
10	denen	die	P	PRELS	Masc|Dat|Pl	9	pn	51	51
11	er	er	P	PPER	3|Sg|Masc|Nom	18	subj	52	52
12	für	für	P	APPR	Acc	16	pp	_	_
13	mehrere	mehrere	A	PIAT	Neut|Acc|_	14	det	_	_
14	Tausende	Tausend	N	NN	Neut|Acc|_	12	pn	_	_
15	Holz	Holz	N	NN	Neut|_|Sg	16	obja	30	30
16	schlagen	schlagen	V	VVINF	_	17	obji	_	_
17	lassen	lassen	V	VVINF	_	18	aux	_	_
18	könnte	können	V	VMFIN	3|Sg|Past|Subj	7	rel	_	_
19	zum	zu	P	APPRART	Dat	17	pp	_	_
20	größten	groß	A	ADJA	Sup|_|Dat|Sg|Wk|	21	attr	_	_
21	Vorteil	Vorteil	N	NN	_|Dat|Sg	19	pn	_	_
22	des	die	A	ART	Def|_|Gen|Sg	23	det	_	_
23	Waldes	Wald	N	NN	_|Gen|Sg	21	gmod	_	_
24	;	;	$	$.	_	0	root	_	_
25	rings	rings	A	ADV	_	26	adv	_	_
26	um	um	P	APPR	Acc	29	pp	_	_
27	sein	seine	A	PPOSAT	Neut|Acc|Sg	28	det	52	52
28	Haus	Haus	N	NN	Neut|Acc|Sg	26	pn	_	_
29	läßt	lassen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
30	er	er	P	PPER	3|Sg|Masc|Nom	29	subj	52	52
31	Schyterbygen	Schyterbygen	N	NE	_	29	obja	_	_
32	unten	unten	A	ADV	_	33	adv	_	_
33	abfaulen	abfaulen	V	VVINF	_	29	obji	_	_
34	,	,	$	$,	_	0	root	_	_
35	und	und	K	KON	_	29	kon	_	_
36	für	für	P	APPR	Acc	39	pp	_	_
37	etwas	etwas	A	PIAT	Neut|Acc|Sg	38	det	_	_
38	Gutes	Gut	N	NN	Neut|Acc|Sg	36	pn	_	_
39	hat	haben	V	VAFIN	3|Sg|Pres|Ind	35	cj	_	_
40	er	er	P	PPER	3|Sg|Masc|Nom	39	subj	52	52
41	nie	nie	A	ADV	_	39	adv	_	_
42	einen	eine	A	ART	Indef|Masc|Acc|Sg	43	det	_	_
43	Kreuzer	Kreuzer	N	NN	Masc|Acc|Sg	39	obja	_	_
44	,	,	$	$,	_	0	root	_	_
45	traut	trauen	V	VVFIN	_|_|Pres|Ind	39	kon	_	_
46	nie	nie	A	ADV	_	45	adv	_	_
47	einem	eine	A	ART	Indef|_|Dat|Sg	48	det	_	_
48	Menschen	Mensch	N	NN	_|Dat|Sg	45	objd	_	_
49	,	,	$	$,	_	0	root	_	_
50	nicht	nicht	P	PTKNEG	_	53	adv	_	_
51	einmal	einmal	A	ADV	_	50	adv	_	_
52	unseres	unsre	A	PPOSAT	Masc|Gen|Sg	53	det	_	_
53	Herrgotts	Herrgott	N	NN	Masc|Gen|Sg	48	kon	_	_
54	schöner	schön	A	ADJA	Pos|Fem|Gen|Sg|St|	55	attr	_	_
55	Sonne	Sonne	N	NN	Fem|Gen|Sg	53	gmod	_	_
56	,	,	$	$,	_	0	root	_	_
57	sonst	sonst	A	ADV	_	58	adv	_	_
58	würde	werden	V	VAFIN	3|Sg|Past|Subj	45	kon	_	_
59	er	er	P	PPER	3|Sg|Masc|Nom	58	subj	52	52
60	sie	sie	P	PPER	3|_|_|_	66	obja	53	53
61	doch	doch	A	ADV	_	66	adv	_	_
62	in	in	P	APPR	Acc	65	objp	_	_
63	seine	seine	A	PPOSAT	Fem|Acc|Sg	64	det	52	52
64	Stube	Stube	N	NN	Fem|Acc|Sg	62	pn	_	_
65	gucken	gucken	V	VVINF	_	66	obji	_	_
66	lassen	lassen	V	VVINF	_	58	aux	_	_
67	.	.	$	$.	_	0	root	_	_

1	Er	er	P	PPER	3|Sg|Masc|Nom	2	subj	52	52
2	behauptete	behaupten	V	VVFIN	3|Sg|Past|_	0	root	_	_
3	,	,	$	$,	_	0	root	_	_
4	das	die	A	ART	Def|Neut|_|Sg	5	det	_	_
5	Recht	Recht	N	NN	Neut|_|Sg	8	obja	_	_
6	dazu	dazu	P	PROAV	_	5	pp	_	_
7	zu	zu	P	PTKZU	_	8	part	_	_
8	haben	haben	V	VAINF	_	2	obji	_	_
9	,	,	$	$,	_	0	root	_	_
10	weil	weil	K	KOUS	_	15	konj	_	_
11	die	die	A	ART	Def|Fem|Nom|Sg	12	det	54	54
12	Emme	Emme	N	NN	Fem|Nom|Sg	15	subj	54	54
13	ihn	er	P	PPER	3|Sg|Masc|Acc	14	obja	52	52
14	geschädigt	schädigen	V	VVPP	_	15	aux	_	_
15	habe	haben	V	VAFIN	3|Sg|Pres|Subj	8	neb	_	_
16	und	und	K	KON	_	0	root	_	_
17	nicht	nicht	P	PTKNEG	_	20	adv	_	_
18	die	die	A	ART	Def|_|_|Pl	20	det	_	_
19	armen	arm	A	ADJA	Pos|_|_|Pl|Wk|	20	attr	_	_
20	Leute	Leute	N	NN	_|_|Pl	16	cj	_	_
21	.	.	$	$.	_	0	root	_	_

1	Und	und	K	KON	_	0	root	_	_
2	hätte	haben	V	VAFIN	3|Sg|Past|Subj	1	cj	_	_
3	ihm	er	P	PPER	3|Sg|_|Dat	29	objd	52	52
4	die	die	A	ART	Def|Fem|Nom|Sg	5	det	54	54
5	Emme	Emme	N	NN	Fem|Nom|Sg	2	subj	54	54
6	noch	noch	A	ADV	_	29	adv	_	_
7	hundert	hundert	C	CARD	_	8	attr	55	55
8	Fuder	Fuder	N	NN	Neut|_|Pl	9	grad	55	55
9	mehr	mehr	A	PIAT	Masc|_|Sg	11	det	55	55
10	sogenannten	sogenannt	A	ADJA	Pos|Masc|_|Sg|_|	11	attr	55	55
11	Sand	Sand	N	NN	Masc|_|Sg	29	obja	55	55
12	,	,	$	$,	_	0	root	55	55
13	der	die	P	PRELS	Masc|Nom|Sg	23	subj	55	55
14	aber	aber	A	ADV	_	22	adv	_	_
15	mit	mit	P	APPR	Dat	22	pp	_	_
16	Mergel	Mergel	N	NN	Masc|Dat|Sg	15	pn	_	_
17	an	an	P	APPR	Dat	22	pp	_	_
18	den	die	A	ART	Def|Masc|Dat|Pl	20	det	_	_
19	meisten	meiste	A	PIDAT	Masc|Dat|Pl	20	attr	_	_
20	Orten	Ort	N	NN	Masc|Dat|Pl	17	pn	_	_
21	reich	reich	A	ADJD	Pos|	22	adv	_	_
22	geschwängert	schwängern	V	VVPP	_	23	aux	_	_
23	ist	sein	V	VAFIN	3|Sg|Pres|Ind	11	rel	_	_
24	,	,	$	$,	_	0	root	_	_
25	auf	auf	P	APPR	Acc	29	objp	_	_
26	sein	seine	A	PPOSAT	Neut|Acc|Sg	28	det	55	55
27	schattig	schattig	A	ADJA	_|Neut|Acc|Sg|_	28	attr	_	_
28	Moos	Moos	N	NN	Neut|Acc|Sg	25	pn	_	_
29	getragen	tragen	V	VVPP	_	2	aux	_	_
30	,	,	$	$,	_	0	root	_	_
31	wo	wo	P	PWAV	_	36	adv	_	_
32	er	er	P	PPER	3|Sg|Masc|Nom	37	subj	55	55
33	sich	sie	P	PRF	3|_|_	36	obja	_	_
34	nicht	nicht	P	PTKNEG	_	36	adv	_	_
35	satt	satt	A	ADJD	Pos|	36	adv	_	_
36	wässern	wässern	V	VVINF	_	37	aux	_	_
37	kann	können	V	VMFIN	3|Sg|Pres|Ind	29	rel	_	_
38	,	,	$	$,	_	0	root	_	_
39	weil	weil	K	KOUS	_	43	konj	_	_
40	ihn	er	P	PPER	3|Sg|Masc|Acc	43	obja	55	55
41	das	die	A	ART	Def|Neut|Nom|Sg	42	det	56	56
42	Wasser	Wasser	N	NN	Neut|Nom|Sg	43	subj	56	56
43	reut	reuen	V	VVFIN	3|Sg|Pres|Ind	37	neb	_	_
44	,	,	$	$,	_	0	root	_	_
45	das	die	P	PRELS	Neut|_|Sg	0	root	56	56
46	er	er	P	PPER	3|Sg|Masc|Nom	0	root	55	55
47	nicht	nicht	P	PTKNEG	_	48	adv	_	_
48	aufreiset	aufreisen	V	VVFIN	2|Pl|Pres|Subj	0	root	_	_
49	,	,	$	$,	_	0	root	_	_
50	so	so	A	ADV	_	51	adv	_	_
51	hätte	haben	V	VAFIN	3|Sg|Past|Subj	0	root	_	_
52	er	er	P	PPER	3|Sg|Masc|Nom	51	subj	55	55
53	noch	noch	A	ADV	_	61	adv	_	_
54	lange	lange	A	ADJD	_	61	adv	_	_
55	keinen	keine	A	PIAT	_|_|_	56	det	_	_
56	Schaden	Schaden	N	NN	_|_|_	61	obja	_	_
57	,	,	$	$,	_	0	root	_	_
58	sondern	sondern	K	KON	_	56	kon	_	_
59	großen	groß	A	ADJA	Pos|_|_|_|_|	60	attr	_	_
60	Nutzen	Nutzen	N	NN	_|_|_	58	cj	_	_
61	gehabt	haben	V	VAPP	_	51	aux	_	_
62	.	.	$	$.	_	0	root	_	_

