1	Begreiflich	Begreiflich	N	NE	_|Dat|_	2	objd	277	277
11	Dienstleistungen	Dienstleistung	N	NN	_|_|_	10	pn	_	_
12	aller	alle	A	PIDAT	Fem|Gen|Sg	13	det	_	_
13	Art	Art	N	NN	Fem|Gen|Sg	11	gmod	_	_
14	,	,	$	$,	_	0	root	_	_
15	wobei	wobei	P	PWAV	_	21	pp	_	_
16	es	es	P	PPER	3|Sg|Neut|Nom	21	subj	_	_
17	der	die	A	ART	Def|Fem|Gen|Sg	18	det	_	_
18	Gewandtheit	Gewandtheit	N	NN	Fem|Gen|Sg	21	objg	_	_
19	des	die	A	ART	Def|_|Gen|Sg	20	det	771	771
20	Kirchmeiers	Kirchmeiers	N	NN	_|Gen|Sg	18	gmod	771	771
21	bedurfte	bedürfen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
22	,	,	$	$,	_	0	root	_	_
23	um	um	K	KOUI	_	0	root	_	_
24	denselben	dieselbe	A	PDAT	_|_|_	0	root	_	_
25	zu	zu	P	PTKZU	_	26	part	_	_
26	entrinnen	entrinnen	V	VVINF	_	0	root	_	_
27	.	.	$	$.	_	0	root	_	_

1	Ein	ein	A	ART	Indef|Masc|Nom|Sg	2	det	74	74
2	Vetter	Vetter	N	NN	Masc|Nom|Sg	3	subj	74	74
3	wollte	wollen	V	VMFIN	3|Sg|Past|_	0	root	_	_
4	alles	alle	P	PIS	_|_|Sg	5	obja	_	_
5	liegenlassen	liegenlassen	V	VVINF	_	3	aux	_	_
6	,	,	$	$,	_	0	root	_	_
7	zu	zu	P	APPR	Dat	9	objp	_	_
8	ihm	er	P	PPER	3|Sg|_|Dat	7	pn	6	6
9	ziehen	ziehen	V	VVINF	_	5	kon	_	_
10	,	,	$	$,	_	0	root	_	_
11	um	um	K	KOUI	_	16	konj	_	_
12	auf	auf	P	APPR	Dat	16	pp	_	_
13	dem	die	A	ART	Def|Neut|Dat|Sg	14	det	194	194
14	Lande	Land	N	NN	Neut|Dat|Sg	12	pn	194	194
15	zu	zu	P	PTKZU	_	16	part	_	_
16	befehlen	befehlen	V	VVINF	_	3	neb	_	_
17	und	und	K	KON	_	16	kon	_	_
18	zu	zu	P	PTKZU	_	19	part	_	_
19	sagen	sagen	V	VVINF	_	17	cj	_	_
20	,	,	$	$,	_	0	root	_	_
21	was	was	P	PRELS	Neut|_|Sg	0	root	194	194
22	und	und	K	KON	_	0	root	_	_
23	wie	wie	P	PWAV	_	25	pred	_	_
24	es	es	P	PPER	3|Sg|Neut|Nom	26	subj	_	_
25	gehen	gehen	V	VVINF	_	26	aux	_	_
26	müsse	müssen	V	VMFIN	3|Sg|Pres|Subj	22	cj	_	_
27	.	.	$	$.	_	0	root	_	_

1	Ein	ein	A	ART	Indef|_|_|Sg	2	det	_	_
2	anderer	anderer	A	ADJA	_|_|Sg	3	subj	_	_
3	wollte	wollen	V	VMFIN	3|Sg|Past|_	0	root	_	_
4	ihm	er	P	PPER	3|Sg|_|Dat	6	objd	6	6
5	Pferde	Pferd	N	NN	Neut|_|_	6	obja	_	_
6	verkaufen	verkaufen	V	VVINF	_	3	aux	_	_
7	und	und	K	KON	_	6	kon	_	_
8	andere	andere	P	PIS	_|_|_	9	obja	_	_
9	kaufen	kaufen	V	VVINF	_	7	cj	_	_
10	,	,	$	$,	_	0	root	_	_
11	wenn	wenn	K	KOUS	_	16	konj	_	_
12	er	er	P	PPER	3|Sg|Masc|Nom	16	subj	6	6
13	das	die	P	PDS	Neut|_|Sg	16	obja	_	_
14	jetzt	jetzt	A	ADV	_	16	adv	_	_
15	nicht	nicht	P	PTKNEG	_	16	adv	_	_
16	mache	machen	V	VVFIN	3|Sg|Pres|Subj	19	neb	_	_
17	,	,	$	$,	_	0	root	_	_
18	so	so	A	ADV	_	19	adv	_	_
19	gingen	gehen	V	VVFIN	3|Pl|Past|_	3	kon	_	_
20	ihm	er	P	PPER	3|Sg|_|Dat	19	objd	6	6
21	viele	viele	A	PIDAT	_|Nom|Pl	22	det	_	_
22	Louisdors	Louisdors	N	NN	_|Nom|Pl	19	subj	_	_
23	dahin	dahin	A	ADV	_	19	adv	_	_
24	.	.	$	$.	_	0	root	_	_

1	Ein	ein	A	ART	Indef|_|_|Sg	2	det	_	_
2	dritter	dritt	A	ADJA	Masc|Nom|Sg	7	subj	_	_
3	,	,	$	$,	_	0	root	_	_
4	ein	eine	A	ART	Indef|Masc|Nom|Sg	5	det	_	_
5	Notar	Notar	N	NN	Masc|Nom|Sg	2	app	_	_
6	,	,	$	$,	_	0	root	_	_
7	bot	bieten	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
8	sich	sie	P	PRF	3|_|_	7	obja	_	_
9	an	an	P	APPR	_	7	pp	_	_
10	zum	zu	P	APPRART	Dat	9	pp	_	_
11	Verwalter	Verwalter	N	NN	Masc|Dat|Sg	10	pn	544	544
12	seines	seine	A	PPOSAT	Neut|Gen|Sg	13	det	74	74
13	Zinsbuches	Zinsbuch	N	NN	Neut|Gen|Sg	11	gmod	_	_
14	und	und	K	KON	_	7	kon	_	_
15	setzte	setzen	V	VVFIN	_|Sg|Past|_	14	cj	_	_
16	ganz	ganz	A	ADV	_	17	adv	_	_
17	besonders	besonders	A	ADV	_	15	adv	_	_
18	an	an	P	PTKVZ	_	15	avz	_	_
19	;	;	$	$.	_	0	root	_	_
20	denn	denn	K	KON	_	22	koord	_	_
21	das	die	P	PDS	Neut|Nom|Sg	22	subj	_	_
22	sei	sein	V	VAFIN	3|Sg|Pres|Subj	26	s	_	_
23	von	von	P	APPR	_	22	pp	_	_
24	Wichtigkeit	Wichtigkeit	N	NN	Fem|_|Sg	23	pn	_	_
25	,	,	$	$,	_	0	root	_	_
26	sagte	sagen	V	VVFIN	3|Sg|Past|_	0	root	_	_
27	er	er	P	PPER	3|Sg|Masc|Nom	26	subj	544	544
28	,	,	$	$,	_	0	root	_	_
29	daß	daß	K	KOUS	_	33	konj	_	_
30	man	man	P	PIS	_|Nom|Sg	33	subj	_	_
31	immer	immer	A	ADV	_	33	adv	_	_
32	dazu	dazu	P	PROAV	_	33	pp	_	_
33	sehe	sehen	V	VVFIN	3|Sg|Pres|Subj	26	objc	_	_
34	,	,	$	$,	_	0	root	_	_
35	damit	damit	K	KOUS	_	39	konj	_	_
36	keine	keine	A	PIAT	Masc|Nom|Pl	37	det	_	_
37	Termine	Termin	N	NN	Masc|Nom|Pl	39	subj	_	_
38	versäumt	versäumen	V	VVPP	_	39	aux	_	_
39	würden	werden	V	VAFIN	3|Pl|Past|Subj	33	neb	_	_
40	.	.	$	$.	_	0	root	_	_

1	Wie	Wie	P	PWAV	_	2	adv	_	_
2	leicht	leicht	A	ADJD	Pos|	3	adv	_	_
3	sei	sein	V	VAFIN	3|Sg|Pres|Subj	16	objc	_	_
4	ein	eine	A	ART	Indef|Neut|Nom|Sg	5	det	_	_
5	Kapital	Kapital	N	NN	Neut|Nom|Sg	3	subj	_	_
6	verloren	verlieren	V	VVPP	_	3	aux	_	_
7	,	,	$	$,	_	0	root	_	_
8	er	er	P	PPER	3|Sg|Masc|Nom	9	subj	544	544
9	könnte	können	V	VMFIN	3|Sg|Past|Subj	6	par	_	_
10	darüber	darüber	P	PROAV	_	14	pp	_	_
11	Beispiele	Beispiel	N	NN	Neut|Dat|Sg	14	objd	_	_
12	von	von	P	APPR	Dat	14	pp	_	_
13	Exempeln	Exempel	N	NN	Neut|Dat|Pl	12	pn	545	545
14	erzählen	erzählen	V	VVINF	_	9	aux	_	_
15	,	,	$	$,	_	0	root	_	_
16	sagte	sagen	V	VVFIN	3|Sg|Past|_	0	root	_	_
17	er	er	P	PPER	3|Sg|Masc|Nom	16	subj	544	544
18	mit	mit	P	APPR	Dat	16	pp	_	_
19	einem	eine	A	ART	Indef|Neut|Dat|Sg	22	det	_	_
20	sehr	sehr	A	ADV	_	21	adv	_	_
21	wichtigen	wichtig	A	ADJA	Pos|Neut|Dat|Sg|Wk|	22	attr	_	_
22	Notariatsgesicht	Notariatsgesicht	N	NN	Neut|Dat|Sg	18	pn	_	_
23	.	.	$	$.	_	0	root	_	_

1	Der	die	A	ART	Def|Masc|Nom|Sg	3	det	883	883
2	gute	gut	A	ADJA	Pos|Masc|Nom|Sg|Wk|	3	attr	883	883
3	Notar	Notar	N	NN	Masc|Nom|Sg	4	subj	883	883
4	dachte	denken	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
5	nicht	nicht	P	PTKNEG	_	4	adv	_	_
6	daran	daran	P	PROAV	_	4	objp	_	_
7	,	,	$	$,	_	0	root	_	_
8	daß	daß	K	KOUS	_	14	konj	_	_
9	der	die	A	ART	Def|Masc|Nom|Sg	11	det	56	56
10	alte	alt	A	ADJA	Pos|Masc|Nom|Sg|Wk|	11	attr	56	56
11	Kirchmeier	Kirchmeier	N	NN	Masc|Nom|Sg	14	subj	56	56
12	dieses	diese	A	PDAT	Neut|_|Sg	13	det	132	132
13	Ding	Ding	N	NN	Neut|_|Sg	14	obja	132	132
14	verstand	verstehen	V	VVFIN	3|Sg|Past|Ind	6	objc	_	_
15	,	,	$	$,	_	0	root	_	_
16	ehe	ehe	K	KOUS	_	23	konj	_	_
17	der	die	A	ART	Def|Masc|Nom|Sg	18	det	_	_
18	Notar	Notar	N	NN	Masc|Nom|Sg	23	subj	_	_
19	aus	aus	P	APPR	Dat	22	pp	_	_
20	den	die	A	ART	Def|Fem|Dat|Pl	21	det	_	_
21	Windeln	Windel	N	NN	Fem|Dat|Pl	19	pn	_	_
22	gekrochen	kriechen	V	VVPP	_	23	aux	_	_
23	war	sein	V	VAFIN	3|Sg|Past|Ind	49	neb	_	_
24	,	,	$	$,	_	0	root	_	_
25	und	und	K	KON	_	23	kon	_	_
26	daß	daß	K	KOUS	_	32	konj	_	_
27	man	man	P	PIS	_|Nom|Sg	32	subj	_	_
28	auch	auch	A	ADV	_	29	adv	_	_
29	Beispiele	Beispiel	N	NN	Neut|_|_	32	obja	_	_
30	von	von	P	APPR	Dat	29	pp	_	_
31	Exempeln	Exempel	N	NN	Neut|Dat|Pl	30	pn	545	545
32	hat	haben	V	VAFIN	3|Sg|Pres|Ind	25	cj	_	_
33	,	,	$	$,	_	0	root	_	_
34	wie	wie	P	PWAV	_	48	adv	_	_
35	unter	unter	P	APPR	Dat	48	pp	_	_
36	den	die	A	ART	Def|Fem|Dat|Pl	38	det	_	_
37	selbsteigenen	selbsteigen	A	ADJA	Pos|Fem|Dat|Pl|_|	38	attr	_	_
38	Händen	Hand	N	NN	Fem|Dat|Pl	35	pn	_	_
39	eines	eine	A	ART	Indef|Masc|Gen|Sg	40	det	_	_
40	Notars	Notar	N	NN	Masc|Gen|Sg	38	gmod	_	_
41	nicht	nicht	P	PTKNEG	_	48	adv	_	_
42	bloß	bloß	A	ADV	_	48	adv	_	_
43	Kapitale	Kapital	N	NN	_|Nom|Pl	49	subj	_	_
44	,	,	$	$,	_	0	root	_	_
45	sondern	sondern	K	KON	_	43	kon	_	_
46	ganze	ganz	A	ADJA	Pos|Neut|Nom|_|_|	47	attr	_	_
47	Vermögen	Vermögen	N	NN	Neut|Nom|_	45	cj	_	_
48	verschwunden	verschwinden	V	VVPP	_	49	aux	_	_
49	sind	sein	V	VAFIN	3|Pl|Pres|Ind	4	objc	_	_
50	.	.	$	$.	_	0	root	_	_

1	Mehr	mehr	P	PIS	_	0	root	_	_
2	aber	aber	A	ADV	_	3	adv	_	_
3	noch	noch	A	ADV	_	4	adv	_	_
4	plagten	plagen	V	VVFIN	3|Pl|Past|_	0	root	_	_
5	ihn	er	P	PPER	3|Sg|Masc|Acc	4	obja	6	6
6	die	die	A	ART	Def|Fem|Nom|Pl	7	det	546	546
7	Basen	Base	N	NN	Fem|Nom|Pl	4	subj	546	546
8	,	,	$	$,	_	0	root	_	_
9	diese	diese	P	PDS	_|Nom|Pl	10	subj	_	_
10	machten	machen	V	VVFIN	3|Pl|Past|_	4	kon	_	_
11	ihn	er	P	PPER	3|Sg|Masc|Acc	10	obja	6	6
12	fast	fast	A	ADV	_	13	adv	_	_
13	selig	selig	A	ADJD	Pos|	10	pred	_	_
14	vor	vor	P	APPR	Dat	10	pp	_	_
15	der	die	A	ART	Def|Fem|Dat|Sg	16	det	251	251
16	Zeit	Zeit	N	NN	Fem|Dat|Sg	14	pn	251	251
17	,	,	$	$,	_	0	root	_	_
18	kamen	kommen	V	VVFIN	_|Pl|Past|Ind	10	kon	_	_
19	ihm	er	P	PPER	3|Sg|_|Dat	18	objd	6	6
20	fast	fast	A	ADV	_	18	adv	_	_
21	vor	vor	P	PTKVZ	_	18	avz	_	_
22	wie	wie	K	KOKOM	_	18	kom	_	_
23	Wanzen	Wanze	N	NN	Fem|_|Pl	22	cj	547	547
24	,	,	$	$,	_	0	root	547	547
25	welche	welche	P	PRELS	Fem|Nom|Pl	29	subj	547	547
26	immer	immer	A	ADV	_	27	adv	_	_
27	wieder	wieder	A	ADV	_	29	adv	_	_
28	da	da	A	ADV	_	29	adv	_	_
29	sind	sein	V	VAFIN	3|Pl|Pres|Ind	23	rel	_	_
30	,	,	$	$,	_	0	root	_	_
31	wie	wie	P	PWAV	_	0	root	_	_
32	gute	gut	A	ADJA	Pos|_|_|_|_|	33	attr	_	_
33	Mittel	Mittel	N	NN	_|_|_	0	root	_	_
34	gegen	gegen	P	APPR	Acc	40	pp	_	_
35	sie	sie	P	PPER	3|_|_|Acc	34	pn	547	547
36	man	man	P	PIS	_|Nom|Sg	40	subj	_	_
37	gebraucht	brauchen	V	VVPP	_	39	aux	_	_
38	zu	zu	P	PTKZU	_	39	part	_	_
39	haben	haben	V	VAINF	_	40	obji	_	_
40	glaubt	glauben	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
41	.	.	$	$.	_	0	root	_	_

1	Eine	eine	P	PIS	_|Nom|Sg	2	subj	_	_
2	tadelte	tadeln	V	VVFIN	3|Sg|Past|_	0	root	_	_
3	,	,	$	$,	_	0	root	_	_
4	daß	daß	K	KOUS	_	10	konj	_	_
5	er	er	P	PPER	3|Sg|Masc|Nom	10	subj	6	6
6	nicht	nicht	P	PTKNEG	_	10	adv	_	_
7	die	die	A	ART	Def|Fem|_|Sg	9	det	_	_
8	nötige	nötig	A	ADJA	Pos|Fem|_|Sg|_|	9	attr	_	_
9	Abwartung	Abwartung	N	NN	Fem|_|Sg	10	obja	_	_
10	hätte	haben	V	VAFIN	3|Sg|Past|Subj	2	objc	_	_
11	,	,	$	$,	_	0	root	_	_
12	sein	seine	A	PPOSAT	Neut|Nom|Sg	13	det	6	6
13	Bett	Bett	N	NN	Neut|Nom|Sg	14	subj	_	_
14	sei	sein	V	VAFIN	3|Sg|Pres|Subj	2	kon	_	_
15	gemacht	machen	V	VVPP	_	14	aux	_	_
16	,	,	$	$,	_	0	root	_	_
17	man	man	P	PIS	_|Nom|Sg	0	root	_	_
18	streue	streuen	V	VVFIN	3|Sg|Pres|Subj	0	root	_	_
19	einem	eine	A	ART	Indef|Neut|Dat|Sg	20	det	_	_
20	Schweine	Schwein	N	NN	Neut|Dat|Sg	18	objd	_	_
21	sorgfältiger	sorgfältig	A	ADJA	Pos|Masc|Nom|Sg|St|	18	subj	_	_
22	,	,	$	$,	_	0	root	_	_
23	und	und	K	KON	_	18	kon	_	_
24	zu	zu	P	PTKZU	_	25	part	_	_
25	trinken	trinken	V	VVINF	_	26	obji	_	_
26	biete	bieten	V	VVFIN	3|Sg|Pres|Subj	23	cj	_	_
27	ihm	er	P	PPER	3|Sg|_|Dat	26	objd	6	6
28	ja	ja	A	ADV	_	26	adv	_	_
29	kein	keine	A	PIAT	_|Nom|Sg	30	det	548	548
30	Mensch	Mensch	N	NN	_|Nom|Sg	26	subj	548	548
31	was	was	P	PIS	_	26	obja	_	_
32	an	an	P	PTKVZ	_	26	avz	_	_
33	oder	oder	K	KON	_	26	kon	_	_
34	frage	fragen	V	VVFIN	_|Sg|Pres|_	33	cj	_	_
35	sonst	sonst	A	ADV	_	34	adv	_	_
36	,	,	$	$,	_	0	root	_	_
37	was	was	P	PRELS	Neut|_|Sg	39	obja	548	548
38	er	er	P	PPER	3|Sg|Masc|Nom	39	subj	6	6
39	begehre	begehren	V	VVFIN	3|Sg|Pres|Subj	34	objc	_	_
40	.	.	$	$.	_	0	root	_	_

1	Wo	Wo	P	PWAV	_	4	adv	_	_
2	sie	sie	P	PPER	3|Sg|Fem|Nom	4	subj	548	548
3	dabei	dabei	P	PROAV	_	4	pp	_	_
4	sei	sein	V	VAFIN	3|Sg|Pres|Subj	0	root	_	_
5	,	,	$	$,	_	0	root	_	_
6	da	da	A	ADV	_	7	adv	_	_
7	gehe	gehen	V	VVFIN	3|Sg|Pres|Subj	0	root	_	_
8	es	es	P	PPER	3|Sg|Neut|Nom	7	subj	_	_
9	anders	anders	A	ADV	_	7	adv	_	_
10	.	.	$	$.	_	0	root	_	_

1	Vor	vor	P	APPR	Dat	4	pp	_	_
2	allem	alle	P	PIS	_|Dat|Sg	1	pn	_	_
3	aus	aus	A	APZR	_	1	part	_	_
4	bette	betten	V	VVFIN	3|Sg|Pres|Subj	0	root	_	_
5	sie	sie	P	PPER	3|Sg|Fem|Nom	4	subj	548	548
6	,	,	$	$,	_	0	root	_	_
7	daß	daß	K	KOUS	_	11	konj	_	_
8	es	es	P	PPER	3|Sg|Neut|Nom	11	subj	_	_
9	die	die	A	ART	Def|_|_|Pl	10	det	549	549
10	Kranken	Kranke	N	NN	_|_|Pl	11	obja	549	549
11	dünke	dünken	V	VVFIN	3|Sg|Pres|Subj	4	objc	_	_
12	,	,	$	$,	_	0	root	_	_
13	sie	sie	P	PPER	3|Pl|_|Nom	14	subj	549	549
14	möchten	mögen	V	VMFIN	3|Pl|Past|Subj	4	kon	_	_
15	nicht	nicht	P	PTKNEG	_	17	adv	_	_
16	mehr	mehr	A	ADV	_	15	adv	_	_
17	aufstehen	aufstehen	V	VVINF	_	14	aux	_	_
18	;	;	$	$.	_	0	root	_	_
19	alle	alle	A	PIDAT	Fem|_|Sg	21	det	_	_
20	halbe	halb	A	ADJA	Pos|Fem|_|Sg|_|	21	attr	_	_
21	Stunde	Stunde	N	NN	Fem|_|Sg	22	obja	_	_
22	müßten	müssen	V	VMFIN	3|Pl|Past|Subj	0	root	_	_
23	sie	sie	P	PPER	3|Pl|_|Nom	22	subj	549	549
24	ihr	ihr	P	PPER	_|_|_|_	0	root	549	549
25	trinken	trinken	V	VVINF	_	0	root	_	_
26	,	,	$	$,	_	0	root	_	_
27	und	und	K	KON	_	0	root	_	_
28	zwischenein	zwischenein	N	NE	_	27	cj	_	_
29	wehre	wehren	V	VVFIN	3|Sg|Pres|Subj	0	root	_	_
30	sie	sie	P	PPER	3|Sg|Fem|Nom	29	subj	548	548
31	die	die	A	ART	Def|Fem|_|Pl	32	det	_	_
32	Fliegen	Fliege	N	NN	Fem|_|Pl	29	obja	_	_
33	,	,	$	$,	_	0	root	_	_
34	daß	daß	K	KOUS	_	38	konj	_	_
35	keine	keine	A	PIAT	_|_|_	36	det	_	_
36	einzige	einzig	A	ADJA	_|_|_	38	subj	_	_
37	absitzen	absitzen	V	VVINF	_	38	aux	_	_
38	könne	können	V	VMFIN	3|Sg|Pres|Subj	32	objc	_	_
39	.	.	$	$.	_	0	root	_	_

