1	Ich	ich	P	PPER	1|Sg|_|Nom	2	subj	755	755
14	der	die	A	ART	Def|Fem|Gen|Sg	15	det	796	796
15	Erwärmung	Erwärmung	N	NN	Fem|Gen|Sg	13	gmod	796	796
16	am	an	P	APPRART	Dat	19	pp	796	796
17	Thermometer	Thermometer	N	NN	Neut|Dat|Sg	16	pn	796	796
18	haarscharf	haarscharf	A	ADJD	Pos|	19	adv	796	796
19	abgemessen	abmessen	V	VVPP	_	20	aux	796	796
20	wird	werden	V	VAFIN	3|Sg|Pres|Ind	9	rel	_	_
21	;	;	$	$.	_	0	root	_	_
22	Gott	Gott	N	NN	Masc|Nom|Sg	23	subj	2	2
23	sorgt	sorgen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
24	ihnen	sie	P	PPER	3|Pl|_|Dat	23	objd	769	769
25	aber	aber	A	ADV	_	23	adv	_	_
26	für	für	P	APPR	Acc	23	objp	_	_
27	lauter	lauter	A	PIAT	_	28	det	_	_
28	natürliche	natürlich	A	ADJA	_|_|_	26	pn	_	_
29	,	,	$	$,	_	0	root	_	_
30	und	und	K	KON	_	23	kon	_	_
31	zu	zu	P	APPR	Dat	33	pp	_	_
32	denen	die	P	PDS	_|Dat|Pl	31	pn	_	_
33	drängen	dringen	V	VVFIN	3|Pl|_|_	30	cj	_	_
34	sie	sie	P	PPER	3|Pl|_|Nom	33	subj	769	769
35	sich	sie	P	PRF	3|_|_	33	obja	_	_
36	:	\:	$	$.	_	0	root	_	_
37	zu	zu	P	APPR	Dat	0	root	_	_
38	Krankenbetten	Krankenbett	N	NN	Neut|Dat|_	37	pn	_	_
39	,	,	$	$,	_	0	root	_	_
40	Leichenbegängnissen	Leichenbegängnissen	N	NE	Fem|Dat|Pl	38	kon	_	_
41	,	,	$	$,	_	0	root	_	_
42	Brandstätten	Brandstätte	N	NN	Fem|Dat|Pl	40	kon	_	_
43	,	,	$	$,	_	0	root	_	_
44	Naturereignissen	Naturereignis	N	NN	_|Dat|_	42	kon	_	_
45	überhaupt	überhaupt	A	ADV	_	44	adv	_	_
46	;	;	$	$.	_	0	root	_	_
47	ja	ja	P	PTKANT	_	0	root	_	_
48	,	,	$	$,	_	0	root	_	_
49	ich	ich	P	PPER	1|Sg|_|Nom	50	subj	2	2
50	glaube	glauben	V	VVFIN	1|Sg|Pres|_	0	root	_	_
51	,	,	$	$,	_	0	root	_	_
52	das	die	A	ART	Def|Neut|Nom|Sg	53	det	_	_
53	Strömen	Strom	N	NN	Neut|Nom|Sg	56	subj	_	_
54	zu	zu	P	APPR	Dat	53	pp	_	_
55	Hinrichtungen	Hinrichtung	N	NN	Fem|Dat|Pl	54	pn	_	_
56	sei	sein	V	VAFIN	3|Sg|Pres|Subj	50	s	_	_
57	bei	bei	P	APPR	Dat	56	pp	_	_
58	sehr	sehr	A	ADV	_	57	adv	_	_
59	vielen	viele	A	PIDAT	_|_|_	61	det	_	_
60	eine	eine	A	ART	Indef|Fem|Nom|Sg	61	det	_	_
61	Folge	Folge	N	NN	Fem|Nom|Sg	56	pred	_	_
62	dieses	diese	A	PDAT	Masc|Gen|Sg	63	det	770	770
63	Instinktes	Instinkt	N	NN	Masc|Gen|Sg	61	gmod	770	770
64	.	.	$	$.	_	0	root	_	_

1	Wenn	wenn	K	KOUS	_	7	konj	_	_
2	nur	nur	A	ADV	_	7	adv	_	_
3	diese	diese	A	PDAT	Neut|Nom|Pl	4	det	771	771
4	Gefühle	Gefühl	N	NN	Neut|Nom|Pl	7	subj	771	771
5	nicht	nicht	P	PTKNEG	_	7	adv	_	_
6	Nebel	Nebel	N	NN	Masc|Nom|_	7	pred	_	_
7	blieben	bleiben	V	VVFIN	3|Pl|Past|_	12	neb	_	_
8	,	,	$	$,	_	0	root	_	_
9	nicht	nicht	P	PTKNEG	_	12	adv	_	_
10	zu	zu	P	APPR	Dat	12	pp	_	_
11	Rauchwolken	Rauchwolke	N	NN	Fem|Dat|Pl	10	pn	_	_
12	würden	werden	V	VAFIN	_|Pl|Past|Subj	0	root	_	_
13	,	,	$	$,	_	0	root	_	_
14	sondern	sondern	K	KON	_	0	root	_	_
15	zu	zu	P	APPR	Dat	14	cj	_	_
16	Hebeln	Hebel	N	NN	_|Dat|_	15	pn	_	_
17	des	die	A	ART	Def|Neut|Gen|Sg	18	det	515	515
18	Lebens	Leben	N	NN	Neut|Gen|Sg	16	gmod	515	515
19	sich	sie	P	PRF	3|_|_	0	root	_	_
20	gestalteten	gestaltet	A	ADJA	Pos|_|_|_|_|	0	root	_	_
21	!	!	$	$.	_	0	root	_	_

1	Der	die	P	PDS	Masc|Nom|Sg	2	subj	_	_
2	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
3	ein	eine	A	ART	Indef|Masc|Nom|Sg	4	det	772	772
4	Herr	Herr	N	NN	Masc|Nom|Sg	2	pred	772	772
5	der	die	A	ART	Def|Masc|Gen|Pl	6	det	61	61
6	Menschen	Mensch	N	NN	Masc|Gen|Pl	4	gmod	61	61
7	,	,	$	$,	_	0	root	_	_
8	der	die	P	PRELS	_|_|Sg	0	root	772	772
9	diese	diese	A	PDAT	Neut|_|Pl	10	det	771	771
10	Gefühle	Gefühl	N	NN	Neut|_|Pl	12	obja	771	771
11	zu	zu	P	PTKZU	_	12	part	_	_
12	erregen	erregen	V	VVINF	_	0	root	_	_
13	,	,	$	$,	_	0	root	_	_
14	bis	bis	P	APPR	Acc	18	pp	_	_
15	zur	zu	P	APPRART	Dat	14	pp	_	_
16	Begeisterung	Begeisterung	N	NN	Fem|Dat|Sg	15	pn	_	_
17	zu	zu	P	PTKZU	_	18	part	_	_
18	steigern	steigern	V	VVINF	_	12	obji	_	_
19	und	und	K	KON	_	0	root	_	_
20	dann	dann	A	ADV	_	25	adv	_	_
21	,	,	$	$,	_	0	root	_	_
22	mit	mit	P	APPR	Dat	25	pp	_	_
23	kundiger	kundig	A	ADJA	Pos|Fem|Dat|Sg|St|	22	pn	_	_
24	,	,	$	$,	_	0	root	_	_
25	sicherer	sicher	A	ADJA	Pos|Fem|Dat|Sg|St|	26	attr	_	_
26	Hand	Hand	N	NN	Fem|Dat|Sg	34	objd	_	_
27	sie	sie	P	PPER	3|Sg|Fem|Nom	34	subj	768	768
28	meisternd	meistern	A	ADJD	_|<PPRES	34	adv	_	_
29	,	,	$	$,	_	0	root	_	_
30	in	in	P	APPR	_	33	pp	_	_
31	Taten	Tat	N	NN	Fem|_|Pl	30	pn	789	789
32	zu	zu	P	PTKZU	_	33	part	_	_
33	verwandeln	verwandeln	V	VVINF	_	34	obji	_	_
34	weiß	wissen	V	VVFIN	3|Sg|Pres|Ind	19	cj	_	_
35	.	.	$	$.	_	0	root	_	_

1	Aber	aber	K	KON	_	0	root	_	_
2	ein	eine	A	ART	Indef|Masc|Nom|Sg	4	det	_	_
3	niederträchtiger	niederträchtig	A	ADJA	Pos|Masc|Nom|Sg|St|	4	attr	_	_
4	Schuft	Schuft	N	NN	Masc|Nom|Sg	1	cj	_	_
5	,	,	$	$,	_	0	root	_	_
6	ein	eine	A	ART	Indef|Masc|Nom|Sg	8	det	_	_
7	verachtungswürdiger	verachtungswürdig	A	ADJA	Pos|Masc|Nom|Sg|St|	8	attr	_	_
8	Pinsel	Pinsel	N	NN	Masc|Nom|Sg	9	subj	_	_
9	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
10	,	,	$	$,	_	0	root	_	_
11	wer	wer	P	PWS	_|Nom|Sg	0	root	_	_
12	diese	diese	A	PDAT	Fem|Nom|Sg	13	det	_	_
13	Erregbarkeit	Erregbarkeit	N	NN	Fem|Nom|Sg	14	subj	_	_
14	mißbraucht	mißbrauchen	V	VVPP	_	0	root	_	_
15	zu	zu	P	PTKZU	_	16	part	_	_
16	eitlem	eitel	A	ADJA	Pos|Neut|Dat|Sg|St|	17	attr	_	_
17	Spiel	Spiel	N	NN	Neut|Dat|Sg	0	root	_	_
18	,	,	$	$,	_	0	root	_	_
19	zu	zu	P	APPR	Dat	17	pp	_	_
20	eigner	eigner	A	ADJA	_|Fem|Dat|Sg|_	21	attr	_	_
21	Ehre	Ehre	N	NN	Fem|Dat|Sg	19	pn	_	_
22	,	,	$	$,	_	0	root	_	_
23	zu	zu	P	APPR	Dat	19	kon	_	_
24	selbstischen	selbstisch	A	ADJA	Pos|_|Dat|Pl|_|	27	attr	_	_
25	,	,	$	$,	_	0	root	_	_
26	sündigen	sündig	A	ADJA	Pos|_|Dat|_|_|	24	kon	_	_
27	Zwecken	Zweck	N	NN	_|Dat|Pl	23	pn	_	_
28	.	.	$	$.	_	0	root	_	_

1	Ach	ach	I	ITJ	_	0	root	_	_
2	und	und	K	KON	_	0	root	_	_
3	solcher	solche	A	PIDAT	Masc|Gen|Pl	4	det	_	_
4	Schufte	Schuft	N	NN	Masc|Gen|Pl	7	objg	_	_
5	oder	oder	K	KON	_	4	kon	_	_
6	Pinsel	Pinsel	N	NN	Masc|Gen|Pl	5	cj	_	_
7	ist	sein	V	VAFIN	3|Sg|Pres|Ind	2	cj	_	_
8	voll	voll	A	ADJD	Pos|	7	adv	_	_
9	die	die	A	ART	Def|Fem|Nom|Sg	10	det	73	73
10	Welt	Welt	N	NN	Fem|Nom|Sg	7	subj	73	73
11	!	!	$	$.	_	0	root	_	_

1	Aber	aber	K	KON	_	0	root	_	_
2	am	an	P	APPRART	Dat	6	pp	_	_
3	Sonntag	Sonntag	N	NN	_|Dat|Sg	2	pn	382	382
4	den	die	A	ART	Def|Masc|Acc|Sg	6	det	_	_
5	20.	20.	A	ADJA	_|Masc|Acc|Sg|_|	6	attr	_	_
6	August	August	N	NN	Masc|Acc|Sg	7	zeit	_	_
7	sah	sehen	V	VVFIN	3|Sg|Past|Ind	1	cj	_	_
8	man	man	P	PIS	_|Nom|Sg	7	subj	_	_
9	solche	solche	A	PIDAT	Masc|_|_	10	det	_	_
10	Pinsel	Pinsel	N	NN	Masc|_|_	7	obja	_	_
11	nicht	nicht	P	PTKNEG	_	7	adv	_	_
12	in	in	P	APPR	Dat	7	pp	_	_
13	dem	die	A	ART	Def|Neut|Dat|Sg	15	det	_	_
14	unglücklichen	unglücklich	A	ADJA	Pos|Neut|Dat|Sg|Wk|	15	attr	_	_
15	Tale	Tal	N	NN	Neut|Dat|Sg	12	pn	_	_
16	oder	oder	K	KON	_	7	kon	_	_
17	nur	nur	A	ADV	_	18	adv	_	_
18	verstummte	verstummen	V	VVFIN	_|Sg|Past|_	16	cj	_	_
19	;	;	$	$.	_	0	root	_	_
20	da	da	A	ADV	_	21	adv	_	_
21	redete	reden	V	VVFIN	3|Sg|Past|_	0	root	_	_
22	Gott	Gott	N	NN	Masc|Nom|Sg	21	subj	2	2
23	selbst	selbst	A	ADV	_	21	adv	_	_
24	zu	zu	P	APPR	Dat	21	pp	_	_
25	den	die	A	ART	Def|_|_|_	27	det	_	_
26	geöffneten	geöffnet	A	ADJA	Pos|_|Dat|Pl|_|	27	attr	_	_
27	Herzen	Herzen	N	NN	_|Dat|Pl	24	pn	_	_
28	.	.	$	$.	_	0	root	_	_

