1	Himmel	Himmel	N	NN	Masc|_|_	0	root	482	482
36	geheiratet	heiraten	V	VVPP	_	38	aux	_	_
37	zu	zu	P	PTKZU	_	38	part	_	_
38	haben	haben	V	VAINF	_	32	obji	_	_
39	,	,	$	$,	_	0	root	_	_
40	deren	die	A	PRELAT	Fem|Nom|Sg	41	det	_	_
41	Großmutter	Großmutter	N	NN	Fem|Nom|Sg	49	subj	_	_
42	eine	eine	A	ART	Indef|Fem|Nom|Sg	44	det	_	_
43	wirkliche	wirklich	A	ADJA	Pos|Fem|Nom|Sg|_|	44	attr	_	_
44	Shakespeare	Shakespeare	N	NN	Fem|Nom|Sg	49	pred	_	_
45	von	von	P	APPR	Dat	44	pp	_	_
46	einem	eine	A	ART	Indef|Masc|Dat|Sg	47	det	1361	1361
47	Bruder	Bruder	N	NN	Masc|Dat|Sg	45	pn	1361	1361
48	Shakespeares	Shakespeares	N	NE	Masc|Dat|Sg	47	app	1361	1361
49	war	sein	V	VAFIN	3|Sg|Past|Ind	35	rel	_	_
50	.	.	$	$.	_	0	root	_	_

1	Dyer	Dyer	N	NE	_|Nom|Sg	2	subj	1360	1360
2	lieferte	lieferen	V	VVFIN	3|Sg|Past|_	0	root	_	_
3	dadurch	dadurch	P	PROAV	_	2	pp	_	_
4	wenigstens	wenigstens	A	ADV	_	7	adv	_	_
5	einen	eine	A	ART	Indef|Masc|Acc|Sg	7	det	_	_
6	guten	gut	A	ADJA	Pos|_|_|_|_|	7	attr	_	_
7	Beitrag	Beitrag	N	NN	Fem|Acc|Sg	2	obja	_	_
8	zu	zu	P	APPR	Dat	7	pp	_	_
9	Shakespeares	Shakespeares	N	NE	_|Dat|_	8	pn	1361	1361
10	Nach-Lebens-Beschreibung	Nach-Lebens-Beschreibung	N	NN	Fem|Acc|Sg	7	app	_	_
11	bis	bis	P	APPR	Acc	2	pp	_	_
12	zu	zu	P	APPR	Dat	11	pp	_	_
13	seiner	seine	A	PPOSAT	Fem|Dat|Sg	14	det	1360	1360
14	Zeit	Zeit	N	NN	Fem|Dat|Sg	12	pn	_	_
15	.	.	$	$.	_	0	root	_	_

1	Nun	nun	A	ADV	_	2	adv	_	_
2	komme	kommen	V	VVFIN	3|Sg|Pres|Subj	0	root	_	_
3	die	die	A	ART	Def|Fem|Nom|Sg	4	det	_	_
4	Welt	Welt	N	NN	Fem|Nom|Sg	2	subj	_	_
5	wieder	wieder	A	ADV	_	4	adv	_	_
6	auf	auf	P	APPR	Dat	4	pp	_	_
7	Fibeln	Fibel	N	NN	Fem|Dat|Pl	6	pn	741	741
8	und	und	K	KON	_	7	kon	_	_
9	Pelzen	Pelz	N	NN	Masc|Dat|Pl	8	cj	75	75
10	und	und	K	KON	_	4	kon	_	_
11	die	die	A	ART	Def|Fem|Nom|Sg	13	det	1362	1362
12	zweite	zweit	A	ADJA	_|Fem|Nom|Sg|_|	13	attr	1362	1362
13	Sitzung	Sitzung	N	NN	Fem|Nom|Sg	10	cj	1362	1362
14	.	.	$	$.	_	0	root	_	_

1	Letzterer	letztere	P	PIS	Masc|Nom|Sg	2	subj	_	_
2	tat	tun	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
3	viel	viel	P	PIS	Neut|_|Sg	2	obja	_	_
4	,	,	$	$,	_	0	root	_	_
5	nämlich	nämlich	A	ADV	_	7	adv	_	_
6	das	die	A	ART	Def|Neut|_|Sg	7	det	_	_
7	Seinige	Seinige	N	NN	Neut|_|Sg	3	kon	_	_
8	,	,	$	$,	_	0	root	_	_
9	und	und	K	KON	_	2	kon	_	_
10	suchte	suchen	V	VVFIN	_|Sg|Past|_	9	cj	_	_
11	trotz	trotz	P	APPR	Dat	18	pp	_	_
12	den	die	A	ART	Def|Fem|Dat|Pl	14	det	_	_
13	notdürftigsten	notdürftig	A	ADJA	Sup|Fem|Dat|Pl|_|	14	attr	_	_
14	Nachrichten	Nachricht	N	NN	Fem|Dat|Pl	11	pn	_	_
15	Fibeln	Fibel	N	NN	Fem|_|Pl	18	obja	741	741
16	so	so	A	ADV	_	17	adv	_	_
17	weit	weit	A	ADJD	Pos|	18	adv	_	_
18	herzuleiten	herleiten	V	VVIZU	_	10	obji	_	_
19	,	,	$	$,	_	0	root	_	_
20	als	als	K	KOKOM	_	21	konj	_	_
21	wäre	sein	V	VAFIN	_|Sg|Past|Subj	18	neb	_	_
22	dieser	diese	P	PDS	Masc|Nom|Sg	21	subj	_	_
23	eine	eine	A	ART	Indef|Fem|Nom|Sg	24	det	1363	1363
24	Makulatur	Makulatur	N	NN	Fem|Nom|Sg	21	pred	1363	1363
25	,	,	$	$,	_	0	root	1363	1363
26	welche	welche	P	PRELS	Fem|Nom|Sg	41	subj	1363	1363
27	eine	eine	A	ART	Indef|Fem|_|Sg	29	det	_	_
28	lange	lang	A	ADJA	Pos|Fem|_|Sg|_|	29	attr	_	_
29	Ahnenreihe	Ahnenreihe	N	NN	Fem|_|Sg	41	obja	_	_
30	von	von	P	APPR	Dat	29	pp	_	_
31	Lumpen	Lump	N	NN	Masc|Dat|_	30	pn	_	_
32	,	,	$	$,	_	0	root	_	_
33	weißer	weiß	A	ADJA	Pos|Fem|Dat|Sg|St|	34	attr	_	_
34	Wäsche	Wäsche	N	NN	Fem|Dat|Sg	31	kon	_	_
35	,	,	$	$,	_	0	root	_	_
36	Garn	Garn	N	NN	Neut|Dat|Sg	34	kon	_	_
37	,	,	$	$,	_	0	root	_	_
38	Flachs-	Flachs-	T	TRUNC	_|_|_	36	kon	_	_
39	und	und	K	KON	_	38	kon	_	_
40	Leindotter	Leindotter	N	NN	_|Dat|Sg	39	cj	_	_
41	aufweist	aufweisen	V	VVFIN	3|Sg|Pres|Ind	24	rel	_	_
42	.	.	$	$.	_	0	root	_	_

1	Die	die	A	ART	Def|_|Nom|Pl	5	det	53	53
2	von	von	P	APPR	Dat	4	pp	53	53
3	Pelz	Pelz	N	NN	Masc|Dat|Sg	2	pn	75	75
4	aufgeführten	aufgeführt	A	ADJA	Pos|_|Nom|Pl|Wk|	5	attr	_	_
5	Ahnen	Ahn	N	NN	_|Nom|Pl	7	subj	_	_
6	Fibels	Fibels	N	NE	_|Nom|Pl	5	app	_	_
7	stehen	stehen	V	VVFIN	3|Pl|Pres|_	0	root	_	_
8	auch	auch	A	ADV	_	7	adv	_	_
9	im	in	P	APPRART	Dat	7	pp	_	_
10	1.	1.	A	ADJA	_|_|Dat|_|_|	9	pn	_	_

1	B.	B.	N	NN	Masc|_|Pl	0	root	_	_
2	Mos	Mo	N	NN	Masc|_|Pl	1	app	_	_
3	.	.	$	$.	_	0	root	_	_

1	K.	K.	N	NE	_	0	root	_	_
2	10.	10.	A	ADJA	_|_|_|_|_|	0	root	_	_

1	V.	V.	N	NN	_	0	root	_	_
2	26	26	C	CARD	_	1	app	_	_
3	bis	bis	P	APPR	Acc	2	pp	_	_
4	29	29	C	CARD	_	3	pn	_	_
5	:	\:	$	$.	_	0	root	_	_
6	»	»	$	$(	_	0	root	_	_
7	Und	und	K	KON	_	0	root	_	_
8	Jaketan	Jaketan	N	NE	_	7	cj	1365	1365
9	zeugte	zeugen	V	VVFIN	3|Sg|Past|_	0	root	_	_
10	Almodad	Almodad	N	NE	Fem|Nom|Sg	9	subj	_	_
11	,	,	$	$,	_	0	root	_	_
12	Saleph	Saleph	N	NE	Fem|Nom|Sg	10	kon	_	_
13	,	,	$	$,	_	0	root	_	_
14	Hazarmaveth	Hazarmaveth	N	NE	Fem|Nom|Sg	12	kon	_	_
15	,	,	$	$,	_	0	root	_	_
16	Jarah	Jarah	N	NN	Fem|Nom|Sg	14	kon	_	_
17	,	,	$	$,	_	0	root	_	_
18	V.	V.	N	NN	_	0	root	1364	1364
19	27.	27.	A	ADJA	_|_|_|_|_|	0	root	_	_

1	Hadoram	Hadoram	N	NE	_	0	root	_	_
2	,	,	$	$,	_	0	root	_	_
3	Usal	Usal	N	NE	_	1	kon	_	_
4	,	,	$	$,	_	0	root	_	_
5	Dikela	Dikela	N	NE	_	3	kon	_	_
6	,	,	$	$,	_	0	root	_	_
7	V.	V.	N	NN	_	0	root	1364	1364
8	28.	28.	A	ADJA	_|_|_|_|_|	0	root	_	_

1	Obal	Obal	N	NE	_	0	root	_	_
2	,	,	$	$,	_	0	root	_	_
3	Abimael	Abimael	N	NE	_	1	kon	_	_
4	,	,	$	$,	_	0	root	_	_
5	Seba	Seba	N	NE	_	3	kon	_	_
6	,	,	$	$,	_	0	root	_	_
7	V.	V.	N	NN	_	0	root	1364	1364
8	29.	29.	A	ADJA	_|_|_|_|_|	0	root	_	_

1	Ophir	Ophir	N	NE	_	0	root	_	_
2	,	,	$	$,	_	0	root	_	_
3	Hevilah	Hevilah	N	NE	_	1	kon	_	_
4	und	und	K	KON	_	3	kon	_	_
5	Jobab	Jobab	N	NE	_	4	cj	_	_
6	.	.	$	$.	_	0	root	_	_

