1	B.	B.	N	NN	Masc|_|Sg	0	root	42	42
12	nieder	nieder	P	PTKVZ	_	4	avz	_	_
13	;	;	$	$.	_	0	root	_	_
14	aber	aber	K	KON	_	0	root	_	_
15	wahrlich	wahrlich	A	ADV	_	16	adv	_	_
16	zu	zu	P	APPR	Dat	20	pp	_	_
17	unsern	unsre	A	PPOSAT	_|Dat|_	19	det	888	888
18	geistigen	geistig	A	ADJA	Pos|_|Dat|_|_|	19	attr	_	_
19	Festungen	Festung	N	NN	_|Dat|_	16	pn	_	_
20	sind	sein	V	VAFIN	3|Pl|Pres|Ind	14	cj	_	_
21	wenigstens	wenigstens	A	ADV	_	22	adv	_	_
22	Vorwerke	Vorwerk	N	NN	Neut|Nom|Pl	20	subj	_	_
23	die	die	A	ART	Def|_|_|_	25	det	_	_
24	geistigen	geistig	A	ADJA	Pos|_|_|_|_|	25	attr	_	_
25	Garten-	Garten-	T	TRUNC	_|_|Pl	20	pred	_	_
26	und	und	K	KON	_	25	kon	_	_
27	Edenhäuser	Edenhäuser	N	NE	_	26	cj	_	_
28	;	;	$	$.	_	0	root	_	_
29	denn	denn	K	KON	_	0	root	_	_
30	es	es	P	PPER	3|Sg|Neut|Nom	31	subj	_	_
31	gibt	geben	V	VVFIN	3|Sg|Pres|Ind	29	cj	_	_
32	keinen	keine	P	PIS	_|_|_	31	obja	_	_
33	-	-	$	$(	_	0	root	_	_
34	heitern	heitern	A	ADJA	_|Masc|_|_|_	35	attr	_	_
35	Teufel	Teufel	N	NN	Masc|_|_	0	root	_	_
36	.	.	$	$.	_	0	root	_	_

1	Es	es	P	PPER	3|Sg|Neut|Nom	2	subj	_	_
2	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
3	der	die	A	ART	Def|Fem|Dat|Sg	4	det	883	883
4	Mühe	Mühe	N	NN	Fem|Dat|Sg	2	objd	883	883
5	wert	wert	A	ADJD	Pos|	2	pred	_	_
6	,	,	$	$,	_	0	root	_	_
7	den	die	A	ART	Def|Masc|Acc|Sg	8	det	_	_
8	Unterschied	Unterschied	N	NN	Masc|Acc|Sg	0	root	_	_
9	zwischen	zwischen	P	APPR	Dat	8	pp	_	_
10	dem	die	A	ART	Def|Masc|Dat|Sg	11	det	884	884
11	Genuß	Genuß	N	NN	Masc|Dat|Sg	9	pn	884	884
12	-	-	$	$(	_	0	root	_	_
13	wodurch	wodurch	P	PWAV	_	0	root	_	_
14	der	die	A	ART	Def|Masc|Nom|Sg	16	det	_	_
15	jetzige	jetzig	A	ADJA	Pos|Masc|Nom|Sg|Wk|	16	attr	_	_
16	Mensch	Mensch	N	NN	Masc|Nom|Sg	0	root	_	_
17	,	,	$	$,	_	0	root	_	_
18	so	so	A	ADV	_	0	root	_	_
19	wie	wie	P	PWAV	_	0	root	_	_
20	der	die	A	ART	Def|_|_|_	21	det	_	_
21	erste	erst	A	ADJA	Masc|Nom|Sg	0	root	_	_
22	,	,	$	$,	_	0	root	_	_
23	die	die	A	ART	Def|Fem|Nom|Sg	24	det	_	_
24	Herrschaft	Herrschaft	N	NN	Fem|Nom|Sg	29	subj	_	_
25	über	über	P	APPR	Acc	24	pp	_	_
26	seine	seine	A	PPOSAT	Neut|Acc|Pl	28	det	884	884
27	innern	innern	A	ADJA	_|Neut|Acc|Pl|_	28	attr	_	_
28	Tiere	Tier	N	NN	Neut|Acc|Pl	25	pn	_	_
29	verliert	verlieren	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
30	-	-	$	$(	_	0	root	_	_
31	und	und	K	KON	_	0	root	_	_
32	zwischen	zwischen	P	APPR	Dat	31	cj	_	_
33	der	die	A	ART	Def|Fem|Dat|Sg	34	det	885	885
34	Heiterkeit	Heiterkeit	N	NN	Fem|Dat|Sg	32	pn	885	885
35	,	,	$	$,	_	0	root	885	885
36	welche	welche	P	PRELS	Fem|Nom|Sg	43	subj	885	885
37	den	die	A	ART	Def|Masc|Acc|Sg	38	det	_	_
38	Besitzer	Besitzer	N	NN	Masc|Acc|Sg	43	obja	_	_
39	und	und	K	KON	_	38	kon	_	_
40	den	die	A	ART	Def|Masc|Acc|Sg	41	det	886	886
41	Zuschauer	Zuschauer	N	NN	Masc|Acc|Sg	39	cj	886	886
42	zugleich	zugleich	A	ADV	_	43	adv	_	_
43	erhebt	erheben	V	VVFIN	3|Sg|Pres|Ind	34	rel	_	_
44	,	,	$	$,	_	0	root	_	_
45	noch	noch	A	ADV	_	48	adv	_	_
46	einmal	einmal	A	ADV	_	48	adv	_	_
47	scharf	scharf	A	ADJD	Pos|	48	adv	_	_
48	auszuprägen	ausprägen	V	VVIZU	_	43	obji	_	_
49	.	.	$	$.	_	0	root	_	_

1	Denn	denn	K	KON	_	0	root	_	_
2	fremde	fremd	A	ADJA	Pos|Fem|_|Sg|_|	3	attr	_	_
3	Heiterkeit	Heiterkeit	N	NN	Fem|_|Sg	0	root	_	_
4	,	,	$	$,	_	0	root	_	_
5	vom	von	P	APPRART	Dat	7	pp	_	_
6	Glück	Glück	N	NN	Neut|Dat|Sg	5	pn	458	458
7	begünstigt	begünstigen	V	VVFIN	_|_|Pres|Ind	0	root	_	_
8	,	,	$	$,	_	0	root	_	_
9	geht	gehen	V	VVFIN	_|_|Pres|Ind	7	kon	_	_
10	in	in	P	APPR	Acc	9	objp	_	_
11	den	die	A	ART	Def|Masc|Acc|Sg	12	det	886	886
12	Zuschauer	Zuschauer	N	NN	Masc|Acc|Sg	10	pn	886	886
13	über	über	P	PTKVZ	_	9	avz	_	_
14	-	-	$	$(	_	0	root	_	_
15	nicht	nicht	P	PTKNEG	_	18	adv	_	_
16	aber	aber	A	ADV	_	18	adv	_	_
17	der	die	A	ART	Def|Masc|Nom|Sg	18	det	_	_
18	Genuß	Genuß	N	NN	Masc|Nom|Sg	13	par	_	_
19	-	-	$	$(	_	0	root	_	_
20	;	;	$	$.	_	0	root	_	_
21	Heiterkeit	Heiterkeit	N	NN	Fem|Nom|Sg	25	subj	887	887
22	,	,	$	$,	_	0	root	_	_
23	vom	von	P	APPRART	Dat	25	pp	_	_
24	Geschicke	Geschick	N	NN	Neut|Dat|Sg	23	pn	_	_
25	bekämpft	bekämpfen	V	VVPP	_	27	neb	_	_
26	,	,	$	$,	_	0	root	_	_
27	hebt	heben	V	VVFIN	_|_|Pres|Ind	0	root	_	_
28	sogar	sogar	A	ADV	_	27	adv	_	_
29	den	die	A	ART	Def|Masc|Acc|Sg	30	det	886	886
30	Zuschauer	Zuschauer	N	NN	Masc|Acc|Sg	27	obja	886	886
31	;	;	$	$.	_	0	root	_	_
32	sie	sie	P	PPER	3|Sg|Fem|Nom	33	subj	887	887
33	erquickt	erquicken	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
34	uns	wir	P	PPER	1|Pl|_|_	33	obja	888	888
35	wie	wie	K	KOKOM	_	33	kom	_	_
36	das	die	A	ART	Def|Neut|_|Sg	38	det	_	_
37	sogenannte	sogenannt	A	ADJA	Pos|Neut|_|Sg|Wk|	38	attr	_	_
38	Gottes-Feuer	Gottes-Feuer	N	NN	Neut|_|Sg	35	cj	_	_
39	(	(	$	$(	_	0	root	_	_
40	bei	bei	P	APPR	Dat	33	pp	_	_
41	Florenz	Florenz	N	NE	Neut|Dat|Sg	40	pn	_	_
42	)	)	$	$(	_	0	root	_	_
43	,	,	$	$,	_	0	root	_	_
44	wenn	wenn	K	KOUS	_	51	konj	_	_
45	es	es	P	PPER	3|Sg|Neut|Nom	51	subj	_	_
46	vor	vor	P	APPR	Dat	51	pp	_	_
47	dem	die	A	ART	Def|Masc|Dat|Sg	49	det	_	_
48	beugenden	beugend	A	ADJA	Pos|Masc|Dat|Sg|Wk|<PPRES	49	attr	_	_
49	Winde	Wind	N	NN	Masc|Dat|Sg	46	pn	_	_
50	aufrecht	aufrecht	A	ADJD	Pos|	51	adv	_	_
51	brennt	brennen	V	VVFIN	3|Sg|Pres|Ind	33	neb	_	_
52	und	und	K	KON	_	51	kon	_	_
53	im	in	P	APPRART	Dat	56	pp	_	_
54	Ungewitter	Ungewitter	N	NN	_|Dat|_	53	pn	_	_
55	höher	hoch	A	ADJD	Comp|	56	adv	_	_
56	aufsteigt	aufsteigen	V	VVFIN	_|_|Pres|Ind	52	cj	_	_
57	.	.	$	$.	_	0	root	_	_

1	Mensch	Mensch	N	NN	_|_|Sg	3	vok	889	889
2	,	,	$	$,	_	0	root	_	_
3	schaue	schauen	V	VVFIN	_|Sg|Pres|_	0	root	_	_
4	,	,	$	$,	_	0	root	_	_
5	aber	aber	K	KON	_	3	kon	_	_
6	fühle	fühlen	V	VVFIN	_|Sg|Pres|_	5	cj	_	_
7	nicht	nicht	P	PTKNEG	_	6	adv	_	_
8	bloß	bloß	A	ADV	_	6	adv	_	_
9	!	!	$	$.	_	0	root	_	_

1	-	-	$	$(	_	0	root	_	_
2	im	in	P	APPRART	Dat	5	pp	_	_
3	unreifen	unreif	A	ADJA	Pos|Neut|Dat|Sg|Wk|	4	attr	_	_
4	Menschen-Ei	Menschen-Ei	N	NN	Neut|Dat|Sg	2	pn	_	_
5	wird	werden	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
6	zuerst	zuerst	A	ADV	_	5	adv	_	_
7	das	die	A	ART	Def|Neut|Nom|Sg	8	det	82	82
8	Auge	Auge	N	NN	Neut|Nom|Sg	5	subj	82	82
9	reif	reif	A	ADJD	Pos|	5	pred	_	_
10	!	!	$	$.	_	0	root	_	_

1	-	-	$	$(	_	0	root	_	_
2	Eltern	Elter	N	NN	_|_|Pl	0	root	749	749
3	,	,	$	$,	_	0	root	_	_
4	zeitigt	zeitigen	V	VVFIN	_|_|Pres|Ind	0	root	_	_
5	und	und	K	KON	_	4	kon	_	_
6	schärft	schärfen	V	VVFIN	_|_|Pres|Ind	5	cj	_	_
7	das	die	A	ART	Def|Neut|_|Sg	8	det	_	_
8	geistige	geistig	A	ADJA	Neut|_|Sg	6	obja	_	_
9	in	in	P	APPR	_	6	pp	_	_
10	Kindern	Kind	N	NN	_|_|_	9	pn	890	890
11	für	für	P	APPR	Acc	6	pp	_	_
12	jeden	jede	A	PIDAT	Masc|Acc|Sg	13	det	891	891
13	Schmerz	Schmerz	N	NN	Masc|Acc|Sg	11	pn	891	891
14	fort	fort	P	PTKVZ	_	6	avz	_	_
15	,	,	$	$,	_	0	root	_	_
16	damit	damit	K	KOUS	_	19	konj	_	_
17	sie	sie	P	PPER	3|Pl|_|Nom	19	subj	890	890
18	ihn	er	P	PPER	3|Sg|Masc|Acc	19	obja	891	891
19	anblicken	anblicken	V	VVFIN	3|Pl|Pres|_	6	neb	_	_
20	und	und	K	KON	_	19	kon	_	_
21	zerblicken	zerblicken	V	VVFIN	_|Pl|Pres|_	20	cj	_	_
22	.	.	$	$.	_	0	root	_	_

1	Dann	dann	A	ADV	_	2	adv	_	_
2	geht	gehen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
3	es	es	P	PPER	3|Sg|Neut|Nom	2	subj	_	_
4	bald	bald	A	ADV	_	2	adv	_	_
5	mit	mit	P	APPR	Dat	2	pp	_	_
6	unsern	unsre	A	PPOSAT	_|Dat|_	7	det	893	893
7	Schmerzen	Schmerz	N	NN	_|Dat|_	5	pn	_	_
8	vorüber	vorüber	P	PTKVZ	_	2	avz	_	_
9	.	.	$	$.	_	0	root	_	_

1	Das	die	A	ART	Def|Neut|Nom|Sg	2	det	113	113
2	Gefühl	Gefühl	N	NN	Neut|Nom|Sg	3	subj	113	113
3	bildet	bilden	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
4	Knechte	Knecht	N	NN	Masc|_|_	3	obja	_	_
5	,	,	$	$,	_	0	root	_	_
6	das	die	A	ART	Def|Neut|_|Sg	7	det	82	82
7	Auge	Auge	N	NN	Neut|_|Sg	0	root	82	82
8	Freie	frei	A	ADJA	Pos|_|_|_|_|	0	root	_	_
9	.	.	$	$.	_	0	root	_	_

1	Je	je	A	ADV	_	3	adv	892	892
2	öfter	öfter	A	ADJD	_	3	adv	892	892
3	Empfindungen	Empfindung	N	NN	Fem|Nom|Pl	4	subj	892	892
4	wiederkommen	wiederkommen	V	VVFIN	3|Pl|Pres|_	0	root	_	_
5	,	,	$	$,	_	0	root	_	_
6	desto	desto	A	ADV	_	7	adv	_	_
7	mehr	mehr	A	ADV	_	8	adv	_	_
8	entkräften	entkräften	V	VVFIN	3|Pl|Pres|_	4	kon	_	_
9	sie	sie	P	PPER	3|Pl|_|Nom	8	subj	892	892
10	uns	wir	P	PPER	1|Pl|_|_	8	obja	893	893
11	und	und	K	KON	_	10	kon	_	_
12	sich	sie	P	PRF	3|_|_	11	cj	_	_
13	;	;	$	$.	_	0	root	_	_
14	hingegen	hingegen	A	ADV	_	15	adv	_	_
15	je	je	A	ADV	_	17	adv	_	_
16	öfter	öfter	A	ADJD	_	17	adv	_	_
17	Vorstellungen	Vorstellung	N	NN	Fem|_|Pl	0	root	_	_
18	sich	sie	P	PRF	3|_|_	19	obja	_	_
19	wiederholen	wiederholen	V	VVFIN	_|Pl|Pres|_	0	root	_	_
20	,	,	$	$,	_	0	root	_	_
21	desto	desto	A	ADV	_	22	adv	_	_
22	mehr	mehr	A	ADV	_	23	adv	_	_
23	verstärken	verstärken	V	VVFIN	3|Pl|Pres|_	19	kon	_	_
24	sie	sie	P	PPER	3|Pl|_|Nom	23	subj	892	892
25	sich	sie	P	PRF	3|_|_	23	obja	_	_
26	und	und	K	KON	_	25	kon	_	_
27	uns	wir	P	PPER	1|Pl|_|_	26	cj	893	893
28	,	,	$	$,	_	0	root	_	_
29	bis	bis	K	KOUS	_	38	konj	_	_
30	ihr	ihre	A	PPOSAT	Neut|Nom|Sg	32	det	892	892
31	verdoppeltes	verdoppelt	A	ADJA	Pos|Neut|Nom|Sg|St|	32	attr	_	_
32	Licht	Licht	N	NN	Neut|Nom|Sg	38	subj	_	_
33	endlich	endlich	A	ADJD	Pos|	38	adv	_	_
34	die	die	A	ART	Def|Fem|_|Sg	35	det	_	_
35	Kraft	Kraft	N	NN	Fem|_|Sg	38	obja	_	_
36	der	die	A	ART	Def|Fem|Gen|Sg	37	det	894	894
37	Wärme	Wärme	N	NN	Fem|Gen|Sg	35	gmod	894	894
38	gewinnt	gewinnen	V	VVFIN	3|Sg|Pres|Ind	23	neb	_	_
39	und	und	K	KON	_	0	root	_	_
40	also	also	A	ADV	_	42	adv	_	_
41	den	die	A	ART	Def|Masc|Acc|Sg	42	det	_	_
42	Sieg	Sieg	N	NN	Masc|Acc|Sg	39	cj	_	_
43	über	über	P	APPR	_	42	pp	_	_
44	Gefühle	Gefühl	N	NN	Neut|_|_	43	pn	_	_
45	.	.	$	$.	_	0	root	_	_

1	So	so	A	ADV	_	2	adv	_	_
2	werden	werden	V	VAFIN	3|Pl|Pres|_	0	root	_	_
3	-	-	$	$(	_	0	root	_	_
4	ist	sein	V	VAFIN	3|Sg|Pres|Ind	2	par	_	_
5	ein	eine	A	ART	Indef|_|_|Sg	7	det	_	_
6	mehr	mehr	A	ADV	_	7	adv	_	_
7	vielseitiges	vielseitig	A	ADJA	Neut|_|Sg	4	subj	_	_
8	als	als	K	KOKOM	_	11	kom	_	_
9	entferntes	entfernt	A	ADJA	Pos|Neut|_|Sg|St|	10	attr	_	_
10	Gleichnis	Gleichnis	N	NN	Neut|_|Sg	8	cj	_	_
11	erlaubt	erlauben	V	VVPP	_	4	aux	_	_
12	-	-	$	$(	_	0	root	_	_
13	die	die	A	ART	Def|Neut|Nom|Pl	14	det	796	796
14	Gewitter	Gewitter	N	NN	Neut|Nom|Pl	2	subj	796	796
15	in	in	P	APPR	Dat	2	pp	_	_
16	der	die	A	ART	Def|Fem|Dat|Sg	17	det	895	895
17	Nacht	Nacht	N	NN	Fem|Dat|Sg	15	pn	895	895
18	immer	immer	A	ADV	_	19	adv	_	_
19	seltener	selten	A	ADJD	Comp|	2	pred	_	_
20	,	,	$	$,	_	0	root	_	_
21	je	je	A	ADV	_	24	adv	897	897
22	mehr	mehr	A	ADV	_	24	adv	897	897
23	das	die	A	ART	Def|Neut|Nom|Sg	24	det	897	897
24	Licht	Licht	N	NN	Neut|Nom|Sg	27	subj	897	897
25	des	die	A	ART	Def|Masc|Gen|Sg	26	det	897	897
26	Mondes	Mond	N	NN	Masc|Gen|Sg	24	gmod	897	897
27	zunimmt	zunehmen	V	VVFIN	3|Sg|Pres|Ind	2	kon	_	_
28	,	,	$	$,	_	0	root	_	_
29	und	und	K	KON	_	27	kon	_	_
30	unter	unter	P	APPR	Dat	33	pp	_	_
31	dem	die	A	ART	Def|Masc|Dat|Sg	32	det	896	896
32	Vollmond	Vollmond	N	NN	Masc|Dat|Sg	30	pn	896	896
33	entsteht	entstehen	V	VVFIN	3|Sg|Pres|Ind	29	cj	_	_
34	selten	selten	A	ADJD	Pos|	33	adv	_	_
35	ein	eine	A	ART	Indef|_|_|Sg	36	det	_	_
36	starkes	stark	A	ADJA	Neut|_|Sg	33	subj	_	_
37	.	.	$	$.	_	0	root	_	_

1	Der	die	A	ART	Def|Masc|Nom|Sg	2	det	_	_
2	Böse	Böse	N	NN	Masc|Nom|Sg	10	subj	_	_
3	,	,	$	$,	_	0	root	_	_
4	sogar	sogar	A	ADV	_	7	adv	_	_
5	schon	schon	A	ADV	_	7	adv	_	_
6	der	die	A	ART	Def|Masc|Nom|Sg	7	det	_	_
7	Unklare	Unklare	N	NN	Masc|Nom|Sg	2	kon	_	_
8	und	und	K	KON	_	7	kon	_	_
9	Leidenschaftliche	Leidenschaftliche	N	NN	_|Nom|_	8	cj	_	_
10	geht	gehen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
11	in	in	P	APPR	_	10	pp	_	_
12	Abendnebeln	Abendnebel	N	NN	_|_|_	11	pn	_	_
13	,	,	$	$,	_	0	root	_	_
14	und	und	K	KON	_	10	kon	_	_
15	die	die	A	ART	Def|Fem|Nom|Sg	16	det	895	895
16	Nacht	Nacht	N	NN	Fem|Nom|Sg	17	subj	895	895
17	verdickt	verdicken	V	VVFIN	3|Sg|Pres|Ind	14	cj	_	_
18	sie	sie	P	PPER	3|_|_|Acc	17	obja	897	897
19	und	und	K	KON	_	18	kon	_	_
20	sich	sie	P	PRF	3|_|Acc	19	cj	_	_
21	;	;	$	$.	_	0	root	_	_
22	aber	aber	K	KON	_	0	root	_	_
23	die	die	A	ART	Def|Fem|Nom|Sg	26	det	_	_
24	helle	hell	A	ADJA	Pos|Fem|Nom|Sg|_|	26	attr	_	_
25	fromme	fromm	A	ADJA	Pos|Fem|Nom|Sg|_|	26	attr	_	_
26	Seele	Seele	N	NN	Fem|Nom|Sg	27	subj	_	_
27	erlebt	erleben	V	VVFIN	3|Sg|Pres|Ind	22	cj	_	_
28	nur	nur	A	ADV	_	27	adv	_	_
29	Morgennebel	Morgennebel	N	NN	Masc|_|_	27	obja	_	_
30	,	,	$	$,	_	0	root	_	_
31	und	und	K	KON	_	27	kon	_	_
32	diese	diese	P	PDS	_|Nom|Pl	33	subj	_	_
33	fallen	fallen	V	VVFIN	3|Pl|Pres|_	31	cj	_	_
34	,	,	$	$,	_	0	root	_	_
35	und	und	K	KON	_	33	kon	_	_
36	die	die	A	ART	Def|Fem|Nom|Sg	37	det	402	402
37	Sonne	Sonne	N	NN	Fem|Nom|Sg	38	subj	402	402
38	steigt	steigen	V	VVFIN	3|Sg|Pres|Ind	35	cj	_	_
39	.	.	$	$.	_	0	root	_	_

