1	Evas	Eva	N	NE	Fem|Gen|Sg	2	gmod	1221	1221
17	worden	werden	V	VAPP	_	0	root	_	_
18	,	,	$	$,	_	0	root	_	_
19	vollständig	vollständig	A	ADJD	Pos|	20	adv	_	_
20	ausgehoben	ausheben	V	VVPP	_	17	kon	_	_
21	und	und	K	KON	_	20	kon	_	_
22	zusammengehäuft	zusammenhäufen	V	VVPP	_	21	cj	_	_
23	,	,	$	$,	_	0	root	_	_
24	sowohl	sowohl	K	KON	_	26	kon	_	_
25	einzelne	einzeln	A	ADJA	Pos|Neut|Nom|Pl|St|	26	attr	_	_
26	Wörter	Wort	N	NN	Neut|Nom|Pl	33	subj	_	_
27	als	als	K	KOKOM	_	26	kom	_	_
28	ganze	ganz	A	ADJA	Pos|Fem|Nom|Pl|St|	29	attr	_	_
29	Zeilen	Zeile	N	NN	Fem|_|Pl	27	cj	_	_
30	,	,	$	$,	_	0	root	_	_
31	sondern	sondern	K	KON	_	26	kon	_	_
32	er	er	P	PPER	3|Sg|Masc|Nom	31	cj	1315	1315
33	hat	haben	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
34	auch	auch	A	ADV	_	33	adv	_	_
35	-	-	$	$(	_	0	root	_	_
36	was	was	P	PWS	Neut|_|Sg	46	obja	_	_
37	wir	wir	P	PPER	1|Pl|_|Nom	46	subj	1316	1316
38	wohl	wohl	A	ADV	_	46	adv	_	_
39	bei	bei	P	APPR	Dat	46	pp	_	_
40	einer	eine	A	ART	Indef|Fem|Dat|Sg	42	det	_	_
41	kastrierten	kastriert	A	ADJA	Pos|Fem|Dat|Sg|Wk|	42	attr	_	_
42	Ausgabe	Ausgabe	N	NN	Fem|Dat|Sg	39	pn	_	_
43	lateinischer	lateinisch	A	ADJA	Pos|_|Gen|_|St|	45	attr	1317	1317
44	erotischen	erotisch	A	ADJA	Pos|_|Gen|_|Wk|	45	attr	1317	1317
45	Dichter	Dichter	N	NN	Fem|Gen|Sg	42	gmod	1317	1317
46	finden	finden	V	VVFIN	1|Pl|Pres|_	0	root	1317	1317
47	,	,	$	$,	_	0	root	1317	1317
48	in	in	P	APPR	Dat	55	pp	1317	1317
49	der	die	P	PRELS	Fem|Dat|Sg	48	pn	1317	1317
50	hinten	hinten	A	ADV	_	55	adv	_	_
51	zwar	zwar	A	ADV	_	55	adv	_	_
52	alle	alle	A	PIDAT	Fem|Nom|Pl	54	det	_	_
53	anstößige	anstößig	A	ADJA	Pos|Fem|Nom|Pl|St|	54	attr	_	_
54	Stellen	Stelle	N	NN	Fem|Nom|Pl	55	subj	_	_
55	stehen	stehen	V	VVFIN	3|Pl|Pres|_	45	rel	_	_
56	,	,	$	$,	_	0	root	_	_
57	aber	aber	K	KON	_	0	root	_	_
58	isoliert	isolieren	V	VVPP	_	57	cj	_	_
59	,	,	$	$,	_	0	root	_	_
60	ohne	ohne	K	KOUI	_	67	konj	_	_
61	in	in	P	APPR	_	67	pp	_	_
62	den	die	A	ART	Def|Masc|_|_	64	det	_	_
63	geringsten	gering	A	ADJA	Sup|Masc|_|_|_|	64	attr	_	_
64	Nexus	Nexus	N	NN	Masc|_|_	61	pn	_	_
65	gefugt	gefugt	N	NE	_|Nom|_	67	pred	_	_
66	zu	zu	P	PTKZU	_	67	part	_	_
67	sein	sein	V	VAINF	_	0	root	_	_
68	-	-	$	$(	_	0	root	_	_
69	aus	aus	P	APPR	Dat	78	pp	_	_
70	diesen	diese	A	PDAT	Masc|Dat|Pl	72	det	_	_
71	weggeworfnen	weggeworfnen	A	ADJA	_|Masc|Dat|Pl|_	72	attr	_	_
72	Stummeln	Stummel	N	NN	Masc|Dat|Pl	69	pn	_	_
73	,	,	$	$,	_	0	root	_	_
74	hölzernen	hölzern	A	ADJA	Pos|Neut|Dat|_|_|	75	attr	_	_
75	Beinen	Bein	N	NN	Neut|Dat|_	72	kon	_	_
76	und	und	K	KON	_	75	kon	_	_
77	Krücken	Krücke	N	NN	Fem|Dat|Pl	76	cj	1318	1318
78	schöne	schön	A	ADJA	Pos|Fem|Nom|Pl|St|	79	attr	_	_
79	Figuren	Figur	N	NN	Fem|Nom|Pl	81	subj	_	_
80	musivisch	musivisch	N	NE	Fem|Nom|Pl	79	app	_	_
81	zusammengelegt	zusammenlegen	V	VVPP	_	0	root	_	_
82	,	,	$	$,	_	0	root	_	_
83	von	von	P	APPR	Dat	88	pp	_	_
84	denen	die	P	PRELS	Fem|Dat|Pl	83	pn	1318	1318
85	wohl	wohl	A	ADV	_	88	adv	_	_
86	jeder	jede	A	PIDAT	Masc|Nom|Sg	87	det	_	_
87	Deutsche	Deutsche	N	NN	Masc|Nom|Sg	89	subj	_	_
88	sagen	sagen	V	VVINF	_	89	aux	_	_
89	muß	müssen	V	VMFIN	3|Sg|Pres|Ind	80	rel	_	_
90	:	\:	$	$.	_	0	root	_	_
91	»	»	$	$(	_	0	root	_	_
92	Das	die	P	PDS	Neut|Nom|Sg	93	subj	_	_
93	sind	sein	V	VAFIN	_|Pl|Pres|Ind	0	root	_	_
94	geistliche	geistlich	A	ADJA	Pos|Neut|Nom|Pl|St|	95	attr	_	_
95	Lieder	Lied	N	NN	Neut|Nom|Pl	93	pred	_	_
96	!	!	$	$.	_	0	root	_	_
97	«	«	$	$(	_	0	root	_	_

1	Insofern	insofern	A	ADV	_	2	adv	_	_
2	wird	werden	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
3	es	es	P	PPER	3|Sg|Neut|_	6	expl	_	_
4	Sie	sie	P	PPER	3|Sg|Fem|Nom	2	subj	1314	1314
5	weniger	weniger	A	ADV	_	6	adv	_	_
6	wundern	wundern	V	VVINF	_	2	aux	_	_
7	,	,	$	$,	_	0	root	_	_
8	daß	daß	K	KOUS	_	12	konj	_	_
9	ich	ich	P	PPER	1|Sg|_|Nom	12	subj	1312	1312
10	wirklich	wirklich	A	ADJD	Pos|	11	adv	_	_
11	gesonnen	sinnen	V	VVPP	_	12	aux	_	_
12	bin	sein	V	VAFIN	1|Sg|Pres|Ind	6	objc	_	_
13	,	,	$	$,	_	0	root	_	_
14	bei	bei	P	APPR	Dat	29	pp	_	_
15	der	die	A	ART	Def|Fem|Dat|Sg	16	det	1330	1330
16	Reichs-Hof-Kanzlei	Reichs-Hof-Kanzlei	N	NN	Fem|Dat|Sg	14	pn	1330	1330
17	um	um	P	APPR	Acc	29	pp	_	_
18	die	die	A	ART	Def|_|Acc|_	19	det	_	_
19	Reichs-Laureatur	Reichs-Laureatur	N	NN	_|Acc|_	17	pn	_	_
20	oder	oder	K	KON	_	17	kon	_	_
21	um	um	P	APPR	Acc	20	cj	_	_
22	die	die	A	ART	Def|Fem|Acc|Sg	23	det	_	_
23	Würde	Würde	N	NN	Fem|Acc|Sg	21	pn	_	_
24	eines	eine	A	ART	Indef|Masc|Gen|Sg	26	det	_	_
25	gekrönten	gekrönt	A	ADJA	Pos|Masc|Gen|Sg|_|	26	attr	_	_
26	Poeten	Poet	N	NN	Masc|Gen|Sg	23	gmod	_	_
27	für	für	P	APPR	Acc	26	pp	_	_
28	Schnäzlern	Schnäzlern	N	NN	_|Acc|_	27	pn	1319	1319
29	nachzusuchen	nachsuchen	V	VVIZU	_	11	obji	_	_
30	-	-	$	$(	_	0	root	_	_
31	besonders	besonders	A	ADV	_	32	adv	_	_
32	da	da	K	KOUS	_	37	konj	_	_
33	er	er	P	PPER	3|Sg|Masc|Nom	37	subj	1319	1319
34	eine	eine	A	ART	Indef|Fem|_|Sg	36	det	1320	1320
35	eitle	eitel	A	ADJA	Pos|Fem|_|Sg|_|	36	attr	1320	1320
36	Braut	Braut	N	NN	Fem|_|Sg	37	obja	1320	1320
37	hat	haben	V	VAFIN	3|Sg|Pres|Ind	0	root	1320	1320
38	,	,	$	$,	_	0	root	1320	1320
39	die	die	P	PRELS	Fem|Nom|Sg	42	subj	1320	1320
40	ihn	er	P	PPER	3|Sg|Masc|Acc	42	obja	1319	1319
41	nicht	nicht	P	PTKNEG	_	42	adv	_	_
42	will	wollen	V	VMFIN	3|Sg|Pres|Ind	36	rel	_	_
43	,	,	$	$,	_	0	root	_	_
44	wenn	wenn	K	KOUS	_	47	konj	_	_
45	er	er	P	PPER	3|Sg|Masc|Nom	47	subj	1319	1319
46	nichts	nichts	P	PIS	_|Nom|_	47	pred	_	_
47	wird	werden	V	VAFIN	3|Sg|Pres|Ind	42	neb	_	_
48	.	.	$	$.	_	0	root	_	_

1	Ich	ich	P	PPER	1|Sg|_|Nom	2	subj	1312	1312
2	wende	wenden	V	VVFIN	1|Sg|Pres|_	0	root	_	_
3	mich	ich	P	PRF	1|Sg|Acc	2	obja	_	_
4	aber	aber	A	ADV	_	2	adv	_	_
5	jetzt	jetzt	A	ADV	_	2	adv	_	_
6	mit	mit	P	APPR	Dat	2	pp	_	_
7	der	die	A	ART	Def|Fem|Dat|Sg	9	det	_	_
8	großen	groß	A	ADJA	Pos|Fem|Dat|Sg|Wk|	9	attr	_	_
9	Bitte	Bitte	N	NN	Fem|Dat|Sg	6	pn	_	_
10	an	an	P	APPR	Acc	9	pp	_	_
11	Sie	sie	P	PPER	3|_|_|Acc	10	pn	1320	1320
12	,	,	$	$,	_	0	root	_	_
13	sich	sie	P	PRF	3|_|_	25	obja	_	_
14	unter	unter	P	APPR	Dat	25	pp	_	_
15	der	die	A	ART	Def|Fem|Dat|Sg	16	det	463	463
16	Hand	Hand	N	NN	Fem|Dat|Sg	14	pn	463	463
17	beim	bei	P	APPRART	Dat	25	pp	_	_
18	Wappeninspektor	Wappeninspektor	N	NN	_|Dat|_	17	pn	_	_
19	oder	oder	K	KON	_	17	kon	_	_
20	bei	bei	P	APPR	Dat	19	cj	_	_
21	einem	eine	A	ART	Indef|_|Dat|Sg	22	det	_	_
22	Reichs-Hofkanzelisten	Reichs-Hofkanzelisten	N	NN	_|Dat|Sg	20	pn	_	_
23	gütigst	gütig	A	ADJD	Sup|	25	adv	_	_
24	zu	zu	P	PTKZU	_	25	part	_	_
25	erkundigen	erkundigen	V	VVINF	_	9	obji	_	_
26	,	,	$	$,	_	0	root	_	_
27	wie	wie	P	PWAV	_	33	adv	_	_
28	ich	ich	P	PPER	1|Sg|_|Nom	34	subj	1312	1312
29	meine	meine	A	PPOSAT	_|_|_	30	det	1312	1312
30	Supplik	Supplik	N	NN	_|_|_	33	obja	_	_
31	eigentlich	eigentlich	A	ADV	_	33	adv	_	_
32	zu	zu	P	PTKZU	_	33	part	_	_
33	machen	machen	V	VVINF	_	34	aux	_	_
34	habe	haben	V	VAFIN	1|Sg|Pres|_	9	objc	_	_
35	.	.	$	$.	_	0	root	_	_

1	Ich	ich	P	PPER	1|Sg|_|Nom	2	subj	1312	1312
2	kann	können	V	VMFIN	1|Sg|Pres|Ind	0	root	_	_
3	mir	ich	P	PRF	1|Sg|Dat	2	objd	_	_
4	die	die	A	ART	Def|_|_|Pl	6	det	_	_
5	verschiedensten	verschieden	A	ADJA	Sup|_|_|Pl|Wk|	6	attr	_	_
6	Formularien	Formularien	N	NN	_|_|Pl	2	obja	_	_
7	gedenken	gedenken	N	NE	_|_|Pl	6	app	_	_
8	.	.	$	$.	_	0	root	_	_

1	Die	die	A	ART	Def|Fem|Nom|Sg	2	det	_	_
2	Hauptsache	Hauptsache	N	NN	Fem|Nom|Sg	3	subj	_	_
3	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
4	:	\:	$	$.	_	0	root	_	_
5	ich	ich	P	PPER	1|Sg|_|Nom	6	subj	1312	1312
6	weiß	wissen	V	VVFIN	1|Sg|Pres|Ind	0	root	_	_
7	nicht	nicht	P	PTKNEG	_	6	adv	_	_
8	,	,	$	$,	_	0	root	_	_
9	was	was	P	PWS	Neut|_|Sg	0	root	_	_
10	die	die	A	ART	Def|Neut|_|Pl	11	det	_	_
11	Reichsgesetze	Reichsgesetz	N	NN	Neut|_|Pl	0	root	_	_
12	zu	zu	P	APPR	Dat	11	pp	_	_
13	einem	eine	A	ART	Indef|Masc|Dat|Sg	15	det	1321	1321
14	guten	gut	A	ADJA	Pos|Masc|Dat|Sg|Wk|	15	attr	1321	1321
15	Poeten	Poet	N	NN	Masc|Dat|Sg	12	pn	1321	1321
16	fodern	fodern	N	NE	Masc|Dat|Sg	15	app	1321	1321
17	,	,	$	$,	_	0	root	_	_
18	da	da	K	KOUS	_	26	konj	_	_
19	es	es	P	PPER	3|Sg|Neut|_	26	expl	_	_
20	zwei	zwei	C	CARD	_	23	attr	_	_
21	ganz	ganz	A	ADV	_	22	adv	_	_
22	entgegengesetzte	entgegengesetzt	A	ADJA	Pos|Fem|Nom|Pl|St|	23	attr	_	_
23	Arten	Art	N	NN	Fem|Nom|Pl	26	subj	_	_
24	oder	oder	K	KON	_	23	kon	_	_
25	Wege	Weg	N	NN	Masc|Nom|Pl	24	cj	_	_
26	gibt	geben	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
27	,	,	$	$,	_	0	root	_	_
28	einer	eine	P	PIS	Masc|Nom|Sg	30	pred	_	_
29	zu	zu	P	PTKZU	_	30	part	_	_
30	sein	sein	V	VAINF	_	26	obji	_	_
31	oder	oder	K	KON	_	30	kon	_	_
32	seinen	seine	A	PPOSAT	Fem|Dat|Pl	33	det	1321	1321
33	Ideen	Idee	N	NN	Fem|Dat|Pl	37	objd	_	_
34	die	die	A	ART	Def|Fem|_|Sg	35	det	1322	1322
35	Vergoldung	Vergoldung	N	NN	Fem|_|Sg	37	obja	1322	1322
36	zu	zu	P	PTKZU	_	37	part	_	_
37	geben	geben	V	VVINF	_	31	cj	_	_
38	,	,	$	$,	_	0	root	_	_
39	nämlich	nämlich	A	ADV	_	0	root	_	_
40	die	die	A	ART	Def|_|_|_	0	root	_	_
41	im	in	P	APPRART	Dat	0	root	_	_
42	Feuer	Feuer	N	NN	Neut|_|_	41	pn	1323	1323
43	und	und	K	KON	_	42	kon	_	_
44	die	die	A	ART	Def|_|_|_	45	det	_	_
45	kalte	kalt	A	ADJA	_|_|_	43	cj	_	_
46	.	.	$	$.	_	0	root	_	_

1	Zieht	zeihen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
2	die	die	A	ART	Def|Fem|Nom|Sg	3	det	_	_
3	Reichskanzlei	Reichskanzlei	N	NN	Fem|Nom|Sg	1	subj	_	_
4	die	die	A	ART	Def|Fem|_|Sg	6	det	_	_
5	kühlende	kühlend	A	ADJA	Pos|Fem|_|Sg|_|<PPRES	6	attr	_	_
6	Methode	Methode	N	NN	Fem|_|Sg	1	obja	_	_
7	vor	vor	P	PTKVZ	_	1	avz	_	_
8	?	?	$	$.	_	0	root	_	_

1	Das	die	P	PDS	Neut|Nom|Sg	2	subj	_	_
2	wäre	sein	V	VAFIN	3|Sg|Past|Subj	0	root	_	_
3	gerade	gerade	A	ADV	_	2	adv	_	_
4	die	die	A	ART	Def|_|_|_	0	root	_	_
5	von	von	P	APPR	_	0	root	_	_
6	Adelung	Adelung	N	NN	Fem|_|Sg	5	pn	_	_
7	,	,	$	$,	_	0	root	_	_
8	der	die	P	PRELS	Masc|Nom|Sg	21	subj	_	_
9	nicht	nicht	P	PTKNEG	_	21	adv	_	_
10	ohne	ohne	P	APPR	Acc	21	pp	_	_
11	Vernunft	Vernunft	N	NN	Fem|Acc|Sg	10	pn	_	_
12	die	die	A	ART	Def|Masc|_|Pl	13	det	_	_
13	Pegasus-Reiter	Pegasus-Reiter	N	NN	Masc|_|Pl	21	obja	_	_
14	gleichsam	gleichsam	A	ADJD	_	15	adv	_	_
15	zur	zu	P	APPRART	Dat	21	pp	_	_
16	Degradierung	Degradierung	N	NN	Fem|Dat|Sg	15	pn	_	_
17	unter	unter	P	APPR	Acc	21	pp	_	_
18	das	die	A	ART	Def|Neut|Acc|Sg	20	det	_	_
19	prosaische	prosaisch	A	ADJA	Pos|Neut|Acc|Sg|Wk|	20	attr	_	_
20	Fußvolk	Fußvolk	N	NN	Neut|Acc|Sg	17	pn	_	_
21	steckt	stecken	V	VVFIN	3|Sg|Pres|Ind	6	rel	_	_
22	.	.	$	$.	_	0	root	_	_

1	Von	von	P	APPR	Dat	7	pp	_	_
2	einem	eine	A	ART	Indef|Masc|Dat|Sg	4	det	1324	1324
3	großen	groß	A	ADJA	Pos|Masc|Dat|Sg|Wk|	4	attr	1324	1324
4	Dichter	Dichter	N	NN	Masc|Dat|Sg	1	pn	1324	1324
5	dieser	diese	A	PDAT	Fem|Gen|Sg	6	det	1324	1324
6	Gattung	Gattung	N	NN	Fem|Gen|Sg	4	gmod	1324	1324
7	wird	werden	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
8	,	,	$	$,	_	0	root	_	_
9	glaub	glauben	V	VVIMP	Sg	0	root	_	_
10	'	'	$	$(	_	0	root	_	_
11	ich	ich	P	PPER	1|Sg|_|Nom	0	root	1312	1312
12	,	,	$	$,	_	0	root	_	_
13	verlangt	verlangen	V	VVFIN	_|_|Pres|Ind	0	root	_	_
14	,	,	$	$,	_	0	root	_	_
15	daß	daß	K	KOUS	_	0	root	_	_
16	er	er	P	PPER	3|Sg|Masc|Nom	0	root	1324	1324
17	den	die	A	ART	Def|Fem|Dat|Pl	18	det	1325	1325
18	Definitionen	Definition	N	NN	Fem|Dat|Pl	41	objd	1325	1325
19	,	,	$	$,	_	0	root	1325	1325
20	die	die	P	PRELS	Fem|_|Pl	22	obja	1325	1325
21	er	er	P	PPER	3|Sg|Masc|Nom	22	subj	1324	1324
22	versifiziert	versifizieren	V	VVFIN	3|Sg|Pres|Ind	18	rel	_	_
23	,	,	$	$,	_	0	root	_	_
24	die	die	P	PRELS	Fem|Nom|Pl	36	subj	1325	1325
25	sich	sie	P	PRF	3|_|_	36	obja	_	_
26	aber	aber	A	ADV	_	36	adv	_	_
27	durch	durch	P	APPR	Acc	36	pp	_	_
28	den	die	A	ART	Def|Masc|Acc|Sg	29	det	_	_
29	Reim	Reim	N	NN	Masc|Acc|Sg	27	pn	_	_
30	und	und	K	KON	_	27	kon	_	_
31	durch	durch	P	APPR	Acc	30	cj	_	_
32	das	die	A	ART	Def|Neut|Acc|Sg	33	det	_	_
33	Metrum	Metrum	N	NN	Neut|Acc|Sg	31	pn	_	_
34	von	von	P	APPR	_	36	objp	_	_
35	prosaischen	prosaisch	A	ADJA	Pos|_|_|_|_|	34	pn	_	_
36	unterscheiden	unterscheiden	V	VVFIN	3|Pl|Pres|_	20	rel	_	_
37	,	,	$	$,	_	0	root	_	_
38	eine	eine	A	ART	Indef|Fem|_|Sg	40	det	_	_
39	solche	solche	A	PIDAT	Fem|_|Sg	40	attr	_	_
40	Deutlichkeit	Deutlichkeit	N	NN	Fem|_|Sg	41	obja	_	_
41	erteilt	erteilen	V	VVFIN	_|_|Pres|Ind	0	root	_	_
42	,	,	$	$,	_	0	root	_	_
43	daß	daß	K	KOUS	_	62	konj	_	_
44	seine	seine	A	PPOSAT	Fem|Nom|Sg	46	det	1324	1324
45	poetische	poetisch	A	ADJA	Pos|Fem|Nom|Sg|_|	46	attr	_	_
46	Welt	Welt	N	NN	Fem|Nom|Sg	62	subj	_	_
47	,	,	$	$,	_	0	root	_	_
48	fast	fast	A	ADV	_	52	adv	_	_
49	wie	wie	K	KOKOM	_	48	kom	_	_
50	die	die	A	ART	Def|_|_|_	51	det	_	_
51	physische	physisch	A	ADJA	_|_|_	49	cj	_	_
52	nach	nach	P	APPR	Dat	62	pp	_	_
53	dem	die	A	ART	Def|_|Dat|Sg	54	det	_	_
54	Diogenes	Diogenes	N	NN	_|Dat|Sg	52	pn	_	_
55	von	von	P	APPR	_	54	pp	_	_
56	Apollonien	Apollonien	N	NE	_|_|_	55	pn	_	_
57	,	,	$	$,	_	0	root	_	_
58	bloß	bloß	A	ADV	_	62	adv	_	_
59	aus	aus	P	APPR	Dat	62	objp	_	_
60	frischem	frisch	A	ADJA	Pos|Neut|Dat|Sg|St|	61	attr	_	_
61	Wasser	Wasser	N	NN	Neut|Dat|Sg	59	pn	_	_
62	besteht	bestehen	V	VVFIN	3|Sg|Pres|Ind	41	subjc	_	_
63	-	-	$	$(	_	0	root	_	_
64	ein	eine	A	ART	Indef|_|_|Sg	65	det	_	_
65	Bestandteil	Bestandteil	N	NN	_|_|Sg	0	root	_	_
66	,	,	$	$,	_	0	root	_	_
67	bei	bei	P	APPR	Dat	85	pp	_	_
68	dessen	die	A	PRELAT	Fem|Dat|Sg	69	det	409	409
69	Schöpfung	Schöpfung	N	NN	Fem|Dat|Sg	67	pn	409	409
70	der	die	A	ART	Def|Masc|Nom|Sg	71	det	_	_
71	Schweiß	Schweiß	N	NN	Masc|Nom|Sg	85	subj	_	_
72	des	die	A	ART	Def|Masc|Gen|Sg	73	det	_	_
73	Musensohns	Musensohn	N	NN	Masc|Gen|Sg	71	gmod	_	_
74	,	,	$	$,	_	0	root	_	_
75	so	so	A	ADV	_	85	adv	_	_
76	wie	wie	K	KOKOM	_	75	kom	_	_
77	bei	bei	P	APPR	Dat	76	cj	_	_
78	andern	andern	A	ADJA	_|Neut|Dat|_|_	80	attr	_	_
79	kalten	kalt	A	ADJA	Pos|Neut|Dat|_|_|	80	attr	_	_
80	Fiebern	Fieber	N	NN	Neut|Dat|_	77	pn	_	_
81	,	,	$	$,	_	0	root	_	_
82	nicht	nicht	P	PTKNEG	_	85	adv	_	_
83	nur	nur	A	ADV	_	85	adv	_	_
84	unschädlich	unschädlich	A	ADJD	Pos|	85	pred	_	_
85	ist	sein	V	VAFIN	3|Sg|Pres|Ind	65	rel	_	_
86	,	,	$	$,	_	0	root	_	_
87	sondern	sondern	K	KON	_	0	root	_	_
88	auch	auch	A	ADV	_	87	cj	_	_
89	gut	gut	A	ADJD	Pos|	87	cj	_	_
90	und	und	K	KON	_	89	kon	_	_
91	sogar	sogar	A	ADV	_	92	adv	_	_
92	kritisch	kritisch	A	ADJD	Pos|	90	cj	_	_
93	,	,	$	$,	_	0	root	_	_
94	anstatt	anstatt	P	APPR	_	0	root	_	_
95	daß	daß	K	KOUS	_	0	root	_	_
96	das	die	A	ART	Def|Neut|_|Sg	97	det	_	_
97	Schwitzen	Schwitzen	N	NN	Neut|_|Sg	0	root	_	_
98	des	die	A	ART	Def|_|Gen|Sg	99	det	_	_
99	Musenvaters4	Musenvaters4	N	NN	_|Gen|Sg	97	gmod	_	_
100	)	)	$	$(	_	0	root	_	_
101	sonst	sonst	A	ADV	_	103	adv	_	_
102	nichts	nichts	P	PIS	_|Nom|Sg	103	subj	_	_
103	anzeigte	anzeigen	V	VVFIN	3|Sg|Past|_	0	root	_	_
104	als	als	K	KOKOM	_	103	kom	_	_
105	Niederlagen	Niederlage	N	NN	Fem|_|Pl	104	cj	_	_
106	.	.	$	$.	_	0	root	_	_

1	Solche	solche	A	PIDAT	Neut|Nom|Pl	2	det	1326	1326
2	Gedichte	Gedicht	N	NN	Neut|Nom|Pl	3	subj	1326	1326
3	können	können	V	VMFIN	3|Pl|Pres|_	0	root	_	_
4	nie	nie	A	ADV	_	11	adv	_	_
5	klar	klar	A	ADJD	Pos|	11	pred	_	_
6	,	,	$	$,	_	0	root	_	_
7	hell	hell	A	ADJD	Pos|	5	kon	_	_
8	und	und	K	KON	_	7	kon	_	_
9	deutlich	deutlich	A	ADJD	Pos|	10	adv	_	_
10	genug	genug	A	ADV	_	8	cj	_	_
11	sein	sein	V	VAINF	_	3	aux	_	_
12	,	,	$	$,	_	0	root	_	_
13	wenn	wenn	K	KOUS	_	31	konj	_	_
14	sie	sie	P	PPER	3|Pl|_|Nom	31	subj	1326	1326
15	jener	jene	A	PDAT	Fem|Dat|Sg	16	det	1327	1327
16	Kälte	Kälte	N	NN	Fem|Dat|Sg	30	objd	1327	1327
17	,	,	$	$,	_	0	root	1327	1327
18	die	die	P	PRELS	Fem|Nom|Sg	26	subj	1327	1327
19	auch	auch	A	ADV	_	26	adv	_	_
20	draußen	draußen	A	ADV	_	26	adv	_	_
21	an	an	P	APPR	Dat	26	pp	_	_
22	heitersten	heiter	A	ADJA	Sup|_|Dat|_|_|	23	attr	1328	1328
23	Tagen	Tag	N	NN	_|Dat|_	21	pn	1328	1328
24	am	am	P	PTKA	_	25	adv	_	_
25	größten	größten	A	ADJD	_	26	pred	_	_
26	ist	sein	V	VAFIN	3|Sg|Pres|Ind	16	rel	_	_
27	,	,	$	$,	_	0	root	_	_
28	nicht	nicht	P	PTKNEG	_	30	adv	_	_
29	Eintrag	Eintrag	N	NN	Masc|_|Sg	30	obja	_	_
30	tun	tun	V	VVINF	_	31	aux	_	_
31	sollen	sollen	V	VMFIN	3|Pl|Pres|_	3	neb	_	_
32	,	,	$	$,	_	0	root	_	_
33	welche	welche	P	PRELS	Fem|Nom|Sg	46	subj	1328	1328
34	auf	auf	P	APPR	Acc	46	pp	_	_
35	eine	eine	A	ART	Indef|Fem|Acc|Sg	37	det	_	_
36	unschädlichere	unschädlich	A	ADJA	Comp|Fem|Acc|Sg|_|	37	attr	_	_
37	Art	Art	N	NN	Fem|Acc|Sg	34	pn	_	_
38	als	als	K	KOKOM	_	46	kom	_	_
39	der	die	A	ART	Def|Masc|Nom|Sg	41	det	_	_
40	physische	physisch	A	ADJA	Pos|Masc|Nom|Sg|Wk|	41	attr	_	_
41	Frost	Frost	N	NN	Masc|Nom|Sg	38	cj	_	_
42	die	die	A	ART	Def|Fem|_|Sg	43	det	_	_
43	Neigung	Neigung	N	NN	Fem|_|Sg	46	obja	_	_
44	zum	zu	P	APPRART	Dat	43	pp	_	_
45	Schlafe	Schlaf	N	NN	Masc|Dat|Sg	44	pn	873	873
46	belebt	beleben	V	VVFIN	3|Sg|Pres|Ind	18	rel	_	_
47	.	.	$	$.	_	0	root	_	_

1	Adelung	Adelung	N	NN	Fem|Nom|Sg	2	subj	_	_
2	sieht	sehen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
3	recht	recht	A	ADJD	Pos|	4	adv	_	_
4	gut	gut	A	ADJD	Pos|	2	adv	_	_
5	,	,	$	$,	_	0	root	_	_
6	wie	wie	P	PWAV	_	7	adv	_	_
7	nachteilig	nachteilig	A	ADJD	Pos|	17	adv	_	_
8	der	die	A	ART	Def|_|_|_	10	det	_	_
9	erschlaffenden	erschlaffend	A	ADJA	Pos|_|_|_|_|<PPRES	10	attr	_	_
10	Schreib-	Schreib-	T	TRUNC	Fem|_|Sg	17	objd	_	_
11	und	und	K	KON	_	10	kon	_	_
12	Kurart	Kurart	N	NN	Fem|_|Sg	11	cj	_	_
13	starke	stark	A	ADJA	Pos|_|Nom|Pl|St|	14	attr	_	_
14	Bilder	Bild	N	NN	_|Nom|Pl	17	subj	_	_
15	und	und	K	KON	_	14	kon	_	_
16	Flügel	Flügel	N	NN	Masc|Nom|_	15	cj	_	_
17	sind	sein	V	VAFIN	3|Pl|Pres|Ind	2	objc	_	_
18	-	-	$	$(	_	0	root	_	_
19	wenigstens	wenigstens	A	ADV	_	20	adv	_	_
20	bringt	bringen	V	VVFIN	3|Sg|Pres|Ind	2	kon	_	_
21	der	die	A	ART	Def|Masc|Nom|Sg	22	det	10	10
22	Leser	Leser	N	NN	Masc|Nom|Sg	20	subj	10	10
23	die	die	A	ART	Def|Fem|_|Pl	25	det	_	_
24	lebhaften	lebhaft	A	ADJA	Pos|Fem|_|Pl|Wk|	25	attr	_	_
25	Ideen	Idee	N	NN	Fem|_|Pl	20	obja	_	_
26	in	in	P	APPR	Acc	25	pp	_	_
27	den	die	A	ART	Def|Masc|Acc|Sg	29	det	_	_
28	erbeuteten	erbeutet	A	ADJA	Pos|Masc|Acc|Sg|_|	29	attr	_	_
29	Schlaf	Schlaf	N	NN	Masc|Acc|Sg	26	pn	_	_
30	mit	mit	P	APPR	Dat	20	pp	_	_
