1	Ich	ich	P	PPER	1|Sg|_|Nom	2	subj	1062	1062
29	diesen	diese	A	PDAT	Masc|Acc|Sg	30	det	_	_
30	Wechsel	Wechsel	N	NN	Masc|Acc|Sg	28	pn	_	_
31	wird	werden	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
32	die	die	A	ART	Def|Fem|Nom|Sg	33	det	177	177
33	Seele	Seele	N	NN	Fem|Nom|Sg	31	subj	177	177
34	nicht	nicht	P	PTKNEG	_	36	adv	_	_
35	eher	eher	A	ADV	_	36	adv	_	_
36	erhoben	erheben	V	VVPP	_	31	aux	_	_
37	,	,	$	$,	_	0	root	_	_
38	als	als	K	KOKOM	_	0	root	_	_
39	bis	bis	K	KOUS	_	41	konj	_	_
40	er	er	P	PPER	3|Sg|Masc|Nom	41	subj	1116	1116
41	verkleinert	verkleinern	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
42	und	und	K	KON	_	41	kon	_	_
43	zusammengezogen	zusammengezogen	A	ADJD	Pos|	46	adv	_	_
44	unter	unter	P	APPR	Dat	46	objp	_	_
45	ihr	ihr	P	PPER	3|Sg|Fem|Dat	44	pn	177	177
46	liegt	liegen	V	VVFIN	_|_|Pres|Ind	42	cj	_	_
47	.	.	$	$.	_	0	root	_	_

1	Dem	die	A	ART	Def|Masc|Dat|Sg	2	det	1117	1117
2	Menschen	Mensch	N	NN	Masc|Dat|Sg	0	root	1117	1117
3	kömmt	kömmt	N	NE	Masc|Dat|Sg	2	app	1117	1117
4	aber	aber	A	ADV	_	6	adv	_	_
5	seine	seine	A	PPOSAT	Fem|_|Sg	6	det	1116	1116
6	Qual	Qual	N	NN	Fem|_|Sg	0	root	_	_
7	und	und	K	KON	_	6	kon	_	_
8	seine	seine	A	PPOSAT	Fem|_|Sg	9	det	1116	1116
9	Freude	Freude	N	NN	Fem|_|Sg	7	cj	_	_
10	zu	zu	P	PTKA	_	11	adv	_	_
11	groß	groß	A	ADJD	Pos|	0	root	_	_
12	vor	vor	P	PTKVZ	_	0	root	_	_
13	,	,	$	$,	_	0	root	_	_
14	weil	weil	K	KOUS	_	20	konj	_	_
15	er	er	P	PPER	3|Sg|Masc|Nom	20	subj	1116	1116
16	erstlich	erstlich	A	ADJD	Pos|	20	adv	_	_
17	Tage	Tag	N	NN	Masc|_|_	20	obja	1491	1491
18	und	und	K	KON	_	17	kon	_	_
19	Wochen	Woche	N	NN	Fem|_|Pl	18	cj	_	_
20	braucht	brauchen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
21	,	,	$	$,	_	0	root	_	_
22	bis	bis	K	KOUS	_	0	root	_	_
23	eine	eine	A	ART	Indef|Fem|_|Sg	0	root	_	_
24	von	von	P	APPR	_	30	pp	_	_
25	beiden	beide	P	PIS	_|_|Pl	24	pn	_	_
26	sich	sie	P	PRF	3|_|_	30	obja	_	_
27	durch	durch	P	APPR	Acc	30	objp	_	_
28	seine	seine	A	PPOSAT	Fem|Acc|Sg	29	det	1116	1116
29	Seele	Seele	N	NN	Fem|Acc|Sg	27	pn	_	_
30	gezogen	ziehen	V	VVPP	_	0	root	_	_
31	,	,	$	$,	_	0	root	_	_
32	und	und	K	KON	_	0	root	_	_
33	zweitens	zweitens	A	ADV	_	32	cj	_	_
34	,	,	$	$,	_	0	root	_	_
35	weil	weil	K	KOUS	_	43	konj	_	_
36	die	die	A	ART	Def|Fem|Nom|Sg	37	det	_	_
37	Mitteltinte	Mitteltinte	N	NN	Fem|Nom|Sg	43	subj	_	_
38	und	und	K	KON	_	37	kon	_	_
39	der	die	A	ART	Def|Masc|Nom|Sg	40	det	1118	1118
40	Halbschatten	Halbschatten	N	NN	Masc|Nom|Sg	38	cj	1118	1118
41	so	so	A	ADV	_	42	adv	1118	1118
42	breit	breit	A	ADJD	Pos|	43	pred	1118	1118
43	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	1118	1118
44	,	,	$	$,	_	0	root	1118	1118
45	der	die	P	PRELS	Masc|Nom|Sg	50	subj	1118	1118
46	sich	sie	P	PRF	3|_|_	50	obja	_	_
47	zwischen	zwischen	P	APPR	Acc	50	pp	_	_
48	beide	beide	P	PIS	_|Acc|Pl	47	pn	_	_
49	trennend	trennen	A	ADJD	_|<PPRES	50	adv	_	_
50	legt	legen	V	VVFIN	3|Sg|Pres|Ind	40	rel	_	_
51	.	.	$	$.	_	0	root	_	_

1	Wenn	wenn	K	KOUS	_	0	root	_	_
2	nun	nun	A	ADV	_	4	adv	_	_
3	die	die	A	ART	Def|Masc|_|Pl	4	det	_	_
4	Poesie	Poesie	N	NN	Masc|_|Pl	0	root	_	_
5	Seufzer	Seufzer	N	NN	Masc|_|_	4	app	_	_
6	und	und	K	KON	_	5	kon	_	_
7	Freudentränen	Freudenträne	N	NN	Fem|_|Pl	6	cj	1119	1119
8	,	,	$	$,	_	0	root	_	_
9	die	die	P	PRELS	_|_|_	0	root	1119	1119
10	fünf	fünf	C	CARD	_	14	attr	_	_
11	bunten	bunt	A	ADJA	Pos|Masc|_|Pl|Wk|	14	attr	_	_
12	und	und	K	KON	_	11	kon	_	_
13	dunkeln	dunkeln	A	ADJA	_|Masc|_|Pl|_|_	12	cj	_	_
14	Akte	Akt	N	NN	Masc|_|Pl	0	root	_	_
15	des	die	A	ART	Def|Neut|Gen|Sg	16	det	_	_
16	Lebens	Leben	N	NN	Neut|Gen|Sg	14	gmod	_	_
17	mit	mit	P	APPR	Dat	16	pp	_	_
18	schmalen	schmal	A	ADJA	Pos|Fem|Dat|Pl|_|	19	attr	_	_
19	Mitteltinten	Mitteltinte	N	NN	Fem|Dat|Pl	17	pn	_	_
20	,	,	$	$,	_	0	root	_	_
21	mit	mit	P	APPR	Dat	30	pp	_	_
22	verkleinerten	verkleinert	A	ADJA	Pos|_|Dat|_|_|	23	attr	_	_
23	Zwischenräumen	Zwischenraum	N	NN	_|Dat|_	21	pn	_	_
24	in	in	P	APPR	_	30	pp	_	_
25	wenig	wenig	A	PIDAT	Fem|_|Pl	26	det	_	_
26	Minuten	Minute	N	NN	Fem|_|Pl	24	pn	_	_
27	durch	durch	P	APPR	Acc	30	pp	_	_
28	die	die	A	ART	Def|Fem|Acc|Sg	29	det	177	177
29	Seele	Seele	N	NN	Fem|Acc|Sg	27	pn	177	177
30	treibt	treiben	V	VVFIN	_|_|Pres|Ind	0	root	_	_
31	:	\:	$	$.	_	0	root	_	_
32	so	so	A	ADV	_	33	adv	_	_
33	stellt	stellen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
34	sie	sie	P	PPER	3|Sg|Fem|Nom	33	subj	177	177
35	den	die	A	ART	Def|Masc|_|_	36	det	407	407
36	Menschen	Mensch	N	NN	Masc|_|_	33	obja	407	407
37	auf	auf	P	APPR	Acc	33	objp	_	_
38	die	die	A	ART	Def|Fem|Acc|Sg	39	det	1120	1120
39	Anhöhe	Anhöhe	N	NN	Fem|Acc|Sg	37	pn	1120	1120
40	,	,	$	$,	_	0	root	1120	1120
41	auf	auf	P	APPR	Dat	52	pp	1120	1120
42	der	die	P	PRELS	Fem|Dat|Sg	41	pn	1120	1120
43	er	er	P	PPER	3|Sg|Masc|Nom	52	subj	407	407
44	am	an	P	APPRART	Dat	52	pp	_	_
45	Ende	Ende	N	NN	Neut|Dat|Sg	44	pn	_	_
46	des	die	A	ART	Def|Neut|Gen|Sg	47	det	62	62
47	Lebens	Leben	N	NN	Neut|Gen|Sg	45	gmod	62	62
48	über	über	P	APPR	Acc	52	pp	_	_
49	die	die	A	ART	Def|Fem|Acc|Sg	51	det	1121	1121
50	eingeschrumpfte	eingeschrumpft	A	ADJA	Pos|Fem|Acc|Sg|_|	51	attr	1121	1121
51	Vergangenheit	Vergangenheit	N	NN	Fem|Acc|Sg	48	pn	1121	1121
52	blickt	blicken	V	VVFIN	3|Sg|Pres|Ind	39	rel	1121	1121
53	,	,	$	$,	_	0	root	1121	1121
54	die	die	P	PRELS	Fem|Nom|Sg	59	subj	1121	1121
55	vorher	vorher	A	ADV	_	59	adv	_	_
56	eine	eine	A	ART	Indef|Fem|_|Sg	58	det	_	_
57	ausgespannte	ausgespannt	A	ADJA	Pos|Fem|_|Sg|_|	58	attr	_	_
58	Zukunft	Zukunft	N	NN	Fem|_|Sg	59	obja	_	_
59	einnahm	einnehmen	V	VVFIN	3|Sg|Past|Ind	51	rel	_	_
60	.	.	$	$.	_	0	root	_	_

1	Der	die	A	ART	Def|Masc|Nom|Sg	2	det	29	29
2	Mensch	Mensch	N	NN	Masc|Nom|Sg	3	subj	29	29
3	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
4	im	in	P	APPRART	Dat	3	pp	_	_
5	Ernste	Ernst	N	NN	Masc|Dat|Sg	4	pn	1108	1108
6	nicht	nicht	P	PTKNEG	_	3	adv	_	_
7	humoristisch	humoristisch	A	ADJD	Pos|	3	adv	_	_
8	genug	genug	A	ADV	_	7	adv	_	_
9	und	und	K	KON	_	8	kon	_	_
10	im	in	P	APPRART	Dat	9	cj	_	_
11	Scherze	Scherz	N	NN	Masc|Dat|Sg	10	pn	1125	1125
12	nicht	nicht	P	PTKNEG	_	3	adv	_	_
13	ernsthaft	ernsthaft	A	ADJD	Pos|	3	pred	_	_
14	genug	genug	A	ADV	_	13	adv	_	_
15	.	.	$	$.	_	0	root	_	_

1	Nicht	nicht	P	PTKNEG	_	4	adv	_	_
2	nur	nur	A	ADV	_	4	adv	_	_
3	die	die	A	ART	Def|Fem|Nom|Sg	4	det	_	_
4	Wahrheit	Wahrheit	N	NN	Fem|Nom|Sg	5	subj	_	_
5	besteht	bestehen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
6	aus	aus	P	APPR	Dat	5	objp	_	_
7	allen	alle	A	PIDAT	Neut|Dat|Pl	8	det	_	_
8	Menschen-Systemen	Menschen-System	N	NN	Neut|Dat|Pl	6	pn	_	_
9	zusammengenommen	zusammennehmen	V	VVPP	_	5	neb	_	_
10	,	,	$	$,	_	0	root	_	_
11	wie	wie	P	PWAV	_	33	adv	_	_
12	nach	nach	P	APPR	Dat	17	pp	1124	1124
13	Buffon	Buffon	N	NE	_|Dat|Sg	12	pn	1124	1124
14	und	und	K	KON	_	13	kon	1124	1124
15	Kant	Kant	N	NE	_|Dat|Sg	14	cj	1122	1122
16	die	die	A	ART	Def|Fem|Nom|Sg	17	det	_	_
17	Sonne	Sonne	N	NN	Fem|Nom|Sg	33	subj	_	_
18	die	die	A	ART	Def|_|_|_	20	det	_	_
19	verschiednen	verschiednen	A	ADJA	_	20	attr	_	_
20	Materien	Materien	N	NN	_|_|_	33	obja	_	_
21	der	die	A	ART	Def|Masc|Gen|Pl	23	det	1123	1123
22	verschiednen	verschiednen	A	ADJA	_|Masc|Gen|Pl|_	23	attr	1123	1123
23	Planeten	Planet	N	NN	Masc|Gen|Pl	20	gmod	1123	1123
24	,	,	$	$,	_	0	root	1123	1123
25	die	die	P	PRELS	Masc|Nom|Pl	28	subj	1123	1123
26	um	um	P	APPR	Acc	28	objp	_	_
27	sie	sie	P	PPER	3|_|_|Acc	26	pn	1124	1124
28	fliegen	fliegen	V	VVFIN	3|Pl|Pres|_	23	rel	_	_
29	,	,	$	$,	_	0	root	_	_
30	in	in	P	APPR	_	33	pp	_	_
31	sich	sie	P	PRF	3|_|_	30	pn	_	_
32	vereinigt	vereinigt	A	ADJD	Pos|	33	adv	_	_
33	befasset	befassen	V	VVFIN	2|Pl|Pres|Subj	0	root	_	_
34	:	\:	$	$.	_	0	root	_	_
35	-	-	$	$(	_	0	root	_	_
36	sondern	sondern	K	KON	_	0	root	_	_
37	auch	auch	A	ADV	_	36	cj	_	_
38	das	die	A	ART	Def|Neut|Nom|Sg	40	det	_	_
39	rechte	recht	A	ADJA	Pos|Neut|Nom|Sg|Wk|	40	attr	_	_
40	Herz	Herz	N	NN	Neut|Nom|Sg	41	subj	_	_
41	ist	sein	V	VAFIN	3|Sg|Pres|Ind	36	cj	_	_
42	aus	aus	P	APPR	Dat	46	pp	_	_
43	allen	alle	A	PIDAT	Neut|Dat|Pl	45	det	_	_
44	ungleichen	ungleich	A	ADJA	Pos|Neut|Dat|Pl|_|	45	attr	_	_
45	Gefühlen	Gefühl	N	NN	Neut|Dat|Pl	42	pn	_	_
46	gebaut	bauen	V	VVPP	_	41	aux	_	_
47	und	und	K	KON	_	41	kon	_	_
48	trägt	tragen	V	VVFIN	3|Sg|Pres|Ind	47	cj	_	_
49	ein	eine	A	ART	Indef|Neut|_|Sg	50	det	_	_
50	Weltall	Weltall	N	NN	Neut|_|Sg	48	obja	_	_
51	,	,	$	$,	_	0	root	_	_
52	nicht	nicht	P	PTKNEG	_	53	adv	_	_
53	als	als	K	KOKOM	_	50	par	_	_
54	Krone	Krone	N	NN	Fem|_|Sg	53	cj	_	_
55	,	,	$	$,	_	0	root	_	_
56	sondern	sondern	K	KON	_	0	root	_	_
57	als	als	K	KOKOM	_	56	cj	_	_
58	Stufe	Stufe	N	NN	Fem|_|Sg	57	cj	_	_
59	.	.	$	$.	_	0	root	_	_

1	Daher	Daher	P	PROAV	_	2	pp	_	_
2	macht	machen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
3	der	die	A	ART	Def|Masc|Nom|Sg	5	det	_	_
4	schnelle	schnell	A	ADJA	Pos|Masc|Nom|Sg|Wk|	5	attr	_	_
5	Wechsel	Wechsel	N	NN	Masc|Nom|Sg	2	subj	_	_
6	zwischen	zwischen	P	APPR	_	5	pp	_	_
7	Ernst	Ernst	N	NE	_|_|Sg	6	pn	1108	1108
8	und	und	K	KON	_	7	kon	_	_
9	Scherz	Scherz	N	NN	Masc|_|Sg	8	cj	1125	1125
10	nur	nur	A	ADV	_	2	adv	_	_
11	ernster	ernst	A	ADJD	Comp|	2	pred	_	_
12	,	,	$	$,	_	0	root	_	_
13	und	und	K	KON	_	0	root	_	_
14	wenn	wenn	K	KOUS	_	0	root	_	_
15	man	man	P	PIS	_|Nom|Sg	0	root	_	_
16	das	die	A	ART	Def|Neut|_|Sg	17	det	_	_
17	Buch	Buch	N	NN	Neut|_|Sg	0	root	_	_
18	eines	eine	A	ART	Indef|Masc|Gen|Sg	19	det	_	_
19	Engländers	Engländer	N	NN	Masc|Gen|Sg	17	gmod	_	_
20	,	,	$	$,	_	0	root	_	_
21	worin	worin	P	PWAV	_	24	pp	_	_
22	dieser	diese	A	PDAT	Masc|Nom|Sg	23	det	1116	1116
23	Wechsel	Wechsel	N	NN	Masc|Nom|Sg	24	subj	1116	1116
24	herrscht	herrschen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
25	,	,	$	$,	_	0	root	_	_
26	beschließt	beschließen	V	VVFIN	_|_|Pres|Ind	0	root	_	_
27	,	,	$	$,	_	0	root	_	_
28	denkt	denken	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
29	man	man	P	PIS	_|Nom|Sg	28	subj	_	_
30	,	,	$	$,	_	0	root	_	_
31	es	es	P	PPER	3|Sg|Neut|Nom	32	subj	_	_
32	sei	sein	V	VAFIN	3|Sg|Pres|Subj	28	s	_	_
33	das	die	A	ART	Def|Neut|Nom|Sg	34	det	_	_
34	Leben.2	Leben.2	N	NN	Neut|Nom|Sg	32	pred	_	_
35	)	)	$	$(	_	0	root	_	_

1	Daher	Daher	P	PROAV	_	2	pp	_	_
2	bringt	bringen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
3	es	es	P	PPER	3|Sg|Neut|Nom	2	subj	_	_
4	den	die	A	ART	Def|_|_|_	5	det	1126	1126
5	Beklagten	Beklagte	N	NN	_|_|_	2	obja	1126	1126
6	öfters	öfters	A	ADV	_	2	adv	_	_
7	auf	auf	P	PTKVZ	_	2	avz	_	_
8	,	,	$	$,	_	0	root	_	_
9	daß	daß	K	KOUS	_	0	root	_	_
10	die	die	A	ART	Def|_|_|Pl	12	det	1468	1468
11	arktischen	arktisch	A	ADJA	Pos|_|_|Pl|Wk|	12	attr	1468	1468
12	Deutschen	Deutsche	N	NN	_|_|Pl	0	root	1468	1468
13	,	,	$	$,	_	0	root	1468	1468
14	gleich	gleich	A	ADJD	Pos|	15	adv	1468	1468
15	Wunden	Wunde	N	NN	_|_|_	12	app	1468	1468
16	,	,	$	$,	_	0	root	_	_
17	in	in	P	APPR	_	0	root	_	_
18	einem	eine	A	ART	Indef|_|Dat|Sg	0	root	_	_
19	fort	fort	A	ADV	_	25	adv	_	_
20	recht	recht	A	ADJD	Pos|	21	adv	_	_
21	warm	warm	A	ADJD	Pos|	25	adv	_	_
22	(	(	$	$(	_	0	root	_	_
23	pathetisch	pathetisch	A	ADJD	Pos|	25	adv	_	_
24	)	)	$	$(	_	0	root	_	_
25	gehalten	halten	V	VVPP	_	26	aux	_	_
26	sein	sein	V	VAINF	_	27	aux	_	_
27	wollen	wollen	V	VMFIN	_|Pl|Pres|_	0	root	_	_
28	von	von	P	APPR	_	25	objp	_	_
29	Autoren	Autor	N	NN	_|_|_	28	pn	_	_
30	.	.	$	$.	_	0	root	_	_

1	Er	er	P	PPER	3|Sg|Masc|Nom	2	subj	1	1
2	erklärt	erklären	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
3	frei	frei	A	ADJD	Pos|	2	adv	_	_
4	,	,	$	$,	_	0	root	_	_
5	eh	eh	A	ADJD	_	7	adv	_	_
6	'	'	$	$(	_	0	root	_	_
7	er	er	P	PPER	3|Sg|Masc|Nom	0	root	1	1
8	das	die	P	PDS	Neut|Nom|Sg	9	subj	_	_
9	täte	tun	V	VVFIN	3|Sg|Past|Subj	0	root	_	_
10	,	,	$	$,	_	0	root	_	_
11	daß	daß	K	KOUS	_	19	konj	_	_
12	er	er	P	PPER	3|Sg|Masc|Nom	19	subj	1	1
13	seine	seine	A	PPOSAT	Neut|_|Pl	14	det	1	1
14	Werke	Werk	N	NN	Neut|_|Pl	19	obja	_	_
15	zu	zu	P	APPR	Dat	19	objp	_	_
16	Zundstricken	Zundstricken	N	NE	Fem|Dat|Pl	15	pn	_	_
17	und	und	K	KON	_	16	kon	_	_
18	Lötröhren	Lötröhre	N	NN	Fem|Dat|Pl	17	cj	_	_
19	machte	machen	V	VVFIN	3|Sg|Past|_	25	objc	_	_
20	,	,	$	$,	_	0	root	_	_
21	um	um	K	KOUI	_	23	konj	_	_
22	Reverberierfeuer	Reverberierfeuer	N	NE	_	23	obja	1127	1127
23	anzuschüren	anschüren	V	VVIZU	_	19	neb	_	_
24	,	,	$	$,	_	0	root	_	_
25	wollt	wollen	V	VMFIN	2|Pl|Pres|Ind	9	kon	_	_
26	'	'	$	$(	_	0	root	_	_
27	er	er	P	PPER	3|Sg|Masc|Nom	0	root	1	1
28	sie	sie	P	PPER	3|_|_|_	0	root	1127	1127
29	lieber	lieb	A	ADJD	Comp|	0	root	_	_
30	zu	zu	P	APPR	Dat	29	pp	_	_
31	Papiersäcken3	Papiersäcken3	N	NE	_|Dat|_	30	pn	_	_
32	)	)	$	$(	_	0	root	_	_
33	kütten	kütten	F	FM	_	0	root	_	_
34	,	,	$	$,	_	0	root	_	_
35	um	um	K	KOUI	_	37	konj	_	_
36	eins	eins	P	PIS	_	37	obja	_	_
37	auszuspritzen	ausspritzen	V	VVIZU	_	0	root	_	_
38	.	.	$	$.	_	0	root	_	_

1	Man	man	P	PIS	_|Nom|Sg	2	subj	_	_
2	scheint	scheinen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
3	auch	auch	A	ADV	_	2	adv	_	_
4	gegnerischerseits	gegnerischerseits	A	ADJD	_	2	adv	_	_
5	ganz	ganz	A	ADV	_	2	adv	_	_
6	und	und	K	KON	_	0	root	_	_
7	gar	gar	A	ADV	_	8	adv	_	_
8	nicht	nicht	P	PTKNEG	_	0	root	_	_
9	daran	daran	P	PROAV	_	0	root	_	_
10	gedacht	denken	V	VVPP	_	12	aux	_	_
11	zu	zu	P	PTKZU	_	12	part	_	_
12	haben	haben	V	VAINF	_	0	root	_	_
13	,	,	$	$,	_	0	root	_	_
14	daß	daß	K	KOUS	_	21	konj	_	_
15	Beklagtens	Beklagtens	N	NE	_|Gen|_	16	gmod	_	_
16	Werke	Werk	N	NN	Neut|Nom|Pl	21	subj	_	_
17	dem	die	A	ART	Def|Neut|Dat|Sg	18	det	_	_
18	Leben	Leben	N	NN	Neut|Dat|Sg	21	objd	_	_
19	der	die	A	ART	Def|Masc|Gen|Pl	20	det	_	_
20	Menschen	Mensch	N	NN	Masc|Gen|Pl	18	gmod	_	_
21	gleichen	gleichen	V	VVFIN	3|Pl|Pres|_	10	objc	_	_
22	,	,	$	$,	_	0	root	_	_
23	dessen	die	A	PRELAT	Masc|Nom|Sg	25	det	_	_
24	schöner	schön	A	ADJA	Pos|Masc|Nom|Sg|St|	25	attr	_	_
25	Wechsel	Wechsel	N	NN	Masc|Nom|Sg	47	subj	_	_
26	mit	mit	P	APPR	Dat	25	pp	_	_
27	schwarzen	schwarz	A	ADJA	Pos|Fem|Dat|Pl|_|	30	attr	_	_
28	und	und	K	KON	_	27	kon	_	_
29	weißen	weiß	A	ADJA	Pos|_|Dat|_|_|	28	cj	_	_
30	Taten	Tat	N	NN	Fem|Dat|Pl	26	pn	_	_
31	auf	auf	P	APPR	Acc	30	pp	_	_
32	eine	eine	A	ART	Indef|Fem|Acc|Sg	34	det	_	_
33	sinnbildliche	sinnbildlich	A	ADJA	Pos|Fem|Acc|Sg|_|	34	attr	_	_
34	Art	Art	N	NN	Fem|Acc|Sg	31	pn	_	_
35	in	in	P	APPR	_	46	pp	_	_
36	den	die	A	ART	Def|_|_|_	37	det	_	_
37	Variationen	Variationen	N	NN	_|_|_	35	pn	_	_
38	der	die	A	ART	Def|Neut|Gen|Pl	39	det	998	998
39	Gesetze	Gesetz	N	NN	Neut|Gen|Pl	37	gmod	998	998
40	auf	auf	P	APPR	_	46	pp	_	_
41	Schwarz	Schwarz	N	NN	Neut|_|Sg	40	pn	1128	1128
42	und	und	K	KON	_	41	kon	_	_
43	Weiß	Weiß	N	NN	Neut|_|Sg	42	cj	_	_
44	so	so	A	ADV	_	45	adv	_	_
45	deutlich	deutlich	A	ADJD	Pos|	46	adv	_	_
46	nachgeahmt	nachahmen	V	VVPP	_	47	aux	_	_
47	wird	werden	V	VAFIN	3|Sg|Pres|Ind	20	rel	_	_
48	,	,	$	$,	_	0	root	_	_
49	daß	daß	K	KOUS	_	53	konj	_	_
50	solche	solche	P	PIS	_|_|_	53	obja	_	_
51	-	-	$	$(	_	0	root	_	_
52	hier	hier	A	ADV	_	53	adv	_	_
53	nistet	nisten	V	VVFIN	3|Sg|Pres|Ind	47	neb	_	_
54	freilich	freilich	A	ADV	_	56	adv	_	_
55	ein	eine	A	ART	Indef|_|Nom|Sg	56	det	_	_
56	Gleichnis	Gleichnis	N	NN	_|Nom|Sg	53	subj	_	_
57	im	in	P	APPRART	Dat	56	pp	_	_
58	andern	andern	A	ADJA	_|_|Dat|_|_	57	pn	_	_
59	-	-	$	$(	_	0	root	_	_
60	dem	die	A	ART	Def|Masc|Dat|Sg	62	det	1129	1129
61	türkischen	türkisch	A	ADJA	Pos|Masc|Dat|Sg|Wk|	62	attr	1129	1129
62	Koran	Koran	N	NN	Masc|Dat|Sg	53	objd	1129	1129
63	nacharten	nacharten	V	VVINF	_	0	root	_	_
64	,	,	$	$,	_	0	root	_	_
65	in	in	P	APPR	Dat	92	pp	_	_
66	dem	die	P	PRELS	_|Dat|Sg	65	pn	1129	1129
67	eine	eine	A	ART	Indef|Fem|_|Sg	68	det	1130	1130
68	Menge	Menge	N	NN	Fem|Nom|Pl	92	subj	1130	1130
69	Stellen	Stelle	N	NN	_|Nom|_	68	app	1130	1130
70	,	,	$	$,	_	0	root	_	_
71	die	die	P	PRELS	_|_|Pl	76	obja	1130	1130
72	der	die	A	ART	Def|Masc|Nom|Sg	73	det	985	985
73	Teufel	Teufel	N	NN	Masc|Nom|Sg	76	subj	985	985
74	dem	die	A	ART	Def|Masc|Dat|Sg	75	det	_	_
75	Propheten	Prophet	N	NN	Masc|Dat|Sg	76	objd	_	_
76	inspirierte	inspirieren	V	VVFIN	3|Sg|Past|_	69	rel	_	_
77	-	-	$	$(	_	0	root	_	_
78	weil	weil	K	KOUS	_	84	konj	_	_
79	ihm	er	P	PPER	3|Sg|_|Dat	84	objd	985	985
80	der	die	A	ART	Def|Masc|Nom|Sg	81	det	1131	1131
81	Engel	Engel	N	NN	Masc|Nom|Sg	84	subj	1131	1131
82	zu	zu	P	PTKA	_	83	adv	_	_
83	eilig	eilig	A	ADJD	Pos|	84	adv	_	_
84	diktierte	diktieren	V	VVFIN	3|Sg|Past|_	92	neb	_	_
85	-	-	$	$(	_	0	root	_	_
86	,	,	$	$,	_	0	root	_	_
87	nach	nach	P	APPR	Dat	92	pp	_	_
88	der	die	A	ART	Def|Fem|Dat|Sg	90	det	_	_
89	muhammedanischen	muhammedanisch	A	ADJA	Pos|Fem|Dat|Sg|Wk|	90	attr	_	_
90	Meinung	Meinung	N	NN	Fem|Dat|Sg	87	pn	_	_
91	eingeschoben	eingeschoben	A	ADJD	Pos|	92	adv	_	_
92	stehen	stehen	V	VVFIN	3|Pl|Pres|_	0	root	_	_
93	,	,	$	$,	_	0	root	_	_
94	die	die	P	PRELS	_|Nom|Pl	97	subj	_	_
95	aber	aber	A	ADV	_	97	adv	_	_
96	nichts	nichts	P	PIS	_|Dat|_	97	objd	_	_
97	schaden	schaden	V	VVFIN	3|Pl|Pres|_	71	rel	_	_
98	,	,	$	$,	_	0	root	_	_
99	weil	weil	K	KOUS	_	0	root	_	_
100	ihm	er	P	PPER	3|Sg|_|Dat	0	root	985	985
101	Gott	Gott	N	NN	Masc|Nom|Sg	107	subj	1133	1133
102	wenige	wenige	A	PIDAT	Fem|_|Pl	103	det	_	_
103	Seiten	Seite	N	NN	Fem|_|Pl	107	obja	_	_
104	darauf	darauf	P	PROAV	_	107	pp	_	_
105	wieder	wieder	A	ADV	_	107	adv	_	_
106	Stellen	Stelle	N	NN	Fem|Dat|Pl	107	objd	1132	1132
107	einflößte	einflößen	V	VVFIN	3|Sg|Past|_	0	root	1132	1132
108	,	,	$	$,	_	0	root	1132	1132
109	die	die	P	PRELS	Fem|Nom|Pl	113	subj	1132	1132
110	jenen	jene	A	PDAT	_|_|_	111	det	_	_
111	obigen	obig	A	ADJA	_|_|_	113	objd	_	_
112	hinlänglich	hinlänglich	A	ADJD	Pos|	113	adv	_	_
113	widersprechen	widersprechen	V	VVFIN	3|Pl|Pres|_	106	rel	_	_
114	.	.	$	$.	_	0	root	_	_

1	In	in	P	APPR	Dat	7	pp	_	_
2	unsern	unsre	A	PPOSAT	_|Dat|Pl	6	det	1134	1134
3	Gesetz-	Gesetz-	T	TRUNC	_	6	attr	_	_
4	und	und	K	KON	_	3	kon	_	_
5	andern	andern	A	ADJA	_	4	cj	_	_
6	Büchern	Buch	N	NN	_|Dat|Pl	1	pn	_	_
7	arbeitet	arbeiten	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
8	oft	oft	A	ADV	_	7	adv	_	_
9	der	die	A	ART	Def|Masc|Nom|Sg	10	det	985	985
10	Teufel	Teufel	N	NN	Masc|Nom|Sg	7	subj	985	985
11	erst	erst	A	ADV	_	7	adv	_	_
12	hinter	hinter	P	APPR	_	7	pp	_	_
13	Gott	Gott	N	NN	Masc|_|Sg	12	pn	1133	1133
14	und	und	K	KON	_	7	kon	_	_
15	schreibt	schreiben	V	VVFIN	_|_|Pres|Ind	14	cj	_	_
16	als	als	K	KOKOM	_	15	kom	_	_
17	Beklagter	Beklagte	N	NN	_|_|_	16	cj	1106	1106
18	den	die	A	ART	Def|Masc|Acc|Sg	20	det	_	_
