1	O	O	N	NN	Neut|_|_	0	root	1063	1063
10	meine	meine	A	PPOSAT	Fem|Nom|Sg	11	det	1263	1263
11	Wohnung	Wohnung	N	NN	Fem|Nom|Sg	15	subj	_	_
12	mit	mit	P	APPR	Dat	15	pp	_	_
13	mir	ich	P	PPER	1|Sg|_|Dat	12	pn	1263	1263
14	selber	selber	A	ADV	_	13	adv	_	_
15	wuchs	wachsen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
16	,	,	$	$,	_	0	root	_	_
17	und	und	K	KON	_	0	root	_	_
18	wie	wie	P	PWAV	_	19	adv	_	_
19	schnell	schnell	A	ADJD	Pos|	17	cj	_	_
20	dazu	dazu	P	PROAV	_	19	pp	_	_
21	-	-	$	$(	_	0	root	_	_
22	denn	denn	K	KON	_	0	root	_	_
23	im	in	P	APPRART	Dat	26	pp	_	_
24	ersten	erst	A	ADJA	_|Masc|Dat|Sg|Wk|	25	attr	_	_
25	Monat	Monat	N	NN	Masc|Dat|Sg	23	pn	_	_
26	bewohnt	bewohnen	V	VVFIN	_|_|Pres|Ind	22	cj	_	_
27	'	'	$	$(	_	0	root	_	_
28	ich	ich	P	PPER	1|Sg|_|Nom	0	root	1263	1263
29	nur	nur	A	ADV	_	31	adv	_	_
30	ein	eine	A	ART	Indef|Neut|_|Sg	31	det	_	_
31	Grasmücken-Ei	Grasmücken-Ei	N	NN	Neut|_|Sg	0	root	_	_
32	,	,	$	$,	_	0	root	_	_
33	woraus	woraus	P	PWAV	_	41	pp	_	_
34	ich	ich	P	PPER	1|Sg|_|Nom	41	subj	1263	1263
35	mich	ich	P	PRF	1|Sg|Acc	41	obja	_	_
36	im	in	P	APPRART	Dat	41	pp	_	_
37	zweiten	zweit	A	ADJA	_|_|Dat|_|_|	36	pn	_	_
38	in	in	P	APPR	Acc	41	pp	_	_
39	ein	eine	A	ART	Indef|Neut|Acc|Sg	40	det	_	_
40	Gans-Ei	Gans-Ei	N	NN	Neut|Acc|Sg	38	pn	_	_
41	erhob	erheben	V	VVFIN	1|Sg|Past|Ind	0	root	_	_
42	,	,	$	$,	_	0	root	_	_
43	bis	bis	K	KOUS	_	49	konj	_	_
44	ich	ich	P	PPER	1|Sg|_|Nom	49	subj	1263	1263
45	im	in	P	APPRART	Dat	49	pp	_	_
46	dritten	dritt	A	ADJA	_|_|Dat|_|_|	45	pn	_	_
47	ein	eine	A	ART	Indef|Neut|_|Sg	48	det	_	_
48	Straußen-Ei	Straußen-Ei	N	NN	Neut|_|Sg	49	obja	_	_
49	bezog	beziehen	V	VVFIN	1|Sg|Past|Ind	41	neb	_	_
50	-	-	$	$(	_	0	root	_	_
51	:	\:	$	$.	_	0	root	_	_
52	so	so	A	ADV	_	53	adv	_	_
53	muß	müssen	V	VMFIN	3|Sg|Pres|Ind	0	root	_	_
54	wohl	wohl	A	ADV	_	53	adv	_	_
55	ein	eine	A	ART	Indef|Masc|Nom|Sg	56	det	1264	1264
56	Fötus	Fötus	N	NN	Masc|Nom|Sg	53	subj	1264	1264
57	,	,	$	$,	_	0	root	_	_
58	wenn	wenn	K	KOUS	_	61	konj	_	_
59	er	er	P	PPER	3|Sg|Masc|Nom	61	subj	1264	1264
60	denken	denken	V	VVINF	_	61	aux	_	_
61	kann	können	V	VMFIN	3|Sg|Pres|Ind	53	neb	_	_
62	,	,	$	$,	_	0	root	_	_
63	sich	sie	P	PRF	3|_|_	0	root	_	_
64	in	in	P	APPR	Acc	0	root	_	_
65	den	die	A	ART	Def|Masc|Acc|Sg	66	det	260	260
66	Kopf	Kopf	N	NN	Masc|Acc|Sg	64	pn	260	260
67	setzen	setzen	V	VVINF	_	0	root	_	_
68	,	,	$	$,	_	0	root	_	_
69	er	er	P	PPER	3|Sg|Masc|Nom	70	subj	1264	1264
70	werde	werden	V	VAFIN	3|Sg|Pres|Subj	0	root	_	_
71	künftig	künftig	A	ADJD	Pos|	78	adv	_	_
72	von	von	P	APPR	Dat	78	pp	_	_
73	Schlössern	Schloss	N	NN	Neut|Dat|Pl	72	pn	_	_
74	und	und	K	KON	_	72	kon	_	_
75	endlich	endlich	A	ADJD	Pos|	74	cj	_	_
76	in	in	P	APPR	Acc	78	objp	_	_
77	Äther-Schlösser	Äther-Schloss	N	NN	Neut|Acc|Pl	76	pn	_	_
78	ziehen	ziehen	V	VVINF	_	70	aux	_	_
79	und	und	K	KON	_	0	root	_	_
80	von	von	P	APPR	_	86	pp	_	_
81	der	die	A	ART	Def|Fem|_|Sg	82	det	_	_
82	Beckenhöhle	Beckenhöhle	N	NN	Fem|_|Sg	80	pn	_	_
83	in	in	P	APPR	_	82	pp	_	_
84	Dido	Dido	N	NN	_|_|_	83	pn	_	_
85	'	'	$	$(	_	0	root	_	_
86	s	s	P	PPER	Fem|_|Sg	79	cj	_	_
87	Höhle	Höhle	N	NN	Fem|_|Sg	86	app	_	_
88	,	,	$	$,	_	0	root	_	_
89	in	in	P	APPR	_	87	pp	_	_
90	Rosenmüllers	Rosenmüller	N	NN	Masc|Gen|Sg	91	gmod	_	_
91	Höhle	Höhle	N	NN	Fem|_|Sg	89	pn	_	_
92	bei	bei	P	APPR	Dat	91	pp	_	_
93	Muggendorf	Muggendorf	N	NN	Neut|Dat|Sg	92	pn	_	_
94	und	und	K	KON	_	92	kon	_	_
95	in	in	P	APPR	Acc	94	cj	_	_
96	die	die	A	ART	Def|Fem|Acc|Sg	97	det	_	_
97	Höhle	Höhle	N	NN	Fem|Acc|Sg	95	pn	_	_
98	des	die	A	ART	Def|_|Gen|Sg	99	det	_	_
99	Montesimos	Montesimos	N	NN	_|Gen|Sg	97	gmod	_	_
100	,	,	$	$,	_	0	root	_	_
101	wenn	wenn	K	KOUS	_	106	konj	_	_
102	er	er	P	PPER	3|Sg|Masc|Nom	106	subj	1264	1264
103	nicht	nicht	P	PTKNEG	_	106	adv	_	_
104	gar	gar	A	ADV	_	106	adv	_	_
105	sich	sie	P	PRF	3|_|Dat	106	objd	_	_
106	schmeichelt	schmeicheln	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
107	,	,	$	$,	_	0	root	_	_
108	als	als	K	KOKOM	_	111	kom	_	_
109	Weltseele	Weltseele	N	NN	Fem|_|Sg	108	cj	_	_
110	das	die	A	ART	Def|Neut|_|Sg	111	det	_	_
111	Orpheus-Ei	Orpheus-Ei	N	NN	Neut|_|Sg	115	obja	_	_
112	der	die	A	ART	Def|Fem|Gen|Sg	113	det	55	55
113	Welt	Welt	N	NN	Fem|Gen|Sg	111	gmod	55	55
114	zu	zu	P	PTKZU	_	115	part	_	_
115	beseelen	beseelen	V	VVINF	_	106	obji	_	_
116	.	.	$	$.	_	0	root	_	_

1	Ein	ein	A	ART	Indef|Masc|Nom|Sg	2	det	1265	1265
2	Irrtum	Irrtum	N	NN	Masc|Nom|Sg	0	root	1265	1265
3	,	,	$	$,	_	0	root	1265	1265
4	der	die	P	PRELS	Masc|Nom|Sg	8	subj	1265	1265
5	eben	eben	A	ADV	_	8	adv	_	_
6	so	so	A	ADV	_	7	adv	_	_
7	verzeihlich	verzeihlich	A	ADJD	_	8	pred	_	_
8	ist	sein	V	VAFIN	3|Sg|Pres|Ind	2	rel	_	_
9	,	,	$	$,	_	0	root	_	_
10	als	als	K	KOKOM	_	0	root	_	_
11	wenn	wenn	K	KOUS	_	14	konj	_	_
12	der	die	A	ART	Def|Masc|Nom|Sg	13	det	1246	1246
13	Fötus	Fötus	N	NN	Masc|Nom|Sg	14	subj	1246	1246
14	voraussetzt	voraussetzen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
15	,	,	$	$,	_	0	root	_	_
16	daß	daß	K	KOUS	_	0	root	_	_
17	er	er	P	PPER	3|Sg|Masc|Nom	0	root	1246	1246
18	einmal	einmal	A	ADV	_	17	adv	_	_
19	,	,	$	$,	_	0	root	_	_
20	weil	weil	K	KOUS	_	26	konj	_	_
21	er	er	P	PPER	3|Sg|Masc|Nom	26	subj	1246	1246
22	neun	neun	C	CARD	_	23	attr	_	_
23	Monate	Monat	N	NN	Masc|Acc|Pl	24	pn	_	_
24	lang	lang	P	APPO	Acc	26	pp	_	_
25	Schwimm-Stunden	Schwimm-Stunde	N	NN	_|_|_	26	obja	_	_
26	nimmt	nehmen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
27	,	,	$	$,	_	0	root	_	_
28	als	als	K	KOUS	_	33	konj	_	_
29	der	die	A	ART	Def|Masc|Nom|Sg	31	det	_	_
30	ausgelernteste	ausgelernt	A	ADJA	Sup|Masc|Nom|Sg|Wk|	31	attr	_	_
31	Schwimmer	Schwimmer	N	NN	Masc|Nom|Sg	33	subj	_	_
32	kursieren	kursieren	V	VVINF	_	33	aux	_	_
33	werde	werden	V	VAFIN	3|Sg|Pres|Subj	26	neb	_	_
34	,	,	$	$,	_	0	root	_	_
35	und	und	K	KON	_	0	root	_	_
36	zwar	zwar	A	ADV	_	35	cj	_	_
37	,	,	$	$,	_	0	root	_	_
38	zufolge	zufolge	P	APPO	Dat	0	root	_	_
39	des	die	A	ART	Def|_|Gen|Sg	0	root	_	_
40	crescendo	crescendo	A	ADV	_	41	adv	_	_
41	im	in	P	APPRART	Dat	0	root	_	_
42	Wachsen	Wachs	N	NN	_|Dat|_	41	pn	1266	1266
43	,	,	$	$,	_	0	root	_	_
44	als	als	K	KOKOM	_	0	root	_	_
45	Walfisch	Walfisch	N	NN	Masc|_|Sg	44	cj	1267	1267
46	.	.	$	$.	_	0	root	_	_

1	-	-	$	$(	_	0	root	_	_
2	Im	in	P	APPRART	Dat	5	pp	_	_
3	vierten	viert	A	ADJA	_|Masc|Dat|Sg|Wk|	4	attr	_	_
4	Monat	Monat	N	NN	Masc|Dat|Sg	2	pn	_	_
5	zahnt	zahnen	V	VVFIN	_|_|Pres|Ind	0	root	_	_
6	'	'	$	$(	_	0	root	_	_
7	ich	ich	P	PPER	1|Sg|_|Nom	0	root	1263	1263
8	schon	schon	A	ADV	_	7	adv	_	_
9	;	;	$	$.	_	0	root	_	_
10	-	-	$	$(	_	0	root	_	_
11	ob	ob	K	KOUS	_	27	konj	_	_
12	es	es	P	PPER	3|Sg|Neut|Nom	27	subj	_	_
13	mir	ich	P	PPER	1|Sg|_|Dat	27	objd	1263	1263
14	gleich	gleich	A	ADJD	Pos|	27	adv	_	_
15	weder	weder	K	KON	_	16	kon	_	_
16	bei	bei	P	APPR	Dat	27	pp	_	_
17	meiner	meine	A	PPOSAT	Fem|Dat|Sg	19	det	1263	1263
18	flüssigen	flüssig	A	ADJA	Pos|Fem|Dat|Sg|Wk|	19	attr	_	_
19	Kost	Kost	N	NN	Fem|Dat|Sg	16	pn	_	_
20	,	,	$	$,	_	0	root	_	_
21	noch	noch	K	KON	_	16	kon	_	_
22	draußen	draußen	A	ADV	_	21	cj	_	_
23	auf	auf	P	APPR	Dat	27	pp	_	_
24	der	die	A	ART	Def|Fem|Dat|Sg	25	det	55	55
25	Welt	Welt	N	NN	Fem|Dat|Sg	23	pn	55	55
26	viel	viel	A	ADV	_	27	adv	_	_
27	half	helfen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
28	,	,	$	$,	_	0	root	_	_
29	weil	weil	K	KOUS	_	0	root	_	_
30	die	die	A	ART	Def|Masc|_|Pl	31	det	1268	1268
31	Zähne	Zahn	N	NN	Masc|_|Pl	0	root	1268	1268
32	ihr	ihre	A	PPOSAT	Neut|_|Sg	34	det	55	55
33	eignes	eignes	A	ADJA	_|Neut|_|Sg|_	34	attr	_	_
34	Zahnfleisch	Zahnfleisch	N	NN	Neut|_|Sg	0	root	_	_
35	zuerst	zuerst	A	ADV	_	34	adv	_	_
36	käuen	käuen	A	ADJD	_	0	root	_	_
37	und	und	K	KON	_	0	root	_	_
38	zerreißen	zerreißen	V	VVINF	_	39	aux	_	_
39	mußten	müssen	V	VMFIN	_|Pl|Past|Ind	37	cj	_	_
40	.	.	$	$.	_	0	root	_	_

1	Auch	auch	A	ADV	_	2	adv	_	_
2	mit	mit	P	APPR	Dat	4	objp	_	_
3	Gehörknochen	Gehörknochen	N	NN	Masc|Dat|_	2	pn	1269	1269
4	versah	versehen	V	VVFIN	1|Sg|Past|Ind	0	root	_	_
5	ich	ich	P	PPER	1|Sg|_|Nom	4	subj	1263	1263
6	mich	ich	P	PRF	1|Sg|Acc	4	obja	_	_
7	,	,	$	$,	_	0	root	_	_
8	wiewohl	wiewohl	K	KOUS	_	14	konj	_	_
9	noch	noch	A	ADV	_	13	adv	_	_
10	keine	keine	A	PIAT	Neut|Nom|Pl	11	det	_	_
11	Kollegien	Kolleg	N	NN	Neut|Nom|Pl	14	subj	_	_
12	zu	zu	P	PTKZU	_	13	part	_	_
13	hören	hören	V	VVINF	_	14	aux	_	_
14	waren	sein	V	VAFIN	3|Pl|Past|Ind	4	neb	_	_
15	,	,	$	$,	_	0	root	_	_
16	desgleichen	desgleich	A	ADJA	Pos|_|_|_|_|	0	root	_	_
17	mit	mit	P	APPR	Dat	0	root	_	_
18	einer	eine	A	ART	Indef|Fem|Dat|Sg	20	det	_	_
19	großen	groß	A	ADJA	Pos|Fem|Dat|Sg|Wk|	20	attr	_	_
20	Gallenblase	Gallenblase	N	NN	Fem|Dat|Sg	17	pn	_	_
21	,	,	$	$,	_	0	root	_	_
22	als	als	K	KOKOM	_	23	konj	_	_
23	hätt	hätt	V	VVFIN	_	0	root	_	_
24	'	'	$	$(	_	0	root	_	_
25	ich	ich	P	PPER	1|Sg|_|Nom	26	subj	1263	1263
26	vorausgesehen	voraussehen	V	VVPP	_	23	neb	_	_
27	,	,	$	$,	_	0	root	_	_
28	daß	daß	K	KOUS	_	34	konj	_	_
29	ich	ich	P	PPER	1|Sg|_|Nom	34	subj	1263	1263
30	in	in	P	APPR	Acc	33	objp	_	_
31	eine	eine	A	ART	Indef|Fem|Acc|Sg	32	det	_	_
32	Welt	Welt	N	NN	Fem|Acc|Sg	30	pn	_	_
33	kommen	kommen	V	VVINF	_	34	aux	_	_
34	würde	werden	V	VAFIN	1|Sg|Past|Subj	26	objc	_	_
35	,	,	$	$,	_	0	root	_	_
36	wo	wo	P	PWAV	_	0	root	_	_
37	die	die	A	ART	Def|Fem|_|Sg	38	det	_	_
38	Ergießung	Ergießung	N	NN	Fem|_|Sg	0	root	_	_
39	derselben	dieselbe	A	PDAT	_|_|_	0	root	_	_
40	noch	noch	A	ADV	_	42	adv	_	_
41	zweckmäßiger	zweckmäßig	A	ADJD	Comp|	42	pred	_	_
42	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
43	als	als	K	KOKOM	_	42	kom	_	_
44	die	die	P	PDS	_|_|_	43	cj	_	_
45	des	die	A	ART	Def|Neut|Gen|Sg	46	det	822	822
46	Herzens	Herzen	N	NN	Neut|Gen|Sg	44	gmod	822	822
47	.	.	$	$.	_	0	root	_	_

1	Indessen	Indessen	A	ADV	_	2	adv	_	_
2	wurde	werden	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
3	meine	meine	A	PPOSAT	Fem|Nom|Sg	4	det	1263	1263
4	Sehnsucht	Sehnsucht	N	NN	Fem|Nom|Sg	2	subj	1271	1271
5	nach	nach	P	APPR	Dat	4	pp	1271	1271
6	der	die	A	ART	Def|Fem|Dat|Sg	8	det	1271	1271
7	dummen	dumm	A	ADJA	Pos|Fem|Dat|Sg|Wk|	8	attr	1271	1271
8	Erde	Erde	N	NN	Fem|Dat|Sg	5	pn	1271	1271
9	,	,	$	$,	_	0	root	_	_
10	worauf	worauf	P	PWAV	_	19	pp	_	_
11	man	man	P	PIS	_|Nom|Sg	19	subj	_	_
12	nur	nur	A	ADV	_	19	adv	_	_
13	ein	eine	A	ART	Indef|Masc|Nom|Sg	14	det	_	_
14	Köter	Köter	N	NN	Masc|Nom|Sg	19	pred	_	_
15	oder	oder	K	KON	_	14	kon	_	_
16	Kotsasse	Kotsasse	N	NN	_|Nom|Sg	15	cj	_	_
17	des	die	A	ART	Def|Neut|Gen|Sg	18	det	1270	1270
18	Universums	Universum	N	NN	Neut|Gen|Sg	14	gmod	1270	1270
19	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
20	,	,	$	$,	_	0	root	_	_
21	immer	immer	A	ADV	_	22	adv	_	_
22	heftiger	heftig	A	ADJD	Comp|	0	root	_	_
23	,	,	$	$,	_	0	root	_	_
24	so	so	A	ADV	_	25	konj	_	_
25	daß	daß	K	KOUS	_	0	root	_	_
26	ich4	ich4	F	FM	_	0	root	_	_
27	)	)	$	$(	_	0	root	_	_
28	mich	ich	P	PPER	1|Sg|_|Acc	33	obja	1263	1263
29	deshalb	deshalb	P	PROAV	_	33	pp	_	_
30	auf	auf	P	APPR	Acc	33	objp	_	_
31	den	die	A	ART	Def|Masc|Acc|Sg	32	det	260	260
32	Kopf	Kopf	N	NN	Masc|Acc|Sg	30	pn	260	260
33	stellte	stellen	V	VVFIN	_|Sg|Past|_	0	root	_	_
34	,	,	$	$,	_	0	root	_	_
35	teils	teils	A	ADV	_	43	adv	_	_
36	um	um	P	APPR	Acc	43	pp	_	_
37	meine	meine	A	PPOSAT	Neut|Acc|Pl	39	det	1263	1263
38	alten	alt	A	ADJA	Pos|Neut|Acc|Pl|Wk|	39	attr	_	_
39	Verhältnisse	Verhältnis	N	NN	Neut|Acc|Pl	36	pn	_	_
40	mit	mit	P	APPR	Dat	43	pp	_	_
41	dem	die	A	ART	Def|Masc|Dat|Sg	42	det	_	_
42	H.	H.	N	NN	Masc|Dat|Sg	40	pn	_	_
43	anzusehen	ansehen	V	VVIZU	_	33	subjc	_	_
44	,	,	$	$,	_	0	root	_	_
45	teils	teils	A	ADV	_	0	root	_	_
46	um	um	K	KOUI	_	48	konj	_	_
47	zu	zu	P	PTKZU	_	48	part	_	_
48	beweisen	beweisen	V	VVINF	_	0	root	_	_
49	,	,	$	$,	_	0	root	_	_
50	daß	daß	K	KOUS	_	60	konj	_	_
51	ich	ich	P	PPER	1|Sg|_|Nom	60	subj	1263	1263
52	auf	auf	P	APPR	Dat	59	objp	_	_
53	meinem	meine	A	PPOSAT	Masc|Dat|Sg	54	det	1263	1263
54	Kopfe	Kopf	N	NN	Masc|Dat|Sg	52	pn	_	_
55	(	(	$	$(	_	0	root	_	_
56	Monate	Monat	N	NN	Masc|Acc|Pl	57	pn	_	_
57	lang	lang	P	APPO	Acc	54	pp	_	_
58	)	)	$	$(	_	0	root	_	_
59	bestehen	bestehen	V	VVINF	_	60	aux	_	_
60	könnte	können	V	VMFIN	1|Sg|Past|Subj	48	objc	_	_
61	,	,	$	$,	_	0	root	_	_
62	teils	teils	A	ADV	_	0	root	_	_
63	um	um	K	KOUI	_	0	root	_	_
64	der	die	A	ART	Def|Fem|Dat|Sg	66	det	_	_
65	vornehmen	vornehm	A	ADJA	Pos|Fem|Dat|Sg|Wk|	66	attr	_	_
66	Erdenwelt	Erdenwelt	N	NN	Fem|Dat|Sg	72	objd	_	_
67	(	(	$	$(	_	0	root	_	_
68	wofür	wofür	P	PWAV	_	72	objp	_	_
69	ich	ich	P	PPER	1|Sg|_|Nom	72	subj	1263	1263
70	sie	sie	P	PPER	3|_|_|_	72	obja	1271	1271
71	noch	noch	A	ADV	_	72	adv	_	_
72	hielt	halten	V	VVFIN	1|Sg|Past|Ind	0	root	_	_
73	)	)	$	$(	_	0	root	_	_
74	mich	ich	P	PPER	1|Sg|_|Acc	85	obja	1272	1272
75	bei	bei	P	APPR	Dat	85	pp	_	_
76	dem	die	A	ART	Def|Masc|Dat|Sg	77	det	_	_
77	Eintritte	Eintritt	N	NN	Masc|Dat|Sg	75	pn	_	_
78	von	von	P	APPR	_	77	pp	_	_
79	der	die	A	ART	Def|Fem|_|Sg	83	det	_	_
80	höflichsten	höflich	A	ADJA	Sup|Fem|_|Sg|Wk|	83	attr	_	_
81	und	und	K	KON	_	80	kon	_	_
82	wichtigsten	wichtig	A	ADJA	Sup|_|_|_|_|	81	cj	_	_
83	Seite	Seite	N	NN	Fem|_|Sg	78	pn	_	_
84	zu	zu	P	PTKZU	_	85	part	_	_
85	empfehlen	empfehlen	V	VVINF	_	72	obji	_	_
86	,	,	$	$,	_	0	root	_	_
87	indem	indem	K	KOUS	_	94	konj	_	_
88	ich	ich	P	PPER	1|Sg|_|Nom	94	subj	1272	1272
89	den	die	A	ART	Def|Masc|Acc|Sg	90	det	_	_
90	Gesellschaftsalon	Gesellschaftsalon	N	NN	Masc|Acc|Sg	94	obja	_	_
91	mit	mit	P	APPR	Dat	94	pp	_	_
92	dem	die	A	ART	Def|Masc|Dat|Sg	93	det	260	260
93	Kopf	Kopf	N	NN	Masc|Dat|Sg	91	pn	260	260
94	einträte	eintreten	V	VVFIN	1|Sg|Past|Subj	85	neb	_	_
95	.	.	$	$.	_	0	root	_	_

1	In	in	P	APPR	Dat	4	pp	_	_
2	der	die	A	ART	Def|Fem|Dat|Sg	3	det	385	385
3	Tat	Tat	N	NN	Fem|Dat|Sg	1	pn	385	385
4	wird	werden	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
5	Fötibus	Fötibus	N	NE	Fem|Nom|Sg	4	subj	1294	1294
6	,	,	$	$,	_	0	root	1294	1294
7	die	die	P	PRELS	_|Nom|Pl	20	subj	1294	1294
8	der	die	A	ART	Def|Fem|Dat|Sg	9	det	55	55
9	Welt	Welt	N	NN	Fem|Dat|Sg	20	objd	55	55
10	aus	aus	P	APPR	Dat	20	objp	_	_
11	Mangel	Mangel	N	NN	_|Dat|Sg	10	pn	_	_
12	an	an	P	APPR	_	11	pp	_	_
13	Welt	Welt	N	NN	Fem|_|Sg	12	pn	_	_
14	zuerst	zuerst	A	ADV	_	20	adv	_	_
15	den	die	A	ART	Def|Masc|Acc|Sg	16	det	_	_
16	H.	H.	N	NN	Masc|Acc|Sg	20	obja	_	_
17	oder	oder	K	KON	_	16	kon	_	_
18	die	die	A	ART	Def|Fem|Acc|Pl	19	det	_	_
19	Fersen	Ferse	N	NN	Fem|Acc|Pl	17	cj	_	_
20	weisen	weisen	V	VVFIN	3|Pl|Pres|_	5	rel	_	_
21	,	,	$	$,	_	0	root	_	_
22	die	die	A	ART	Def|Fem|Nom|Sg	24	det	_	_
23	schlechte	schlecht	A	ADJA	Pos|Fem|Nom|Sg|_|	24	attr	_	_
24	Lebens-Art	Lebens-Art	N	NN	Fem|Nom|Sg	5	app	_	_
25	schon	schon	A	ADV	_	26	adv	_	_
26	von	von	P	APPR	_	24	pp	_	_
27	Hebammen	Hebamme	N	NN	_|_|Pl	26	pn	_	_
28	,	,	$	$,	_	0	root	_	_
29	diese	diese	A	PDAT	Fem|Nom|Pl	30	det	_	_
30	Türsteherinnen	Türsteherin	N	NN	Fem|Nom|Pl	4	pred	_	_
31	des	die	A	ART	Def|Neut|Gen|Sg	32	det	_	_
32	Lebens	Leben	N	NN	Neut|Gen|Sg	30	gmod	_	_
33	(	(	$	$(	_	0	root	_	_
34	portières	portières	N	NE	Neut|Gen|Sg	32	app	_	_
35	)	)	$	$(	_	0	root	_	_
36	,	,	$	$,	_	0	root	_	_
37	grob	grob	A	ADJD	Pos|	38	adv	_	_
38	genug	genug	A	PIAT	Fem|Nom|Pl	39	det	_	_
39	eingetränkt	eingetränkt	N	NN	Fem|Nom|Pl	30	app	_	_
40	.	.	$	$.	_	0	root	_	_

1	Ich	ich	P	PPER	1|Sg|_|Nom	2	subj	1272	1272
2	tat	tun	V	VVFIN	1|Sg|Past|Ind	0	root	_	_
3	natürlich	natürlich	A	ADJD	Pos|	2	adv	_	_
4	,	,	$	$,	_	0	root	_	_
5	was	was	P	PWS	Neut|_|Sg	7	obja	_	_
6	ich	ich	P	PPER	1|Sg|_|Nom	7	subj	1272	1272
7	konnte	können	V	VMFIN	1|Sg|Past|Ind	2	rel	_	_
8	;	;	$	$.	_	0	root	_	_
9	die	die	A	ART	Def|Fem|_|Sg	11	det	1273	1273
10	neue	neu	A	ADJA	Pos|Fem|_|Sg|_|	11	attr	1273	1273
11	Welt	Welt	N	NN	Fem|_|Sg	0	root	1273	1273
12	,	,	$	$,	_	0	root	1273	1273
13	in	in	P	APPR	Acc	22	pp	1273	1273
14	die	die	P	PRELS	Fem|Acc|Sg	13	pn	1273	1273
15	ich	ich	P	PPER	1|Sg|_|Nom	23	subj	1272	1272
16	auf	auf	P	APPR	Dat	22	pp	_	_
17	meiner	meine	A	PPOSAT	Fem|Dat|Sg	18	det	1272	1272
18	Höllenfahrt	Höllenfahrt	N	NN	Fem|Dat|Sg	16	pn	_	_
19	wie	wie	K	KOKOM	_	22	kom	_	_
20	Vespuzius	Vespuzius	N	NE	_	19	cj	_	_
21	Amerikus	Amerikus	N	NE	_	20	app	_	_
22	fahren	fahren	V	VVINF	_	23	aux	_	_
23	wollte	wollen	V	VMFIN	1|Sg|Past|_	11	rel	_	_
24	,	,	$	$,	_	0	root	_	_
25	schimmerte	schimmern	V	VVFIN	_|Sg|Past|_	23	kon	_	_
26	und	und	K	KON	_	25	kon	_	_
27	spornte	spornen	V	VVFIN	_|Sg|Past|_	26	cj	_	_
28	mich	ich	P	PRF	1|Sg|Acc	27	obja	_	_
29	unglaublich	unglaublich	A	ADJD	Pos|	27	adv	_	_
30	an	an	P	PTKVZ	_	27	avz	_	_
31	.	.	$	$.	_	0	root	_	_

1	-	-	$	$(	_	0	root	_	_
2	Ich	ich	P	PPER	1|Sg|_|Nom	3	subj	1272	1272
3	durfte	dürfen	V	VMFIN	1|Sg|Past|Ind	0	root	_	_
4	,	,	$	$,	_	0	root	_	_
5	wie	wie	K	KOKOM	_	3	par	_	_
6	gesagt	sagen	V	VVPP	_	5	cj	_	_
7	,	,	$	$,	_	0	root	_	_
8	auf	auf	P	APPR	Dat	3	pp	_	_
9	Progressen	Progress	N	NN	Masc|Dat|Pl	8	pn	_	_
10	rechnen	rechnen	V	VVINF	_	0	root	_	_
11	und	und	K	KON	_	0	root	_	_
12	zum	zu	P	APPRART	Dat	14	pp	_	_
13	wenigsten	wenigste	P	PIS	_|Dat|_	12	pn	_	_
14	annehmen	annehmen	V	VVFIN	_|Pl|Pres|_	0	root	_	_
15	,	,	$	$,	_	0	root	_	_
16	ich	ich	P	PPER	1|Sg|_|Nom	17	subj	1272	1272
17	würde	werden	V	VAFIN	1|Sg|Past|Subj	14	kon	_	_
18	dem	die	A	ART	Def|Masc|Dat|Sg	19	det	461	461
19	Leibe	Leib	N	NN	Masc|Dat|Sg	17	objd	461	461
20	nach	nach	P	APPR	Dat	17	pp	_	_
21	so	so	A	ADV	_	22	adv	_	_
22	etwas	etwas	P	PIS	_|Dat|_	20	pn	_	_
23	von	von	P	APPR	Dat	17	pp	_	_
24	Heidelberger	Heidelberger	A	ADJA	Pos|Neut|Dat|Sg|_|	25	attr	_	_
25	Faß	Faß	N	NN	Neut|Dat|Sg	23	pn	_	_
26	und	und	K	KON	_	25	kon	_	_
27	Erfurter	Erfurter	A	ADJA	Pos|Fem|Dat|Sg|_|	28	attr	_	_
28	Glocke	Glocke	N	NN	Fem|Dat|Sg	26	cj	_	_
29	im	in	P	APPRART	Dat	17	pp	_	_
30	Kleinen	Kleine	N	NN	_|Dat|_	29	pn	1274	1274
31	,	,	$	$,	_	0	root	_	_
32	und	und	K	KON	_	0	root	_	_
33	dem	die	A	ART	Def|Masc|Dat|Sg	34	det	_	_
34	Geiste	Geist	N	NN	Masc|Dat|Sg	32	cj	_	_
35	nach	nach	P	APPR	Dat	34	pp	_	_
36	das	die	A	ART	Def|Neut|_|Sg	37	det	_	_
37	große	groß	A	ADJA	Neut|_|Sg	35	pn	_	_
38	,	,	$	$,	_	0	root	_	_
39	den	die	A	ART	Def|Masc|Acc|Sg	40	det	_	_
