1	Leibgeber	Leibgeber	N	NN	Masc|_|_	0	root	183	183
17	hinaus	hinaus	P	PTKVZ	_	0	root	_	_
18	und	und	K	KON	_	0	root	_	_
19	bin	sein	V	VAFIN	1|Sg|Pres|Ind	18	cj	_	_
20	mir	ich	P	PRF	1|Sg|Dat	19	objd	_	_
21	eines	eine	A	ART	Indef|_|Gen|Sg	23	det	_	_
22	erlegten	erlegt	A	ADJA	Pos|_|Gen|Sg|_|	23	attr	_	_
23	Rehbockes	Rehbock	N	NN	_|Gen|Sg	19	objg	_	_
24	im	in	P	APPRART	Dat	19	pp	_	_
25	Harzwald	Harzwald	N	NN	Masc|Dat|Sg	24	pn	_	_
26	gewärtig	gewärtig	N	NE	_|Nom|_	19	pred	_	_
27	?	?	$	$.	_	0	root	_	_

1	Denn	denn	K	KON	_	0	root	_	_
2	kein	keine	A	PIAT	_|Nom|Sg	3	det	_	_
3	Mensch	Mensch	N	NN	_|Nom|Sg	4	subj	_	_
4	kann	können	V	VMFIN	3|Sg|Pres|Ind	1	cj	_	_
5	mir	ich	P	PPER	1|Sg|_|Dat	8	objd	283	283
6	ja	ja	A	ADV	_	8	adv	_	_
7	dafür	dafür	P	PROAV	_	8	objp	_	_
8	haften	haften	V	VVINF	_	4	aux	_	_
9	,	,	$	$,	_	0	root	_	_
10	daß	daß	K	KOUS	_	24	konj	_	_
11	ich	ich	P	PPER	1|Sg|_|Nom	24	subj	289	289
12	nicht	nicht	P	PTKNEG	_	24	adv	_	_
13	meinen	meine	A	PPOSAT	Masc|_|Sg	14	det	289	289
14	Traum	Traum	N	NN	Masc|_|Sg	24	obja	_	_
15	des	die	A	ART	Def|Neut|Gen|Sg	16	det	_	_
16	Fütterns	Füttern	N	NN	Neut|Gen|Sg	14	gmod	_	_
17	und	und	K	KON	_	16	kon	_	_
18	Hungerns	Hungern	N	NN	Neut|Gen|Sg	17	cj	_	_
19	im	in	P	APPRART	Dat	24	pp	_	_
20	18ten	18ten	A	ADJA	_	21	attr	290	290
21	Säkul	Säkul	N	NN	_|Dat|Pl	19	pn	290	290
22	und	und	K	KON	_	19	kon	290	290
23	hienieden	hienieden	A	ADV	_	22	cj	290	290
24	habe	haben	V	VAFIN	1|Sg|Pres|_	8	objc	290	290
25	,	,	$	$,	_	0	root	290	290
26	die	die	P	PRELS	_|Nom|Pl	44	subj	290	290
27	70	70	C	CARD	_	28	attr	_	_
28	Dolmetscher	Dolmetscher	N	NN	Masc|_|Pl	29	grad	_	_
29	aber	aber	A	ADV	_	44	adv	_	_
30	ihren	ihre	A	PPOSAT	Masc|Acc|Sg	31	det	290	290
31	Hunger	Hunger	N	NN	Masc|Acc|Sg	44	obja	_	_
32	und	und	K	KON	_	31	kon	_	_
33	meine	meine	A	PPOSAT	Fem|Acc|Sg	34	det	289	289
34	Mildtätigkeit	Mildtätigkeit	N	NN	Fem|Acc|Sg	32	cj	_	_
35	im	in	P	APPRART	Dat	44	pp	_	_
36	1sten	1sten	T	TRUNC	_	35	pn	_	_
37	oder	oder	K	KON	_	36	kon	_	_
38	30ten	30ten	N	NE	_	37	cj	_	_
39	Säkul	Säkul	N	NE	_	38	app	_	_
40	und	und	K	KON	_	35	kon	_	_
41	auf	auf	P	APPR	Dat	40	cj	_	_
42	dem	die	A	ART	Def|Masc|Dat|Sg	43	det	_	_
43	Hundsstern	Hundsstern	N	NN	Masc|Dat|Sg	41	pn	_	_
44	träumen	träumen	V	VVFIN	3|Pl|Pres|_	21	rel	_	_
45	.	.	$	$.	_	0	root	_	_

1	Gesetzt	setzen	V	VVPP	_	0	root	_	_
2	,	,	$	$,	_	0	root	_	_
3	ich	ich	P	PPER	1|Sg|_|Nom	4	subj	289	289
4	setze	setzen	V	VVFIN	1|Sg|Pres|_	0	root	_	_
5	mich	ich	P	PRF	1|Sg|Acc	4	obja	_	_
6	hin	hin	P	PTKVZ	_	4	avz	_	_
7	und	und	K	KON	_	4	kon	_	_
8	postuliere	postulieren	V	VVFIN	3|Sg|Pres|Subj	7	cj	_	_
9	moralisch	moralisch	A	ADJD	Pos|	8	adv	_	_
10	von	von	P	APPR	Dat	8	pp	_	_
11	neuem	neu	A	ADJA	Pos|_|Dat|Sg|St|	10	pn	_	_
12	etwas	etwas	P	PIS	Neut|_|Sg	8	obja	_	_
13	dazu	dazu	P	PROAV	_	12	pp	_	_
14	,	,	$	$,	_	0	root	_	_
15	nämlich	nämlich	A	ADV	_	17	adv	_	_
16	das	die	A	ART	Def|Neut|_|Sg	17	det	_	_
17	Simultaneum	Simultaneum	N	NN	Neut|_|Sg	12	kon	_	_
18	der	die	A	ART	Def|Masc|Gen|Pl	19	det	_	_
19	Träumer	Träumer	N	NN	Masc|Gen|Pl	17	gmod	_	_
20	und	und	K	KON	_	0	root	_	_
21	Träume	Traum	N	NN	Masc|_|Pl	20	cj	_	_
22	:	\:	$	$.	_	0	root	_	_
23	so	so	A	ADV	_	24	adv	_	_
24	werd	werd	A	ADJD	_	26	adv	_	_
25	'	'	$	$(	_	0	root	_	_
26	ich	ich	P	PPER	1|Sg|_|Nom	0	root	289	289
27	nur	nur	A	ADV	_	29	adv	291	291
28	leider	leider	A	ADV	_	29	adv	291	291
29	um	um	P	APPR	Acc	32	pp	291	291
30	mich	ich	P	PPER	1|Sg|_|Acc	29	pn	289	289
31	keine	keine	A	PIAT	Fem|_|Sg	32	det	_	_
32	Exekutions-Macht	Exekutions-Macht	N	NN	Fem|_|Sg	0	root	_	_
33	ansichtig	ansichtig	A	ADJD	Pos|	0	root	_	_
34	,	,	$	$,	_	0	root	_	_
35	welche	welche	P	PRELS	_|_|_	46	obja	291	291
36	außerhalb	außerhalb	A	ADV	_	46	adv	_	_
37	und	und	K	KON	_	36	kon	_	_
38	zwischen	zwischen	P	APPR	_	37	cj	_	_
39	uns	wir	P	PPER	1|Pl|_|_	38	pn	292	292
40	Götter-Ichs	Götter-Ich	N	NN	Neut|Nom|Pl	46	subj	_	_
41	und	und	K	KON	_	40	kon	_	_
42	Venerabiles	Venerabiles	N	NN	Neut|Nom|Pl	41	cj	_	_
43	als	als	K	KOKOM	_	46	kom	_	_
44	Kreisausschreibender	kreisausschreibend	A	ADJA	Pos|Masc|Nom|Sg|St|<PPRES	45	attr	_	_
45	Direktor	Direktor	N	NN	Masc|Nom|Sg	43	cj	_	_
46	träte	treten	V	VVFIN	_|Sg|Past|Subj	0	root	_	_
47	und	und	K	KON	_	46	kon	_	_
48	für	für	P	APPR	Acc	60	objp	_	_
49	einen	eine	A	ART	Indef|Masc|Acc|Sg	50	det	_	_
50	Parallelismus	Parallelismus	N	NN	Masc|Acc|Sg	48	pn	_	_
51	und	und	K	KON	_	50	kon	_	_
52	ein	eine	A	ART	Indef|Neut|Acc|Sg	54	det	_	_
53	sensorium	sensorium	A	ADJA	_	54	attr	_	_
54	commune	commune	N	NN	Neut|Acc|Sg	51	cj	_	_
55	der	die	A	ART	Def|Masc|Gen|Pl	56	det	_	_
56	Träume	Traum	N	NN	Masc|Gen|Pl	54	gmod	_	_
57	nur	nur	A	ADV	_	58	adv	_	_
58	in	in	P	APPR	_	54	pp	_	_
59	etwas	etwas	P	PIS	_|_|_	58	pn	_	_
60	sorgte	sorgen	V	VVFIN	_|Sg|Past|_	47	cj	_	_
61	;	;	$	$.	_	0	root	_	_
62	-	-	$	$(	_	0	root	_	_
63	ich	ich	P	PPER	1|Sg|_|Nom	64	subj	289	289
64	sehe	sehen	V	VVFIN	1|Sg|Pres|_	0	root	_	_
65	und	und	K	KON	_	64	kon	_	_
66	höre	hören	V	VVFIN	_|Sg|Pres|_	65	cj	_	_
67	niemand6	niemand6	N	NE	_	66	obja	_	_
68	)	)	$	$(	_	0	root	_	_
69	.	.	$	$.	_	0	root	_	_

1	Secundo	Secundo	N	NE	_	0	root	_	_
2	.	.	$	$.	_	0	root	_	_

1	Angenommen	annehmen	V	VVPP	_	0	root	_	_
2	,	,	$	$,	_	0	root	_	_
3	wir	wir	P	PPER	1|Pl|_|Nom	4	subj	292	292
4	würden	werden	V	VAFIN	1|Pl|Past|Subj	0	root	_	_
5	mit	mit	P	APPR	Dat	11	pp	_	_
6	einem	eine	A	ART	Indef|_|Dat|Sg	7	det	_	_
7	Simultaneum	Simultaneum	N	NN	_|Dat|Sg	5	pn	_	_
8	von	von	P	APPR	_	7	pp	_	_
9	unbekannter	unbekannt	A	ADJA	Pos|Fem|_|Sg|St|	10	attr	_	_
10	Hand	Hand	N	NN	Fem|_|Sg	8	pn	_	_
11	beschenkt	beschenken	V	VVPP	_	4	aux	_	_
12	:	\:	$	$.	_	0	root	_	_
13	so	so	A	ADV	_	14	adv	_	_
14	können	können	V	VMFIN	1|Pl|Pres|_	0	root	_	_
15	wir	wir	P	PPER	1|Pl|_|Nom	14	subj	292	292
16	wenig	wenig	P	PIS	_	18	obja	_	_
17	damit	damit	P	PROAV	_	18	pp	_	_
18	machen	machen	V	VVINF	_	14	aux	_	_
19	.	.	$	$.	_	0	root	_	_

1	Ringsum	ringsum	A	ADV	_	2	adv	_	_
2	bin	sein	V	VAFIN	1|Sg|Pres|Ind	0	root	_	_
3	ich	ich	P	PPER	1|Sg|_|Nom	2	subj	293	293
4	mit	mit	P	APPR	Dat	7	objp	_	_
5	meinem	meine	A	PPOSAT	Neut|Dat|Sg	6	det	293	293
6	Nicht-Ich	Nicht-Ich	N	NN	Neut|Dat|Sg	4	pn	294	294
7	umgeben	umgeben	V	VVPP	_	2	aux	294	294
8	,	,	$	$,	_	0	root	294	294
9	in	in	P	APPR	Acc	18	pp	294	294
10	das	die	P	PRELS	Neut|Acc|Sg	9	pn	294	294
11	auch	auch	A	ADV	_	18	adv	_	_
12	das	die	A	ART	Def|Neut|Nom|Sg	14	det	_	_
13	tote	tote	A	ADJA	_|Neut|Nom|Sg|_	14	attr	_	_
14	Wachsfigurenkabinett	Wachsfigurenkabinett	N	NN	Neut|Nom|Sg	18	subj	_	_
15	menschlicher	menschlich	A	ADJA	Pos|_|Gen|_|St|	16	attr	_	_
16	Gestalten	Gestalt	N	NN	_|Gen|_	14	gmod	_	_
17	eingebauet	eingebauet	N	NE	_|Nom|_	18	pred	_	_
18	ist	sein	V	VAFIN	3|Sg|Pres|Ind	6	rel	_	_
19	.	.	$	$.	_	0	root	_	_

1	Diese	diese	A	PDAT	Fem|Nom|Pl	2	det	295	295
2	Wachsfiguren	Wachsfigur	N	NN	Fem|Nom|Pl	5	subj	295	295
3	und	und	K	KON	_	2	kon	_	_
4	Ahnenbilder	Ahnenbild	N	NN	_|Nom|_	3	cj	_	_
5	könnt	können	V	VMFIN	2|Pl|Pres|Ind	0	root	_	_
6	'	'	$	$(	_	0	root	_	_
7	ich	ich	P	PPER	1|Sg|_|Nom	0	root	293	293
8	eigentlich	eigentlich	A	ADV	_	9	adv	_	_
9	zerdrücken	zerdrücken	V	VVINF	_	0	root	_	_
10	und	und	K	KON	_	9	kon	_	_
11	zerreißen	zerreißen	V	VVINF	_	10	cj	_	_
12	wie	wie	K	KOKOM	_	0	root	_	_
13	andere	andere	A	ADJA	_|Fem|_|Pl|_	14	attr	_	_
14	Charaktermasken	Charaktermaske	N	NN	Fem|_|Pl	12	cj	_	_
15	(	(	$	$(	_	0	root	_	_
16	denn	denn	K	KON	_	0	root	_	_
17	sie	sie	P	PPER	3|Pl|_|Nom	18	subj	295	295
18	sind	sein	V	VAFIN	3|Pl|Pres|Ind	16	cj	_	_
19	lediglich	lediglich	A	ADV	_	18	adv	_	_
20	mein	meine	A	PPOSAT	Neut|Nom|Sg	21	det	293	293
21	Produkt	Produkt	N	NN	Neut|Nom|Sg	18	pred	_	_
22	und	und	K	KON	_	0	root	_	_
23	ohne	ohne	P	APPR	Acc	22	cj	_	_
24	alle	alle	A	PIDAT	Fem|Acc|Sg	26	det	_	_
25	absolute	absolut	A	ADJA	Pos|Fem|Acc|Sg|_|	26	attr	_	_
26	Freiheit	Freiheit	N	NN	Fem|Acc|Sg	23	pn	_	_
27	und	und	K	KON	_	26	kon	_	_
28	Ichheit	Ichheit	N	NE	Fem|Acc|Sg	27	cj	13	13
29	)	)	$	$(	_	0	root	_	_
30	.	.	$	$.	_	0	root	_	_

1	Das	die	A	ART	Def|Neut|_|Sg	4	det	_	_
2	fremde	fremd	A	ADJA	Pos|_|_|_|_|	4	attr	_	_
3	entsprechende	entsprechend	A	ADJA	Pos|_|_|_|_|_	4	attr	_	_
4	absolute	absolut	A	ADJA	Neut|_|Sg	0	root	_	_
5	Ich	ich	P	PPER	1|Sg|_|Nom	0	root	293	293
6	hat	haben	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
7	nichts	nichts	P	PIS	_|Nom|Sg	6	subj	_	_
8	mit	mit	P	APPR	Dat	12	objp	_	_
9	dieser	diese	A	PDAT	Fem|Dat|Sg	10	det	_	_
10	Figur	Figur	N	NN	Fem|Dat|Sg	8	pn	_	_
11	zu	zu	P	PTKZU	_	12	part	_	_
12	tun	tun	V	VVINF	_	6	aux	_	_
13	;	;	$	$.	_	0	root	_	_
14	es	es	P	PPER	3|Sg|Neut|_	15	expl	_	_
15	setzt	setzen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
16	sich	sie	P	PRF	3|_|_	15	obja	_	_
17	schon	schon	A	ADV	_	15	adv	_	_
18	eine	eine	A	ART	Indef|Fem|_|Sg	20	det	_	_
19	(	(	$	$(	_	0	root	_	_
20	ähnliche	ähnlich	A	ADJA	Fem|_|Sg	15	subj	_	_
21	)	)	$	$(	_	0	root	_	_
22	im	in	P	APPRART	Dat	15	pp	_	_
23	eignen	eignen	A	ADJA	_|Neut|Dat|_|_	24	attr	_	_
24	Nicht-Ich	Nicht-Ich	N	NN	Neut|Dat|_	22	pn	_	_
25	.	.	$	$.	_	0	root	_	_

1	Daher	Daher	P	PROAV	_	7	pp	_	_
2	nach	nach	P	APPR	Dat	7	pp	_	_
3	diesem	diese	A	PDAT	Neut|Dat|Sg	4	det	_	_
4	System	System	N	NN	Neut|Dat|Sg	2	pn	_	_
5	von	von	P	APPR	Dat	4	pp	_	_
6	jedem	jede	A	PIAT	_|Dat|Sg	5	pn	_	_
7	Ich	ich	P	PPER	1|Sg|_|Nom	0	root	293	293
8	so	so	A	ADV	_	7	adv	_	_
9	viele	viele	A	PIDAT	Masc|_|_	10	det	_	_
10	Leiber	Leib	N	NN	Masc|_|_	13	obja	_	_
11	außer	außer	P	APPR	Dat	13	pp	_	_
12	dem	die	P	PDS	_|Dat|Sg	11	pn	_	_
13	eignen	eignen	V	VVINF	_	0	root	_	_
14	herumlaufen	herumlaufen	V	VVFIN	_|Pl|Pres|_	0	root	_	_
15	,	,	$	$,	_	0	root	_	_
16	als	als	K	KOUS	_	24	konj	_	_
17	es	es	P	PPER	3|Sg|Neut|Nom	24	subj	_	_
18	fremde	fremd	A	ADJA	Pos|Neut|_|Pl|St|	23	attr	_	_
19	begegnende	begegnend	A	ADJA	Pos|Neut|_|Pl|St|<PPRES	23	attr	_	_
20	und	und	K	KON	_	19	kon	_	_
21	sogleich	sogleich	A	ADV	_	20	cj	_	_
22	setzende	setzend	A	ADJA	Pos|Neut|_|Pl|St|<PPRES	23	attr	_	_
23	Ichs	Ich	N	NN	Neut|_|Pl	24	obja	_	_
24	gibt	geben	V	VVFIN	3|Sg|Pres|Ind	14	neb	_	_
25	.	.	$	$.	_	0	root	_	_

1	Dennoch	dennoch	A	ADV	_	2	adv	_	_
2	soll	sollen	V	VMFIN	1|Sg|Pres|Ind	0	root	_	_
3	ich	ich	P	PPER	1|Sg|_|Nom	2	subj	293	293
4	,	,	$	$,	_	0	root	_	_
5	da	da	A	ADV	_	6	adv	_	_
6	durch	durch	P	APPR	Acc	0	root	_	_
7	keine	keine	A	PIAT	_|Acc|_	8	det	_	_
8	Konsekration7	Konsekration7	N	NN	_|Acc|_	6	pn	_	_
9	)	)	$	$(	_	0	root	_	_
10	ein	eine	A	ART	Indef|Masc|Nom|Sg	11	det	_	_
11	Gott	Gott	N	NN	Masc|Nom|Sg	17	subj	_	_
12	in	in	P	APPR	Acc	16	objp	_	_
13	diese	diese	A	PDAT	Fem|Acc|Pl	14	det	_	_
14	Statuen	Statue	N	NN	Fem|Acc|Pl	12	pn	_	_
15	zu	zu	P	PTKZU	_	16	part	_	_
16	bringen	bringen	V	VVINF	_	17	aux	_	_
17	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
18	,	,	$	$,	_	0	root	_	_
19	bloß	bloß	A	ADV	_	21	adv	_	_
20	ein	eine	A	ART	Indef|Neut|_|Sg	21	det	_	_
21	Vergehen	Vergehen	N	NN	Neut|_|Sg	0	root	_	_
22	an	an	P	APPR	Dat	21	pp	_	_
23	diesen	diese	A	PDAT	Fem|Dat|Pl	24	det	_	_
24	Statuen	Statue	N	NN	Fem|Dat|Pl	22	pn	_	_
25	,	,	$	$,	_	0	root	_	_
26	wie	wie	P	PWAV	_	0	root	_	_
27	eines	eine	P	PIS	_|_|Sg	0	root	_	_
28	an	an	P	APPR	_	27	pp	_	_
29	den	die	A	ART	Def|_|_|_	30	det	_	_
30	römisch-kaiserlichen8	römisch-kaiserlichen8	F	FM	_|_|_	28	pn	_	_
31	)	)	$	$(	_	0	root	_	_
32	,	,	$	$,	_	0	root	_	_
33	für	für	P	APPR	Acc	36	objp	_	_
34	ein	eine	A	ART	Indef|Neut|Acc|Sg	35	det	_	_
35	Majestätsverbrechen	Majestätsverbrechen	N	NN	Neut|Acc|Sg	33	pn	_	_
36	halten	halten	V	VVFIN	_|Pl|Pres|_	0	root	_	_
37	;	;	$	$.	_	0	root	_	_
38	ich	ich	P	PPER	1|Sg|_|Nom	39	subj	293	293
39	soll	sollen	V	VMFIN	1|Sg|Pres|Ind	0	root	_	_
40	wie	wie	K	KOKOM	_	39	kom	_	_
41	Hexen	Hexe	N	NN	_|_|_	40	cj	_	_
42	durch	durch	P	APPR	Acc	39	pp	_	_
43	das	die	A	ART	Def|Neut|Acc|Sg	44	det	296	296
44	Bild	Bild	N	NN	Neut|Acc|Sg	42	pn	296	296
45	das	die	A	ART	Def|Neut|_|Sg	47	det	297	297
46	ferne	fern	A	ADJA	Pos|Neut|_|Sg|Wk|	47	attr	297	297
47	Original	Original	N	NN	Neut|_|Sg	39	obja	297	297
48	zu	zu	P	PTKZU	_	49	part	_	_
49	treffen	treffen	V	VVINF	_	39	obji	_	_
50	,	,	$	$,	_	0	root	_	_
51	wie	wie	P	PWAV	_	62	adv	_	_
52	Katholiken	Katholik	N	NN	Masc|Nom|Pl	62	subj	_	_
53	durch	durch	P	APPR	Acc	61	pp	_	_
54	das	die	A	ART	Def|Neut|Acc|Sg	55	det	_	_
55	Heiligenbild	Heiligenbild	N	NN	Neut|Acc|Sg	53	pn	_	_
56	den	die	A	ART	Def|_|_|_	57	det	_	_
57	Heiligen	Heilige	N	NN	_|_|_	61	obja	_	_
58	und	und	K	KON	_	57	kon	_	_
59	Gott	Gott	N	NN	Masc|_|Sg	58	cj	241	241
60	zu	zu	P	PTKZU	_	61	part	_	_
61	ehren	ehren	V	VVINF	_	62	obji	_	_
62	suchen	suchen	V	VVFIN	3|Pl|Pres|_	49	objc	_	_
63	;	;	$	$.	_	0	root	_	_
64	daher	daher	P	PROAV	_	65	pp	_	_
65	Bellarmin9	Bellarmin9	N	NE	_	0	root	_	_
66	)	)	$	$(	_	0	root	_	_
67	wirklich	wirklich	A	ADJD	Pos|	68	adv	_	_
68	sagt	sagen	V	VVFIN	_|_|Pres|Ind	0	root	_	_
69	,	,	$	$,	_	0	root	_	_
70	in	in	P	APPR	_	73	pp	_	_
71	den	die	A	ART	Def|_|_|_	72	det	_	_
72	Bildern	Bild	N	NN	_|_|_	70	pn	_	_
73	sei	sein	V	VAFIN	3|Sg|Pres|Subj	68	s	_	_
74	schon	schon	A	ADV	_	73	adv	_	_
75	für	für	P	APPR	Acc	73	pp	_	_
76	sich	sie	P	PRF	3|_|Acc	75	pn	_	_
77	etwas	etwas	A	PIAT	Neut|Nom|Sg	78	det	_	_
78	Göttliches	Göttliches	N	NN	Neut|Nom|Sg	73	subj	_	_
79	ohne	ohne	P	APPR	Acc	73	pp	_	_
80	Rücksicht	Rücksicht	N	NN	Fem|Acc|Sg	79	pn	_	_
81	auf	auf	P	APPR	Acc	80	pp	_	_
82	das	die	A	ART	Def|Neut|Acc|Sg	83	det	_	_
83	Original	Original	N	NN	Neut|Acc|Sg	81	pn	_	_
84	.	.	$	$.	_	0	root	_	_

1	-	-	$	$(	_	0	root	_	_
2	Das	die	P	PDS	Neut|_|Sg	3	obja	_	_
3	soll	sollen	V	VMFIN	1|Sg|Pres|Ind	0	root	_	_
4	ich	ich	P	PPER	1|Sg|_|Nom	3	subj	293	293
5	?	?	$	$.	_	0	root	_	_

1	O	O	N	NN	Masc|_|_	0	root	_	_
2	Himmel	Himmel	N	NN	Masc|_|_	1	app	_	_
3	,	,	$	$,	_	0	root	_	_
4	wozu	wozu	P	PWAV	_	0	root	_	_
5	das	die	P	PDS	Neut|_|Sg	0	root	_	_
6	?	?	$	$.	_	0	root	_	_

1	Dem	die	A	ART	Def|Neut|Dat|Sg	2	det	297	297
2	Original	Original	N	NN	Neut|Dat|Sg	0	root	297	297
3	selber	selber	A	ADV	_	9	adv	_	_
4	(	(	$	$(	_	0	root	_	_
5	wenn	wenn	K	KOUS	_	7	konj	_	_
6	es	es	P	PPER	3|Sg|Neut|Nom	7	subj	_	_
7	existiert	existieren	V	VVFIN	3|Sg|Pres|Ind	3	par	_	_
8	)	)	$	$(	_	0	root	_	_
9	bring	bringen	V	VVIMP	Sg	0	root	_	_
10	'	'	$	$(	_	0	root	_	_
11	ich	ich	P	PPER	1|Sg|_|Nom	0	root	293	293
12	damit	damit	P	PROAV	_	14	pp	298	298
13	keinen	keine	A	PIAT	_|_|_	14	det	298	298
14	Heller	Helle	N	NN	_|_|_	0	root	298	298
15	ein	ein	P	PTKVZ	_	0	root	_	_
16	-	-	$	$(	_	0	root	_	_
17	seinen	seine	A	PPOSAT	Masc|_|Sg	18	det	298	298
18	Wert	Wert	N	NN	Masc|_|Sg	26	obja	_	_
19	und	und	K	KON	_	18	kon	_	_
20	Himmel	Himmel	N	NN	Masc|_|_	19	cj	238	238
21	muß	müssen	V	VMFIN	3|Sg|Pres|Ind	15	par	_	_
22	es	es	P	PPER	3|Sg|Neut|Nom	21	subj	_	_
23	aus	aus	P	APPR	Dat	26	pp	_	_
24	sich	sie	P	PRF	3|_|Dat	23	pn	_	_
25	selber	selber	A	ADV	_	26	adv	_	_
26	spinnen	spinnen	V	VVINF	_	21	aux	_	_
27	-	-	$	$(	_	0	root	_	_
28	;	;	$	$.	_	0	root	_	_
29	es	es	P	PPER	3|Sg|Neut|Nom	30	subj	_	_
30	wird	werden	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
31	mir	ich	P	PPER	1|Sg|_|Dat	34	objd	293	293
32	auch	auch	A	ADV	_	34	adv	_	_
33	nicht	nicht	P	PTKNEG	_	34	adv	_	_
34	zugemutet	zumuten	V	VVPP	_	30	aux	_	_
35	;	;	$	$.	_	0	root	_	_
36	bloß	bloß	A	ADV	_	39	adv	_	_
37	ein	eine	A	ART	Indef|Masc|Nom|Sg	39	det	_	_
38	übender	übend	A	ADJA	Pos|Masc|Nom|Sg|St|<PPRES	39	attr	_	_
39	Gliedermann	Gliedermann	N	NN	Masc|Nom|Sg	0	root	_	_
40	meiner	meine	A	PPOSAT	_|Gen|_	41	det	293	293
41	Moralität	Moralität	N	NN	_|Gen|_	39	gmod	_	_
42	,	,	$	$,	_	0	root	_	_
43	ein	eine	A	ART	Indef|Masc|Nom|Sg	44	det	300	300
44	Mit-Akteur	Mit-Akteur	N	NN	Masc|Nom|Sg	45	subj	300	300
45	soll	sollen	V	VMFIN	3|Sg|Pres|Ind	0	root	_	_
46	der	die	A	ART	Def|Masc|Nom|Sg	48	det	299	299
47	fremde	fremd	A	ADJA	Pos|Masc|Nom|Sg|Wk|	48	attr	299	299
48	Schau-Mensch	Schau-Mensch	N	NN	Masc|Nom|Sg	51	pred	299	299
49	vor	vor	P	APPR	Dat	48	pp	299	299
50	mir	ich	P	PPER	1|Sg|_|Dat	49	pn	293	293
51	sein	sein	V	VAINF	_	45	aux	_	_
52	,	,	$	$,	_	0	root	_	_
53	den	die	P	PRELS	Masc|Acc|Sg	58	obja	299	299
54	ich	ich	P	PPER	1|Sg|_|Nom	58	subj	293	293
55	auf	auf	P	APPR	Dat	58	pp	_	_
56	der	die	A	ART	Def|Fem|Dat|Sg	57	det	303	303
57	Bühne	Bühne	N	NN	Fem|Dat|Sg	55	pn	303	303
58	beschenke	beschenken	V	VVFIN	1|Sg|Pres|_	48	rel	_	_
59	und	und	K	KON	_	58	kon	_	_
60	liebe	lieben	V	VVFIN	_|Sg|Pres|_	59	cj	_	_
61	,	,	$	$,	_	0	root	_	_
62	ohne	ohne	P	APPR	Acc	63	konj	_	_
63	daß	daß	K	KOUS	_	67	konj	_	_
64	er	er	P	PPER	3|Sg|Masc|Nom	67	subj	300	300
65	etwas	etwas	P	PIS	_	67	obja	_	_
66	davon	davon	P	PROAV	_	67	pp	_	_
67	hat	haben	V	VAFIN	3|Sg|Pres|Ind	60	neb	_	_
68	,	,	$	$,	_	0	root	_	_
69	nur	nur	A	ADV	_	72	adv	_	_
70	die	die	A	ART	Def|Fem|Nom|Sg	72	det	_	_
71	dramatische	dramatisch	A	ADJA	Pos|Fem|Nom|Sg|_|	72	attr	_	_
72	Kunst	Kunst	N	NN	Fem|Nom|Sg	75	subj	_	_
73	der	die	A	ART	Def|Fem|Gen|Sg	74	det	301	301
74	Tugend	Tugend	N	NN	Fem|Gen|Sg	72	gmod	301	301
75	soll	sollen	V	VMFIN	3|Sg|Pres|Ind	45	kon	_	_
76	dabei	dabei	P	PROAV	_	77	pp	_	_
77	profitieren	profitieren	V	VVINF	_	75	aux	_	_
78	;	;	$	$.	_	0	root	_	_
79	meine	meine	A	PPOSAT	Fem|Nom|Sg	81	det	293	293
80	absolute	absolut	A	ADJA	Pos|Fem|Nom|Sg|_|	81	attr	_	_
81	Freiheit	Freiheit	N	NN	Fem|Nom|Sg	84	subj	_	_
82	oder	oder	K	KON	_	81	kon	_	_
83	Ichheit	Ichheit	N	NE	Fem|Nom|Sg	82	cj	13	13
84	macht	machen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
85	sich	sie	P	PRF	3|_|_	84	obja	_	_
86	vorher	vorher	A	ADV	_	84	adv	_	_
87	,	,	$	$,	_	0	root	_	_
88	um	um	K	KOUI	_	90	konj	_	_
89	zu	zu	P	PTKZU	_	90	part	_	_
90	handeln	handeln	V	VVINF	_	84	neb	_	_
91	und	und	K	KON	_	90	kon	_	_
92	zu	zu	P	PTKZU	_	93	part	_	_
93	reagieren	reagieren	V	VVINF	_	91	cj	_	_
94	,	,	$	$,	_	0	root	_	_
95	diesen	diese	A	PDAT	_|_|_	96	det	_	_
96	Widerstand	Widerstand	N	NN	Neut|Acc|Sg	0	root	_	_
97	(	(	$	$(	_	0	root	_	_
98	das	die	A	ART	Def|Neut|Acc|Sg	99	det	_	_
99	Nicht-Ich	Nicht-Ich	N	NN	Neut|Acc|Sg	96	app	_	_
100	)	)	$	$(	_	0	root	_	_
101	;	;	$	$.	_	0	root	_	_
102	sie	sie	P	PPER	3|Sg|Fem|Nom	103	subj	13	13
103	gleicht	gleichen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
104	dem	die	A	ART	Def|Masc|Dat|Sg	105	det	_	_
105	Vater	Vater	N	NN	Masc|Dat|Sg	117	objd	_	_
106	des	die	A	ART	Def|_|Gen|Sg	107	det	302	302
