1	Halt	Halt	N	NN	Masc|_|Sg	0	root	871	871
2	aufschreiend	aufschreien	A	ADJD	_|<PPRES	1	pn	_	_
3	stürzte	stürzen	V	VVFIN	1|Sg|Past|_	0	root	_	_
4	ich	ich	P	PPER	1|Sg|_|Nom	3	subj	461	461
5	auf	auf	P	APPR	Acc	3	objp	_	_
6	die	die	A	ART	Def|_|Acc|_	7	det	446	446
7	Kniee	Kniee	N	NN	_|Acc|_	5	pn	446	446
8	und	und	K	KON	_	3	kon	_	_
9	verbarg	verbergen	V	VVFIN	_|Sg|Past|Ind	8	cj	_	_
10	den	die	A	ART	Def|Masc|Acc|Sg	11	det	411	411
11	Kopf	Kopf	N	NN	Masc|Acc|Sg	9	obja	411	411
12	in	in	P	APPR	Dat	9	pp	_	_
13	dem	die	A	ART	Def|Neut|Dat|Sg	14	det	_	_
14	Kissen	Kissen	N	NN	Neut|Dat|Sg	12	pn	_	_
15	des	die	A	ART	Def|Masc|Gen|Sg	18	det	_	_
16	alten	alt	A	ADJA	Pos|Masc|Gen|Sg|_|	18	attr	_	_
17	sterbenden	sterbend	A	ADJA	Pos|Masc|Gen|Sg|_|<PPRES	18	attr	_	_
18	Mannes	Mann	N	NN	Masc|Gen|Sg	14	gmod	_	_
19	.	.	$	$.	_	0	root	_	_

1	Dieser	diese	P	PDS	Masc|Nom|Sg	2	subj	_	_
2	saß	sitzen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
3	jetzt	jetzt	A	ADV	_	2	adv	_	_
4	auf	auf	P	APPR	_	2	pp	_	_
5	den	die	A	ART	Def|Masc|_|_	6	det	1277	1277
6	Ellenbogen	Ellenbogen	N	NN	Masc|_|_	4	pn	1277	1277
7	gelehnt	gelehnt	A	ADJD	Pos|	10	adv	_	_
8	aufrecht	aufrecht	A	ADJD	Pos|	10	adv	_	_
9	,	,	$	$,	_	0	root	_	_
10	unterstützt	unterstützen	V	VVPP	_	2	neb	_	_
11	von	von	P	APPR	_	10	pp	_	_
12	der	die	A	ART	Def|_|_|_	14	det	465	465
13	weinenden	weinend	A	ADJA	Pos|_|_|_|Wk|<PPRES	14	attr	465	465
14	Waldgrete	Waldgrete	N	NN	_|_|_	11	pn	465	465
15	,	,	$	$,	_	0	root	_	_
16	seine	seine	A	PPOSAT	Neut|Nom|Pl	17	det	465	465
17	Augen	Auge	N	NN	Neut|Nom|Pl	18	subj	_	_
18	funkelten	funkeln	V	VVFIN	3|Pl|Past|_	2	kon	_	_
19	;	;	$	$.	_	0	root	_	_
20	er	er	P	PPER	3|Sg|Masc|Nom	21	subj	465	465
21	legte	legen	V	VVFIN	3|Sg|Past|_	0	root	_	_
22	mir	ich	P	PPER	1|Sg|_|Dat	21	objd	461	461
23	die	die	A	ART	Def|Fem|_|Sg	24	det	66	66
24	Hand	Hand	N	NN	Fem|_|Sg	21	obja	66	66
25	auf	auf	P	APPR	Acc	21	objp	_	_
26	den	die	A	ART	Def|Masc|Acc|Sg	27	det	411	411
27	Kopf	Kopf	N	NN	Masc|Acc|Sg	25	pn	411	411
28	und	und	K	KON	_	21	kon	_	_
29	sagte	sagen	V	VVFIN	_|Sg|Past|_	28	cj	_	_
30	leise	leise	A	ADJD	Pos|	29	adv	_	_
31	:	\:	$	$.	_	0	root	_	_

