1	Na	Na	I	ITJ	_	0	root	_	_
6	Tische	Tisch	N	NN	Masc|Dat|Sg	5	pn	504	504
7	gebeten	bitten	V	VVPP	_	3	aux	_	_
8	,	,	$	$,	_	0	root	_	_
9	und	und	K	KON	_	3	kon	_	_
10	wir	wir	P	PPER	1|Pl|_|Nom	11	subj	517	517
11	haben	haben	V	VAFIN	1|Pl|Pres|_	9	cj	_	_
12	für	für	P	APPR	Acc	11	pp	_	_
13	so	so	A	ADV	_	14	adv	_	_
14	einen	eine	P	PIS	Masc|Acc|Sg	12	pn	_	_
15	,	,	$	$,	_	0	root	_	_
16	der	die	P	PRELS	Masc|Nom|Sg	20	subj	504	504
17	von	von	P	APPR	_	20	pp	_	_
18	so	so	A	ADV	_	19	adv	_	_
19	weit	weit	A	ADJD	Pos|	17	pn	_	_
20	herkommt	herkommen	V	VVFIN	3|Sg|Pres|Ind	14	rel	_	_
21	,	,	$	$,	_	0	root	_	_
22	eigentlich	eigentlich	A	ADV	_	25	adv	_	_
23	gar	gar	A	ADV	_	24	adv	_	_
24	nichts	nichts	A	PIAT	Neut|Acc|Sg	25	det	_	_
25	Ordentliches	Ordentliches	N	NN	Neut|Acc|Sg	14	app	_	_
26	im	in	P	APPRART	Dat	25	pp	_	_
27	Hause	Haus	N	NN	Neut|Dat|Sg	26	pn	96	96
28	!	!	$	$.	_	0	root	_	_
29	«	«	$	$(	_	0	root	_	_

