1	Luise	Luise	N	NE	Fem|Nom|Sg	2	subj	542	542
39	,	,	$	$,	_	0	root	_	_
40	Gott	Gott	N	NN	Masc|Nom|Sg	41	subj	347	347
41	sei	sein	V	VAFIN	3|Sg|Pres|Subj	0	root	_	_
42	Dank	Dank	N	NN	Masc|Nom|Sg	41	pred	284	284
43	,	,	$	$,	_	0	root	_	_
44	nunmehr	nunmehr	A	ADV	_	50	adv	_	_
45	endlich	endlich	A	ADJD	Pos|	50	adv	_	_
46	mit	mit	P	APPR	Dat	50	pp	_	_
47	dem	die	A	ART	Def|Neut|Dat|Sg	48	det	_	_
48	Vergrößerungsrohr	Vergrößerungsrohr	N	NN	Neut|Dat|Sg	46	pn	_	_
49	drin	drin	A	ADV	_	50	adv	_	_
50	aufgefunden	auffinden	V	VVPP	_	51	aux	_	_
51	hat	haben	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
52	.	.	$	$.	_	0	root	_	_
53	«	«	$	$(	_	0	root	_	_

1	Der	die	A	ART	Def|Masc|Nom|Sg	2	det	545	545
2	Stammhalter	Stammhalter	N	NN	Masc|Nom|Sg	6	subj	545	545
3	der	die	A	ART	Def|Fem|Gen|Sg	4	det	61	61
4	Familie	Familie	N	NN	Fem|Gen|Sg	2	gmod	61	61
5	Grünhage	Grünhage	N	NE	Fem|Gen|Sg	4	app	61	61
6	hielt	halten	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
7	noch	noch	A	ADV	_	6	adv	_	_
8	immer	immer	A	ADV	_	6	adv	_	_
9	das	die	A	ART	Def|Neut|_|Sg	10	det	_	_
10	Spitzglas	Spitzglas	N	NN	Neut|_|Sg	6	obja	_	_
11	mit	mit	P	APPR	Dat	6	pp	_	_
12	dem	die	A	ART	Def|Masc|Dat|Sg	14	det	_	_
13	silberhellen	silberhell	A	ADJA	Pos|Masc|Dat|Sg|Wk|	14	attr	_	_
14	Trank	Trank	N	NN	Masc|Dat|Sg	11	pn	_	_
15	-	-	$	$(	_	0	root	_	_
16	ein	eine	A	ART	Indef|Masc|Nom|Sg	17	det	_	_
17	Geisterseher	Geisterseher	N	NN	Masc|Nom|Sg	0	root	_	_
18	in	in	P	APPR	Dat	17	pp	_	_
19	der	die	A	ART	Def|Fem|Dat|Sg	21	det	_	_
20	echtesten	echt	A	ADJA	Sup|Fem|Dat|Sg|Wk|	21	attr	_	_
21	Bedeutung	Bedeutung	N	NN	Fem|Dat|Sg	18	pn	_	_
22	des	die	A	ART	Def|Neut|Gen|Sg	23	det	32	32
23	Wortes	Wort	N	NN	Neut|Gen|Sg	21	gmod	32	32
24	.	.	$	$.	_	0	root	_	_

