1	Nettchen	Nettchen	N	NE	_	0	root	31	31
43	Stadt	Stadt	N	NN	Fem|_|Sg	45	obja	14	14
44	zu	zu	P	PTKZU	_	45	part	14	14
45	besehen	besehen	V	VVINF	_	31	neb	14	14
46	,	,	$	$,	_	0	root	14	14
47	in	in	P	APPR	Dat	53	pp	14	14
48	welcher	welche	P	PRELS	Fem|Dat|Sg	47	pn	14	14
49	es	es	P	PPER	3|Sg|Neut|Nom	53	subj	_	_
50	ihm	er	P	PPER	3|Sg|_|Dat	53	objd	13	13
51	so	so	A	ADV	_	52	adv	_	_
52	wohl	wohl	A	ADV	_	53	adv	_	_
53	erging	ergehen	V	VVFIN	3|Sg|Past|Ind	43	rel	_	_
54	.	.	$	$.	_	0	root	_	_

1	Unter	unter	P	APPR	Dat	4	objp	_	_
2	der	die	A	ART	Def|Fem|Dat|Sg	3	det	_	_
3	Küchentüre	Küchentüre	N	NN	Fem|Dat|Sg	1	pn	_	_
4	stand	stehen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
5	die	die	A	ART	Def|Fem|Nom|Sg	6	det	15	15
6	Köchin	Köchin	N	NN	Fem|Nom|Sg	4	subj	15	15
7	,	,	$	$,	_	0	root	15	15
8	welche	welche	P	PRELS	Fem|Nom|Sg	13	subj	15	15
9	ihm	er	P	PPER	3|Sg|_|Dat	13	objd	13	13
10	einen	eine	A	ART	Indef|Masc|Acc|Sg	12	det	_	_
11	tiefen	tief	A	ADJA	Pos|Masc|Acc|Sg|_|	12	attr	_	_
12	Knicks	Knick	N	NN	Masc|Acc|Sg	13	obja	_	_
13	machte	machen	V	VVFIN	3|Sg|Past|_	6	rel	_	_
14	und	und	K	KON	_	13	kon	_	_
15	ihm	er	P	PPER	3|Sg|_|Dat	19	objd	13	13
16	mit	mit	P	APPR	Dat	19	pp	_	_
17	neuem	neu	A	ADJA	Pos|_|Dat|Sg|St|	18	attr	_	_
18	Wohlgefallen	Wohlgefallen	N	NN	_|Dat|Sg	16	pn	_	_
19	nachsah	nachsehen	V	VVFIN	_|Sg|Past|Ind	14	cj	_	_
20	;	;	$	$.	_	0	root	_	_
21	auf	auf	P	APPR	Dat	28	objp	_	_
22	dem	die	A	ART	Def|Masc|Dat|Sg	23	det	_	_
23	Flur	Flur	N	NN	Masc|Dat|Sg	21	pn	_	_
24	und	und	K	KON	_	21	kon	_	_
25	an	an	P	APPR	Dat	24	cj	_	_
26	der	die	A	ART	Def|Fem|Dat|Sg	27	det	_	_
27	Haustüre	Haustüre	N	NN	Fem|Dat|Sg	25	pn	_	_
28	standen	stehen	V	VVFIN	3|Pl|Past|Ind	0	root	_	_
29	andere	andere	A	ADJA	_|Masc|Nom|Pl|_	30	attr	_	_
30	Hausgeister	Hausgeist	N	NN	Masc|Nom|Pl	28	subj	_	_
31	,	,	$	$,	_	0	root	_	_
32	alle	alle	P	PIS	_|Nom|_	30	app	_	_
33	mit	mit	P	APPR	Dat	32	pp	_	_
34	der	die	A	ART	Def|Fem|Dat|Sg	35	det	_	_
35	Mütze	Mütze	N	NN	Fem|Dat|Sg	33	pn	_	_
36	in	in	P	APPR	Dat	35	pp	_	_
37	der	die	A	ART	Def|Fem|Dat|Sg	38	det	_	_
38	Hand	Hand	N	NN	Fem|Dat|Sg	36	pn	_	_
39	,	,	$	$,	_	0	root	_	_
40	und	und	K	KON	_	28	kon	_	_
41	Strapinski	Strapinski	N	NE	_|Nom|Sg	42	subj	4	4
42	schritt	schreiten	V	VVFIN	3|Sg|Past|Ind	40	cj	_	_
43	mit	mit	P	APPR	Dat	42	pp	_	_
44	gutem	gut	A	ADJA	Pos|Masc|Dat|Sg|St|	45	attr	_	_
45	Anstand	Anstand	N	NN	Masc|Dat|Sg	43	pn	_	_
46	und	und	K	KON	_	43	kon	_	_
47	doch	doch	A	ADV	_	48	adv	_	_
48	bescheiden	bescheiden	A	ADJD	Pos|	46	cj	_	_
49	hinaus	hinaus	P	PTKVZ	_	42	avz	_	_
50	,	,	$	$,	_	0	root	_	_
51	seinen	seine	A	PPOSAT	Masc|_|Sg	52	det	4	4
52	Mantel	Mantel	N	NN	Masc|_|Sg	0	root	_	_
53	sittsam	sittsam	A	ADJD	Pos|	54	adv	_	_
54	zusammennehmend	zusammennehmen	A	ADJD	_|<PPRES	0	root	_	_
55	.	.	$	$.	_	0	root	_	_

1	Das	die	A	ART	Def|Neut|Nom|Sg	2	det	_	_
2	Schicksal	Schicksal	N	NN	Neut|Nom|Sg	3	subj	_	_
3	machte	machen	V	VVFIN	3|Sg|Past|_	0	root	_	_
4	ihn	er	P	PPER	3|Sg|Masc|Acc	3	obja	4	4
5	mit	mit	P	APPR	Dat	3	pp	_	_
6	jeder	jede	A	PIDAT	Fem|Dat|Sg	7	det	_	_
7	Minute	Minute	N	NN	Fem|Dat|Sg	5	pn	_	_
8	größer	groß	A	ADJD	Comp|	3	pred	_	_
9	.	.	$	$.	_	0	root	_	_

1	Mit	mit	P	APPR	Dat	5	pp	_	_
2	ganz	ganz	A	ADV	_	3	adv	_	_
3	anderer	anderer	A	ADJA	_|Fem|Dat|Sg|_	4	attr	_	_
4	Miene	Miene	N	NN	Fem|Dat|Sg	1	pn	_	_
5	besah	besehen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
6	er	er	P	PPER	3|Sg|Masc|Nom	5	subj	1	1
7	sich	sie	P	PRF	3|_|Dat	5	objd	_	_
8	die	die	A	ART	Def|Fem|_|Sg	9	det	16	16
9	Stadt	Stadt	N	NN	Fem|_|Sg	5	obja	16	16
10	,	,	$	$,	_	0	root	_	_
11	als	als	K	KOKOM	_	0	root	_	_
12	wenn	wenn	K	KOUS	_	18	konj	_	_
13	er	er	P	PPER	3|Sg|Masc|Nom	18	subj	1	1
14	um	um	P	APPR	_	17	pp	_	_
15	Arbeit	Arbeit	N	NN	Fem|_|Sg	14	pn	_	_
16	darin	darin	P	PROAV	_	17	pp	_	_
17	ausgegangen	ausgehen	V	VVPP	_	18	aux	_	_
18	wäre	sein	V	VAFIN	3|Sg|Past|Subj	0	root	_	_
19	.	.	$	$.	_	0	root	_	_

1	Dieselbe	dieselbe	P	PDS	Fem|Nom|Sg	2	subj	_	_
2	bestand	bestehen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
3	größtenteils	größtenteils	A	ADV	_	2	adv	_	_
4	aus	aus	P	APPR	Dat	2	objp	_	_
5	schönen	schön	A	ADJA	Pos|_|Dat|Pl|_|	8	attr	17	17
6	,	,	$	$,	_	0	root	17	17
7	festgebauten	festgebaut	A	ADJA	Pos|_|Dat|_|_|	5	kon	17	17
8	Häusern	Haus	N	NN	_|Dat|Pl	4	pn	17	17
9	,	,	$	$,	_	0	root	17	17
10	welche	welche	P	PRELS	_|Nom|Pl	23	subj	17	17
11	alle	alle	P	PIS	_|_|_	10	adv	_	_
12	mit	mit	P	APPR	Dat	22	objp	_	_
13	steinernen	steinern	A	ADJA	Pos|_|Dat|_|_|	16	attr	_	_
14	oder	oder	K	KON	_	13	kon	_	_
15	gemalten	gemalt	A	ADJA	Pos|_|Dat|_|_|	14	cj	_	_
16	Sinnbildern	Sinnbild	N	NN	_|Dat|_	12	pn	_	_
17	geziert	geziert	N	NE	_|Dat|_	16	app	_	_
18	und	und	K	KON	_	12	kon	_	_
19	mit	mit	P	APPR	Dat	18	cj	_	_
20	einem	eine	A	ART	Indef|Masc|Dat|Sg	21	det	_	_
21	Namen	Name	N	NN	Masc|Dat|Sg	19	pn	_	_
22	versehen	versehen	V	VVPP	_	23	aux	_	_
23	waren	sein	V	VAFIN	3|Pl|Past|Ind	8	rel	_	_
24	.	.	$	$.	_	0	root	_	_

1	In	in	P	APPR	Dat	4	pp	_	_
2	diesen	diese	A	PDAT	Fem|Dat|Pl	3	det	_	_
3	Benennungen	Benennung	N	NN	Fem|Dat|Pl	1	pn	_	_
4	war	sein	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
5	die	die	A	ART	Def|Fem|Nom|Sg	6	det	_	_
6	Sitte	Sitte	N	NN	Fem|Nom|Sg	4	subj	_	_
7	der	die	A	ART	Def|Neut|Gen|Pl	8	det	_	_
8	Jahrhunderte	Jahrhundert	N	NN	Neut|Gen|Pl	6	gmod	_	_
9	deutlich	deutlich	A	ADJD	Pos|	11	adv	_	_
10	zu	zu	P	PTKZU	_	11	part	_	_
11	erkennen	erkennen	V	VVINF	_	4	aux	_	_
12	.	.	$	$.	_	0	root	_	_

1	Das	die	A	ART	Def|Neut|Nom|Sg	2	det	_	_
2	Mittelalter	Mittelalter	N	NN	Neut|Nom|Sg	3	subj	_	_
3	spiegelte	spiegeln	V	VVFIN	3|Sg|Past|_	0	root	_	_
4	sich	sie	P	PRF	3|_|_	3	obja	_	_
5	ab	ab	P	PTKVZ	_	3	avz	_	_
6	in	in	P	APPR	Dat	3	pp	_	_
7	den	die	A	ART	Def|_|Dat|Pl	9	det	_	_
8	ältesten	alt	A	ADJA	Sup|_|Dat|Pl|_|	9	attr	_	_
9	Häusern	Haus	N	NN	_|Dat|Pl	6	pn	_	_
10	oder	oder	K	KON	_	6	kon	_	_
11	in	in	P	APPR	Dat	10	cj	_	_
12	den	die	A	ART	Def|Masc|Dat|Pl	13	det	18	18
13	Neubauten	Neubau	N	NN	Masc|Dat|Pl	11	pn	18	18
14	,	,	$	$,	_	0	root	_	_
15	welche	welche	P	PRELS	_|_|_	0	root	18	18
16	an	an	P	APPR	_	19	objp	_	_
17	deren	die	A	PDAT	Fem|_|Sg	18	det	_	_
18	Stelle	Stelle	N	NN	Fem|_|Sg	16	pn	_	_
19	getreten	treten	V	VVPP	_	0	root	_	_
20	,	,	$	$,	_	0	root	_	_
21	aber	aber	K	KON	_	0	root	_	_
22	den	die	A	ART	Def|Masc|_|_	24	det	_	_
23	alten	alt	A	ADJA	Pos|Masc|_|_|_|	24	attr	_	_
24	Namen	Name	N	NN	Masc|_|_	25	obja	_	_
25	behalten	behalten	V	VVFIN	_|Pl|Pres|_	21	cj	_	_
26	aus	aus	P	APPR	Dat	25	pp	_	_
27	der	die	A	ART	Def|Fem|Dat|Sg	28	det	_	_
28	Zeit	Zeit	N	NN	Fem|Dat|Sg	26	pn	_	_
29	der	die	A	ART	Def|Neut|Gen|Pl	31	det	_	_
30	kriegerischen	kriegerisch	A	ADJA	Pos|Neut|Gen|Pl|Wk|	31	attr	_	_
31	Schultheiße	Schultheiße	N	NN	Neut|Gen|Pl	28	gmod	_	_
32	und	und	K	KON	_	31	kon	_	_
33	der	die	A	ART	Def|Neut|Gen|Pl	34	det	_	_
34	Märchen	Märchen	N	NN	Neut|Gen|Pl	32	cj	_	_
35	.	.	$	$.	_	0	root	_	_

1	Da	da	A	ADV	_	2	adv	_	_
2	hieß	heißen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
3	es	es	P	PPER	3|Sg|Neut|Nom	2	subj	_	_
4	:	\:	$	$.	_	0	root	_	_
5	zum	zu	P	APPRART	_|Dat	0	root	_	_
6	Schwert	Schwert	N	NN	Neut|_|Sg	0	root	_	_
7	,	,	$	$,	_	0	root	_	_
8	zum	zu	P	APPRART	Dat	6	pp	_	_
9	Eisenhut	Eisenhut	N	NN	_|Dat|Sg	8	pn	_	_
10	,	,	$	$,	_	0	root	_	_
11	zum	zu	P	APPRART	Dat	8	kon	_	_
12	Harnisch	Harnisch	N	NN	Masc|Dat|Sg	11	pn	_	_
13	,	,	$	$,	_	0	root	_	_
14	zur	zu	P	APPRART	Dat	8	kon	_	_
15	Armbrust	Armbrust	N	NN	Fem|Dat|Sg	14	pn	_	_
16	,	,	$	$,	_	0	root	_	_
17	zum	zu	P	APPRART	Dat	8	kon	_	_
18	blauen	blau	A	ADJA	Pos|_|Dat|Sg|Wk|	19	attr	_	_
19	Schild	Schild	N	NN	_|Dat|Sg	17	pn	_	_
20	,	,	$	$,	_	0	root	_	_
21	zum	zu	P	APPRART	Dat	8	kon	_	_
22	Schweizerdegen	Schweizerdegen	N	NN	_|Dat|_	21	pn	_	_
23	,	,	$	$,	_	0	root	_	_
24	zum	zu	P	APPRART	Dat	22	pp	_	_
25	Ritter	Ritter	N	NN	Masc|Dat|Sg	24	pn	_	_
26	,	,	$	$,	_	0	root	_	_
27	zum	zu	P	APPRART	Dat	25	pp	_	_
28	Büchsenstein	Büchsenstein	N	NN	Masc|Dat|Sg	27	pn	_	_
29	,	,	$	$,	_	0	root	_	_
30	zum	zu	P	APPRART	Dat	28	pp	_	_
31	Türken	Türke	N	NN	_|Dat|_	30	pn	_	_
32	,	,	$	$,	_	0	root	_	_
33	zum	zu	P	APPRART	Dat	31	pp	_	_
34	Meerwunder	Meerwunder	N	NN	_|Dat|Sg	33	pn	_	_
35	,	,	$	$,	_	0	root	_	_
36	zum	zu	P	APPRART	Dat	34	pp	_	_
37	goldnen	goldnen	A	ADJA	_|Masc|Dat|_|_	38	attr	_	_
38	Drachen	Drache	N	NN	Masc|Dat|_	36	pn	_	_
39	,	,	$	$,	_	0	root	_	_
40	zur	zu	P	APPRART	Dat	38	pp	_	_
41	Linde	Linde	N	NN	Fem|Dat|Sg	40	pn	_	_
42	,	,	$	$,	_	0	root	_	_
43	zum	zu	P	APPRART	Dat	41	pp	_	_
44	Pilgerstab	Pilgerstab	N	NN	Masc|Dat|Sg	43	pn	_	_
45	,	,	$	$,	_	0	root	_	_
46	zur	zu	P	APPRART	Dat	44	pp	_	_
47	Wasserfrau	Wasserfrau	N	NN	Fem|Dat|Sg	46	pn	_	_
48	,	,	$	$,	_	0	root	_	_
49	zum	zu	P	APPRART	Dat	47	pp	_	_
50	Paradiesvogel	Paradiesvogel	N	NN	Masc|Dat|Sg	49	pn	_	_
51	,	,	$	$,	_	0	root	_	_
52	zum	zu	P	APPRART	Dat	50	pp	_	_
53	Granatbaum	Granatbaum	N	NN	_|Dat|_	52	pn	_	_
54	,	,	$	$,	_	0	root	_	_
55	zum	zu	P	APPRART	Dat	53	pp	_	_
56	Kämbel	Kämbel	N	NN	_|Dat|_	55	pn	_	_
57	,	,	$	$,	_	0	root	_	_
58	zum	zu	P	APPRART	Dat	56	pp	_	_
59	Einhorn	Einhorn	N	NN	Neut|Dat|Sg	58	pn	_	_
60	und	und	K	KON	_	59	kon	_	_
61	dergleichen	dergleichen	P	PIS	Neut|Dat|Sg	60	cj	_	_
62	.	.	$	$.	_	0	root	_	_

1	Die	die	A	ART	Def|Fem|Nom|Sg	2	det	_	_
2	Zeit	Zeit	N	NN	Fem|Nom|Sg	8	subj	_	_
3	der	die	A	ART	Def|Fem|Gen|Sg	4	det	_	_
4	Aufklärung	Aufklärung	N	NN	Fem|Gen|Sg	2	gmod	_	_
5	und	und	K	KON	_	4	kon	_	_
6	der	die	A	ART	Def|Fem|Gen|Sg	7	det	_	_
7	Philanthropie	Philanthropie	N	NN	Fem|Gen|Sg	5	cj	_	_
8	war	sein	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
9	deutlich	deutlich	A	ADJD	Pos|	11	adv	_	_
10	zu	zu	P	PTKZU	_	11	part	_	_
11	lesen	lesen	V	VVINF	_	8	aux	_	_
12	in	in	P	APPR	Dat	11	pp	_	_
13	den	die	A	ART	Def|Masc|Dat|Pl	15	det	19	19
14	moralischen	moralisch	A	ADJA	Pos|Masc|Dat|Pl|_|	15	attr	19	19
15	Begriffen	Begriff	N	NN	Masc|Dat|Pl	12	pn	19	19
16	,	,	$	$,	_	0	root	19	19
17	welche	welche	P	PRELS	Masc|Nom|Pl	24	subj	19	19
18	in	in	P	APPR	_	24	pp	_	_
19	schönen	schön	A	ADJA	Pos|_|_|_|_|	20	attr	_	_
20	Goldbuchstaben	Goldbuchstabe	N	NN	_|_|_	18	pn	_	_
21	über	über	P	APPR	Dat	24	pp	_	_
22	den	die	A	ART	Def|Fem|Dat|Pl	23	det	_	_
23	Haustüren	Haustür	N	NN	Fem|Dat|Pl	21	pn	_	_
24	erglänzten	erglänzen	V	VVFIN	3|Pl|Past|_	15	rel	_	_
25	,	,	$	$,	_	0	root	_	_
26	wie	wie	P	PWAV	_	0	root	_	_
27	:	\:	$	$.	_	0	root	_	_
28	zur	zu	P	APPRART	Dat	81	pp	_	_
29	Eintracht	Eintracht	N	NN	Fem|Dat|Sg	28	pn	_	_
30	,	,	$	$,	_	0	root	_	_
31	zur	zu	P	APPRART	Dat	28	kon	_	_
32	Redlichkeit	Redlichkeit	N	NN	Fem|Dat|Sg	31	pn	_	_
33	,	,	$	$,	_	0	root	_	_
34	zur	zu	P	APPRART	Dat	31	kon	_	_
35	alten	alt	A	ADJA	Pos|Fem|Dat|Sg|Wk|	36	attr	_	_
36	Unabhängigkeit	Unabhängigkeit	N	NN	Fem|Dat|Sg	34	pn	_	_
37	,	,	$	$,	_	0	root	_	_
38	zur	zu	P	APPRART	Dat	34	kon	_	_
39	neuen	neu	A	ADJA	Pos|Fem|Dat|Sg|Wk|	40	attr	_	_
40	Unabhängigkeit	Unabhängigkeit	N	NN	Fem|Dat|Sg	38	pn	_	_
41	,	,	$	$,	_	0	root	_	_
42	zur	zu	P	APPRART	Dat	38	kon	_	_
43	Bürgertugend	Bürgertugend	N	NN	Fem|Dat|Sg	42	pn	_	_
44	a	a	F	FM	Fem|Dat|Sg	43	app	_	_
45	,	,	$	$,	_	0	root	_	_
46	zur	zu	P	APPRART	Dat	42	kon	_	_
47	Bürgertugend	Bürgertugend	N	NN	Fem|Dat|Sg	46	pn	_	_
48	b	b	N	NN	Fem|Dat|Sg	47	app	_	_
49	,	,	$	$,	_	0	root	_	_
50	zum	zu	P	APPRART	Dat	46	kon	_	_
51	Vertrauen	Vertrauen	N	NN	Neut|Dat|Sg	50	pn	_	_
52	,	,	$	$,	_	0	root	_	_
53	zur	zu	P	APPRART	Dat	50	kon	_	_
54	Liebe	Liebe	N	NN	Fem|Dat|Sg	53	pn	_	_
55	,	,	$	$,	_	0	root	_	_
56	zur	zu	P	APPRART	Dat	53	kon	_	_
57	Hoffnung	Hoffnung	N	NN	Fem|Dat|Sg	56	pn	_	_
58	,	,	$	$,	_	0	root	_	_
59	zum	zu	P	APPRART	Dat	56	kon	_	_
60	Wiedersehen	Wiedersehen	N	NN	Neut|Dat|_	59	pn	_	_
61	1	1	C	CARD	_	60	app	_	_
62	und	und	K	KON	_	61	kon	_	_
63	2	2	C	CARD	_	62	cj	_	_
64	,	,	$	$,	_	0	root	_	_
65	zum	zu	P	APPRART	Dat	56	kon	_	_
66	Frohsinn	Frohsinn	N	NN	Masc|Dat|Sg	65	pn	_	_
67	,	,	$	$,	_	0	root	_	_
68	zur	zu	P	APPRART	Dat	65	kon	_	_
69	innern	innern	A	ADJA	_|Fem|Dat|Sg|_	70	attr	_	_
70	Rechtlichkeit	Rechtlichkeit	N	NN	Fem|Dat|Sg	68	pn	_	_
71	,	,	$	$,	_	0	root	_	_
72	zur	zu	P	APPRART	Dat	68	kon	_	_
73	äußern	äußern	A	ADJA	_|Fem|Dat|Sg|_	74	attr	_	_
74	Rechtlichkeit	Rechtlichkeit	N	NN	Fem|Dat|Sg	72	pn	_	_
75	,	,	$	$,	_	0	root	_	_
76	zum	zu	P	APPRART	Dat	81	pp	_	_
77	Landeswohl	Landeswohl	N	NN	Neut|Dat|Sg	76	pn	20	20
78	(	(	$	$(	_	0	root	_	_
79	ein	eine	A	ART	Indef|_|_|Sg	81	det	_	_
80	reinliches	reinlich	A	ADJA	Pos|Neut|_|Sg|St|	81	attr	_	_
81	Häuschen	Häuschen	N	NN	Neut|_|Sg	0	root	_	_
82	,	,	$	$,	_	0	root	_	_
83	in	in	P	APPR	Dat	92	pp	_	_
84	welchem	welche	P	PRELS	Neut|Dat|Sg	83	pn	20	20
85	hinter	hinter	P	APPR	Dat	92	pp	_	_
86	einem	eine	A	ART	Indef|_|Dat|Sg	87	det	_	_
87	Kanarienkäficht	Kanarienkäficht	N	NN	_|Dat|Sg	85	pn	_	_
88	,	,	$	$,	_	0	root	_	_
89	ganz	ganz	A	ADV	_	90	adv	_	_
90	mit	mit	P	APPR	Dat	85	kon	_	_
91	Kresse	Kresse	N	NN	Fem|Dat|Sg	90	pn	_	_
92	behängt	behängen	V	VVFIN	_|_|Pres|Ind	81	rel	_	_
93	,	,	$	$,	_	0	root	_	_
94	eine	eine	A	ART	Indef|Fem|Nom|Sg	97	det	_	_
95	freundliche	freundlich	A	ADJA	Pos|Fem|Nom|Sg|_|	97	attr	_	_
96	alte	alt	A	ADJA	Pos|Fem|Nom|Sg|_|	97	attr	_	_
97	Frau	Frau	N	NN	Fem|Nom|Sg	98	subj	_	_
98	saß	sitzen	V	VVFIN	3|Sg|Past|Ind	92	kon	_	_
99	mit	mit	P	APPR	Dat	98	pp	_	_
100	einer	eine	A	ART	Indef|Fem|Dat|Sg	102	det	_	_
101	weißen	weiß	A	ADJA	Pos|Fem|Dat|Sg|Wk|	102	attr	_	_
102	Zipfelhaube	Zipfelhaube	N	NN	Fem|Dat|Sg	99	pn	_	_
103	und	und	K	KON	_	98	kon	_	_
104	Garn	Garn	N	NN	Neut|Nom|Sg	105	subj	_	_
105	haspelte	haspeln	V	VVFIN	3|Sg|Past|_	103	cj	_	_
106	)	)	$	$(	_	0	root	_	_
107	,	,	$	$,	_	0	root	_	_
108	zur	zu	P	APPRART	Dat	0	root	_	_
109	Verfassung	Verfassung	N	NN	Fem|Dat|Sg	108	pn	_	_
110	(	(	$	$(	_	0	root	_	_
111	unten	unten	A	ADV	_	112	adv	_	_
112	hauste	hausen	V	VVFIN	_|Sg|Past|_	109	par	_	_
113	ein	eine	A	ART	Indef|Masc|Nom|Sg	114	det	21	21
114	Böttcher	Böttcher	N	NN	Masc|Nom|Sg	112	subj	21	21
115	,	,	$	$,	_	0	root	21	21
116	welcher	welche	P	PRELS	Masc|Nom|Sg	128	subj	21	21
117	eifrig	eifrig	A	ADJD	Pos|	128	adv	_	_
118	und	und	K	KON	_	117	kon	_	_
119	mit	mit	P	APPR	Dat	118	cj	_	_
120	großem	groß	A	ADJA	Pos|Neut|Dat|Sg|St|	121	attr	_	_
121	Geräusch	Geräusch	N	NN	Neut|Dat|Sg	119	pn	_	_
122	kleine	klein	A	ADJA	Pos|_|_|_|_|	123	attr	_	_
123	Eimer	Eimer	N	NN	_|_|_	128	obja	_	_
124	und	und	K	KON	_	123	kon	_	_
125	Fäßchen	Fäßchen	N	NN	Neut|_|_	124	cj	_	_
126	mit	mit	P	APPR	Dat	125	pp	_	_
127	Reifen	Reif	N	NN	_|Dat|_	126	pn	_	_
128	einfaßte	einfaßte	V	VVFIN	_|Sg|_|_	114	rel	_	_
129	und	und	K	KON	_	128	kon	_	_
130	unablässig	unablässig	A	ADJD	Pos|	131	adv	_	_
131	klopfte	klopfen	V	VVFIN	_|Sg|Past|_	129	cj	_	_
132	)	)	$	$(	_	0	root	_	_
133	;	;	$	$.	_	0	root	_	_
134	ein	eine	A	ART	Indef|Neut|Nom|Sg	135	det	_	_
135	Haus	Haus	N	NN	Neut|Nom|Sg	136	subj	_	_
136	hieß	heißen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
137	schauerlich	schauerlich	A	ADJD	Pos|	136	adv	_	_
138	:	\:	$	$.	_	0	root	_	_
139	zum	zu	P	APPRART	Dat	0	root	_	_
140	Tod	Tod	N	NN	Masc|Dat|Sg	139	pn	_	_
141	,	,	$	$,	_	0	root	_	_
142	ein	eine	A	ART	Indef|Neut|Nom|Sg	144	det	_	_
143	verwaschenes	verwaschen	A	ADJA	Pos|Neut|Nom|Sg|St|	144	attr	_	_
144	Gerippe	Gerippe	N	NN	Neut|Nom|Sg	145	subj	_	_
145	erstreckte	erstrecken	V	VVFIN	3|Sg|Past|_	0	root	_	_
146	sich	sie	P	PRF	3|_|_	145	obja	_	_
147	von	von	P	APPR	_	145	pp	_	_
148	unten	unten	A	ADV	_	147	adv	_	_
149	bis	bis	P	APPR	Acc	147	kon	_	_
150	oben	oben	A	ADV	_	149	adv	_	_
151	zwischen	zwischen	P	APPR	Dat	145	pp	_	_
152	den	die	A	ART	Def|Neut|Dat|Pl	153	det	_	_
153	Fenstern	Fenster	N	NN	Neut|Dat|Pl	151	pn	_	_
154	;	;	$	$.	_	0	root	_	_
155	hier	hier	A	ADV	_	156	adv	_	_
156	wohnte	wohnen	V	VVFIN	3|Sg|Past|_	0	root	_	_
157	der	die	A	ART	Def|Masc|Nom|Sg	158	det	_	_
158	Friedensrichter	Friedensrichter	N	NN	Masc|Nom|Sg	156	subj	_	_
159	.	.	$	$.	_	0	root	_	_

1	Im	in	P	APPRART	Dat	7	objp	_	_
2	Hause	Haus	N	NN	Neut|Dat|Sg	1	pn	_	_
3	›	›	N	NE	Neut|Dat|Sg	2	app	_	_
4	Zur	zu	P	APPRART	Dat	3	pp	_	_
5	Geduld	Geduld	N	NN	Fem|Dat|Sg	4	pn	_	_
6	‹	‹	N	NE	Neut|Dat|Sg	3	app	_	_
7	wohnte	wohnen	V	VVFIN	3|Sg|Past|_	0	root	_	_
8	der	die	A	ART	Def|Masc|Nom|Sg	9	det	_	_
9	Schuldenschreiber	Schuldenschreiber	N	NN	Masc|Nom|Sg	7	subj	_	_
10	,	,	$	$,	_	0	root	_	_
11	ein	eine	A	ART	Indef|Neut|Nom|Sg	13	det	_	_
12	ausgehungertes	ausgehungert	A	ADJA	Pos|Neut|Nom|Sg|St|	13	attr	_	_
13	Jammerbild	Jammerbild	N	NN	Neut|Nom|Sg	9	app	_	_
14	,	,	$	$,	_	0	root	_	_
15	da	da	K	KOUS	_	24	konj	_	_
16	in	in	P	APPR	Dat	24	pp	_	_
17	dieser	diese	A	PDAT	Fem|Dat|Sg	18	det	16	16
18	Stadt	Stadt	N	NN	Fem|Dat|Sg	16	pn	16	16
19	keiner	keine	P	PIS	Masc|Nom|Sg	24	subj	_	_
20	dem	die	A	ART	Def|_|Dat|Sg	21	det	_	_
21	andern	andern	A	ADJA	_|Dat|Sg	24	objd	_	_
22	etwas	etwas	A	ADV	_	23	adv	_	_
23	schuldig	schuldig	A	ADJD	Pos|	24	pred	_	_
24	blieb	bleiben	V	VVFIN	3|Sg|Past|Ind	7	neb	_	_
25	.	.	$	$.	_	0	root	_	_

1	Endlich	endlich	A	ADJD	Pos|	2	adv	_	_
2	verkündete	verkünden	V	VVFIN	3|Sg|Past|_	0	root	_	_
3	sich	sie	P	PRF	3|_|_	2	obja	_	_
4	an	an	P	APPR	Dat	2	pp	_	_
5	den	die	A	ART	Def|_|Dat|Pl	7	det	_	_
6	neuesten	neu	A	ADJA	Sup|_|Dat|Pl|_|	7	attr	_	_
7	Häusern	Haus	N	NN	_|Dat|Pl	4	pn	_	_
8	die	die	A	ART	Def|Fem|Nom|Sg	9	det	22	22
9	Poesie	Poesie	N	NN	Fem|Nom|Sg	2	subj	22	22
10	der	die	A	ART	Def|_|Gen|Pl	11	det	22	22
11	Fabrikanten	Fabrikant	N	NN	_|Gen|Pl	9	gmod	22	22
12	,	,	$	$,	_	0	root	22	22
13	Bankiere	Bankiere	N	NE	Masc|Gen|Pl	11	kon	22	22
14	und	und	K	KON	_	13	kon	_	_
15	Spediteure	Spediteure	N	NE	Masc|Gen|Pl	14	cj	_	_
16	und	und	K	KON	_	15	kon	_	_
17	ihrer	ihre	A	PPOSAT	Masc|Gen|Pl	18	det	22	22
18	Nachahmer	Nachahmer	N	NN	Masc|Gen|Pl	16	cj	_	_
19	in	in	P	APPR	_	2	pp	_	_
20	den	die	A	ART	Def|Masc|_|_	22	det	_	_
21	wohlklingenden	wohlklingend	A	ADJA	Pos|Masc|_|_|_|<PPRES	22	attr	_	_
22	Namen	Name	N	NN	Masc|_|_	19	pn	_	_
23	:	\:	$	$.	_	0	root	_	_
