1	Sie	sie	P	PPER	3|Pl|_|Nom	2	subj	28	28
7	kommen	kommen	V	VVINF	_	4	aux	_	_
8	?	?	$	$.	_	0	root	_	_
9	«	«	$	$(	_	0	root	_	_
10	rief	rufen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
11	Vrenchen	Vrenchen	N	NE	_|Nom|Sg	10	subj	0	0
12	noch	noch	A	ADV	_	10	adv	_	_
13	.	.	$	$.	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Spätestens	spätestens	A	ADV	_	4	adv	_	_
3	elf	elf	C	CARD	_	4	attr	_	_
4	Uhr	Uhr	N	NN	Fem|_|Sg	5	grad	_	_
5	mittags	mittags	A	ADV	_	12	adv	_	_
6	«	«	$	$(	_	0	root	_	_
7	,	,	$	$,	_	0	root	_	_
8	erwiderte	erwidern	V	VVFIN	3|Sg|Past|_	5	par	_	_
9	er	er	P	PPER	3|Sg|Masc|Nom	8	subj	0	0
10	,	,	$	$,	_	0	root	_	_
11	»	»	$	$(	_	0	root	_	_
12	wir	wir	P	PPER	1|Pl|_|Nom	13	subj	63	63
13	wollen	wollen	V	VMFIN	1|Pl|Pres|_	0	root	_	_
14	recht	recht	A	ADJD	Pos|	15	adv	_	_
15	ordentlich	ordentlich	A	ADJD	Pos|	18	adv	_	_
16	zusammen	zusammen	A	ADV	_	18	adv	_	_
17	Mittag	Mittag	N	NN	_|_|Sg	18	obja	65	65
18	essen	essen	V	VVINF	_	13	aux	_	_
19	!	!	$	$.	_	0	root	_	_
20	«	«	$	$(	_	0	root	_	_
21	»	»	$	$(	_	0	root	_	_
22	Gut	Gut	N	NN	Neut|_|Sg	0	root	_	_
23	,	,	$	$,	_	0	root	_	_
24	gut	gut	A	ADJD	Pos|	0	root	_	_
25	!	!	$	$.	_	0	root	_	_

1	komm	kommen	V	VVIMP	Sg	0	root	_	_
2	lieber	lieb	A	ADJD	Comp|	1	pred	_	_
3	um	um	P	APPR	_	1	pp	_	_
4	halb	halb	A	ADJD	Pos|	5	adv	_	_
5	elf	elf	C	CARD	_	3	pn	_	_
6	schon	schon	A	ADV	_	3	adv	_	_
7	!	!	$	$.	_	0	root	_	_
8	«	«	$	$(	_	0	root	_	_
9	Doch	doch	K	KON	_	0	root	_	_
10	als	als	K	KOKOM	_	15	kom	_	_
11	Sali	Sali	N	NN	_	10	cj	33	33
12	schon	schon	A	ADV	_	13	adv	33	33
13	im	in	P	APPRART	Dat	11	pp	33	33
14	Gehen	Gehen	N	NN	Neut|Dat|Sg	13	pn	33	33
15	war	sein	V	VAFIN	_|Sg|Past|Ind	9	cj	_	_
16	,	,	$	$,	_	0	root	_	_
17	rief	rufen	V	VVFIN	3|Sg|Past|Ind	15	s	_	_
18	sie	sie	P	PPER	3|Sg|Fem|Nom	17	subj	65	65
19	ihn	er	P	PPER	3|Sg|Masc|Acc	17	obja	0	0
20	noch	noch	A	ADV	_	17	adv	_	_
21	einmal	einmal	A	ADV	_	17	adv	_	_
22	zurück	zurück	P	PTKVZ	_	17	avz	_	_
23	und	und	K	KON	_	17	kon	_	_
24	zeigte	zeigen	V	VVFIN	_|Sg|Past|_	23	cj	_	_
25	ein	eine	A	ART	Indef|Neut|_|Sg	29	det	_	_
26	plötzlich	plötzlich	A	ADJD	Pos|	27	adv	_	_
27	verändertes	verändert	A	ADJA	Pos|Neut|_|Sg|St|	29	attr	_	_
28	verzweiflungsvolles	verzweiflungsvoll	A	ADJA	Pos|Neut|_|Sg|St|	29	attr	_	_
29	Gesicht	Gesicht	N	NN	Neut|_|Sg	24	obja	_	_
30	.	.	$	$.	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Es	es	P	PPER	3|Sg|Neut|_	3	expl	_	_
3	wird	werden	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
4	doch	doch	A	ADV	_	3	adv	_	_
5	nichts	nichts	P	PIS	_|Nom|Sg	3	subj	_	_
6	daraus	daraus	P	PROAV	_	3	pp	_	_
7	«	«	$	$(	_	0	root	_	_
8	,	,	$	$,	_	0	root	_	_
9	sagte	sagen	V	VVFIN	3|Sg|Past|_	6	par	_	_
10	sie	sie	P	PPER	3|Sg|Fem|Nom	9	subj	65	65
11	bitterlich	bitterlich	A	ADJD	Pos|	9	adv	_	_
12	weinend	weinen	A	ADJD	_|<PPRES	9	adv	_	_
13	,	,	$	$,	_	0	root	_	_
14	»	»	$	$(	_	0	root	_	_
15	ich	ich	P	PPER	1|Sg|_|Nom	3	pred	65	65
16	habe	haben	V	VAFIN	_|Sg|Pres|_	0	root	_	_
17	keine	keine	A	PIAT	Masc|_|Pl	18	det	_	_
18	Sonntagsschuhe	Sonntagsschuh	N	NN	Masc|_|Pl	16	obja	_	_
19	mehr	mehr	A	ADV	_	18	adv	_	_
20	!	!	$	$.	_	0	root	_	_

1	Schon	schon	A	ADV	_	2	adv	_	_
2	gestern	gestern	A	ADV	_	3	adv	_	_
3	habe	haben	V	VAFIN	1|Sg|Pres|_	0	root	_	_
4	ich	ich	P	PPER	1|Sg|_|Nom	3	subj	65	65
5	diese	diese	A	PDAT	_|_|_	6	det	_	_
6	groben	grob	A	ADJA	_|_|Pl	8	obja	_	_
7	hier	hier	A	ADV	_	8	adv	_	_
8	anziehen	anziehen	V	VVINF	_	9	aux	_	_
9	müssen	müssen	V	VMINF	_	3	aux	_	_
10	,	,	$	$,	_	0	root	_	_
11	um	um	K	KOUI	_	16	konj	_	_
12	nach	nach	P	APPR	Dat	16	pp	_	_
13	der	die	A	ART	Def|Fem|Dat|Sg	14	det	66	66
14	Stadt	Stadt	N	NN	Fem|Dat|Sg	12	pn	66	66
15	zu	zu	P	PTKZU	_	16	part	_	_
16	kommen	kommen	V	VVINF	_	3	neb	_	_
17	!	!	$	$.	_	0	root	_	_

1	Ich	ich	P	PPER	1|Sg|_|Nom	2	subj	65	65
2	weiß	wissen	V	VVFIN	1|Sg|Pres|Ind	0	root	_	_
3	keine	keine	A	PIAT	Masc|_|Pl	4	det	70	70
4	Schuhe	Schuh	N	NN	Masc|_|Pl	5	obja	70	70
5	aufzubringen	aufbringen	V	VVIZU	_	2	obji	_	_
6	!	!	$	$.	_	0	root	_	_
7	«	«	$	$(	_	0	root	_	_
8	Sali	Sali	N	NE	_|Nom|Sg	9	subj	33	33
9	stand	stehen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
10	ratlos	ratlos	A	ADJD	Pos|	9	adv	_	_
11	und	und	K	KON	_	9	kon	_	_
12	verblüfft	verblüffen	V	VVFIN	_|_|Pres|Ind	11	cj	_	_
13	.	.	$	$.	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Keine	keine	A	PIAT	Masc|_|Pl	3	det	_	_
3	Schuhe	Schuh	N	NN	Masc|_|Pl	0	root	_	_
4	!	!	$	$.	_	0	root	_	_
5	«	«	$	$(	_	0	root	_	_
6	sagte	sagen	V	VVFIN	3|Sg|Past|_	0	root	_	_
7	er	er	P	PPER	3|Sg|Masc|Nom	6	subj	33	33
8	,	,	$	$,	_	0	root	_	_
9	»	»	$	$(	_	0	root	_	_
10	da	da	A	ADV	_	11	adv	_	_
11	mußt	müssen	V	VMFIN	2|Sg|Pres|Ind	0	root	_	_
12	du	du	P	PPER	2|Sg|_|Nom	11	subj	67	67
13	halt	halt	A	ADV	_	16	adv	_	_
14	in	in	P	APPR	_	16	pp	_	_
15	diesen	diese	P	PDS	_|_|_	14	pn	_	_
16	kommen	kommen	V	VVINF	_	11	aux	_	_
17	!	!	$	$.	_	0	root	_	_
18	«	«	$	$(	_	0	root	_	_
19	-	-	$	$(	_	0	root	_	_
20	»	»	$	$(	_	0	root	_	_
21	Nein	nein	P	PTKANT	_	0	root	_	_
22	,	,	$	$,	_	0	root	_	_
23	nein	nein	P	PTKANT	_	0	root	_	_
24	,	,	$	$,	_	0	root	_	_
25	in	in	P	APPR	Dat	27	pp	_	_
26	denen	die	P	PDS	_|Dat|Pl	25	pn	_	_
27	kann	können	V	VMFIN	1|Sg|Pres|Ind	0	root	_	_
28	ich	ich	P	PPER	1|Sg|_|Nom	27	subj	65	65
29	nicht	nicht	P	PTKNEG	_	30	adv	_	_
30	tanzen	tanzen	V	VVINF	_	27	aux	_	_
31	!	!	$	$.	_	0	root	_	_
32	«	«	$	$(	_	0	root	_	_
33	-	-	$	$(	_	0	root	_	_
34	»	»	$	$(	_	0	root	_	_
35	Nun	nun	A	ADV	_	0	root	_	_
36	,	,	$	$,	_	0	root	_	_
37	so	so	A	ADV	_	38	adv	_	_
38	müssen	müssen	V	VMFIN	1|Pl|Pres|_	0	root	_	_
39	wir	wir	P	PPER	1|Pl|_|Nom	38	subj	_	_
40	welche	welche	P	PIS	_|_|_	41	obja	_	_
41	kaufen	kaufen	V	VVINF	_	38	aux	_	_
42	?	?	$	$.	_	0	root	_	_
43	«	«	$	$(	_	0	root	_	_
44	-	-	$	$(	_	0	root	_	_
45	»	»	$	$(	_	0	root	_	_
46	Wo	Wo	P	PWAV	_	0	root	_	_
47	,	,	$	$,	_	0	root	_	_
48	mit	mit	P	APPR	Dat	0	root	_	_
49	was	was	P	PRELS	Neut|_|Sg	0	root	_	_
50	?	?	$	$.	_	0	root	_	_
51	«	«	$	$(	_	0	root	_	_
52	-	-	$	$(	_	0	root	_	_
53	»	»	$	$(	_	0	root	_	_
54	Ei	Ei	N	NN	Neut|_|Sg	0	root	_	_
55	,	,	$	$,	_	0	root	_	_
56	in	in	P	APPR	_	59	pp	_	_
57	Seldwyl	Seldwyl	N	NE	_|_|_	56	pn	68	68
58	da	da	A	ADV	_	57	adv	68	68
59	gibt	geben	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
60	es	es	P	PPER	3|Sg|Neut|Nom	59	subj	_	_
61	Schuhläden	Schuhladen	N	NN	Masc|_|Pl	59	obja	_	_
62	genug	genug	A	ADV	_	61	adv	_	_
63	!	!	$	$.	_	0	root	_	_

1	Geld	Geld	N	NN	Neut|_|Sg	9	obja	_	_
2	werde	werden	V	VAFIN	1|Sg|Pres|_	0	root	_	_
3	ich	ich	P	PPER	1|Sg|_|Nom	2	subj	65	65
4	in	in	P	APPR	_	9	pp	_	_
5	minder	minder	A	ADV	_	4	adv	_	_
6	als	als	K	KOKOM	_	9	kom	_	_
7	zwei	zwei	C	CARD	_	8	attr	_	_
8	Stunden	Stunde	N	NN	Fem|_|Pl	6	cj	_	_
9	haben	haben	V	VAINF	_	2	aux	_	_
10	.	.	$	$.	_	0	root	_	_
11	«	«	$	$(	_	0	root	_	_
12	-	-	$	$(	_	0	root	_	_
13	»	»	$	$(	_	0	root	_	_
14	Aber	aber	K	KON	_	0	root	_	_
15	ich	ich	P	PPER	1|Sg|_|Nom	16	subj	65	65
16	kann	können	V	VMFIN	1|Sg|Pres|Ind	14	cj	_	_
17	doch	doch	A	ADV	_	23	adv	_	_
18	nicht	nicht	P	PTKNEG	_	23	adv	_	_
19	mit	mit	P	APPR	Dat	23	pp	_	_
20	dir	du	P	PPER	2|Sg|_|Dat	19	pn	67	67
21	in	in	P	APPR	_	23	pp	_	_
22	Seldwyl	Seldwyl	N	NE	_|_|_	21	pn	68	68
23	herumgehen	herumgehen	V	VVINF	_	16	aux	_	_
24	,	,	$	$,	_	0	root	_	_
25	und	und	K	KON	_	16	kon	_	_
26	dann	dann	A	ADV	_	27	adv	_	_
27	wird	werden	V	VAFIN	3|Sg|Pres|Ind	25	cj	_	_
28	das	die	A	ART	Def|Neut|Nom|Sg	29	det	69	69
29	Geld	Geld	N	NN	Neut|Nom|Sg	27	subj	69	69
30	nicht	nicht	P	PTKNEG	_	31	adv	_	_
31	langen	lang	A	ADJA	Pos|_|Nom|Pl|Wk|	27	pred	_	_
32	,	,	$	$,	_	0	root	_	_
33	auch	auch	A	ADV	_	37	adv	_	_
34	noch	noch	A	ADV	_	37	adv	_	_
35	Schuhe	Schuh	N	NN	Masc|_|_	37	obja	_	_
36	zu	zu	P	PTKZU	_	37	part	_	_
37	kaufen	kaufen	V	VVINF	_	27	obji	_	_
38	!	!	$	$.	_	0	root	_	_
39	«	«	$	$(	_	0	root	_	_
40	-	-	$	$(	_	0	root	_	_
41	»	»	$	$(	_	0	root	_	_
42	Es	es	P	PPER	3|Sg|Neut|Nom	43	subj	_	_
43	muß	müssen	V	VMFIN	3|Sg|Pres|Ind	0	root	_	_
44	!	!	$	$.	_	0	root	_	_

1	und	und	K	KON	_	0	root	_	_
2	ich	ich	P	PPER	1|Sg|_|Nom	3	subj	65	65
3	will	wollen	V	VMFIN	1|Sg|Pres|Ind	1	cj	_	_
4	die	die	A	ART	Def|Masc|_|Pl	5	det	70	70
5	Schuhe	Schuh	N	NN	Masc|_|Pl	6	obja	70	70
6	kaufen	kaufen	V	VVINF	_	3	aux	_	_
7	und	und	K	KON	_	6	kon	_	_
8	morgen	morgen	A	ADV	_	9	adv	_	_
9	mitbringen	mitbringen	V	VVINF	_	7	cj	_	_
10	!	!	$	$.	_	0	root	_	_
11	«	«	$	$(	_	0	root	_	_
12	-	-	$	$(	_	0	root	_	_
13	»	»	$	$(	_	0	root	_	_
14	O	O	N	NN	Neut|_|_	0	root	_	_
15	du	du	P	PPER	Neut|Nom|_	0	root	71	71
16	Närrchen	Närrchen	N	NN	Neut|_|_	15	app	71	71
17	,	,	$	$,	_	0	root	_	_
18	sie	sie	P	PPER	3|Pl|_|Nom	19	subj	68	68
19	werden	werden	V	VAFIN	3|Pl|Pres|_	0	root	_	_
20	ja	ja	A	ADV	_	22	adv	_	_
21	nicht	nicht	P	PTKNEG	_	22	adv	_	_
22	passen	passen	V	VVINF	_	19	aux	_	_
23	,	,	$	$,	_	0	root	_	_
24	die	die	P	PRELS	Neut|_|Pl	26	obja	68	68
25	du	du	P	PPER	2|Sg|_|Nom	26	subj	67	67
26	kaufst	kaufen	V	VVFIN	2|Sg|Pres|Ind	16	rel	_	_
27	!	!	$	$.	_	0	root	_	_
28	«	«	$	$(	_	0	root	_	_
29	-	-	$	$(	_	0	root	_	_
30	»	»	$	$(	_	0	root	_	_
31	So	so	A	ADV	_	32	adv	_	_
32	gib	geben	V	VVIMP	Sg	0	root	_	_
33	mir	ich	P	PPER	1|Sg|_|Dat	32	objd	65	65
34	einen	eine	A	ART	Indef|Masc|Acc|Sg	36	det	_	_
35	alten	alt	A	ADJA	Pos|Masc|Acc|Sg|_|	36	attr	_	_
36	Schuh	Schuh	N	NN	Masc|Acc|Sg	32	obja	_	_
37	mit	mit	P	PTKVZ	_	32	avz	_	_
38	,	,	$	$,	_	0	root	_	_
39	oder	oder	K	KON	_	0	root	_	_
40	halt	halt	A	ADV	_	39	cj	_	_
41	,	,	$	$,	_	0	root	_	_
42	noch	noch	A	ADV	_	43	adv	_	_
43	besser	gut	A	ADJD	Comp|	40	kon	_	_
44	,	,	$	$,	_	0	root	_	_
45	ich	ich	P	PPER	1|Sg|_|Nom	46	subj	65	65
46	will	wollen	V	VMFIN	1|Sg|Pres|Ind	0	root	_	_
47	dir	du	P	PRF	2|Sg|Dat	50	objd	_	_
48	das	die	A	ART	Def|Neut|_|Sg	49	det	73	73
49	Maß	Maß	N	NN	Neut|_|Sg	50	obja	73	73
50	nehmen	nehmen	V	VVINF	_	46	aux	_	_
51	,	,	$	$,	_	0	root	_	_
52	das	die	P	PDS	Neut|Nom|Sg	53	subj	_	_
53	wird	werden	V	VAFIN	3|Sg|Pres|Ind	46	kon	_	_
54	doch	doch	A	ADV	_	57	adv	_	_
55	kein	keine	A	PIAT	Neut|Nom|Sg	56	det	_	_
56	Hexenwerk	Hexenwerk	N	NN	Neut|Nom|Sg	57	pred	_	_
57	sein	sein	V	VAINF	_	53	aux	_	_
58	!	!	$	$.	_	0	root	_	_
59	«	«	$	$(	_	0	root	_	_
60	-	-	$	$(	_	0	root	_	_
61	»	»	$	$(	_	0	root	_	_
62	Das	die	A	ART	Def|Neut|_|Sg	63	det	_	_
63	Maßnehmen	Maßnehmen	N	NN	Neut|_|Sg	0	root	_	_
64	?	?	$	$.	_	0	root	_	_

1	Wahrhaftig	wahrhaftig	A	ADJD	Pos|	0	root	_	_
2	,	,	$	$,	_	0	root	_	_
3	daran	daran	P	PROAV	_	7	objp	_	_
4	hab	hab	V	VAFIN	1|Sg|_|_	0	root	_	_
5	ich	ich	P	PPER	1|Sg|_|Nom	4	subj	65	65
6	nicht	nicht	P	PTKNEG	_	7	adv	_	_
7	gedacht	denken	V	VVPP	_	4	aux	_	_
8	!	!	$	$.	_	0	root	_	_

1	Komm	Komm	N	NE	_	3	vok	_	_
2	,	,	$	$,	_	0	root	_	_
3	komm	komm	V	VVFIN	_	0	root	_	_
4	,	,	$	$,	_	0	root	_	_
5	ich	ich	P	PPER	1|Sg|_|Nom	6	subj	65	65
6	will	wollen	V	VMFIN	1|Sg|Pres|Ind	3	kon	_	_
7	dir	du	P	PRF	2|Sg|Dat	10	objd	_	_
8	ein	eine	A	ART	Indef|Neut|_|Sg	9	det	74	74
9	Schnürchen	Schnürchen	N	NN	Neut|_|Sg	10	obja	74	74
10	suchen	suchen	V	VVINF	_	6	aux	_	_
11	!	!	$	$.	_	0	root	_	_
12	«	«	$	$(	_	0	root	_	_
13	Sie	sie	P	PPER	3|Sg|Fem|Nom	14	subj	71	71
14	setzte	setzen	V	VVFIN	3|Sg|Past|_	0	root	_	_
15	sich	sie	P	PRF	3|_|_	14	obja	_	_
16	wieder	wieder	A	ADV	_	14	adv	_	_
17	auf	auf	P	APPR	Acc	14	objp	_	_
18	den	die	A	ART	Def|Masc|Acc|Sg	19	det	31	31
19	Herd	Herd	N	NN	Masc|Acc|Sg	17	pn	31	31
20	,	,	$	$,	_	0	root	_	_
21	zog	ziehen	V	VVFIN	_|Sg|Past|Ind	14	kon	_	_
22	den	die	A	ART	Def|Masc|Acc|Sg	23	det	_	_
23	Rock	Rock	N	NN	Masc|Acc|Sg	21	obja	_	_
24	etwas	etwas	A	ADV	_	21	adv	_	_
25	zurück	zurück	P	PTKVZ	_	21	avz	_	_
26	und	und	K	KON	_	21	kon	_	_
27	streifte	streifen	V	VVFIN	_|Sg|Past|_	26	cj	_	_
28	den	die	A	ART	Def|Masc|Acc|Sg	29	det	_	_
29	Schuh	Schuh	N	NN	Masc|Acc|Sg	27	obja	_	_
30	vom	von	P	APPRART	Dat	29	pp	_	_
31	Fuße	Fuß	N	NN	Masc|Dat|Sg	30	pn	72	72
32	,	,	$	$,	_	0	root	72	72
33	der	die	P	PRELS	Masc|Nom|Sg	45	subj	72	72
34	noch	noch	A	ADV	_	44	adv	_	_
35	von	von	P	APPR	_	44	pp	_	_
36	der	die	A	ART	Def|Fem|_|Sg	38	det	_	_
37	gestrigen	gestrig	A	ADJA	Pos|Fem|_|Sg|Wk|	38	attr	_	_
38	Reise	Reis	N	NN	Fem|_|Sg	35	pn	_	_
39	her	her	A	APZR	_	35	part	_	_
40	mit	mit	P	APPR	Dat	44	pp	_	_
41	einem	eine	A	ART	Indef|Masc|Dat|Sg	43	det	_	_
42	weißen	weiß	A	ADJA	Pos|Masc|Dat|Sg|Wk|	43	attr	_	_
43	Strumpfe	Strumpf	N	NN	Masc|Dat|Sg	40	pn	_	_
44	bekleidet	bekleiden	V	VVPP	_	45	aux	_	_
45	war	sein	V	VAFIN	3|Sg|Past|Ind	31	rel	_	_
46	.	.	$	$.	_	0	root	_	_

1	Sali	Sali	N	NE	_	0	root	_	_
2	kniete	kniete	N	NE	_	1	app	_	_
3	nieder	nieder	P	PTKVZ	_	0	root	_	_
4	und	und	K	KON	_	0	root	_	_
5	nahm	nehmen	V	VVFIN	_|Sg|Past|Ind	4	cj	_	_
6	,	,	$	$,	_	0	root	_	_
7	so	so	A	ADV	_	9	adv	_	_
8	gut	gut	A	ADJD	Pos|	9	adv	_	_
9	er	er	P	PPER	3|Sg|Masc|Nom	0	root	72	72
10	es	es	P	PPER	3|Sg|Neut|Nom	11	subj	_	_
11	verstand	verstehen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
12	,	,	$	$,	_	0	root	_	_
13	das	die	A	ART	Def|Neut|_|Sg	14	det	73	73
14	Maß	Maß	N	NN	Neut|_|Sg	0	root	73	73
15	,	,	$	$,	_	0	root	_	_
16	indem	indem	K	KOUS	_	35	konj	_	_
17	er	er	P	PPER	3|Sg|Masc|Nom	35	subj	72	72
18	den	die	A	ART	Def|Masc|Acc|Sg	20	det	_	_
19	zierlichen	zierlich	A	ADJA	Pos|Masc|Acc|Sg|_|	20	attr	_	_
20	Fuß	Fuß	N	NN	Masc|Acc|Sg	35	obja	_	_
21	der	die	A	ART	Def|Fem|Gen|Sg	22	det	_	_
22	Länge	Länge	N	NN	Fem|Gen|Sg	20	gmod	_	_
23	und	und	K	KON	_	20	kon	_	_
24	Breite	Breite	N	NN	_|Acc|_	23	cj	_	_
25	nach	nach	P	APPR	Dat	24	pp	_	_
26	umspannte	umspannt	A	ADJA	Pos|_|_|_|_|	25	pn	_	_
27	mit	mit	P	APPR	Dat	35	pp	_	_
28	dem	die	A	ART	Def|Neut|Dat|Sg	29	det	74	74
29	Schnürchen	Schnürchen	N	NN	Neut|Dat|Sg	27	pn	74	74
30	und	und	K	KON	_	29	kon	_	_
31	sorgfältig	sorgfältig	A	ADJD	Pos|	32	adv	_	_
32	Knoten	Knoten	N	NN	_|Dat|_	30	cj	_	_
33	in	in	P	APPR	_	35	pp	_	_
34	dasselbe	dasselbe	P	PIS	_|_|_	33	pn	_	_
35	knüpfte	knüpfen	V	VVFIN	3|Sg|Past|_	0	root	_	_
36	.	.	$	$.	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Du	du	P	PPER	Masc|Nom|_	0	root	_	_
3	Schuhmacher	Schuhmacher	N	NN	Masc|_|_	2	app	_	_
4	!	!	$	$.	_	0	root	_	_
5	«	«	$	$(	_	0	root	_	_
6	sagte	sagen	V	VVFIN	3|Sg|Past|_	0	root	_	_
7	Vrenchen	Vrenchen	N	NE	_|Nom|Sg	6	subj	0	0
8	und	und	K	KON	_	6	kon	_	_
9	lachte	lachen	V	VVFIN	_|Sg|Past|_	8	cj	_	_
10	errötend	erröten	A	ADJD	_|<PPRES	9	adv	_	_
11	und	und	K	KON	_	10	kon	_	_
12	freundschaftlich	freundschaftlich	A	ADJD	Pos|	11	cj	_	_
13	zu	zu	P	APPR	Dat	9	pp	_	_
14	ihm	er	P	PPER	3|Sg|_|Dat	13	pn	0	0
15	nieder	nieder	P	PTKVZ	_	9	avz	_	_
16	.	.	$	$.	_	0	root	_	_

