1	Sieh	Sieh	N	NE	_	4	vok	452	452
35	zu	zu	P	PTKZU	_	36	part	_	_
36	bieten	bieten	V	VVINF	_	29	obji	_	_
37	.	.	$	$.	_	0	root	_	_

1	Er	er	P	PPER	3|Sg|Masc|Nom	2	subj	214	214
2	stand	stehen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
3	vielmehr	vielmehr	A	ADV	_	2	adv	_	_
4	ganz	ganz	A	ADV	_	5	adv	_	_
5	in	in	P	APPR	Dat	2	pp	_	_
6	den	die	A	ART	Def|Fem|Dat|Pl	7	det	_	_
7	Anschauungen	Anschauung	N	NN	Fem|Dat|Pl	5	pn	_	_
8	seines	seine	A	PPOSAT	Masc|Gen|Sg	9	det	214	214
9	Standes	Stand	N	NN	Masc|Gen|Sg	7	gmod	_	_
10	und	und	K	KON	_	2	kon	_	_
11	bekannte	bekennen	V	VVFIN	_|Sg|Past|Ind	10	cj	_	_
12	sich	sie	P	PRF	3|_|_	11	obja	_	_
13	,	,	$	$,	_	0	root	_	_
14	mit	mit	P	APPR	Dat	11	pp	_	_
15	einem	eine	A	ART	Indef|Masc|Dat|Sg	20	det	_	_
16	durch	durch	P	APPR	Acc	19	pp	_	_
17	persönliches	persönlich	A	ADJA	Pos|Neut|Acc|Sg|St|	18	attr	_	_
18	Fühlen	Fühlen	N	NN	Neut|Acc|Sg	16	pn	_	_
19	unterstützten	unterstützt	A	ADJA	Pos|Masc|Dat|Sg|Wk|	20	attr	_	_
20	Nachdruck	Nachdruck	N	NN	Masc|Dat|Sg	14	pn	_	_
21	,	,	$	$,	_	0	root	_	_
22	zu	zu	P	APPR	Dat	11	objp	_	_
23	dem	die	A	ART	Def|Masc|Dat|Sg	25	det	_	_
24	alten	alt	A	ADJA	Pos|Masc|Dat|Sg|Wk|	25	attr	_	_
25	Gegensatze	Gegensatz	N	NN	Masc|Dat|Sg	22	pn	_	_
26	von	von	P	APPR	Dat	25	pp	_	_
27	Militär	Militär	N	NN	_|Dat|Sg	26	pn	_	_
28	und	und	K	KON	_	27	kon	_	_
29	Polizei	Polizei	N	NN	Fem|Dat|Sg	28	cj	_	_
30	.	.	$	$.	_	0	root	_	_

1	Jeder	jede	P	PIS	Masc|Nom|Sg	4	subj	_	_
2	der	die	A	ART	Def|_|Gen|_	3	det	_	_
3	Eintretenden	Eintretende	N	NN	_|Gen|_	1	gmod	_	_
4	war	sein	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
5	an	an	P	APPR	Dat	4	pp	_	_
6	dieser	diese	A	PDAT	Fem|Dat|Sg	7	det	215	215
7	Stelle	Stelle	N	NN	Fem|Dat|Sg	5	pn	215	215
8	zu	zu	P	APPR	Dat	4	pp	_	_
9	Haus	Haus	N	NN	Neut|Dat|Sg	8	pn	762	762
10	und	und	K	KON	_	4	kon	_	_
11	hatte	haben	V	VAFIN	_|Sg|Past|Ind	10	cj	_	_
12	keine	keine	A	PIAT	Fem|_|Sg	13	det	_	_
13	Veranlassung	Veranlassung	N	NN	Fem|_|Sg	11	obja	_	_
14	mehr	mehr	A	ADV	_	13	adv	_	_
15	zum	zu	P	APPRART	Dat	11	pp	_	_
16	Staunen	Staunen	N	NN	Neut|Dat|Sg	15	pn	_	_
17	und	und	K	KON	_	16	kon	_	_
18	Bewundern	Bewundern	N	NN	Neut|Dat|Sg	17	cj	_	_
19	.	.	$	$.	_	0	root	_	_

1	Wer	wer	P	PWS	_|Nom|Sg	7	subj	_	_
2	aber	aber	A	ADV	_	1	adv	_	_
3	zum	zu	P	APPRART	Dat	7	pp	_	_
4	ersten	erst	A	ADJA	_|Neut|Dat|Sg|Wk|	5	attr	_	_
5	Male	Mal	N	NN	Neut|Dat|Sg	3	pn	_	_
6	hier	hier	A	ADV	_	3	adv	_	_
7	eintrat	eintreten	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
8	,	,	$	$,	_	0	root	_	_
9	der	die	P	PDS	Masc|Nom|Sg	10	subj	_	_
10	wurde	werden	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
11	sicherlich	sicherlich	A	ADV	_	15	adv	_	_
12	durch	durch	P	APPR	Acc	15	pp	_	_
13	eine	eine	A	ART	Indef|Fem|Acc|Sg	14	det	216	216
14	Schönheit	Schönheit	N	NN	Fem|Acc|Sg	12	pn	216	216
15	überrascht	überraschen	V	VVPP	_	10	aux	216	216
16	,	,	$	$,	_	0	root	216	216
17	die	die	P	PRELS	Fem|Nom|Sg	22	subj	216	216
18	gerade	gerade	A	ADV	_	22	adv	_	_
19	darin	darin	P	PROAV	_	22	pp	_	_
20	ihren	ihre	A	PPOSAT	Masc|_|Sg	21	det	216	216
21	Grund	Grund	N	NN	Masc|_|Sg	22	obja	_	_
22	hatte	haben	V	VAFIN	3|Sg|Past|Ind	14	rel	_	_
23	,	,	$	$,	_	0	root	_	_
24	daß	daß	K	KOUS	_	33	konj	_	_
25	der	die	A	ART	Def|Masc|Nom|Sg	29	det	_	_
26	als	als	K	KOKOM	_	28	kom	_	_
27	Speisesaal	Speisesaal	N	NN	Masc|_|Sg	26	cj	_	_
28	dienende	dienend	A	ADJA	Pos|Masc|Nom|Sg|Wk|<PPRES	29	attr	_	_
29	Raum	Raum	N	NN	Masc|Nom|Sg	33	subj	_	_
30	kein	keine	A	PIAT	Masc|Nom|Sg	32	det	_	_
31	eigentlicher	eigentlich	A	ADJA	Pos|Masc|Nom|Sg|St|	32	attr	_	_
32	Speisesaal	Speisesaal	N	NN	Masc|Nom|Sg	33	pred	_	_
33	war	sein	V	VAFIN	3|Sg|Past|Ind	22	objc	_	_
34	.	.	$	$.	_	0	root	_	_

1	Ein	ein	A	ART	Indef|Masc|Nom|Sg	3	det	217	217
2	reichgegliederter	reichgegliedert	A	ADJA	Pos|Masc|Nom|Sg|St|	3	attr	217	217
3	Kronleuchter	Kronleuchter	N	NN	Masc|Nom|Sg	7	subj	217	217
4	von	von	P	APPR	_	3	pp	217	217
5	französischer	französisch	A	ADJA	Pos|Fem|_|Sg|St|	6	attr	217	217
6	Bronze	Bronze	N	NN	Fem|_|Sg	4	pn	217	217
7	warf	werfen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
8	seine	seine	A	PPOSAT	_|_|_	9	det	217	217
9	Lichter	Licht	N	NN	_|_|_	7	obja	_	_
10	auf	auf	P	APPR	Acc	7	objp	_	_
11	eine	eine	A	ART	Indef|Fem|Acc|Sg	19	det	_	_
12	von	von	P	APPR	_	16	pp	_	_
13	guter	gut	A	ADJA	Pos|Fem|_|Sg|St|	15	attr	_	_
14	italienischer	italienisch	A	ADJA	Pos|Fem|_|Sg|St|	15	attr	_	_
15	Hand	Hand	N	NN	Fem|_|Sg	12	pn	_	_
16	herrührende	herrührend	A	ADJA	Pos|Fem|Acc|Sg|_|<PPRES	19	attr	_	_
17	prächtig	prächtig	A	ADJD	Pos|	18	adv	_	_
18	eingerahmte	eingerahmte	A	ADJA	_|Fem|Acc|Sg|_	19	attr	_	_
19	Kopie	Kopie	N	NN	Fem|Acc|Sg	10	pn	_	_
20	der	die	A	ART	Def|_|Gen|_	21	det	_	_
21	Veronesischen	Veronesische	N	NN	_|Gen|_	19	gmod	_	_
22	»	»	$	$(	_	0	root	_	_
23	Hochzeit	Hochzeit	N	NN	Fem|Acc|Sg	19	app	_	_
24	zu	zu	P	APPR	Dat	23	pp	_	_
25	Cana	Cana	N	NE	Fem|Dat|Sg	24	pn	218	218
26	«	«	$	$(	_	0	root	218	218
27	,	,	$	$,	_	0	root	218	218
28	die	die	P	PRELS	Fem|Nom|Sg	39	subj	218	218
29	von	von	P	APPR	_	38	pp	_	_
30	Uneingeweihten	Uneingeweihte	N	NN	_|_|_	29	pn	_	_
31	auch	auch	A	ADV	_	38	adv	_	_
32	wohl	wohl	A	ADV	_	38	adv	_	_
33	ohne	ohne	P	APPR	Acc	38	pp	_	_
34	weiteres	weit	A	ADJA	Comp|Neut|Acc|Sg|St|	33	pn	_	_
35	für	für	P	APPR	Acc	38	pp	_	_
36	das	die	A	ART	Def|Neut|Acc|Sg	37	det	_	_
37	Original	Original	N	NN	Neut|Acc|Sg	35	pn	_	_
38	genommen	nehmen	V	VVPP	_	39	aux	_	_
39	wurde	werden	V	VAFIN	3|Sg|Past|Ind	25	rel	_	_
40	,	,	$	$,	_	0	root	_	_
41	während	während	K	KOUS	_	52	konj	_	_
42	daneben	daneben	P	PROAV	_	52	pp	_	_
43	zwei	zwei	C	CARD	_	44	attr	_	_
44	Stilleben	Stilleben	N	NN	Neut|Nom|Pl	52	subj	_	_
45	in	in	P	APPR	_	52	pp	_	_
46	fast	fast	A	ADV	_	48	adv	_	_
47	noch	noch	A	ADV	_	48	adv	_	_
48	größeren	groß	A	ADJA	Comp|_|_|_|_|	51	attr	_	_
49	und	und	K	KON	_	48	kon	_	_
50	reicheren	reich	A	ADJA	Comp|_|_|_|_|	49	cj	_	_
51	Barockrahmen	Barockrahmen	N	NN	_|_|_	45	pn	_	_
52	hingen	hängen	V	VVFIN	3|Pl|Past|_	39	neb	_	_
53	.	.	$	$.	_	0	root	_	_

1	Es	es	P	PPER	3|Sg|Neut|Nom	2	subj	_	_
2	waren	sein	V	VAFIN	_|Pl|Past|Ind	0	root	_	_
3	,	,	$	$,	_	0	root	_	_
4	von	von	P	APPR	_	0	root	_	_
5	einiger	einige	A	PIAT	Fem|_|Sg	7	det	_	_
6	vegetabilischer	vegetabilischer	A	ADJA	_|Fem|_|Sg|_	7	attr	_	_
7	Zutat	Zutat	N	NN	Fem|_|Sg	4	pn	_	_
8	abgesehen	absehen	V	VVPP	_	0	root	_	_
9	,	,	$	$,	_	0	root	_	_
10	Hummer	Hummer	N	NN	Masc|_|_	0	root	_	_
11	,	,	$	$,	_	0	root	_	_
12	Lachs	Lachs	N	NN	_|_|Sg	10	kon	_	_
13	und	und	K	KON	_	12	kon	_	_
14	blaue	blau	A	ADJA	Pos|Fem|_|Pl|St|	15	attr	_	_
15	Makrelen	Makrele	N	NN	Fem|_|Pl	13	cj	_	_
16	,	,	$	$,	_	0	root	_	_
17	über	über	P	APPR	Acc	32	objp	_	_
18	deren	die	A	PRELAT	Fem|Acc|Sg	20	det	_	_
19	absolute	absolut	A	ADJA	Pos|Fem|Acc|Sg|_|	20	attr	_	_
20	Naturwahrheit	Naturwahrheit	N	NN	Fem|Acc|Sg	17	pn	_	_
21	sich	sie	P	PRF	3|_|_	32	obja	_	_
22	van	van	N	NE	_|Nom|Sg	32	subj	1	1
23	der	die	A	ART	Def|_|Gen|_	24	det	8	8
24	Straaten	Straaten	N	NN	_|Gen|_	22	gmod	8	8
25	in	in	P	APPR	Dat	24	pp	8	8
26	der	die	A	ART	Def|_|Gen|Pl	27	det	8	8
27	ein	eins	C	CARD	_|_|_	25	pn	8	8
28	für	für	P	APPR	Acc	27	pp	8	8
29	allemal	allemal	A	ADV	_	31	adv	8	8
30	gemünzten	gemünzten	A	ADJA	_|Fem|Acc|Sg|_	31	attr	8	8
31	Bewunderungsformel	Bewunderungsformel	N	NN	Fem|Acc|Sg	28	pn	1	1
32	ausließ	auslassen	V	VVFIN	3|Sg|Past|Ind	15	rel	_	_
33	,	,	$	$,	_	0	root	_	_
34	»	»	$	$(	_	0	root	_	_
35	es	es	P	PPER	3|Sg|Neut|_	0	root	_	_
36	werd	werd	F	FM	_	0	root	_	_
37	'	'	$	$(	_	0	root	_	_
38	ihm	er	P	PPER	3|Sg|_|Dat	0	root	1	1
39	,	,	$	$,	_	0	root	_	_
40	als	als	K	KOKOM	_	0	root	_	_
41	ob	ob	K	KOUS	_	48	konj	_	_
42	er	er	P	PPER	3|Sg|Masc|Nom	48	subj	1	1
43	taschentuchlos	taschentuchlos	A	ADJD	Pos|	48	adv	_	_
44	über	über	P	APPR	Acc	48	objp	_	_
45	den	die	A	ART	Def|Masc|Acc|Sg	46	det	_	_
46	Cöllnischen	Cöllnischen	N	NN	Masc|Acc|Sg	44	pn	_	_
47	Fischmarkt	Fischmarkt	N	NN	Masc|Acc|Sg	46	app	_	_
48	gehe	gehen	V	VVFIN	3|Sg|Pres|Subj	0	root	_	_
49	«	«	$	$(	_	0	root	_	_
50	.	.	$	$.	_	0	root	_	_

