1	Willst	wollen	V	VMFIN	2|Sg|Pres|Ind	0	root	_	_
40	Hände	Hand	N	NN	Fem|Gen|Pl	37	gmod	_	_
41	und	und	K	KON	_	37	kon	_	_
42	den	die	A	ART	Def|Masc|Dat|Pl	44	det	405	405
43	raschen	rasch	A	ADJA	Pos|Masc|Dat|Pl|_|	44	attr	405	405
44	Atemzügen	Atemzug	N	NN	Masc|Dat|Pl	41	cj	405	405
45	,	,	$	$,	_	0	root	_	_
46	die	die	P	PRELS	_|_|_	0	root	405	405
47	warm	warm	A	ADJD	Pos|	51	adv	_	_
48	an	an	P	APPR	Acc	51	pp	_	_
49	seine	seine	A	PPOSAT	Fem|Acc|Sg	50	det	402	402
50	Wange	Wange	N	NN	Fem|Acc|Sg	48	pn	_	_
51	wellten	wellten	V	VVINF	_	0	root	_	_
52	.	.	$	$.	_	0	root	_	_

1	Eine	eine	A	ART	Indef|Fem|Nom|Sg	3	det	_	_
2	farbige	farbig	A	ADJA	Pos|Fem|Nom|Sg|_|	3	attr	_	_
3	Welt	Welt	N	NN	Fem|Nom|Sg	6	subj	_	_
4	von	von	P	APPR	_	3	pp	_	_
5	Schönheit	Schönheit	N	NN	Fem|_|Sg	4	pn	406	406
6	tauchte	tauchen	V	VVFIN	3|Sg|Past|_	0	root	_	_
7	plötzlich	plötzlich	A	ADJD	Pos|	6	adv	_	_
8	vor	vor	P	APPR	Dat	6	pp	_	_
9	diesem	diese	A	PDAT	Neut|Dat|Sg	11	det	407	407
10	einsamen	einsam	A	ADJA	Pos|Neut|Dat|Sg|Wk|	11	attr	407	407
11	Mädchen	Mädchen	N	NN	Neut|Dat|Sg	8	pn	407	407
12	auf	auf	P	PTKVZ	_	6	avz	407	407
13	,	,	$	$,	_	0	root	407	407
14	das	die	P	PRELS	Neut|_|Sg	42	obja	407	407
15	seit	seit	P	APPR	Dat	42	pp	_	_
16	Jahren	Jahr	N	NN	Neut|Dat|Pl	15	pn	330	330
17	nur	nur	A	ADV	_	42	adv	_	_
18	mehr	mehr	A	ADV	_	42	adv	_	_
19	die	die	A	ART	Def|_|Nom|Pl	21	det	_	_
20	verquollenen	verquollen	A	ADJA	Pos|_|Nom|Pl|Wk|	21	attr	_	_
21	Gestalten	Gestalt	N	NN	_|Nom|Pl	43	subj	_	_
22	,	,	$	$,	_	0	root	_	_
23	der	die	A	ART	Def|_|_|_	24	det	_	_
24	Schenke	Schenke	N	NN	Masc|Nom|Sg	21	kon	_	_
25	,	,	$	$,	_	0	root	_	_
26	die	die	A	ART	Def|Neut|Nom|Pl	28	det	_	_
27	verrunzelten	verrunzelt	A	ADJA	Pos|Neut|Nom|Pl|Wk|	28	attr	_	_
28	Gesichter	Gesicht	N	NN	Neut|Nom|Pl	24	kon	_	_
29	alter	alt	A	ADJA	Pos|Fem|Gen|Pl|St|	31	attr	_	_
30	schwarzgekleideter	schwarzgekleidet	A	ADJA	Pos|Fem|Gen|Pl|St|	31	attr	_	_
31	Frauen	Frau	N	NN	Fem|Gen|Pl	28	gmod	_	_
32	und	und	K	KON	_	28	kon	_	_
33	die	die	A	ART	Def|Fem|Nom|Sg	35	det	_	_
34	schmutzige	schmutzig	A	ADJA	Pos|Fem|Nom|Sg|_|	35	attr	_	_
35	Plumpheit	Plumpheit	N	NN	Fem|Nom|Sg	32	cj	_	_
36	der	die	A	ART	Def|Neut|Gen|Pl	41	det	_	_
37	schreienden	schreiend	A	ADJA	Pos|Neut|Gen|Pl|Wk|<PPRES	41	attr	_	_
38	und	und	K	KON	_	37	kon	_	_
39	sich	sie	P	PRF	3|_|_	40	obja	_	_
40	balgenden	balgend	A	ADJA	Pos|_|Gen|_|_|<PPRES	38	cj	_	_
41	Straßenkinder	Straßenkind	N	NN	Neut|Gen|Pl	35	gmod	_	_
42	gesehen	sehen	V	VVPP	_	43	aux	_	_
43	hatte	haben	V	VAFIN	_|Sg|Past|Ind	11	rel	_	_
44	.	.	$	$.	_	0	root	_	_

1	Und	und	K	KON	_	3	koord	_	_
2	hier	hier	A	ADV	_	3	adv	_	_
3	waren	sein	V	VAFIN	3|Pl|Past|Ind	0	root	_	_
4	sanfte	sanft	A	ADJA	Pos|Fem|Nom|Pl|St|	10	attr	_	_
5	,	,	$	$,	_	0	root	_	_
6	in	in	P	APPR	Dat	9	pp	_	_
7	wunderbare	wunderbar	A	ADJA	Pos|_|_|_|_|	8	attr	_	_
8	Gewande	Gewand	N	NN	Neut|Dat|Sg	6	pn	_	_
9	gehüllte	gehüllt	A	ADJA	Pos|_|Nom|_|_|	4	kon	_	_
10	Frauen	Frau	N	NN	Fem|Nom|Pl	3	subj	_	_
11	von	von	P	APPR	_	10	pp	_	_
12	bezaubernder	bezaubernd	A	ADJA	Pos|Fem|_|Sg|St|_	13	attr	_	_
13	Schönheit	Schönheit	N	NN	Fem|_|Sg	11	pn	_	_
14	,	,	$	$,	_	0	root	_	_
15	traurige	traurig	A	ADJA	Pos|_|_|_|_|	0	root	_	_
16	und	und	K	KON	_	15	kon	_	_
17	stolze	stolz	A	ADJA	Pos|_|_|_|_|	16	cj	_	_
18	,	,	$	$,	_	0	root	_	_
19	begehrliche	begehrlich	A	ADJA	Pos|_|_|_|_|	17	kon	_	_
20	und	und	K	KON	_	0	root	_	_
21	verträumte	verträumen	V	VVFIN	_|Sg|Past|_	20	cj	_	_
22	,	,	$	$,	_	0	root	_	_
23	Ritter	Ritter	N	NN	Masc|Nom|Sg	61	subj	_	_
24	in	in	P	APPR	_	61	pp	_	_
25	Rüstungen	Rüstung	N	NN	Fem|_|Pl	24	pn	_	_
26	und	und	K	KON	_	25	kon	_	_
27	langen	lang	A	ADJA	Pos|_|_|_|_|	28	attr	408	408
28	Prunkgewanden	Prunkgewanden	N	NN	_|_|Pl	26	cj	408	408
29	,	,	$	$,	_	0	root	408	408
30	die	die	P	PRELS	_|Nom|Pl	34	subj	408	408
31	mit	mit	P	APPR	Dat	34	pp	_	_
32	diesen	diese	A	PDAT	Fem|Dat|Pl	33	det	409	409
33	Frauen	Frau	N	NN	Fem|Dat|Pl	31	pn	409	409
34	scherzten	scherzen	V	VVFIN	3|Pl|Past|_	28	rel	_	_
35	oder	oder	K	KON	_	34	kon	_	_
36	sprachen	sprechen	V	VVFIN	_|Pl|Past|Ind	35	cj	_	_
37	,	,	$	$,	_	0	root	_	_
38	Könige	König	N	NN	Masc|_|_	28	app	_	_
39	mit	mit	P	APPR	Dat	38	pp	_	_
40	langwallenden	langwallend	A	ADJA	Pos|_|Dat|_|_|<PPRES	42	attr	410	410
41	weißen	weiß	A	ADJA	Pos|_|Dat|_|_|	42	attr	410	410
42	Locken	Locke	N	NN	Fem|Dat|Pl	39	pn	410	410
43	,	,	$	$,	_	0	root	410	410
44	auf	auf	P	APPR	Dat	48	pp	410	410
45	denen	die	P	PRELS	Fem|Dat|Pl	44	pn	410	410
46	goldene	golden	A	ADJA	Pos|Fem|Nom|Pl|St|	47	attr	413	413
47	Kronen	Krone	N	NN	Fem|Nom|Pl	48	subj	413	413
48	schimmerten	schimmern	V	VVFIN	3|Pl|Past|_	42	rel	_	_
49	,	,	$	$,	_	0	root	_	_
50	schöne	schön	A	ADJA	Pos|Masc|_|Pl|St|	51	attr	_	_
51	Jünglinge	Jüngling	N	NN	Masc|_|Pl	61	obja	_	_
52	,	,	$	$,	_	0	root	_	_
53	deren	die	A	PRELAT	Masc|Nom|Sg	54	det	411	411
54	Leib	Leib	N	NN	Masc|Nom|Sg	57	subj	411	411
55	von	von	P	APPR	Dat	57	pp	_	_
56	Pfeilen	Pfeil	N	NN	Masc|Dat|Pl	55	pn	_	_
57	durchbohrt	durchbohren	V	VVFIN	3|Sg|Pres|Ind	51	rel	_	_
58	sich	sie	P	PRF	3|_|_	57	obja	_	_
59	am	an	P	APPRART	Dat	57	pp	_	_
60	Marterstamm	Marterstamm	N	NN	Masc|Dat|Sg	59	pn	_	_
61	niedersenkte	niedersenken	V	VVFIN	3|Sg|Past|_	0	root	_	_
62	oder	oder	K	KON	_	61	kon	_	_
63	unter	unter	P	APPR	_	65	pp	_	_
64	Qualen	Qual	N	NN	Fem|_|Pl	63	pn	_	_
65	verblutete	verbluten	V	VVFIN	_|Sg|Past|_	62	cj	_	_
66	.	.	$	$.	_	0	root	_	_

1	Und	und	K	KON	_	0	root	_	_
2	ein	eine	A	ART	Indef|Neut|_|Sg	4	det	412	412
3	fremdes	fremd	A	ADJA	Pos|Neut|_|Sg|St|	4	attr	412	412
4	Land	Land	N	NN	Neut|_|Sg	1	cj	412	412
5	,	,	$	$,	_	0	root	412	412
6	das	die	P	PRELS	Neut|Nom|Sg	9	subj	412	412
7	sie	sie	P	PPER	3|_|_|_	9	obja	413	413
8	nicht	nicht	P	PTKNEG	_	9	adv	_	_
9	kannte	kennen	V	VVFIN	3|Sg|Past|Ind	4	rel	_	_
10	und	und	K	KON	_	0	root	_	_
11	dessen	die	A	PRELAT	Masc|_|Sg	12	det	_	_
12	Anblick	Anblick	N	NN	Masc|_|Sg	10	cj	_	_
13	sie	sie	P	PPER	3|_|_|_	22	obja	413	413
14	süß	süß	A	ADJD	Pos|	22	adv	_	_
15	,	,	$	$,	_	0	root	_	_
16	wie	wie	P	PWAV	_	20	adv	_	_
17	eine	eine	A	ART	Indef|Fem|Nom|Sg	19	det	416	416
18	unbewußte	unbewußt	A	ADJA	Pos|Fem|Nom|Sg|_|	19	attr	416	416
19	Heimatserinnerung	Heimatserinnerung	N	NN	Fem|Nom|Sg	20	subj	416	416
20	berührte	berühren	V	VVFIN	3|Sg|Past|_	22	subjc	_	_
21	,	,	$	$,	_	0	root	_	_
22	tat	tun	V	VVFIN	_|Sg|Past|Ind	0	root	_	_
23	sich	sie	P	PRF	3|_|Dat	22	objd	_	_
24	auf	auf	P	APPR	_	22	pp	_	_
25	mit	mit	P	APPR	Dat	24	pp	_	_
26	grünen	grün	A	ADJA	Pos|Fem|Dat|Pl|_|	27	attr	_	_
27	Palmen	Palme	N	NN	Fem|Dat|Pl	25	pn	_	_
28	und	und	K	KON	_	27	kon	_	_
29	hohen	hoch	A	ADJA	Pos|Fem|Dat|Pl|_|	30	attr	_	_
30	Zypressen	Zypresse	N	NN	Fem|Dat|Pl	28	cj	_	_
31	,	,	$	$,	_	0	root	_	_
32	mit	mit	P	APPR	Dat	22	objp	_	_
33	einem	eine	A	ART	Indef|Masc|Dat|Sg	36	det	414	414
34	leuchtenden	leuchtend	A	ADJA	Pos|Masc|Dat|Sg|Wk|<PPRES	36	attr	414	414
35	blauen	blau	A	ADJA	Pos|Masc|Dat|Sg|Wk|	36	attr	414	414
36	Himmel	Himmel	N	NN	Masc|Dat|Sg	32	pn	414	414
37	,	,	$	$,	_	0	root	414	414
38	der	die	P	PRELS	Masc|Nom|Sg	51	subj	414	414
39	über	über	P	APPR	Acc	51	pp	_	_
40	Wüsten	Wüste	N	NN	_|Acc|_	39	pn	_	_
41	und	und	K	KON	_	40	kon	_	_
42	Berge	Berg	N	NN	Masc|Acc|Pl	41	cj	_	_
43	,	,	$	$,	_	0	root	_	_
44	Städte	Stadt	N	NN	Fem|Acc|Pl	42	kon	_	_
45	und	und	K	KON	_	44	kon	_	_
46	Fernen	Ferne	N	NN	_|Acc|_	45	cj	_	_
47	in	in	P	APPR	Dat	51	objp	_	_
48	gleichem	gleich	A	ADJA	Pos|Masc|Dat|Sg|St|	50	attr	415	415
49	tiefem	tief	A	ADJA	Pos|Masc|Dat|Sg|St|	50	attr	415	415
50	Glanze	Glanz	N	NN	Masc|Dat|Sg	47	pn	415	415
51	lag	liegen	V	VVFIN	3|Sg|Past|Ind	36	rel	_	_
52	und	und	K	KON	_	51	kon	_	_
53	viel	viel	A	ADV	_	54	adv	_	_
54	leichter	leicht	A	ADJD	Comp|	59	pred	_	_
55	und	und	K	KON	_	54	kon	_	_
56	freudiger	freudig	A	ADJD	Comp|	55	cj	_	_
57	zu	zu	P	PTKZU	_	58	part	_	_
58	sein	sein	V	VAINF	_	59	obji	_	_
59	schien	scheinen	V	VVFIN	_|Sg|Past|Ind	52	cj	_	_
60	als	als	K	KOKOM	_	59	kom	_	_
61	dieser	diese	A	PDAT	Masc|Nom|Sg	62	det	_	_
62	nördliche	nördlich	A	ADJA	Masc|Nom|Sg	60	cj	_	_
63	,	,	$	$,	_	0	root	_	_
64	der	die	P	PRELS	Masc|Nom|Sg	72	subj	415	415
65	selbst	selbst	A	ADV	_	72	adv	_	_
66	wie	wie	K	KOKOM	_	72	kom	_	_
67	eine	eine	A	ART	Indef|Fem|_|Sg	71	det	_	_
68	einzige	einzig	A	ADJA	Pos|Fem|_|Sg|_|	71	attr	_	_
69	graue	grau	A	ADJA	Pos|Fem|_|Sg|_|	71	attr	_	_
70	ewige	ewig	A	ADJA	Pos|Fem|_|Sg|_|	71	attr	_	_
71	Wolke	Wolke	N	NN	Fem|_|Sg	66	cj	_	_
72	war	sein	V	VAFIN	3|Sg|Past|Ind	61	rel	_	_
73	.	.	$	$.	_	0	root	_	_

1	Nach	Nach	A	ADV	_	4	adv	_	_
2	und	und	K	KON	_	1	kon	_	_
3	nach	nach	A	ADV	_	2	cj	_	_
4	fügte	fügen	V	VVFIN	3|Sg|Past|_	0	root	_	_
5	er	er	P	PPER	3|Sg|Masc|Nom	4	subj	16	16
6	ihr	ihre	A	PPOSAT	_|_|Sg	8	det	416	416
7	kleine	klein	A	ADJA	Pos|_|_|Sg|Wk|	8	attr	_	_
8	Erzählungen	Erzählung	N	NN	_|_|Sg	4	obja	_	_
9	bei	bei	P	PTKVZ	_	4	avz	_	_
10	.	.	$	$.	_	0	root	_	_

1	Er	er	P	PPER	3|Sg|Masc|Nom	2	subj	16	16
2	erklärte	erklären	V	VVFIN	3|Sg|Past|_	0	root	_	_
3	ihr	ihr	P	PPER	3|Sg|Fem|Dat	2	objd	416	416
4	die	die	A	ART	Def|_|_|Pl	5	det	417	417
5	Bilder	Bild	N	NN	_|_|Pl	2	obja	417	417
6	mit	mit	P	APPR	Dat	2	pp	_	_
7	den	die	A	ART	Def|_|Dat|Pl	12	det	683	683
8	einfachen	einfach	A	ADJA	Pos|_|Dat|Pl|_|	12	attr	683	683
9	und	und	K	KON	_	8	kon	683	683
10	so	so	A	ADV	_	11	adv	683	683
11	dichterischen	dichterisch	A	ADJA	Pos|_|Dat|_|_|	9	cj	683	683
12	Legenden	Legende	N	NN	_|Dat|Pl	6	pn	683	683
13	des	die	A	ART	Def|Neut|Gen|Sg	14	det	683	683
14	Testamentes	Testament	N	NN	Neut|Gen|Sg	12	gmod	683	683
15	und	und	K	KON	_	2	kon	_	_
16	sprach	sprechen	V	VVFIN	_|Sg|Past|Ind	15	cj	_	_
17	von	von	P	APPR	Dat	16	pp	_	_
18	den	die	A	ART	Def|_|Dat|Pl	19	det	_	_
19	Wundern	Wunder	N	NN	_|Dat|Pl	17	pn	_	_
20	und	und	K	KON	_	19	kon	_	_
21	Zeichen	Zeichen	N	NN	Neut|Dat|_	20	cj	632	632
22	der	die	A	ART	Def|_|_|_	24	det	_	_
23	heiligen	heilig	A	ADJA	Pos|_|Gen|_|Wk|	24	attr	_	_
24	Tage	Tag	N	NN	_|Gen|_	19	gmod	_	_
25	mit	mit	P	APPR	Dat	24	pp	_	_
26	solcher	solche	A	PIDAT	Fem|Dat|Sg	27	det	_	_
27	Glut	Glut	N	NN	Fem|Dat|Sg	25	pn	_	_
28	,	,	$	$,	_	0	root	_	_
29	daß	daß	K	KOUS	_	34	konj	_	_
30	er	er	P	PPER	3|Sg|Masc|Nom	34	subj	16	16
31	die	die	A	ART	Def|Fem|_|Sg	33	det	_	_
32	eigene	eigen	A	ADJA	Pos|Fem|_|Sg|_|	33	attr	_	_
33	Absicht	Absicht	N	NN	Fem|_|Sg	34	obja	_	_
34	vergaß	vergessen	V	VVFIN	3|Sg|Past|Ind	27	objc	_	_
35	und	und	K	KON	_	24	kon	_	_
36	das	die	A	ART	Def|Neut|_|Sg	38	det	418	418
37	gläubige	gläubig	A	ADJA	Pos|Neut|_|Sg|Wk|	38	attr	418	418
38	Vertrauen	Vertrauen	N	NN	Neut|_|Sg	35	cj	418	418
39	,	,	$	$,	_	0	root	_	_
40	welches	welche	P	PRELS	_|_|Sg	0	root	418	418
41	ihm	er	P	PPER	3|Sg|_|Dat	48	objd	16	16
42	die	die	A	ART	Def|Fem|_|Sg	44	det	_	_
43	erträumte	erträumt	A	ADJA	Pos|Fem|_|Sg|_|	44	attr	_	_
44	Gnade	Gnade	N	NN	Fem|_|Sg	48	obja	_	_
45	der	die	A	ART	Def|Masc|Gen|Pl	47	det	899	899
46	letzten	letzte	A	ADJA	Pos|Masc|Gen|Pl|Wk|	47	attr	899	899
47	Tage	Tag	N	NN	Masc|Gen|Pl	44	gmod	899	899
48	verliehen	verleihen	V	VVFIN	_|Pl|Past|_	0	root	_	_
49	,	,	$	$,	_	0	root	_	_
50	in	in	P	APPR	_	53	pp	_	_
51	ekstatischen	ekstatisch	A	ADJA	Pos|Fem|_|Pl|_|	52	attr	661	661
52	Farben	Farbe	N	NN	Fem|_|Pl	50	pn	661	661
53	verkündete	verkünden	V	VVFIN	_|Sg|Past|_	0	root	_	_
54	.	.	$	$.	_	0	root	_	_

1	Und	und	K	KON	_	0	root	_	_
2	dieses	diese	A	PDAT	_|_|Sg	1	cj	_	_
3	alten	alt	A	ADJA	Pos|Masc|Gen|Sg|_|	4	attr	_	_
4	Mannes	Mann	N	NN	Masc|Gen|Sg	6	gmod	_	_
5	begeisterter	begeistert	A	ADJA	Pos|Masc|Nom|Sg|St|	6	attr	_	_
6	Glaube	Glaube	N	NN	Masc|Nom|Sg	7	subj	_	_
7	erschütterte	erschüttern	V	VVFIN	3|Sg|Past|_	0	root	_	_
8	tief	tief	A	ADJD	Pos|	7	adv	_	_
9	das	die	A	ART	Def|Neut|_|Sg	10	det	_	_
10	Herz	Herz	N	NN	Neut|_|Sg	7	obja	_	_
11	dieses	diese	A	PDAT	Neut|Gen|Sg	12	det	_	_
12	Mädchens	Mädchen	N	NN	Neut|Gen|Sg	10	gmod	_	_
13	,	,	$	$,	_	0	root	_	_
14	die	die	P	PRELS	Fem|Nom|Sg	18	subj	420	420
15	selbst	selbst	A	ADV	_	18	adv	_	_
16	sich	sie	P	PRF	3|_|_	18	obja	_	_
17	nun	nun	A	ADV	_	18	adv	_	_
18	fühlte	fühlen	V	VVFIN	3|Sg|Past|_	12	rel	_	_
19	wie	wie	K	KOKOM	_	18	kom	_	_
20	in	in	P	APPR	Dat	19	cj	_	_
21	einem	eine	A	ART	Indef|Neut|Dat|Sg	23	det	419	419
22	erschlossenen	erschlossen	A	ADJA	Pos|Neut|Dat|Sg|Wk|	23	attr	419	419
23	Wunderlande	Wunderland	N	NN	Neut|Dat|Sg	20	pn	419	419
24	,	,	$	$,	_	0	root	_	_
25	das	die	P	PRELS	Neut|_|Sg	0	root	419	419
26	sich	sie	P	PRF	3|_|_	34	obja	_	_
27	jählings	jählings	A	ADV	_	34	adv	_	_
28	aus	aus	P	APPR	Dat	34	pp	_	_
29	dem	die	A	ART	Def|Neut|Dat|Sg	30	det	_	_
30	Dunkeln	Dunkeln	N	NN	Neut|Dat|Sg	28	pn	_	_
31	mit	mit	P	APPR	Dat	34	pp	_	_
32	umfangenden	umfangend	A	ADJA	Pos|Fem|Dat|Pl|_|<PPRES	33	attr	_	_
33	Pforten	Pforte	N	NN	Fem|Dat|Pl	31	pn	_	_
34	geöffnet	öffnen	V	VVPP	_	0	root	_	_
35	.	.	$	$.	_	0	root	_	_

1	Stärker	stark	A	ADJD	Comp|	4	adv	_	_
2	und	und	K	KON	_	1	kon	_	_
3	stärker	stark	A	ADJD	Comp|	2	cj	_	_
4	begann	beginnen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
5	ihr	ihre	A	PPOSAT	Neut|Nom|Sg	6	det	420	420
6	Leben	Leben	N	NN	Neut|Nom|Sg	4	subj	421	421
7	zu	zu	P	PTKZU	_	8	part	421	421
8	wanken	wanken	V	VVINF	_	4	obji	421	421
9	,	,	$	$,	_	0	root	421	421
10	das	die	P	PRELS	Neut|Nom|Sg	18	subj	421	421
11	aus	aus	P	APPR	Dat	18	pp	_	_
12	tiefster	tief	A	ADJA	Sup|Fem|Dat|Sg|St|	13	attr	_	_
13	Nacht	Nacht	N	NN	Fem|Dat|Sg	11	pn	_	_
14	plötzlich	plötzlich	A	ADJD	Pos|	18	adv	_	_
15	in	in	P	APPR	Dat	18	pp	_	_
16	purpurner	purpurn	A	ADJA	Pos|Fem|Dat|Sg|St|	17	attr	_	_
17	Dämmerung	Dämmerung	N	NN	Fem|Dat|Sg	15	pn	_	_
18	erwachte	erwachen	V	VVFIN	3|Sg|Past|_	6	rel	_	_
19	.	.	$	$.	_	0	root	_	_

1	Nichts	nichts	P	PIS	_|Nom|Sg	2	subj	_	_
2	schien	scheinen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
3	ihr	ihr	P	PPER	3|Sg|Fem|Dat	2	objd	420	420
4	unglaublich	unglaublich	A	ADJD	Pos|	2	pred	_	_
5	,	,	$	$,	_	0	root	_	_
6	seitdem	seitdem	K	KOUS	_	11	konj	_	_
7	sie	sie	P	PPER	3|Sg|Fem|Nom	11	subj	420	420
8	selbst	selbst	A	ADV	_	7	adv	_	_
9	so	so	A	ADV	_	10	adv	_	_
10	Seltsames	Seltsames	N	NN	Neut|_|Sg	11	obja	_	_
11	erlebt	erleben	V	VVFIN	3|Sg|Pres|Ind	2	neb	_	_
12	,	,	$	$,	_	0	root	_	_
13	nicht	nicht	P	PTKNEG	_	15	adv	_	_
14	jene	jene	A	PDAT	_|_|_	15	det	_	_
15	Legende	Legende	N	NN	_|_|_	0	root	_	_
16	von	von	P	APPR	Dat	15	pp	_	_
17	dem	die	A	ART	Def|Masc|Dat|Sg	19	det	422	422
18	silbernen	silbern	A	ADJA	Pos|Masc|Dat|Sg|Wk|	19	attr	422	422
19	Sterne	Stern	N	NN	Masc|Dat|Sg	16	pn	422	422
20	,	,	$	$,	_	0	root	422	422
21	hinter	hinter	P	APPR	Dat	28	pp	422	422
22	dem	die	P	PRELS	Masc|Dat|Sg	21	pn	422	422
23	drei	drei	C	CARD	_	24	attr	_	_
24	Könige	König	N	NN	Masc|Nom|Pl	28	subj	_	_
25	aus	aus	P	APPR	Dat	28	pp	_	_
26	fernem	fern	A	ADJA	Pos|Neut|Dat|Sg|St|	27	attr	_	_
27	Lande	Land	N	NN	Neut|Dat|Sg	25	pn	_	_
28	gingen	gehen	V	VVFIN	3|Pl|Past|_	19	rel	_	_
29	,	,	$	$,	_	0	root	_	_
30	mit	mit	P	APPR	Dat	28	pp	_	_
31	Pferden	Pferd	N	NN	Neut|Dat|Pl	30	pn	_	_
32	und	und	K	KON	_	31	kon	_	_
33	Kamelen	Kamel	N	NN	Neut|Dat|Pl	32	cj	423	423
34	,	,	$	$,	_	0	root	423	423
35	auf	auf	P	APPR	Dat	42	pp	423	423
36	denen	die	P	PRELS	Neut|Dat|Pl	35	pn	423	423
37	eine	eine	A	ART	Indef|Fem|Nom|Sg	39	det	_	_
38	schimmernde	schimmernd	A	ADJA	Pos|Fem|Nom|Sg|_|<PPRES	39	attr	_	_
39	Flut	Flut	N	NN	Fem|Nom|Sg	42	subj	_	_
40	von	von	P	APPR	_	39	pp	_	_
41	Kostbarkeiten	Kostbarkeit	N	NN	Fem|_|Pl	40	pn	_	_
42	ruhte	ruhen	V	VVFIN	3|Sg|Past|_	33	rel	_	_
43	,	,	$	$,	_	0	root	_	_
44	–	–	$	$(	_	0	root	_	_
45	nicht	nicht	P	PTKNEG	_	46	adv	_	_
46	daß	daß	K	KOUS	_	0	root	_	_
47	ein	eine	A	ART	Indef|_|_|Sg	48	det	_	_
48	Toter	Toter	N	NN	_|_|Sg	0	root	_	_
49	,	,	$	$,	_	0	root	_	_
50	von	von	P	APPR	_	54	pp	_	_
51	einer	eine	A	ART	Indef|Fem|_|Sg	53	det	_	_
52	segnenden	segnend	A	ADJA	Pos|Fem|_|Sg|Wk|<PPRES	53	attr	_	_
53	Hand	Hand	N	NN	Fem|_|Sg	50	pn	_	_
54	berührt	berühren	V	VVFIN	_|_|Pres|Ind	0	root	_	_
55	,	,	$	$,	_	0	root	_	_
56	wieder	wieder	A	ADV	_	59	adv	_	_
57	zum	zu	P	APPRART	Dat	59	pp	_	_
58	Leben	Leben	N	NN	Neut|Dat|_	57	pn	675	675
59	erstand	erstehen	V	VVFIN	_|Sg|Past|Ind	54	kon	_	_
60	,	,	$	$,	_	0	root	_	_
61	denn	denn	K	KON	_	59	kon	_	_
62	an	an	P	APPR	_	65	pp	_	_
63	sich	sie	P	PRF	3|_|_	62	pn	_	_
64	selbst	selbst	A	ADV	_	62	adv	_	_
65	schien	scheinen	V	VVFIN	3|Sg|Past|Ind	61	cj	_	_
66	sie	sie	P	PPER	3|Sg|Fem|Nom	65	subj	420	420
67	ähnliche	ähnlich	A	ADJA	Pos|Fem|_|Sg|_|	68	attr	_	_
68	Wundergewalt	Wundergewalt	N	NN	Fem|_|Sg	70	obja	_	_
69	zu	zu	P	PTKZU	_	70	part	_	_
70	verspüren	verspüren	V	VVINF	_	65	obji	_	_
71	.	.	$	$.	_	0	root	_	_

1	Bald	bald	A	ADV	_	2	adv	_	_
2	blieben	bleiben	V	VVFIN	3|Pl|Past|_	0	root	_	_
3	die	die	A	ART	Def|_|Nom|Pl	4	det	417	417
4	Bilder	Bild	N	NN	_|Nom|Pl	2	subj	417	417
5	unbeachtet	unbeachtet	A	ADJD	Pos|	2	adv	_	_
6	beiseite	beiseite	P	PTKVZ	_	2	avz	_	_
7	.	.	$	$.	_	0	root	_	_

1	Der	die	A	ART	Def|Masc|Nom|Sg	3	det	363	363
2	alte	alt	A	ADJA	Pos|Masc|Nom|Sg|Wk|	3	attr	363	363
3	Mann	Mann	N	NN	Masc|Nom|Sg	4	subj	363	363
4	erzählte	erzählen	V	VVFIN	3|Sg|Past|_	0	root	_	_
5	aus	aus	P	APPR	Dat	4	pp	_	_
6	seinem	seine	A	PPOSAT	Neut|Dat|Sg	7	det	363	363
7	Leben	Leben	N	NN	Neut|Dat|Sg	5	pn	425	425
8	,	,	$	$,	_	0	root	_	_
9	manches	manche	A	PIAT	Neut|_|Sg	10	det	424	424
10	Gotteszeichen	Gotteszeichen	N	NN	Neut|_|Sg	0	root	424	424
11	mit	mit	P	APPR	Dat	10	pp	424	424
12	den	die	A	ART	Def|_|Dat|Pl	13	det	424	424
13	Legenden	Legende	N	NN	_|Dat|Pl	11	pn	424	424
14	der	die	A	ART	Def|_|Gen|Pl	15	det	424	424
15	Bücher	Buch	N	NN	_|Gen|Pl	13	gmod	424	424
16	vermählend	vermählen	A	ADJD	_|<PPRES	0	root	_	_
17	;	;	$	$.	_	0	root	_	_
18	vieles	viele	P	PIS	_|_|Sg	0	root	_	_
19	,	,	$	$,	_	0	root	_	_
20	das	die	P	PRELS	Neut|_|Sg	0	root	424	424
21	er	er	P	PPER	3|Sg|Masc|Nom	0	root	363	363
22	in	in	P	APPR	Dat	30	pp	_	_
23	den	die	A	ART	Def|Masc|Dat|Pl	25	det	_	_
24	stummen	stumm	A	ADJA	Pos|Masc|Dat|Pl|_|	25	attr	_	_
25	Tagen	Tag	N	NN	Masc|Dat|Pl	22	pn	_	_
26	seines	seine	A	PPOSAT	_|Gen|Sg	27	det	363	363
27	Alters	Alter	N	NN	_|Gen|Sg	25	gmod	_	_
28	in	in	P	APPR	_	30	pp	_	_
29	sich	sie	P	PRF	3|_|_	28	pn	_	_
30	versponnen	verspinnen	V	VVPP	_	0	root	_	_
31	und	und	K	KON	_	0	root	_	_
