1	Oh	oh	I	ITJ	_	0	root	_	_
64	seit	seit	P	APPR	Dat	67	pp	_	_
65	1914	1914	C	CARD	_	64	pn	_	_
66	nicht	nicht	P	PTKNEG	_	67	adv	_	_
67	umnäht	umnähen	V	VVPP	_	68	aux	_	_
68	wären	sein	V	VAFIN	3|Pl|Past|Subj	94	subjc	_	_
69	mit	mit	P	APPR	Dat	67	pp	_	_
70	Stacheldraht	Stacheldraht	N	NN	Masc|Dat|Sg	69	pn	_	_
71	und	und	K	KON	_	69	kon	_	_
72	an	an	P	APPR	Dat	71	cj	_	_
73	jedem	jede	P	PIS	_|Dat|Sg	72	pn	_	_
74	von	von	P	APPR	Dat	73	pp	_	_
75	Gott	Gott	N	NN	Masc|Dat|Sg	74	pn	_	_
76	geschaffenen	geschafft	A	ADJA	Pos|Masc|Dat|Sg|Wk|	77	attr	_	_
77	Tage	Tag	N	NN	Masc|Dat|Sg	75	app	_	_
78	Frankreich	Frankreich	N	NE	Neut|Dat|Sg	77	app	_	_
79	,	,	$	$,	_	0	root	_	_
80	Deutschland	Deutschland	N	NE	Neut|Dat|Sg	78	kon	155	155
81	,	,	$	$,	_	0	root	155	155
82	Österreich	Österreich	N	NE	Neut|Dat|Sg	80	kon	155	155
83	und	und	K	KON	_	82	kon	_	_
84	Rußland	Rußland	N	NE	Neut|Dat|Sg	83	cj	179	179
85	ihre	ihre	A	PPOSAT	Fem|_|Sg	87	det	155	155
86	männliche	männlich	A	ADJA	Pos|Fem|_|Sg|_|	87	attr	_	_
87	Einwohnerzahl	Einwohnerzahl	N	NN	Fem|_|Sg	94	obja	_	_
88	gegenseitig	gegenseitig	A	ADJD	Pos|	94	adv	_	_
89	um	um	P	APPR	_	94	pp	_	_
90	ein	eine	A	ART	Indef|_|_|Sg	93	det	_	_
91	paar	paar	A	PIDAT	Masc|_|Pl	93	attr	_	_
92	tausend	tausend	C	CARD	_	93	attr	_	_
93	Menschen	Mensch	N	NN	Masc|_|Pl	89	pn	_	_
94	kürzten	kürzen	V	VVFIN	_|Pl|Past|_	0	root	_	_
95	.	.	$	$.	_	0	root	_	_

1	Zunächst	zunächst	A	ADV	_	2	adv	_	_
2	legte	legen	V	VVFIN	3|Sg|Past|_	0	root	_	_
3	er	er	P	PPER	3|Sg|Masc|Nom	2	subj	155	155
4	deshalb	deshalb	P	PROAV	_	2	pp	_	_
5	die	die	A	ART	Def|Fem|_|Sg	6	det	156	156
6	Postkarte	Postkarte	N	NN	Fem|_|Sg	2	obja	156	156
7	als	als	K	KOKOM	_	2	kom	_	_
8	Kuriosum	Kuriosum	N	NN	Neut|_|Sg	7	cj	_	_
9	in	in	P	APPR	Acc	2	objp	_	_
10	seine	seine	A	PPOSAT	Fem|Acc|Sg	11	det	155	155
11	Schreibtischlade	Schreibtischlade	N	NN	Fem|Acc|Sg	9	pn	_	_
12	,	,	$	$,	_	0	root	_	_
13	ohne	ohne	K	KOUI	_	20	konj	_	_
14	von	von	P	APPR	_	20	pp	_	_
15	dieser	diese	A	PDAT	Fem|_|Sg	16	det	_	_
16	Absurdität	Absurdität	N	NN	Fem|_|Sg	14	pn	_	_
17	weitere	weit	A	ADJA	Comp|Fem|_|Sg|_|	18	attr	_	_
18	Meldung	Meldung	N	NN	Fem|_|Sg	20	obja	_	_
19	zu	zu	P	PTKZU	_	20	part	_	_
20	erstatten	erstatten	V	VVINF	_	2	neb	_	_
21	.	.	$	$.	_	0	root	_	_

1	Aber	aber	K	KON	_	0	root	_	_
2	nach	nach	P	APPR	Dat	5	pp	_	_
3	einigen	einige	A	PIAT	Fem|Dat|Pl	4	det	_	_
4	Wochen	Woche	N	NN	Fem|Dat|Pl	2	pn	_	_
5	kam	kommen	V	VVFIN	3|Sg|Past|Ind	1	cj	_	_
6	abermals	abermals	A	ADV	_	5	adv	_	_
7	eine	eine	A	ART	Indef|Fem|Nom|Sg	8	det	158	158
8	Karte	Karte	N	NN	Fem|Nom|Sg	5	subj	158	158
9	desselben	dieselbe	A	PDAT	_|Gen|Sg	10	det	29	29
10	Jakob	Jakob	N	NE	_|Gen|Sg	8	gmod	29	29
11	Mendel	Mendel	N	NE	_|Gen|Sg	10	app	29	29
12	an	an	P	APPR	Acc	44	pp	29	29
13	einen	eine	A	ART	Indef|Masc|Acc|Sg	14	det	157	157
14	Bookseller	Bookseller	N	NN	Masc|Acc|Sg	12	pn	157	157
15	John	John	N	NE	Neut|Acc|Sg	14	app	157	157
16	Aldridge	Aldridge	N	NE	Neut|Acc|Sg	15	app	157	157
17	,	,	$	$,	_	0	root	_	_
18	London	London	N	NE	Neut|Acc|Sg	16	kon	_	_
19	,	,	$	$,	_	0	root	_	_
20	Holborn	Holborn	N	NN	Masc|Acc|Sg	18	kon	_	_
21	Square	Square	N	NE	Masc|Acc|Sg	20	app	_	_
22	,	,	$	$,	_	0	root	_	_
23	ob	ob	K	KOUS	_	35	konj	_	_
24	er	er	P	PPER	3|Sg|Masc|Nom	35	subj	157	157
25	ihm	er	P	PPER	3|Sg|_|Dat	34	objd	29	29
26	nicht	nicht	P	PTKNEG	_	34	adv	_	_
27	die	die	A	ART	Def|Fem|_|Pl	29	det	_	_
28	letzten	letzte	A	ADJA	Pos|Fem|_|Pl|Wk|	29	attr	_	_
29	Nummern	Nummer	N	NN	Fem|_|Pl	34	obja	_	_
30	des	die	A	ART	Def|_|Gen|Sg	32	det	_	_
31	»	»	$	$(	_	0	root	_	_
32	Antiquarian	Antiquarian	N	NE	_|Gen|Sg	29	gmod	_	_
33	«	«	$	$(	_	0	root	_	_
34	besorgen	besorgen	V	VVINF	_	35	aux	_	_
35	könnte	können	V	VMFIN	3|Sg|Past|Subj	14	objc	_	_
36	,	,	$	$,	_	0	root	_	_
37	und	und	K	KON	_	35	kon	_	_
38	abermals	abermals	A	ADV	_	39	adv	_	_
39	war	sein	V	VAFIN	3|Sg|Past|Ind	37	cj	_	_
40	sie	sie	P	PPER	3|Sg|Fem|Nom	39	subj	158	158
41	unterfertigt	unterfertigen	V	VVPP	_	39	aux	_	_
42	von	von	P	APPR	_	41	pp	_	_
43	ebendemselben	ebendemselben	N	NE	_|_|_	42	pn	159	159
44	merkwürdigen	merkwürdig	A	ADJA	Pos|Neut|Dat|Sg|Wk|	45	attr	_	_
45	Individuum	Individuum	N	NN	Neut|Dat|Sg	5	objd	_	_
46	Jakob	Jakob	N	NE	Neut|Dat|Sg	45	app	_	_
47	Mendel	Mendel	N	NE	Neut|Dat|Sg	46	app	_	_
48	,	,	$	$,	_	0	root	_	_
49	das	die	P	PRELS	Neut|Nom|Sg	56	subj	159	159
50	mit	mit	P	APPR	Dat	56	pp	_	_
51	rührender	rührend	A	ADJA	Pos|Fem|Dat|Sg|St|<PPRES	52	attr	_	_
52	Naivität	Naivität	N	NN	Fem|Dat|Sg	50	pn	_	_
53	seine	seine	A	PPOSAT	Fem|_|Sg	55	det	159	159
54	volle	voll	A	ADJA	Pos|Fem|_|Sg|_|	55	attr	_	_
55	Adresse	Adresse	N	NN	Fem|_|Sg	56	obja	_	_
56	beischrieb	beischreiben	V	VVFIN	3|Sg|Past|Ind	47	rel	_	_
57	.	.	$	$.	_	0	root	_	_

1	Nun	nun	A	ADV	_	2	adv	_	_
2	wurde	werden	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
3	es	es	P	PPER	3|Sg|Neut|Nom	2	subj	_	_
4	dem	die	A	ART	Def|_|Dat|Sg	9	det	_	_
5	in	in	P	APPR	Acc	8	pp	_	_
6	die	die	A	ART	Def|Fem|Acc|Sg	7	det	_	_
7	Uniform	Uniform	N	NN	Fem|Acc|Sg	5	pn	_	_
8	eingenähten	eingenäht	A	ADJA	Pos|_|Dat|Sg|Wk|	9	attr	_	_
9	Gymnasialprofessor	Gymnasialprofessor	N	NN	_|Dat|Sg	2	objd	_	_
10	doch	doch	A	ADV	_	2	adv	_	_
11	ein	eine	A	ART	Indef|_|_|Sg	0	root	_	_
12	wenig	wenig	A	ADV	_	13	adv	_	_
13	eng	eng	A	ADJD	Pos|	0	root	_	_
14	unter	unter	P	APPR	Dat	13	pp	_	_
15	dem	die	A	ART	Def|Masc|Dat|Sg	16	det	160	160
16	Rock	Rock	N	NN	Masc|Dat|Sg	14	pn	160	160
17	.	.	$	$.	_	0	root	_	_

1	Steckte	stecken	V	VVFIN	3|Sg|Past|_	0	root	_	_
2	am	an	P	APPRART	Dat	1	pp	_	_
3	Ende	Ende	N	NN	Neut|Dat|Sg	2	pn	264	264
4	irgendein	irgendeine	A	PIAT	Masc|Nom|Sg	7	det	161	161
5	rätselhafter	rätselhaft	A	ADJA	Pos|Masc|Nom|Sg|St|	7	attr	161	161
6	chiffrierter	chiffriert	A	ADJA	Pos|Masc|Nom|Sg|St|	7	attr	161	161
7	Sinn	Sinn	N	NN	Masc|Nom|Sg	1	subj	161	161
8	hinter	hinter	P	APPR	Dat	1	objp	_	_
9	diesem	diese	A	PDAT	Masc|Dat|Sg	11	det	_	_
10	vertölpelten	vertölpelten	A	ADJA	_|Masc|Dat|Sg|_	11	attr	_	_
11	Spaß	Spaß	N	NN	Masc|Dat|Sg	8	pn	_	_
12	?	?	$	$.	_	0	root	_	_

