1	Es	es	P	PPER	3|Sg|Neut|_	2	expl	_	_
4	Wind	Wind	N	NN	Masc|Nom|Sg	2	subj	56	56
5	und	und	K	KON	_	2	kon	_	_
6	wehte	wehen	V	VVFIN	_|Sg|Past|_	5	cj	_	_
7	ihm	er	P	PPER	3|Sg|_|Dat	6	objd	56	56
8	das	die	A	ART	Def|Neut|_|Sg	9	det	_	_
9	Hütchen	Hütchen	N	NN	Neut|_|Sg	6	obja	_	_
10	vom	von	P	APPRART	Dat	9	pp	_	_
11	Kopf	Kopf	N	NN	Masc|Dat|Sg	10	pn	_	_
12	weit	weit	A	ADJD	Pos|	6	adv	_	_
13	weg	weg	P	PTKVZ	_	6	avz	_	_
14	,	,	$	$,	_	0	root	_	_
15	daß	daß	K	KOUS	_	18	konj	_	_
16	Kürdchen	Kürdchen	N	NN	Neut|Nom|Sg	18	subj	57	57
17	nachlaufen	nachlaufen	V	VVINF	_	18	aux	_	_
18	mußte	müssen	V	VMFIN	3|Sg|Past|Ind	0	root	_	_
19	;	;	$	$.	_	0	root	_	_
20	und	und	K	KON	_	0	root	_	_
21	als	als	K	KOKOM	_	23	kom	_	_
22	es	es	P	PPER	3|Sg|Neut|_	21	cj	_	_
23	wiederkam	wiederkommen	V	VVFIN	_|Sg|Past|Ind	20	cj	_	_
24	,	,	$	$,	_	0	root	_	_
25	hatte	haben	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
26	sie	sie	P	PPER	3|Sg|Fem|Nom	25	subj	29	29
27	längst	längst	A	ADV	_	25	adv	_	_
28	ihr	ihre	A	PPOSAT	Neut|_|Sg	29	det	29	29
29	Haar	Haar	N	NN	Neut|_|Sg	25	obja	_	_
30	zurecht	zurecht	P	PTKVZ	_	25	avz	_	_
31	,	,	$	$,	_	0	root	_	_
32	und	und	K	KON	_	25	kon	_	_
33	es	es	P	PPER	3|Sg|Neut|Nom	34	subj	_	_
34	konnte	können	V	VMFIN	3|Sg|Past|Ind	32	cj	_	_
35	keins	keine	P	PIS	Neut|_|Sg	37	obja	_	_
36	davon	davon	P	PROAV	_	35	pp	_	_
37	erwischen	erwischen	V	VVINF	_	34	aux	_	_
38	;	;	$	$.	_	0	root	_	_
39	und	und	K	KON	_	41	koord	_	_
40	so	so	A	ADV	_	41	adv	_	_
41	hüteten	hüten	V	VVFIN	3|Pl|Past|_	0	root	_	_
42	sie	sie	P	PPER	3|Pl|_|Nom	41	subj	11	11
43	die	die	A	ART	Def|Fem|_|Pl	44	det	53	53
44	Gänse	Gans	N	NN	Fem|_|Pl	41	obja	53	53
45	,	,	$	$,	_	0	root	_	_
46	bis	bis	K	KOUS	_	0	root	_	_
47	es	es	P	PPER	3|Sg|Neut|_	0	root	_	_
48	Abend	Abend	N	NN	Masc|_|Sg	0	root	_	_
49	ward	ward	N	NE	Masc|_|Sg	48	app	_	_
50	.	.	$	$.	_	0	root	_	_

1	Abends	abends	A	ADV	_	9	adv	_	_
2	aber	aber	A	ADV	_	9	adv	_	_
3	,	,	$	$,	_	0	root	_	_
4	nachdem	nachdem	K	KOUS	_	7	konj	_	_
5	sie	sie	P	PPER	3|Pl|_|Nom	7	subj	11	11
6	heimgekommen	heimkommen	V	VVPP	_	7	aux	_	_
7	waren	sein	V	VAFIN	3|Pl|Past|Ind	9	neb	_	_
8	,	,	$	$,	_	0	root	_	_
9	ging	gehen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
10	Kürdchen	Kürdchen	N	NN	Neut|Nom|Sg	9	subj	57	57
11	vor	vor	P	APPR	Acc	9	objp	_	_
12	den	die	A	ART	Def|Masc|Acc|Sg	14	det	39	39
13	alten	alt	A	ADJA	Pos|Masc|Acc|Sg|_|	14	attr	39	39
14	König	König	N	NN	Masc|Acc|Sg	11	pn	39	39
15	und	und	K	KON	_	9	kon	_	_
16	sagte	sagen	V	VVFIN	_|Sg|Past|_	15	cj	_	_
17	:	\:	$	$.	_	0	root	_	_
18	»	»	$	$(	_	0	root	_	_
19	Mit	mit	P	APPR	Dat	22	pp	_	_
20	dem	die	A	ART	Def|Neut|Dat|Sg	21	det	_	_
21	Mädchen	Mädchen	N	NN	Neut|Dat|Sg	19	pn	_	_
22	will	wollen	V	VMFIN	1|Sg|Pres|Ind	0	root	_	_
23	ich	ich	P	PPER	1|Sg|_|Nom	22	subj	61	61
24	nicht	nicht	P	PTKNEG	_	27	adv	_	_
25	länger	lang	A	ADJD	Comp|	27	adv	_	_
26	Gänse	Gans	N	NN	Fem|_|Pl	27	obja	60	60
27	hüten	hüten	V	VVINF	_	22	aux	_	_
28	.	.	$	$.	_	0	root	_	_
29	«	«	$	$(	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Warum	Warum	P	PWAV	_	0	root	_	_
3	denn	denn	A	ADV	_	2	adv	_	_
4	?	?	$	$.	_	0	root	_	_
5	«	«	$	$(	_	0	root	_	_
6	fragte	fragen	V	VVFIN	3|Sg|Past|_	0	root	_	_
7	der	die	A	ART	Def|Masc|Nom|Sg	9	det	39	39
8	alte	alt	A	ADJA	Pos|Masc|Nom|Sg|Wk|	9	attr	39	39
9	König	König	N	NN	Masc|Nom|Sg	6	subj	39	39
10	.	.	$	$.	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Ei	Ei	N	NN	Neut|_|Sg	0	root	_	_
3	,	,	$	$,	_	0	root	_	_
4	das	die	P	PDS	Neut|Nom|Sg	5	subj	_	_
5	ärgert	ärgern	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
6	mich	ich	P	PPER	1|Sg|_|Acc	5	obja	61	61
7	den	die	A	ART	Def|Masc|Acc|Sg	9	det	_	_
8	ganzen	ganz	A	ADJA	Pos|Masc|Acc|Sg|_|	9	attr	_	_
9	Tag	Tag	N	NN	Masc|Acc|Sg	5	zeit	_	_
10	.	.	$	$.	_	0	root	_	_
11	«	«	$	$(	_	0	root	_	_
12	Da	da	A	ADV	_	13	adv	_	_
13	befahl	befehlen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
14	ihm	er	P	PPER	3|Sg|_|Dat	13	objd	12	12
15	der	die	A	ART	Def|Masc|Nom|Sg	17	det	39	39
16	alte	alt	A	ADJA	Pos|Masc|Nom|Sg|Wk|	17	attr	39	39
17	König	König	N	NN	Masc|Nom|Sg	13	subj	39	39
18	zu	zu	P	PTKZU	_	19	part	_	_
19	erzählen	erzählen	V	VVINF	_	13	obji	_	_
20	,	,	$	$,	_	0	root	_	_
21	wie	wie	P	PWAV	_	28	pred	_	_
22	'	'	$	$(	_	0	root	_	_
23	s	s	P	PPER	_|Sg|_|Nom	28	subj	39	39
24	ihm	er	P	PPER	3|Sg|_|Dat	28	objd	12	12
25	denn	denn	A	ADV	_	28	adv	_	_
26	mit	mit	P	APPR	Dat	28	pp	_	_
27	ihr	ihr	P	PPER	3|Sg|Fem|Dat	26	pn	_	_
28	ginge	gehen	V	VVFIN	_|Sg|Past|Subj	19	objc	_	_
29	.	.	$	$.	_	0	root	_	_

1	Da	da	A	ADV	_	2	adv	_	_
2	sagte	sagen	V	VVFIN	3|Sg|Past|_	0	root	_	_
3	Kürdchen	Kürdchen	N	NN	Neut|Nom|Sg	2	subj	57	57
4	:	\:	$	$.	_	0	root	_	_
5	»	»	$	$(	_	0	root	_	_
6	Morgens	Morgen	N	NN	Masc|Gen|Sg	0	root	_	_
7	,	,	$	$,	_	0	root	_	_
8	wenn	wenn	K	KOUS	_	17	konj	_	_
9	wir	wir	P	PPER	1|Pl|_|Nom	17	subj	_	_
10	unter	unter	P	APPR	Dat	17	pp	_	_
11	dem	die	A	ART	Def|_|Dat|Sg	13	det	62	62
12	finstern	finstern	A	ADJA	_|_|Dat|Sg|_	13	attr	62	62
13	Tor	Tor	N	NN	_|Dat|Sg	10	pn	62	62
14	mit	mit	P	APPR	Dat	17	pp	_	_
15	der	die	A	ART	Def|Fem|Dat|Sg	16	det	_	_
16	Herde	Herd	N	NN	Fem|Dat|Sg	14	pn	_	_
17	durchkommen	durchkommen	V	VVFIN	1|Pl|Pres|_	20	neb	_	_
18	,	,	$	$,	_	0	root	_	_
19	so	so	A	ADV	_	20	adv	_	_
20	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
21	da	da	A	ADV	_	20	adv	_	_
22	ein	eine	A	ART	Indef|Masc|Nom|Sg	23	det	_	_
23	Gaulskopf	Gaulskopf	N	NN	Masc|Nom|Sg	20	subj	_	_
24	an	an	P	APPR	Dat	20	pp	_	_
25	der	die	A	ART	Def|Fem|Dat|Sg	26	det	63	63
26	Wand	Wand	N	NN	Fem|Dat|Sg	24	pn	63	63
27	,	,	$	$,	_	0	root	_	_
28	zu	zu	P	APPR	Dat	30	pp	_	_
29	dem	die	P	PDS	_|Dat|Sg	28	pn	_	_
30	redet	reden	V	VVFIN	3|Sg|Pres|Ind	20	kon	_	_
31	sie	sie	P	PPER	3|Sg|Fem|Nom	30	subj	63	63
32	:	\:	$	$.	_	0	root	_	_

1	›	›	N	NE	_	0	root	29	29
2	Falada	Falada	N	NE	_	1	app	29	29
3	,	,	$	$,	_	0	root	_	_
4	da	da	K	KOUS	_	0	root	_	_
5	du	du	P	PPER	2|Sg|_|Nom	0	root	_	_
6	hangest	hangest	F	FM	_|Dat|_	10	objd	_	_
7	‹	‹	F	FM	_|Dat|_	6	app	_	_

1	da	da	A	ADV	_	2	adv	_	_
2	antwortet	antworten	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
3	der	die	A	ART	Def|Masc|Nom|Sg	4	det	49	49
4	Kopf	Kopf	N	NN	Masc|Nom|Sg	2	subj	49	49
5	:	\:	$	$.	_	0	root	_	_

1	Und	und	K	KON	_	0	root	_	_
2	so	so	A	ADV	_	3	adv	64	64
3	erzählte	erzählt	A	ADJA	Pos|Neut|_|_|_|	4	attr	64	64
4	Kürdchen	Kürdchen	N	NN	Neut|_|_	1	cj	64	64
5	weiter	weiter	P	PTKVZ	_	0	root	_	_
6	,	,	$	$,	_	0	root	_	_
7	was	was	P	PRELS	Neut|Nom|Sg	11	subj	64	64
8	auf	auf	P	APPR	Dat	11	pp	_	_
9	der	die	A	ART	Def|Fem|Dat|Sg	10	det	_	_
10	Gänsewiese	Gänsewiese	N	NN	Fem|Dat|Sg	8	pn	_	_
11	geschähe	geschehen	V	VVFIN	3|Sg|Past|Subj	0	root	_	_
12	und	und	K	KON	_	11	kon	_	_
13	wie	wie	P	PWAV	_	20	adv	_	_
14	es	es	P	PPER	3|Sg|Neut|Nom	21	subj	_	_
15	da	da	A	ADV	_	20	adv	_	_
16	dem	die	A	ART	Def|Masc|Dat|Sg	17	det	_	_
17	Hut	Hut	N	NN	Masc|Dat|Sg	20	objd	_	_
18	im	in	P	APPRART	Dat	20	pp	_	_
19	Winde	Wind	N	NN	_|Dat|Sg	18	pn	65	65
20	nachlaufen	nachlaufen	V	VVINF	_	21	aux	_	_
21	müßte	müssen	V	VMFIN	3|Sg|Past|Subj	12	cj	_	_
22	.	.	$	$.	_	0	root	_	_

1	Der	die	A	ART	Def|Masc|Nom|Sg	3	det	39	39
2	alte	alt	A	ADJA	Pos|Masc|Nom|Sg|Wk|	3	attr	39	39
3	König	König	N	NN	Masc|Nom|Sg	4	subj	39	39
4	befahl	befehlen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
5	ihm	er	P	PPER	3|Sg|_|Dat	4	objd	12	12
6	,	,	$	$,	_	0	root	_	_
7	den	die	A	ART	Def|Masc|Acc|Sg	9	det	_	_
8	nächsten	nah	A	ADJA	_|Masc|Acc|Sg|_|	9	attr	_	_
9	Tag	Tag	N	NN	Masc|Acc|Sg	11	obja	_	_
10	wieder	wieder	A	ADV	_	11	adv	_	_
11	hinauszutreiben	hinaustreiben	V	VVIZU	_	4	obji	_	_
12	,	,	$	$,	_	0	root	_	_
13	und	und	K	KON	_	0	root	_	_
14	er	er	P	PPER	3|Sg|Masc|Nom	13	cj	12	12
15	selbst	selbst	A	ADV	_	14	adv	_	_
16	,	,	$	$,	_	0	root	_	_
17	wie	wie	P	PWAV	_	20	adv	_	_
18	es	es	P	PPER	3|Sg|Neut|Nom	20	subj	_	_
19	Morgen	Morgen	N	NN	_|Nom|_	20	pred	_	_
20	war	sein	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
21	,	,	$	$,	_	0	root	_	_
22	setzte	setzen	V	VVFIN	_|Sg|Past|_	20	kon	_	_
23	sich	sie	P	PRF	3|_|_	22	obja	_	_
24	hinter	hinter	P	APPR	Acc	22	pp	_	_
25	das	die	A	ART	Def|Neut|Acc|Sg	27	det	50	50
26	finstere	finster	A	ADJA	Pos|Neut|Acc|Sg|Wk|	27	attr	50	50
27	Tor	Tor	N	NN	Neut|Acc|Sg	24	pn	50	50
28	und	und	K	KON	_	22	kon	_	_
29	hörte	hören	V	VVFIN	_|Sg|Past|_	28	cj	_	_
30	da	da	A	ADV	_	29	adv	_	_
31	,	,	$	$,	_	0	root	_	_
32	wie	wie	P	PWAV	_	39	adv	_	_
33	sie	sie	P	PPER	3|Sg|Fem|Nom	39	subj	65	65
34	mit	mit	P	APPR	Dat	39	pp	_	_
35	dem	die	A	ART	Def|Neut|Dat|Sg	36	det	_	_
36	Haupt	Haupt	N	NN	Neut|Dat|Sg	34	pn	_	_
37	des	die	A	ART	Def|_|Gen|Sg	38	det	29	29
38	Falada	Falada	N	NN	_|Gen|Sg	36	gmod	29	29
39	sprach	sprechen	V	VVFIN	3|Sg|Past|Ind	29	objc	_	_
40	;	;	$	$.	_	0	root	_	_
41	und	und	K	KON	_	0	root	_	_
42	dann	dann	A	ADV	_	43	adv	_	_
43	ging	gehen	V	VVFIN	3|Sg|Past|Ind	41	cj	_	_
44	er	er	P	PPER	3|Sg|Masc|Nom	43	subj	65	65
45	ihr	ihr	P	PPER	3|Sg|Fem|Dat	43	objd	29	29
46	auch	auch	A	ADV	_	43	adv	_	_
47	nach	nach	P	APPR	Dat	43	pp	_	_
48	in	in	P	APPR	Acc	47	pp	_	_
49	das	die	A	ART	Def|Neut|Acc|Sg	50	det	66	66
50	Feld	Feld	N	NN	Neut|Acc|Sg	48	pn	66	66
51	und	und	K	KON	_	43	kon	_	_
52	barg	bergen	V	VVFIN	_|Sg|Past|Ind	51	cj	_	_
53	sich	sie	P	PRF	3|_|_	52	obja	_	_
54	in	in	P	APPR	Dat	52	pp	_	_
55	einem	eine	A	ART	Indef|Masc|Dat|Sg	56	det	_	_
56	Busch	Busch	N	NN	Masc|Dat|Sg	54	pn	_	_
57	auf	auf	P	APPR	Dat	52	pp	_	_
58	der	die	A	ART	Def|Fem|Dat|Sg	59	det	59	59
59	Wiese	Wiese	N	NN	Fem|Dat|Sg	57	pn	59	59
60	.	.	$	$.	_	0	root	_	_

